agency,use_case_name,bureau_component,current_is_general_llm_access,current_is_generative_ai,ai_sophistication,tool_product_name,stage_of_development,ai_classification,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
HHS,RepoAnalysis,HHS/CDC,1,0,general_llm,Aretec SEARCH,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,EDAV (Enterprise Data Analytics and Visualization Platform),,We are trying to generate a summary of code repositories that are insufficiently documented.,This would allow people to search for code and reuse code that is not documented well enough for traditional search engines.,The output from the AI is a summary of what the code repository does based on source codes and/or README.
HHS,SRO Handbook Bot,HHS/NIH,1,0,general_llm,Aretec SEARCH,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"This tool answers Scientific Review Officer (SRO) questions by retrieving relevant information from the handbook, saving the user time looking for answers to their questions.","The system will help SROs perform policy and handbook searches based on policy numbers and related keywords, using semantic understanding to improve search accuracy.",Provides summarized search results.
HHS,Scholar Match,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The current candidate evaluations and placement process is complex and challenging for both analysts and participants. By enhancing this process with AI/ML support could optimize resource allocation and candidate satisfaction, significantly impacting workforce distribution and efficiency in critical health areas.",This would improve the process of matching NHSC and Nurse Corps Scholars going into clinical service in underserved communities.,"The Scholar Match (SM) leverages AI to enhance the placement process of NHSC and Nurse Corps scholars in communities of need across the U.S. and territories. By analyzing candidate profiles and regional needs, SM recommends optimal placements, ensuring both the fulfillment of organizational needs and the satisfaction of the candidates. Current planning leverages Machine Learning, Recommendation Systems, Cloud-based platforms and Data analytics services for the implementation."
HHS,Scientific summaries tool,HHS/NIH,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,Enhancing scientific summary development for communicating scientific achievement.,Within NIAID DIR we have team that drafts justifications for personnel actions based on the research being performed. This tool will be created to help them quickly and effectively prepare justifications for personnel actions for investigators in specific research fields.,"Inputs: scientific publications, CV/Bib, BSC submissions and outcome memos, prior justifications, and, clinical protocols. Outputs: Scientific summary"
HHS,Site Application Analysis,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The current application review process requires internal analysis to review many complex documents to determine Site Eligibility to employ a member of the NHSC or Nurse Corps. By enhancing this process with AI/ML support could revolutionize and streamline the NHSC, Substance Use Disorder Treatment and Recovery (STAR)and Nurse Corps Site Application Process.","This would improve the current highly manual process for reviewing Site applications for internal analysts but ensure that clinical sites are being approved for NHSC, Nurse Corps, and STAR LRP.","The Site Application Analysis (SA) is designed to support the evaluation of NHSC, STAR and Nurse Corps Site Applications. SA will allow for faster more accurate review of Site Applications and allow BHW Regional Analysts to focus on a higher value task. Current planning leverages Cloud-based services, Machine Learning, Recommendation Systems, Natural Language Understanding (NLU) and Text Analysis for the implementation."
HHS,Smart Solution for Docket Management (SSDM),HHS/FDA/OC,1,0,general_llm,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,AWS,Deloitte,"The AI is intended to solve the extremely labor-intensive and time consuming process of manually collating, de-duplicating, and categorizing public comments on FDA dockets.","1. Significant time and resource savings: The platform aims to save the Agency a substantial number of staff hours by assisting in reducing redundant and time-consuming tasks that can take weeks to complete manually. 2. Enhanced processing capacity: The platform will enable FDA to effectively handle large-scale comment volumes. 3. Improved accuracy and quality: The AI-powered deduplication, topic modeling, and keyword flagging can potentially enhance the overall quality of comment processing while reducing human error in manual sorting.","The AI-enabled tool provides two main outputs: 1) a line listing excel file that organizes comments into groups based on similarity/deduplication thresholds and tags them with AI-identified and SME-approved keywords and topics; and 2) a comment summary word report that provides structured analysis of themes, key performance indicators, and submitter group breakdowns to assist in regulatory decision-making."
HHS,Targeted Technical Assistance,HHS/HRSA,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,AI will help identify the health centers/ geographic areas that will benefit the most from targeted technical assistance on clinical topics for improving quality metrics,This will lead to better quality of care and improve health outcomes for patients. At the same time this will reduce costs and staff burnout and increase patient satisfaction with their care,"Outputs will be: 
1. List of health centers requiring TA on specific clinical topics (in alignment with MAHA)
2. More focused ROI by implementing the specific TA identified through the process"
HHS,Using Llama to summarize PubMed Central (PMC) full text articles that contain information on protein function,HHS/NIH,1,0,nlp_specific,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Natural Language Processing (NLP),,,Inefficient and manual process to assign accurate function to proteins and protein models,This will increase efficiency of curators work in providing up-to-date functional annotation for prokaryotic protein family models for use in the annotation pipeline and in adding this to RefSeq proteins.,Article summaries
HUD,"Automated Draft Narrative Reports

Previously ""Automating Draft Counterparty Credit Narrative Reports""; have since expanded to general enterprise use.",Ginnie Mae,1,0,nlp_specific,,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Natural Language Processing (NLP),Ginnie Mae Reporting and Feedback System (RFS),"Deloitte Consulting, LLC",Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives/memos. This application of AI enables processing efficiency and reduces errors that can occur in a manual process.,"The AI solution ensures greater accuracy in reporting, time savings, and eliminates manual steps that are prone to error.",Draft memos/reports
HUD,CAISY - Workforce Training Conversation Simulator,Office of the Chief Human Capital Officer,1,0,general_llm,,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Skillsoft,Skillsoft Percipio,"CAISY is designed to solve the challenge of helping employees practice and improve difficult workplace conversations in a safe, realistic environment.","CAISY helps employees practice and receive real-time feedback on workplace conversations.  It offers several real-world scenarios, allowing users to practice skills like resolving customer concerns, sharing constructive feedback, and leading difficult conversations, within a safe learning environment.","Conversational responses generated by an LLM (Azure OpenAI) tailored to the scenario.

Coaching feedback on AI Simulation scenarios

Scenario-specific guidance

Learner performance rating (non-PII, abstract user ID)."
NARA,A1 Museum AI Project,National Archives & Records Administration (NARA),1,0,general_llm,,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Exhibit Personalization System (EPS),Cortina,The AI is intended to solve the problem of limited document discoverability and intensive manual labor by using automated tagging to personalize the visitor experience and make millions of digital records instantly accessible.,"NARA will use AI generated tags and topics to recommend and make records available to visitors from a pool of approximately 2 million digital records, freeing up staff time and enhancing and personalizing the user experience for A1 museum visitors.",This AI use provides enhanced visitor access to NARA records through an easy-to-use interface that identifies NARA records based on visitor responses to a chatbot conversation.
NARA,AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records,National Archives & Records Administration (NARA),1,0,general_llm,,b)  Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,N/A,N/A,The AI is intended to solve the problem of manual processing bottlenecks and privacy risks by automating the identification and redaction of sensitive personal information within massive digitized collections to ensure safe and rapid public access.,"NARA is using AI to automatically find and remove sensitive personal information from its digitized historical records. This will make the process faster, more accurate, and better protect privacy while allowing for greater public access to these records. The AI will also help NARA manage its vast collection and adapt to future privacy needs.","This AI use case will produce redacted records, a prioritized list for redaction, and a tool for staff to redact unpublished records."
NARA,Auto-fill of Descriptive Metadata for Archival Descriptions,National Archives & Records Administration (NARA),1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"The AI is intended to solve the problem of the ""descriptive gap"" created by labor-intensive manual cataloging by automatically generating metadata and summaries from document content, allowing NARA to process massive backlogs and make millions of records instantly searchable for the public.","NARA is using AI to automatically create descriptions (metadata) for its digital archives. This will save archivists time, make records easier to find, and help the public better understand the information in the National Archives Catalog.","This AI use case will create more complete and informative descriptions for records, making them easier to find in the National Archives Catalog."
NARA,Automated Data Discovery and Classification Pilot,National Archives & Records Administration (NARA),1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"The AI is intended to solve the problem of inefficient manual data governance and risk assessment by testing automated data classification techniques to organize unstructured datasets, accelerate information discovery, and more accurately identify potential security or privacy vulnerabilities.","NARA plans to test how well AI can automatically organize and categorize its data. This pilot project will help NARA understand its data better, find information faster, improve efficiency, and manage risks more effectively.","This AI pilot will categorize data, improve search, and potentially train AI to identify new document types."
NARA,Topic Summarizer and Entity Extraction using AI,National Archives & Records Administration (NARA),1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,N/A,N/A,"The AI is intended to solve the problem of unsearchable digital collections caused by massive descriptive backlogs, automating the creation of metadata for billions of digital objects to ensure they are immediately discoverable and understandable for the public without years of manual archival processing.",NARA plans to use AI to automatically create descriptions for its digital objects. This will free up archivists' time and make it easier for people to find and understand the digital materials in NARA's system.,This AI use case will output enriched metadata making NARA's digital assets more accessible and easier to manage.
NASA,AI-Assisted Analysis Across the IV&V and Software Assurance Lifecycle,OSMA: Office of the Chief Safety & Mission Assurance,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Leverage opportunities to automate overly manual analysis tasks, with a goal of amplifying productiivity and efficiency, allowing employees to free up their time for more complex tasks.","Reduce false positives in static analysis, trace design to code, identify issues, generate comments, requirements/design traceability, gap detection, change impact analysis, completeness/correctness checks, Generate edge/off-nominal test cases, identify missing tests, assess requirement flow-down..","Insights into potential software defects and anomolies, impacts of vulnerabilities on flight assets, better understanding of software complexities and risks to focus IV&V and software assurance services."
NASA,ATLAS,GISS: Goddard Institute for Space Studies,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Atlas is a RAG-based solution for answering questions about NASA standards, directives, and Space Act Agreements. It uses publicly available NASA standards, directives and Space Ac Agreements. Users ask questions to Atlas which then fines relevant excerpts from the corpus of NASA public data in order to provide answers.",The framework developed for this may be applied to other high interest data sets.,"answering questions about NASA standards, directives, and Space Act Agreements"
NASA,Background matrix Generation with Stable Diffusion,GSFC: Goddard Space Flight Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Background matrix Generation with Stable Diffusion,Background matrix Generation with Stable Diffusion,Predictions
NASA,Cloud avoidance for Atmospheric Retrieval Missions,JPL: Jet Propulsion Laboratory,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Methods for atmospheric retrieval of earth science data.,Improved science results.,Methods for atmospheric retrieval of earth science data.
NASA,Data Augmentation Pipeline for Zero-Shot Sim-to-Real Transfer in Vision-Based Robot Navigation,ARC: Ames Research Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"We developed a data augmentation pipeline to enhance the training of vision-based navigation models for robotics, addressing the challenges of limited real-world data.","By combining foundation model-based segmentation with CycleGAN for sim-to-real style transfer, our approach generates realistic, labeled images from synthetic data, enabling models to better generalize to real-world environments. This innovative capability enhances vision-based navigation tasks, such as vehicle pose estimation and road segmentation, significantly closing the sim-to-real gap in robotic perception applications.","realistic, labeled images from synthetic data"
NASA,Decision Theoretic Planning,JPL: Jet Propulsion Laboratory,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Algorithms to plan and optimize different outcomes,Increase autonomy and efficiency.,Algorithms to plan and optimize different outcomes
NASA,Diffusion Modeling of the Solar Corona,GSFC: Goddard Space Flight Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Diffusion models such as DeepMind’s GenCast have demonstrated powerful performance in terrestrial weather forecasting, achieving results on-par and surpassing leading medium-range numerical weather simulations. We present our initial results to train a Denoising Diffusion Probabilistic Model (DDPM) of the solar corona, aimed as a first step at generating synthetic solar magnetic fields based on conditioning inputs. Conditioning inputs include multi-spectral imagery, magnetograms, and other measurements commonly used to frame coronal inverse problems.

Our initial experiment targets the generation of synthetic global magnetic field configurations of the solar coronal basedon conditioning with the solar cycle phase. The model is trained on 10 years of WSA potential field source surface(PFSS) model runs, augmented with 15° to 345° azimuthal rotations to increase data diversity. Training is conducted inthe spherical harmonics domain, leveraging concepts from Fourier Neural Operators (FNOs) and Spherical Fourier Neural Operators (SFNOs). A physics-informed loss function, built on a differentiable spherical harmonic expansion, isused to maximize generation of realistic 3D magnetic potentials.",First step towards probabilistic modeling of the solar corona,3D Magnetic Field Structures in the Solar Corona
NASA,"Dynamic, Intelligent, Tomographic Imaging",JPL: Jet Propulsion Laboratory,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Methods for analyzing 3D imaging data,Improved methods for data understanding.,Methods for analyzing 3D imaging data
NASA,Giovanni GPT,GSFC: Goddard Space Flight Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Giovanni GPT,Giovanni GPT,Predictions
NASA,Instantaneous Clarity of Ambient eNvironment Capability (ICAN-C),MSFC: Marshall Space Flight Center,1,0,general_llm,,b)  Pilot – The use case has been deployed in a limited test or pilot capacity.,Generative AI,NA - local machine,,To determine the applicability of using AI/ML to correct obscured vision. Landing systems where sedement is blown around and/or dusty environments are the primary application.,Improving safety in instances of obscurred vision,Output is clearer image
NASA,JSC NC PRA Cut Set Tool,JSC: Johnson Space Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Probabilistic Risk Assessment (PRA) identifies minimal cut sets - smallest combination of simultaneous failures to cause a system or mission failure.,Probabilistic Risk Assessment (PRA) identifies minimal cut sets - smallest combination of simultaneous failures to cause a system or mission failure.,Probabilistic Risk Assessment (PRA) identifies minimal cut sets - smallest combination of simultaneous failures to cause a system or mission failure.
NASA,OCFO External Performance Reporting,HQ: Headquarters,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Gen AI uses performance data provided by MDs to write a draft summary performance report,Gen AI uses performance data provided by MDs to write a draft summary performance report,Written Summary of MD-provided performance data in a formal report style
NASA,OCFO President Budget Request RAG,HQ: Headquarters,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,A retrieval augmented generation tool that can answer questions based on president's budget requests,A retrieval augmented generation tool that can answer questions based on president's budget requests,answers
NASA,PIX4DCloud,GSFC: Goddard Space Flight Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Geostationary spectrometer based foundation model (ABI-FM) and evaluation on benefits for 3D cloud and convection related downstream tasks,A new all-sky EO-FM model. A thorough evaluation for downstream task benefits. A suite of 3D cloud prediction model from spetrometers.,gap filling; prediction
NASA,Reconstruction of cloud vertical structure,GSFC: Goddard Space Flight Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"This work explores the feasibility of solving atmospheric remote sensing problems with machine learning using conditional generative adversarial networks (CGANs), implemented using convolutional neural networks. We apply the CGAN to generating two-dimensional cloud vertical structures that would be observed by the CloudSat satellite-based radar, using only the collocated Moderate-Resolution Imaging Spectrometer measurements as input.",Reconstruction of cloud vertical structure,Predictions
NASA,Space Precision Health Foundation Model,ARC: Ames Research Center,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,This project aims to leverage data available within the NASA Open Science Data Repository to train a model or set of models that can predict patterns related space health outcomes.,These models developed will enable the scientific community to better understand how biological systems respond to spaceflight stressors and inform mission planners.,"This system will be able to generate predictions related to space precision health. For example, it could predict possible drug targets or cellular states."
NASA,TxP: Federated Data Discovery and Content Creation (FDDCC) KDP-Formulation (ITMX),JSC: Johnson Space Center,1,0,general_llm,Aretec SEARCH,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"The FDDCC project is guided by a set of core objectives aimed at transforming how data is accessed, managed, and utilized across the agency. These objectives focus on enhancing data discoverability, ensuring secure access, improving system scalability, and fostering a user-centered experience.","NASA has amassed a significant trove of data that holds the potential to drive advancements across numerous domains. However, the organization faces significant challenges in harnessing this potential. Much of its valuable data remains trapped within isolated legacy systems, creating silos that hinder efficient access and use. This segmentation is further complicated by the dual locations of these systems – both in the cloud and on-premises – with each presenting its unique set of access challenges due to firewalls, security control boundaries and other barriers. Numerous distributed systems within NASA provide localized search functions for their specific datasets. These capabilities, which cater to both structured and unstructured data, highlight the latent potential and need for a comprehensive approach that can unify and streamline data and information access across the entire organization. By developing a unified search interface, implementing robust identity and access management, creating a comprehensive data catalog, and building a scalable infrastructure, the FDDCC project seeks to empower users to efficiently find, access, and manage data. Additionally, the project emphasizes user satisfaction through continuous feedback and iterative improvements, ensuring that the platform meets the evolving needs of the agency.",a unified search interface
NRC,"Unified, secure access to multiple advanced AI language models",NRC,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,USAi,GSA,"The NRC faces challenges accessing, integrating, and securely managing multiple advanced AI models from different providers. This creates inefficiencies, increases costs, and complicates compliance with federal security standards. The service addresses these problems by providing a single, secure platform for accessing, evaluating, and managing leading AI models, streamlining adoption while ensuring compliance and operational efficiency.","The service enables NRC staff to securely access top AI models, improving research, analysis, and decision-making efficiency. This accelerates regulatory reviews, enhances data-driven insights, reduces costs, and strengthens NRCs ability to protect public health and safety through more effective oversight and communication with stakeholders.","The system outputs include natural language responses, document summaries, data analyses, and semantic embeddings generated by leading AI models."
SBA,AI-Powered Search and Recovery,OCIO: Office of the Chief Information Officer,1,0,general_llm,Aretec SEARCH,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,Cohesity Data Cloud (FedRAMP Moderate Authorized),"Cohesity, Inc.","During cloud migration (AWS EVS) and disaster recovery operations, locating specific data across backup snapshots, identifying clean recovery points, and performing forensic analysis of backup data requires significant manual effort and specialized knowledge of backup infrastructure.","AI-powered conversational search across enterprise backup data enables faster data discovery during recovery operations, reduces time-to-recovery during cyber incidents, and supports forensic investigation by allowing natural language queries against unstructured backup data. SaaS deployment model reduces operational overhead for backup infrastructure management during AWS EVS migration.","AI assistant providing natural language search, classification, and summarization across Cohesity Data Cloud backup data. Includes: (1) Conversational search — natural language queries against unstructured data in backup snapshots, (2) AI-powered threat detection — continuous anomaly scanning of backup data for ransomware indicators and insider threats, (3) Recovery intelligence — intelligent recovery point recommendations with blast radius analysis. Input: natural language queries, backup data snapshots, threat intelligence feeds. Output: search results with citations, anomaly alerts, recovery recommendations, data classification reports. All recovery actions require human authorization."
SBA,Meeting Minutes Summary Tool,OFO: Office of Field Operations,1,0,general_llm,Microsoft Teams,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,MS-Teams,Microsoft,Manually creating meeting minutes and summaries is time-consuming and may result in inconsistent documentation of key discussion points and action items.,"Automated meeting summaries save staff time, ensure consistent documentation, and allow participants to focus on discussion rather than note-taking. Improves knowledge retention and follow-up on action items.",Today we hosted a Teams meeting with partners and stakeholders and one of them added Read Assistant to the meeting. We did receive an email after the fact providing the meeting summary if we had a Read Assistant account.
SEC,AI Chart Generation,"Division of Economic and Risk Assessment (DERA), Office of the Chief Data Officer (OCDO)",1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,Our solution uses AI to generate chart code to automatically render interactive data visualizations for various chart types.,This will give Staff new data visualization capabilities as well as save Staff time by not having to research how to create various chart types and features.  This could also enhance the quality of SEC published reports and data visualization content on sec.gov.,Output primarily consists of chart related json objects formatted according to the Highcharts.js API
SEC,Augmenting cyber threat alerts on the ACES platform with ACES's specific information.,Office of Information Technology (OIT),1,0,general_llm,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,ACES,,The current Cyberthreat alerts on the ACES platform are difficult to understand and we often see false positives relative to new use cases.,"The current Cyberthreat alerts on the ACES platform are difficult to understand and we often see false positives relative to new use cases. 

We would like to run the alerts through a RAG-enabled AI model to:
 Add SEC specific guidance and context to the emails based on a curated knowledge base.
 Provide more guidance on how to respond to the alert.
 Make the notification email easier to read and understand.",The AI system will output the cyberthreat alert along with information on the context of the threat in the SEC environment.  It will summarize the information and provide suggested guidance in a more readable format.
SEC,Create description of documents for records management in sharepoint,Office of the Chief Operating Officer (OCOO),1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,Creating descriptions and other record keeping metadata on documents.,Reduce the amount of time manually writing descriptions of documents.,The AI system creates metadata for documents stored in SharePoint.
SEC,Creating AI generated images,"Division of Enforcement (ENF), Division of Economic and Risk Assessment (DERA)",1,0,general_llm,Aretec SEARCH,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,SEARCH,Elder Research,Facilitate the use of models for AI generated image creation,"Cost savings, efficient use of time for creating stock images for presentations, keeping up with state-of-the-art technologies.",Image response is in direct response to users individual request.
SEC,Public Website Search,Division of Examinations (EXAMS),1,0,general_llm,Aretec SEARCH,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,This application summarizes a public website and allows staff to ask natural language questions about the contents of the website.,This application will streamline analysis of public websites which will improve efficiency and risk analysis during examinations.,This application provides summarizations and responses to questions based on the contents of a public website.
SEC,Rule and Comment Organization and Summarization,"Division of Trading and Markets (TM), Office of the Chief Data Officer (OCDO), Division of Economic and Risk Assessment (DERA), Division of Investment Management (IM), Division of Corporation Finance (CF)",1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"Downloading, navigating, searching, and understanding comments and rule filings can be slow and burdensome using existing tools.","The tool aims to ease these burdens of downloading, navigating, searching, and understanding comments and rule filing. In particular, AI is used to summarize individual comments, rule proposals, and overall subject matters to promote the understanding of vast quantities of unstructured data, i.e. text.",The tool generates summaries and summaries of summaries using LLMs.
SEC,Semantic Layer Natural Language Query,"Division of Economic and Risk Assessment (DERA), Office of the Chief Data Officer (OCDO)",1,0,general_llm,unspecified,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,This use case prepares data for use by AI and then enables users to query data with AI without having to write code.,Make agency enterprise data more accessible to business users for mission purposes.  The analytical power of insights drawn from enterprise data will be enhanced by AI.,"The system outputs data, SQL code, and narrative about how the data and code was generated. It also provides metadata including data dictionary, table descriptions, entity-relationship diagrams, and more."
SEC,Streamlining initial research,"Division of Enforcement (ENF), Division of Examinations (EXAMS)",1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"Initial research steps in examinations and enforcement matters requires marshalling many different data sets, for which AI can improve efficiency.","Expected benefits may include improving efficiency by automating previously manual steps, improving risk identification, and optimizing use of resources.","This tool will search, retrieve, organize and summarize information across multiple systems."
SEC,Use natural language to query crypto market data and create on demand visualizations with prepopulated thresholds,Office of the Chief Data Officer (OCDO),1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,The AI simplifies the process of creating data visualization for crypto market data.,Simplifying crypto market data pulls and visualizations will help streamline the agency's review of crypto-related products.,Crypto market data visualizations which are used as part of a comprehensive review of crypto-related products.
SSA,AI Comment Analysis,Chief Information Officer,1,0,general_llm,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,,,"The AI comment analysis system supports the decision-making of SSA public comment reviewing staff by making preliminary designations as to whether a given public comment (or select attachment content) contains any of a set of predefined types of flagged content, such as personally identifiable information (PII), offensive content, and other staff-defined categories. The process of reviewing public contents, which can sometimes volumes in the hundreds of thousands, is slow and resource intensive for the agency.  The AI system helps streamline the process by directing staff attention to areas of potential interest.",Improved efficiency of public comment review compared to purely manual methods.  Potential improvements to the consistency and quality of comment review decision-making by introducing a consistent preliminary screen to support decision-making.,"The system outputs a spreadsheet containing a catalog of comment content reviewed, designations as to whether the AI model concluded each targeted form of content was or was not present. If deemed present, it provides quotations of specific comment content that informed its decision."
SSA,Data Governance Product (DGP) -  Data cataloging and predictive analysis of data assets.,Chief Information Officer,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Enterprise Data Catalog,Informatica,"Vendor built in AI engine for data cataloging to automates the discovery, classification, and curation of data assets. And also provides predictive insights for data asset analytics. Uses Natural Language Processing (NLP) enables non-technical stakeholders to contribute to rule creation and facilitates the conversion of plain text into regular expression.",1. Reduced manual effort in assigning Business Terms to data assets in the Technical data catalog. 2. Reduced effort and time through generation of data quality rule code.,Efficient data catalog search results. Plain English conversation with the users to create technical regular expression rule creation
SSA,Training Interaction Simulator,Human Resources,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Percipio,Skillsoft/Percipio,Employees do not have an avenue to practice interactions with a variety of clients/coworkers with a range of attitudes.,Users gain practice with simulated conversations and receive constructive feedback on their responses.,Responses to situational conversations and coaching on user interactions
State,AI Accelerator,DT,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The need to quickly discover answers to common questions about using AI at the Department, locate tools and services, and get help with new AI needs - including guidance and requirements, available tools and solutions, and related processes.","Enhanced user experience to accelerate AI use at the Department, operational efficiencies to free up time for more complex tasks, and scalability to quickly incorporate new knowledge and related tasks.","Textual responses, links to resources, and links to forms to submit information for follow-on action."
State,AI Programmatic Insights,CA,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,N/A,N/A,"Regional Directors (RD) have to analyze current passport trends and data to determine overall performance and resource requirements to enable successful alignment to overall performance targets; however, the raw data requires analysis and doesn't currently allow for easy input to evaluate different scenarios, which results in RDs having to respond to passport performance with limited information.","An AI-driven solution that empowers Regional Directors to forecast programmatic trends, anticipate demand cycles, and respond effectively to external factors. This solution empowers Regional Directors with data-driven insights to anticipate demand, optimize resources, and proactively address challenges impacting passport agencies.","Monthly snapshots, overview of historical trends, agency-level overview analysis, and agency specific highlights."
State,AI Research Engine (AIRE),DT,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Data.State-SBU,Deloitte,"The need to improve the quality of reporting from the continuously growing sources of information through the categorization, summarization, and translation of information. Includes formerly titled use case ""J Reports Data Collection & Management Tool (DCT).""","AI enables the quick categorization, summarization, and translation of data to make it easily accessible for quicker drafting of higher quality reports, resulting in staff time savings, reduced redundant workload, and better information to support the mission. Significant reduction in time and costs required to create higher quality reports.","Summarized information, translated documents, and sorted data."
State,Creating Persistent Virtual Reality Personas for Dynamic Training,NFATC,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"There is a need to improve effectiveness of immersive training in the future. The team develops a dynamic integration between multiple AI tools to create stored/persistent ""personas"" that can be interacted with during training-related virtual reality (VR) exercises.",Natural conversation-based simulations and more effective training scenarios.,Persistent Personas; Speech-to-text API; Language Translation
State,Digital Media Analytics Platform,GPA,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,NorthStar,N/A,Using open-source neural machine translation models to translate global media articles and Department and public foreign social media posts into English.,The use case reduces labor in producing media summary reports.,Summaries of large volumes of foreign language news and online posts to help teams identify and understand trends in a more efficient manner.
State,Office of the Historian (OH) Historical Analysis for Negotiations,NFATC,1,0,general_llm,,b) Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,N/A,N/A,The need for historical information in real time to assist with analysis by the Office of the Historian (OH) and decision making.,Negotiators save time and achieve information advantage related to historical country relationships.,Succinct 1-page overviews of research for US negotiators and their assistants.
State,StateInsight,CGFS,1,0,nlp_specific,,a) Pre-deployment  The use case is in a development or acquisition status.,Natural Language Processing (NLP),,,The need to summarize documents to produce a description of procurement awards and to allow authorized users to ask questions of the documents.,"Time and cost savings through efficiency, improved contract management for better outcomes, and more continuity of contractor services.",Summary of documents to produce a description of procurement awards and responses to questions asked about the documents.
State,WHA/EX Information Management,WHA,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,DOS-O365,Microsoft,"Knowledge Management for administrative and IT related processes. Formerly known as ""Low Earth Orbit (LEO)  Budget Office Inquiries"" to answer questions frequently asked about budget.",Cost savings and reduced customer wait times.,Generative AI or logic-based responses with answers to administrative/IT related FAQs.
