canonical_name,vendor,product_type,is_generative_ai_hint,is_frontier_llm_hint,parent_product,description,edge_count,agency_count,sample_use_snippets
OnCue Trial Presentation,OnCue Technology,legal_research,0,0,,Trial presentation software used by litigators to organize and display exhibits and transcripts in court.,1,1,OnCue Technology
PEST (Parameter Estimation),Open Source,scientific_ml,0,0,,,1,1,product_queue_review_2026-06: 'PEST LMGSS Groundwater Modeling ... Forward cast ground water behavior' - catalog 'PEST (Parameter Estimation)'.
Tesseract OCR,Open Source,document_ai,0,0,,,1,1,product_queue_review_2026-06: Vendor 'Tesseract' for georeferencing historical paper maps - catalog 'Tesseract OCR' (Open Source).
crYOLO,Open Source,scientific_ml,0,0,,,1,1,crYOLO
cryoDRGN,Open Source,scientific_ml,0,0,,,1,1,cryodrgn
Ptolemy,Open source,scientific_ml,0,0,,Open-source CryoEM micrograph screening and triage tool using ML.,1,1,Ptolemy
Topaz CryoEM,Open source,scientific_ml,0,0,,Topaz is a deep-learning-based particle-picking tool for CryoEM data.,2,2,topaz | Topaz
DeepEMhancer,Open source (CSIC),scientific_ml,0,0,,Deep-learning post-processing tool that sharpens and denoises CryoEM density maps.,1,1,DeepEMhancer
ModelAngelo,Open source (MRC LMB),scientific_ml,0,0,,Deep-learning tool for automated atomic-model building from CryoEM density maps.,1,1,ModelAngelo
Fiji ImageJ,Open source (NIH ImageJ / Fiji community),scientific_ml,0,0,,Fiji is the bundled ImageJ distribution for scientific image analysis; widely used with ML plugins for microscopy.,1,1,FIJI
ChatGPT,OpenAI,general_llm,1,1,,OpenAI's conversational AI assistant,74,19,chatgpt enterprise | chatgpt | ChatGPT Enterprise
DALL-E,OpenAI,computer_vision,1,0,ChatGPT,OpenAI's image generation model,1,1,DALL-E
OpenAI API,OpenAI,general_llm,1,1,,Direct OpenAI API access (non-Azure),53,14,OpenAI | OpenAI | OpenAI
OpenAI Codex (legacy model),OpenAI,coding_assistant,1,0,,Deprecated 2021 OpenAI code-generation model that powered the original GitHub Copilot; sunset March 2023. Distinct from the 2025 OpenAI Codex CLI.,1,1,OpenAI Codex
OpenAI Codex CLI,OpenAI,coding_assistant,1,0,,"OpenAI's agentic coding CLI, released April 2025. Terminal-based AI software-engineering agent; peer to Anthropic's Claude Code. Distinct from the deprecated 2021 Codex model.",1,1,"OPM consolidated COTS entry 'Generating code using AI' lists commercial_product 'Codex'; in a 2025 code-generation context this reads as the OpenAI Codex CLI, not the deprecated 2021 model."
OpenAI Deep Research,OpenAI,other,0,0,,,1,1,product_queue_review_2026-06: 'OpenAI EDAV ... Deep Research for Public Health' — OpenAI's Deep Research product (not in catalog) deployed for CDC on the EDAV platform (catalog product 'EDAV (CDC)').
OpenText Axcelerate,OpenText,ediscovery,0,0,,,1,1,OpenText Axcelerate AI and natural-language powered search
OpenText Decisiv,OpenText,search,0,0,,,1,1,OpenText Decisiv
Otter.ai,Otter,productivity,1,0,,Meeting transcription,2,2,Otter.AI | Otter
Imaris,Oxford Instruments,scientific_ml,0,0,,Imaris microscopy image-analysis software with ML-based segmentation and tracking.,1,1,Imaris
PDRI Automatically-Scored Writing Assessment,PDRI,nlp_specific,0,0,,PDRI's commercial automatically-scored writing assessment used in federal hiring and selection.,1,1,"Personnel Decisions Research Institutes, LLC (PDRI)"
PDRI Remote Proctor,PDRI (Pearson),computer_vision,0,0,,,1,1,product_queue_review_2026-06: 'PDRI ... The model supports remote proctoring of the exam' - catalog 'PDRI Remote Proctor'.
Palantir AIP,Palantir,agent_platform,1,0,Palantir Federal Cloud Service,Palantir's AI Platform,25,6,Palantir | Palantir | palantir
Palantir Case Management & Analytics (CMA),Palantir,data_analytics,0,0,Palantir Federal Cloud Service,,2,1,Palantir Case Management & Analytics (CMA) | Palantir Case Management & Analytics (CMA)
Palantir Decision and Analytics Platform (DNA-P),Palantir,data_analytics,0,0,Palantir Federal Cloud Service,,2,1,Palantir Decision and Analytics Platform (DNA-P) | Palantir Decision and Analytics Platform (DNA-P)
Palantir Federal Cloud Service,Palantir,cloud_platform,0,0,,,3,2,"Palantir Palantir Federal Cloud Service | product_queue_review_2026-06: 'Palantir CfA PFCS PFCS Proving Ground' — PFCS is the Palantir Federal Cloud Service, a catalog entry. | product_queue_review_2026-06: 'Palantir, OpenAI CfA PFCS StateChat' — StateChat is State's enterprise GenAI chatbot built on Palantir Federal Cloud Service with OpenAI models."
Palo Alto Networks,Palo Alto Networks,security_tool,0,0,,Network security,5,5,Palo Alto Networks | Palo Alto | Palo Alto
Parable 3D Wound Care,Parable Health,clinical_decision_support,0,0,,,1,1,parable 3d wound care
PassiveLogic,PassiveLogic,scientific_ml,0,0,,,1,1,PassiveLogic
Pearson Q-interactive,Pearson,clinical_decision_support,0,0,,Pearson's tablet-based platform for administering and scoring psychological and cognitive assessments.,1,1,Pearson Assessments
Penlink,Penlink,threat_intel,0,0,,,3,2,Penlink | PenLink | PenLink
Perplexity,Perplexity AI,general_llm,1,0,,Conversational answer engine,24,6,perplexity.ai | perplexity.ai | Perplexity AI
Persyst EEG,Persyst Development,clinical_decision_support,0,0,,,1,1,via add_product
Philips EPIQ/Affiniti Ultrasound,Philips,clinical_decision_support,0,0,,,1,1,via add_product
Philips QLAB,Philips,clinical_decision_support,0,0,,,1,1,philips qlab
Philips Smart Collimation Thorax,Philips,clinical_decision_support,0,0,,,1,1,via add_product
Philips Vereos PET/CT,Philips,clinical_decision_support,0,0,,,1,1,via add_product
Philips eCareManager,Philips,clinical_decision_support,0,0,,,1,1,via add_product
Pingoo.AI,Pingoo.AI,nlp,1,0,,,1,1,pingoo.ai
Planmeca Romexis,Planmeca,clinical_decision_support,0,0,,,1,1,Romexis Dental Imaging Software
Plexis Quantum Choice,Plexis,data_analytics,0,0,,Plexis Quantum Choice claims adjudication and benefits-administration platform with rules and ML.,1,1,Quantum Choice from Plexis
Podimetrics SmartMat,Podimetrics,clinical_decision_support,0,0,,,1,1,via add_product
Polarity,Polarity.io,other,0,0,,,1,1,product_queue_review_2026-06: Compound vendor list 'Illumio; AttackIQ; Cofense; Splunk; Crowdstrike; Polarity' - five map to catalog entries; Polarity (commercial data-overlay/observability platform u
Poolside,Poolside,coding_assistant,1,0,,AI coding assistant,2,2,Poolside | Poolside
Precise MLaaS,Precise Software,ml_platform,0,0,,,2,1,Precise MLaaS | Precise MLaaS
ProcureSight,ProcureSight,data_analytics,0,0,,,1,1,ProcureSight
Flowmon,Progress Flowmon,security_tool,0,0,,,1,1,Flowmon
Provar Manager,Provar,other,0,0,,,1,1,"product_queue_review_2026-06: ""Integration of Provar Manager with VA GPT ... testing of Customer Relationship Management (CRM) applications developed in Salesforce"" -- VA GPT and Salesforce are catalo"
Pyramid Analytics,Pyramid Analytics,data_analytics,1,0,,,2,1,pyramid analytics | pyramid analytics
Qualtrics,Qualtrics,data_analytics,1,0,,"Experience-management and survey platform with AI-driven sentiment, topic, and text analytics.",3,3,qualtrics | Qualtrics | Qualtrics
Quantaero Marine Wildlife AI,Quantaero,computer_vision,0,0,,,1,1,AI for Offshore Energy: Innovative Technology Streamlines Marine Wildlife Surveys
RWS Trados,RWS,translation,1,0,,Trados is a leading computer-assisted translation suite with neural MT and translation-memory features.,1,1,RWS Trados
Radformation AutoContour,Radformation,clinical_decision_support,0,0,,,1,1,via add_product
Rank One Computing,Rank One Computing,biometrics,0,0,,Rank One Computing face recognition and biometric SDK used in identity and law-enforcement deployments.,1,1,Rank One Computing
RapidAI,RapidAI,clinical_decision_support,0,0,,,1,1,via add_product
RaySearch RayStation,RaySearch Laboratories,clinical_decision_support,0,0,,,1,1,via add_product
Raytheon BBN M3S,Raytheon BBN,media_analysis,0,0,,Raytheon BBN's Multimedia Monitoring System (M3S) ingests and analyzes broadcast and online media for situational awareness.,1,1,Raytheon Multimedia Monitoring System (M3S)
Reclaim.AI,Reclaim,productivity,1,0,,AI calendar management,1,1,Reclaim.AI
Recorded Future,Recorded Future,threat_intel,0,0,,,1,1,Recorded Future  Cyber Threat Analysis (Recorded Future)
RedCastle Forest Health,RedCastle Resources,computer_vision,0,0,,,1,1,"product_queue_review_2026-06: ""RedCastle Resources  Forest Health Detection Monitoring ... detecting tree damage through changes in light patterns collected by satellites"" -- catalog RedCastle Forest "
RedSeal,RedSeal,security_tool,0,0,,,1,1,redseal
ReflexAI,ReflexAI,training,1,0,,,1,1,reflexai
Rekor,Rekor,computer_vision,0,0,,,1,1,Rekor
Relativity,Relativity,ediscovery,1,0,,,9,4,Relativity | relativity | relativity
MSHA AI Headset,ResolveSoft,computer_vision,0,0,,,1,1,"product_queue_review_2026-06: Vendor ""ResolveSoft"", system ""MSHA AI Head Gear"" — catalog MSHA AI Headset (ResolveSoft)."
Riverain ClearRead CT,Riverain Technologies,clinical_decision_support,0,0,,,1,1,riverain clearread ct
Roche Digital Pathology,Roche,clinical_decision_support,0,0,,,1,1,roche digital pathology
Rohde & Schwarz QPS Walk-Through Scanner,Rohde & Schwarz,computer_vision,0,0,,,1,1,"product_queue_review_2026-06: 'Leidos, Rohde & Schwarz ... Low Probability of False Alarm (Low-Pfa) Algorithm for on-person screening' - maps to catalog 'Rohde & Schwarz QPS Walk-Through Scanner'; the"
SAP Concur,SAP,productivity,0,0,,Travel and expense,7,7,SAP Concur | SAP Concur | Concur
SAS Analytics,SAS,data_analytics,0,0,,SAS statistical analytics and ML platform used across federal agencies for classification and risk modeling.,8,2,sas | SAS | SAS
SITE Intelligence Group,SITE,threat_intel,0,0,,,1,1,SITE Group Subscription Services
SSA Quick Disability Determinations Model,SSA / IBM,clinical_decision_support,0,0,,,1,1,product_queue_review_2026-06: 'IBM eDIB (electronic disability) Quick Disability Determinations Model' matches catalog SSA Quick Disability Determinations Model (SSA / IBM).
Salesforce,Salesforce,productivity,0,0,,,1,1,"product_queue_review_2026-06: ""Integration of Provar Manager with VA GPT ... testing of Customer Relationship Management (CRM) applications developed in Salesforce"" -- VA GPT and Salesforce are catalo"
Salesforce Einstein,Salesforce,productivity,1,0,Salesforce,,17,9,Salesforce Einstein C2RMT | Salesforce | salesforce
Slack,Salesforce,productivity,1,0,Salesforce,Team messaging with Slack AI,4,2,slack ai | slack | slack
Tableau,Salesforce,data_analytics,1,0,Salesforce,Visualization platform with Tableau Pulse / Tableau GPT AI features,9,6,Tableau | tableau | Tableau
SRNS AI Drafting Assistant,Savannah River Nuclear Solutions,general_llm,1,0,,,1,1,product_queue_review_2026-06: 'SRNS - OT In House Staff  AI Drafting of Operational Procedures and Training Materials' - catalog 'SRNS AI Drafting Assistant' (Savannah River Nuclear Solutions).
SRNS AI Form and Questionnaire Assistant,Savannah River Nuclear Solutions,general_llm,1,0,,,1,1,product_queue_review_2026-06: 'SRNS - OT In House Staff  AI-Form and Questionnaire Assistant' - catalog 'SRNS AI Form and Questionnaire Assistant'.
SRNS AI Tailored Learning,Savannah River Nuclear Solutions,training,1,0,,,1,1,product_queue_review_2026-06: 'SRNS - OT In House Staff  AI-Tailored Learning Management Solutions' - catalog 'SRNS AI Tailored Learning'.
SRNS Computer Vision Defect Detection,Savannah River Nuclear Solutions,computer_vision,0,0,,,1,1,product_queue_review_2026-06: 'SRNS - OT In House Staff  Computer Vision for Defect Detection' - catalog 'SRNS Computer Vision Defect Detection'.
SRNS Operational Efficiency ML,Savannah River Nuclear Solutions,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'SRNS - OT In House Staff  Machine Learning to support Operational Efficiency' - catalog 'SRNS Operational Efficiency ML'.
ScreenPoint Transpara,ScreenPoint Medical,clinical_decision_support,0,0,,,1,1,via add_product
SentinelOne,SentinelOne,security_tool,0,0,,Endpoint security with ML-based threat detection,2,2,SentinelOne | SentinelOne
ServiceNow,ServiceNow,itsm,0,0,,,4,2,"product_queue_review_2026-06: 'CCSQ ServiceNow AI Search is a product inside ServiceNow (SaaS)' — ServiceNow platform search feature; mapped to catalog 'ServiceNow' (distinct from Now Assist). | product_queue_review_2026-06: 'ServiceNow, Inc. / Tenable ServiceNow Vulnerability Response' AI remediation assistance — ServiceNow platform AI with Tenable; no closer catalog entry for Vulnerability  | product_queue_review_2026-06: 'ServiceNow Vulnerability Response AI Vulnerability Ticket Deduplication' — ServiceNow AI feature; Tenable/Qualys/Rapid7 appear only as scanner data sources generating du"
ServiceNow AI Search,ServiceNow,other,0,0,,,1,1,"product_queue_review_2026-06: ""ServiceNow AI Search Intelligent query features"" — real named ServiceNow product distinct from catalog's ServiceNow Now Assist; missing from catalog."
ServiceNow IT Operations Management (ITOM) Predictive AIOps,ServiceNow,itsm,0,0,ServiceNow,,1,1,ServiceNow IT Operations Management (ITOM) Predictive AIOps
ServiceNow Now Assist,ServiceNow,itsm,1,0,ServiceNow,ServiceNow's GenAI features,47,18,servicenow | servicenow | servicenow
Shabash Merops,Shabash,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Shabash Merops Automate and expedite copyediting of scientific manuscripts' — catalog entry 'Shabash Merops'.
Siemens ACUSON Sequoia,Siemens Healthineers,clinical_decision_support,0,0,,,1,1,via add_product
Siemens Biograph PET/CT,Siemens Healthineers,clinical_decision_support,0,0,,,1,1,via add_product
Siemens MAGNETOM,Siemens Healthineers,clinical_decision_support,0,0,,,1,1,MAGNETOM Vida; MAGNETOM Lumina; MAGNETOM Aera; MAGNETOM Skyra; MAGNETOM Prisma
Siemens SOMATOM go.,Siemens Healthineers,clinical_decision_support,0,0,,,1,1,via add_product
Siemens YSIO Max,Siemens Healthineers,clinical_decision_support,0,0,,,1,1,siemens ysio max
Siemens syngo,Siemens Healthineers,clinical_decision_support,0,0,,,1,1,via add_product
Skillsoft Percipio CAISY,Skillsoft,training,0,0,,,5,5,"SKILLSOFT PERCIPIO/CAISY | CAISY is designed to solve the challenge of helping employees practice and improve difficult workplace conversations ... vendor: Skillsoft Percipio | product_queue_review_2026-06: ""CAISY - Artificial Intelligence System Skillsoft Percipio Assessment"" — catalog Skillsoft Percipio CAISY."
Skydio X2D,Skydio,physical_security,0,0,,,1,1,Skydio and Xtender Skydio X2D
Skyward CEDAR/CLAW,Skyward IT Solutions,agent_platform,0,0,,,2,1,product_queue_review_2026-06: 'Skyward IT Solutions CEDAR CMS Chat' — CMS Chat is delivered by Skyward on the CEDAR platform; catalog entry 'Skyward CEDAR/CLAW'. | product_queue_review_2026-06: 'Skyward Solutions CEDAR CMS Labor Analysis Wizard (CLAW)' — catalog entry 'Skyward CEDAR/CLAW'.
Smiths Detection TruNarc,Smiths Detection,forensics,0,0,,Handheld Raman-spectroscopy narcotics analyzer with onboard classification of controlled substances.,1,1,"TruNarc, Smiths Detection"
Solventum 360 Encompass,Solventum (3M Health Information Systems),document_ai,0,0,,,1,1,solventum 360 encompass
Sonic Incytes Velacur,Sonic Incytes,clinical_decision_support,0,0,,,1,1,via add_product
ShotSpotter,SoundThinking,audio_analysis,0,0,,SoundThinking ShotSpotter acoustic gunshot detection and localization service for law enforcement.,1,1,ShotSpotter
Splunk,Splunk,security_tool,0,0,,SIEM with ML analytics,12,9,Splunk | Splunk | Splunk
Spokeo,Spokeo,investigative_data,0,0,,Spokeo people-search service aggregating public records for investigative lookups.,1,1,Spokeo
Sprinklr,Sprinklr,social_listening,0,0,,,2,1,Sprinklr | Sprinklr
Sprout Social,Sprout Social,social_listening,1,0,,Social media management with AI,7,7,Sprout Social | Sprout Social | Sprout Social
State Department AI Research Engine (AIRE),State Department / Deloitte,general_llm,1,0,,,1,1,"product_queue_review_2026-06: 'AI Research Engine (AIRE)' (Deloitte, Data.State-SBU) matches catalog State Department AI Research Engine (AIRE)."
State Department Declassification Review AI,State Department / Deloitte,document_ai,0,0,,,1,1,product_queue_review_2026-06: 'AI-Augmented Declassification Review' (Deloitte) matches catalog State Department Declassification Review AI.
FA.gov PII Picker,State Department / Guidehouse,nlp,0,0,,,1,1,FA.gov PII Picker
FA.gov RedactAid,State Department / Guidehouse,document_ai,0,0,,,1,1,FA.gov RedactAid
State FACTS Info Foreign Assistance NLP,State Department / Guidehouse,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Guidehouse FACTS Info Natural Language Processing (NLP) for Foreign Assistance Appropriations Analysis' matches catalog State FACTS Info Foreign Assistance NLP.
State Integrated Country Strategy Turbo,State Department / Guidehouse,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Integrated Country Strategy (ICS) Turbo' (Guidehouse) matches catalog State Integrated Country Strategy Turbo.
State NIV Adjudication Review Recommendation Engine,State Department / Guidehouse,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'NIV Adjudication Review Recommendation Engine (ARRE)' (Guidehouse) matches catalog State NIV Adjudication Review Recommendation Engine.
CryoSPARC,Structura Biotechnology,scientific_ml,0,0,,,1,1,CryoSPARC
SumTotal,SumTotal,training,0,0,,,1,1,SumTotal
Supportbench,Supportbench,itsm,1,0,,,2,2,Supportbench | Supportbench
Synthesia,Synthesia,media_analysis,1,0,,AI video generation with avatars,2,2,Synthesia | Synthesia
Systran Translate,Systran,translation,0,0,,,2,2,Systran Translate | Systran Translate
TRM Labs Blockchain Analysis Platform,TRM Labs,blockchain_analytics,0,0,,,2,1,TRM Labs  Blockchain Analysis | product_queue_review_2026-06: 'TRM Labs  Cryptocurrency Analysis ... crypto to circumvent financial reporting' - catalog 'TRM Labs Blockchain Analysis Platform'.
Tabnine,Tabnine,coding_assistant,0,0,,,2,1,Tabnine AI Pair Programmer | Tabnine
SimplyFile,TechHit,productivity,0,0,,,1,1,SimplyFile
Techsmith Audiate,TechSmith,media_analysis,1,0,,TechSmith Audiate is a text-based audio editor with AI transcription and voice cleanup.,2,2,Audiate | Audiate
TekSynap SimplifAI,TekSynap,general_llm,1,0,,TekSynap's SimplifAI commercial generative AI platform sold to federal customers.,1,1,TekSynap SimplifAI
FLIR 280 HD,Teledyne FLIR,physical_security,0,0,,,1,1,FLIR 280 HD
Tenable,Tenable,security_tool,0,0,,,3,2,Tenable | Tenable | Tenable
TeraRecon iNtuition,TeraRecon (ConcertAI),clinical_decision_support,0,0,,,1,1,terarecon intuition
DocketScope,"The Regulatory Group, Inc.",document_ai,0,0,,,3,3,DocketScope | Docketscope | docketscope
CoCounsel,Thomson Reuters,legal_research,1,0,Thomson Reuters,"Thomson Reuters CoCounsel is a generative AI legal assistant for research, document review, and drafting.",3,3,Cocounsel AI | Thomson Reuters | CoCounsel
ProLaw,Thomson Reuters,legal_research,0,0,Thomson Reuters,Thomson Reuters ProLaw legal practice management with integrated search and AI features.,1,1,ProLaw
Thomson Reuters,Thomson Reuters,legal_research,0,0,,,3,1,Thomson Reuters | thomson reuters | Thomson Reuters
Thomson Reuters CLEAR,Thomson Reuters,data_analytics,0,0,Thomson Reuters,,5,2,Thomson Reuters CLEAR | Thomson Reuters CLEAR | product_queue_review_2026-06: 'CLEAR is used to assist with fraud investigations. It searches and retrieves publicly available data on individuals and businesses' — Thomson Reuters CLEAR public-record
Westlaw AI,Thomson Reuters,legal_research,1,0,Thomson Reuters,Legal research with AI,16,9,Westlaw | Westlaw | westlaw
ThruVision TAC 16,ThruVision,physical_security,0,0,,,1,1,ThruVision TAC 16 Passive Body Scanner
ThruWave NII 3D Imaging Tool,ThruWave,physical_security,0,0,,,1,1,ThruWave  Non-Intrusive Inspection (NII) 3D Imaging Tool
TLOxp,TransUnion,investigative_data,0,0,,"TransUnion TLOxp investigative search platform that links person, asset, and association records for due diligence.",1,1,TransUnion TLOxp
TransUnion TLOxp,TransUnion,data_analytics,0,0,,,2,2,"product_queue_review_2026-06: Vendor ""TransUnion Risk and Alternative Data Solutions, Inc."" performing background searches — TRADS' investigative background product is TLOxp (catalog TransUnion TLOxp) | product_queue_review_2026-06: 'Equifax, Trans Union Financial Background Investigation ... automating the verification process for conducting background screenings' — maps to the two bureaus' catalog "
PLATES/FoodTrak,Trigent Solutions,document_ai,0,0,,,1,1,"product_queue_review_2026-06: 'Trigent Solutions Inc, Digitrix LLC PLATES, FoodTrak Product Label and Text Extraction System (PLATES)' — catalog entry 'PLATES/FoodTrak'."
Biometrics Enrollment Tool,U.S. Citizenship and Immigration Services,biometrics,0,0,,,1,1,Biometrics Enrollment Tool
ELIS,U.S. Citizenship and Immigration Services,custom,0,0,,,5,1,ELIS | ELIS | ELIS
ELIS Card Photo Validation Service,U.S. Citizenship and Immigration Services,computer_vision,0,0,,,1,1,ELIS Card Photo Validation Service
ELIS Evidence Classifier Service,U.S. Citizenship and Immigration Services,document_ai,0,0,,,1,1,ELIS Evidence Classifier Service
Person-Centric Identity Services Deduplication Model,U.S. Citizenship and Immigration Services,nlp,0,0,,,1,1,Person-Centric Identity Services Deduplication Model
USCIS Customer Profile Management System Facial Recognition,U.S. Citizenship and Immigration Services,biometrics,0,0,,,1,1,product_queue_review_2026-06: 'Pluribus Digital Customer Profile Management System I-765 - USCIS Facial Recognition through IDENT (1:1 ...)' - catalog 'USCIS Customer Profile Management System Facial 
USCIS Text Analytics,U.S. Citizenship and Immigration Services,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Inadev Text Analytics Text Analytics Data Science Sentence Similarity Model' - catalog 'USCIS Text Analytics'.
USCIS Verification Match Model,U.S. Citizenship and Immigration Services,nlp,0,0,,,1,1,product_queue_review_2026-06: 'IBM Verification Information System Verification Match Model' - catalog 'USCIS Verification Match Model'.
ATS Passport Anomaly Model,U.S. Customs and Border Protection,nlp,0,0,,,1,1,product_queue_review_2026-06: 'ManTech Automated Targeting System (ATS) Passport Anomaly Model' - catalog 'ATS Passport Anomaly Model'.
ATS Trade Entity Risk Model,U.S. Customs and Border Protection,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'ManTech Automated Targeting System (ATS) Trade Entity Risk Model' - exact catalog entry.
Advanced Trade Analytics Platform,U.S. Customs and Border Protection,data_analytics,0,0,,,1,1,Advanced Trade Analytics Platform
CBP Translate,U.S. Customs and Border Protection,translation,0,0,,,1,1,CBP Translate
Traveler Verification Service,U.S. Customs and Border Protection,biometrics,0,0,,,10,1,Traveler Verification Service | Traveler Verification Service | Traveler Verification Service
FSA Aidan Chatbot,U.S. Department of Education / Accenture,general_llm,0,0,,,1,1,"product_queue_review_2026-06: ""Aidan Chat-bot ... Federal Student Aid's (FSA) virtual assistant"" built by Accenture — catalog FSA Aidan Chatbot."
Consular Consolidated Database Facial Recognition,U.S. Department of State,biometrics,0,0,,,1,1,product_queue_review_2026-06: 'Department of State ... Facial Recognition (FR) on Demand report (Visa only) ... Consular Consolidated Database (CCD)' - catalog 'Consular Consolidated Database Facial R
BillieGPT,U.S. Department of Veterans Affairs,nlp,1,0,,,1,1,billiegpt
VA AI Assist,U.S. Department of Veterans Affairs,nlp,1,0,,,1,1,va ai assist
VA Clinical AI Agent,U.S. Department of Veterans Affairs,transcription,1,0,,,1,1,via add_product
VA E2 HelpBot,U.S. Department of Veterans Affairs,nlp,1,0,,,1,1,via add_product
VA VoiceBot,U.S. Department of Veterans Affairs,nlp_specific,0,0,,,1,1,va voicebot
RAVEn Investigative Prioritization Aggregator,U.S. Homeland Security Investigations,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'Sandia National Laboratories Repository for Analytics in a Virtualized Environment Investigative Prioritization Aggregator' - RAVEn is HSI's Repository for Analytics in 
RAVEn Normalization Services,U.S. Homeland Security Investigations,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'Booz Allen Repository for Analytics in a Virtualized Environment Normalization Services' - catalog 'RAVEn Normalization Services'.
RAVEn Translation and Transcription Service,U.S. Homeland Security Investigations,translation,0,0,,,1,1,"product_queue_review_2026-06: 'Booz Allen Repository for Analytics in a Virtualized Environment, Translation and Transcription for Investigative Data' - catalog 'RAVEn Translation and Transcription Se"
RAIO AI Interview Simulator,"USCIS Refugee, Asylum, and International Operations",training,1,0,,,1,1,product_queue_review_2026-06: 'the AI Interview Simulator enables the RAIO trainees to refine their interview techniques' - this is the catalog's RAIO AI Interview Simulator (built by Steampunk/CVP/AO
USDA Equine Operations Dataset,USDA / Colorado State University,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""Colorado State University ... develop a dataset that addresses the problem of not having complete information about where horse farms are located"" -- catalog USDA Equine"
USDA AgCloud Helpdesk Chatbot,USDA / Steampunk,general_llm,1,0,,,1,1,"product_queue_review_2026-06: ""Steampunk AgCloud Chatbot for IT Customer Help Desk"" -- catalog USDA AgCloud Helpdesk Chatbot (USDA / Steampunk)."
ATLAS (Forest Service),USDA Forest Service,data_analytics,0,0,,,3,1,"product_queue_review_2026-06: ""Kikaha Solutions, LLC ... Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS), USFS Geospatial Platform ... Survey and mapping of forest damag | product_queue_review_2026-06: ""Google Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) TreeSearch ... streamline the usability of the US Forest Service (USFS) TreeSearch  | product_queue_review_2026-06: ""Wildfire.org Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) Turbo plan ... Accelerating environmental planning"" -- catalog Wildfire.org T"
USDA Marbled Murrelet Habitat Mapping,USDA Forest Service / American Museum of Natural History,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""American Museum of Natural History ... Mapping marbled murrelet nesting habitat across the Pacific Northwest"" -- catalog USDA Marbled Murrelet Habitat Mapping."
USDA Recreation One Stop AI,USDA Forest Service / Booz Allen,general_llm,1,0,,,1,1,"product_queue_review_2026-06: ""Booz Allen Hamilton Recreation.gov Recreation One Stop use of AI ... a tool to support bookings and provide alternatives"" -- catalog USDA Recreation One Stop AI (USDA FS"
USDA TreeSearch AI,USDA Forest Service / Google,search,1,0,,,1,1,"product_queue_review_2026-06: ""Google Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) TreeSearch ... streamline the usability of the US Forest Service (USFS) TreeSearch "
USDA Forest Health ML Survey,USDA Forest Service / Kikaha Solutions,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""Kikaha Solutions, LLC ... Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS), USFS Geospatial Platform ... Survey and mapping of forest damag"
USDA Bugnet,USDA Forest Service / Oregon State University,computer_vision,0,0,,,1,1,"product_queue_review_2026-06: ""Bugnet Detect and map locations of tree damage caused by insects and disease"" by Oregon State University -- catalog USDA Bugnet."
USDA Oregon State Forest Mapping,USDA Forest Service / Oregon State University,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""Oregon State University ... use existing satellite images and forest survey data from the USDA Forest Service to create detailed maps of forest structures"" -- matches ca"
USDA Automated Road Mapping,USDA Forest Service / RedCastle Resources,other,0,0,,,1,1,"product_queue_review_2026-06: ""RedCastle Resources  Automated Road Mapping ... Forest Service employees currently rely on time-consuming and labor-intensive methods like GPS mapping"" -- contractor-bui"
USDA Recreation Site Chatbot,USDA Forest Service / University of Washington,general_llm,0,0,,,1,1,"product_queue_review_2026-06: ""University of Washington  Recreation site chatbot Estimating recreation use at recreation sites"" -- catalog USDA Recreation Site Chatbot (USDA FS / University of Washing"
Washington Forest Inventory Maps,USDA Forest Service / University of Washington,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""University of Washington - Natural Resource Spatial Informatics Group  Washington state forest inventory maps"" -- catalog Washington Forest Inventory Maps."
USDA VegScape/CropCASMA,USDA NASS / George Mason University,scientific_ml,0,0,,,1,1,"product_queue_review_2026-06: ""George Mason University  VegScape/CropCASMA Data Portals Shows crop conditions and soil moisture availability"" -- catalog USDA VegScape/CropCASMA."
USDA NRCS NETS Automated Waterway Design,USDA NRCS / Spatial Front,scientific_ml,1,0,,,1,1,"product_queue_review_2026-06: ""Spatial Front Incorporated NRCS Engineering Tools Suite (NETS) NETS automated waterway design"" -- catalog USDA NRCS NETS Automated Waterway Design (USDA NRCS / Spatial F"
