agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
HHS,Integrated Data Repository (IDR) Customer Analytic Environment (CAE),HHS/CMS/OIT,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Integrated Data Repository (IDR) Cloud,GDIT,c) Developed with both contracting and in-house resources,No,"Provides an AI/ML environment connected to the IDR that enables CAE customers to focus on their AI use cases and business outcomes, without the burden of setting up or maintaining their own IT infrastructure or AI/ML labs or environments.","The CAE provides CMS Centers and Offices with secure, fully managed AI/ML workspaces directly integrated with the IDR, eliminating the need to build or maintain separate infrastructure. This accelerates AI innovation, shortens time-to-insight, and enables scalable adoption of advanced analytics across the agency.","Within the CAE, AI systems produce outputs such as predictions (e.g., forecasting trends, detecting anomalies), recommendations (e.g., suggested actions or risk mitigation strategies), classifications (e.g., grouping records or identifying patterns), and other decision-support insights. These outputs are generated from IDR data within a secure, fully managed environment and are designed to inform and augment human decision-making across CMS programs, not to operate autonomously."
HHS,Internal Newsletter Formatter Tool,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,No,"This project addresses the challenge of efficiently summarizing and formatting lengthy newsletter documents to provide leadership with clear, concise, and actionable information.",Expected to take less time summarizing and disseminating important information for leadership.,Cleaned and formatted newsletter for internal leadership staff. Output is edited and reviewed by communications staff prior to dissemination.
HHS,Internal Referral Module (IRM),HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,eRA,Leidos and Highrise,c) Developed with both contracting and in-house resources,Yes,Automated Assignment of Grants to Program Officers,The original IRM application grew out of a desire to refer applications to the appropriate Program Officer to manage the scientific research that fit their portfolio.  This manual referral of grant applications still exists within IRM and has been complemented by use of AI/NLP capabilities.,"The outputs are referrals to Program Officers, Program Class Codes, Organizational units - Divisions and Branches and Scientific Research Clusters."
HHS,JIT Automated Calculator (JAC),HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,NIGMS requires extra justification to fund investigators whose total grant money exceeds $1.5M.  Applicants are required to submit lengthy forms detailing all of their support and those of their key personnel.  These forms are quite long and require quite a bit of time to read and tally up funding totals.  This NLP searches the entire form and adds up all of the totals to help NIGMS program staff determine total funding for all key personnel of a grant application.,"At NIGMS we like to know how much total support an investigator has to ensure that we are not funding PIs who are already adequately resourced. However, JIT Other Support forms consist of many pages of freeform text in PDF format.  Thus, it can be quite tedious for program officers (POs) to copy and paste information from these forms into a spreadsheet to determine how much funding a PI has. JAC can perform these calculations for POs automatically (assuming, of course, that the information has been entered correctly by the PIs).",Input: Grant application JIT Other Support Form PDFs from NIH IMPAC II database. Output: Editable spreadsheet of parsed data and funding summary data for each person in the Key Personnel tables of the application.
HHS,Knowledge Navigator,HHS/HRSA,pilot,Generative AI,1,0,0,general_llm,,BMISS,Publicis Sapient,c) Developed with both contracting and in-house resources,Yes,"The objective is to develop an AI model that can answer detailed and complex questions about the key programmatic document, Application and Program Guidance (APG), that is issued annually before the application cycle opens. The PoC LLM has Applicant and Program Guidance (APG) documents for 10 loan repayments and scholarship programs.",This will allow loan repayment and scholarship analysts and call center agents to  better respond to public inquiries from applicants and participants,BHW has implemented a proof of concept Generative AI (GenAI) Large Language Model (LLM) Knowledge Navigator (KN) to support National Health Service Corps (NHSC) and Nurse Corps loan repayment and scholarship program analysts and call center agents respond to program applicants and participants.
HHS,LaserAI,HHS/CDC,pilot,Natural Language Processing,0,0,0,nlp_specific,LaserAI,,LaserAI,a) Purchased from a vendor,No,"To reduce screening time and improve accuracy in all phases of systematic reviews by automating title and abstract screening, PDF retrieval, full-text review, and data extraction.","The AI is expected to streamline systematic review processes, reduce manual effort, and improve accuracy in identifying and extracting relevant data. The synthesized and graded data will inform the development of evidence-based infection prevention and control recommendations for healthcare settings.","The AI system outputs include prioritized lists of potentially relevant articles for screening, retrieved PDFs from PubMed, and suggested data for extraction from PDFs."
HHS,Leveraging AI for Metadata Tagging for Enterprise Data Catalog of CDC,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,Yes,"Manual metadata tagging for datasets in the CDC Enterprise Data Catalog is inconsistent, incomplete, and time-consuming. The AI automates and standardizes metadata tagging, improving catalog usability and reducing manual effort.","The AI increases the speed and consistency of metadata tagging, making the data catalog more usable for CDC staff. This reduces manual effort, improves the completeness and standardization of metadata, and helps staff more efficiently find and use relevant datasets.","The AI generates suggested metadata fields (tags) for each dataset based on existing metadata, which are then used by staff to improve dataset discovery and relevance in the enterprise data catalog."
HHS,Leveraging AI for the Creation of Synthetic Datasets,HHS/CDC,pilot,Generative AI,1,0,0,general_llm,,,N/A,c) Developed with both contracting and in-house resources,No,"We aim to  generate synthetic datasets that will support training, testing, and software development improving the overall development process",The use of an AI-assisted programming environment can significantly reduce the time required to write code for generating synthetic datasets. This efficiency allows us to quickly create the necessary variables and establish the relationships between them. The synthetic data produced through this project will enhance the training experience and streamline the software development process.,The primary outputs from the AI system will include synthetic datasets specifically designed to simulate Healthcare-Associated Infection (HAI) data.
HHS,Leveraging NLP and LLMs to identify and characterize NIH prevention research via 160-topic taxonomy,HHS/NIH,pilot,Generative AI,1,1,0,general_llm,,Microsoft Azure,"Microsoft Azure, Westat",c) Developed with both contracting and in-house resources,Yes,Semi-automate manual curation,More timely assessments of NIH spending in specific areas within prevention research.,"Classification of grants by health conditions, risk factors, study designs, and prevention research type."
HHS,Lineage Assignment by Extended Learning (LABEL),HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,AMD (Advanced Molecular Detection Scientific Computing Platform),,b) Developed in-house,Yes,"Identifying, classifying, and annotating influenza sequences.",Reliable and accurate clade assignment helps with downstream surveillance reporting and modeling. Accuracy is generally >98% and saves time through automation.,"Sequence identifiers and clade annotations, intermediate data used in classification."
HHS,MFT UI Chatbot,HHS/CMS/CCIIO,pilot,Natural Language Processing,1,1,0,general_llm,Microsoft Teams,Data Services Hub,,b) Developed in-house,Yes,"Hub/MFT team manually supports operations related to onboarding, Q/A, file tracking and technical inquiries. ?

Monthly Average of inquiries:
 ?
 ~800 Email inquires ?
~40 Jira/SNOW Tickets?

The Communication is manual via emails, Zoom Meetings, and Slack. This Current process is time-consuming, adds and degrades stakeholder experience.?
?
Typical operational hours are Monday through Friday, 8 a.m. to 6 p.m. ET (this doesnt serve Mountain Time, West Coast, Hawaii, and Alaska), followed by XOC escalations. This means non-prod inquiries will be responded to the following business day.  ??

We have limited, Quality of Service (QoS) metrics to accurately assess consumer satisfaction at present time.",Implement a chatbot to provide real-time file status updates for external users and tools for internal teams to generate reports and visualize key metrics.,"Real-Time File Status includes Detailed Processing Information?
FAQs
Ability to chat with Live-Agent 
Survey Form 
Historical File Tracking 
Limited CMS Stakeholder Testing
Develop Quality of Service (QoS) metrics 
Self - Learning
Performance and Alerting?
Rollout to Alpha Partners and Issuers 
User/Alpha Partners Feedback"
HHS,Machine Learning Techniques for Early Detection and Situational Awareness of Rabies Outbreaks,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Microsoft,,b) Developed in-house,No,"Rabies is enzootic in wildlife and modern-day surveillance techniques are too weak to fully capture the geographic extent of outbreaks nor early outbreak detection. Our ML algorithm uses public health surveillance data to ""fill in the gaps"" inherent in wildlife disease surveillance programs to accurately and rapidly detect outbreaks and deploy public health resources.","This model is currently being using in domestic and international settings for early rabies outbreak detection. This information is shared with relevant public health authorities to initiate preventive actions which often include: public awareness campaigns/social media, deployment of vaccines for animals and people, deployment of testing reagents to bolster surveillance.","Disease trend for real-time monitoring of rabies, Probabilities of disease occurrence over time and space. Spatiotemporal clustering with tiered risk classification differentiates stable circulation from emerging rabies transmission, improving situational awareness and guiding seasonally targeted surveillance and interventions, underscoring the need for real-time data sharing to strengthen outbreak response."
HHS,"Machine Learning as a Service: Extract data from product labels, business forms, and image files",HHS/FDA/ODT,deployed,Classical/Predictive Machine Learning,0,0,0,computer_vision,,MLaaS,Precise,c) Developed with both contracting and in-house resources,Yes,"This AI project is designed to assist in capturing data submitted to & reviewed by the FDA by extracting text and data, determining its structure, and saving the information in a more useful format","The ability to extract information such as nutrition information and ingredients from product labels, tabular data, invoices and receipts, and handwritten forms without the need to have users retype or copy & paste the data into FDA applications.","Parsed text and data structured in JSON format, with key/value pairs where appropriate (such as for specific fields in a form or nutrient name & amount on a product label)"
HHS,Machine Learning as a Service: Translate and extract text from images using AI,HHS/FDA/ODT,deployed,Classical/Predictive Machine Learning,0,0,0,computer_vision,,MLaaS,Precise,c) Developed with both contracting and in-house resources,Yes,"This AI project is designed to solve the problem of reviewing foreign products, extracting ingredient lists, and border inspections",The ability to quickly translate and extract lists of ingredients from foreign food & drug product labels without the need for human translators,"Translated text into English, in JSON format"
HHS,Machine Learning with Premier Healthcare Data to inform predictive modeling of antibiotic use,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,No,"Surveillance data, including the Emerging Infections Program (EIP) and the National Healthcare Safety Network (NHSN) can be linked to  and other inpatient data to better characterize risk factors and outcomes of important healthcare associated infections (HAI) and antimicrobial resistance (AR). However, discharge data often lacks detailed information about inpatient antibiotic use.","This project uses the Premier Healthcare Database (PHD), an electronic health database, to  predict inpatient antibiotic use and length of therapy using data readily available in claims and other electronic health record databases. This adds additional potential sources of information to support insights.",These models will allow us to fill in gaps in antibiotic use information in Medicare claims and discharge datasets to better leverage EIP and NHSN data to better understand how cumulative antibiotic use may impact patients risk for HAIs and AR infections.
HHS,Malaria parasites DNA barcode geography classification,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,AMD (Advanced Molecular Detection Scientific Computing Platform),,b) Developed in-house,Yes,"To complement epidemiologic investigations of domestic malaria cases by determining the geographic origin of malaria parasite strains, helping to understand how the strain entered the US.","This AI supports epidemiological investigations by providing rapid, automated classification of malaria parasite genotypes to geographic origins. This enhances the ability to track and respond to malaria cases, especially those domestically acquired, and supports public health interventions. 
For more information, see the manuscript:?https://journals.asm.org/doi/full/10.1128/aac.01203-24","The AI examines a sequence barcode/genotype and assigns the malaria parasite genotype to a geographic origin (e.g., continent or subregion)."
HHS,MedCoder - Coding literal text cause of death information reported on death certificates to ICD-10,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,Custom NLP autoclassifier,National Vital Statistics System (NVSS),,b) Developed in-house,Yes,"Automating the coding of literal text causes of death from death certificates to ICD-10 codes, improving accuracy, efficiency, and timeliness of mortality data for public health surveillance.","MedCoder increased the percentage of deaths that can be automatically and accurately coded from 70-75% to over 85%, resulting in substantial cost savings (hundreds of thousands of dollars) and significantly enhancing the timeliness of data for urgent public health concerns (e.g., COVID, drug overdose deaths), enabling near real-time surveillance.",MedCoder outputs ICD-10 cause of death codes from literal text on death certificates. It also flags complex or frequently miscoded cases for manual review. The system uses NLP to cleanse and standardize input text before coding.
HHS,MedWatch Dashboard,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff),c) Developed with both contracting and in-house resources,Yes,Need to proactively identify emerging issues and clusters within MedWatch reports using advanced analytics.,Assist with consistent monitoring and identification of product risks from MedWatch reporting patterns and report content to support review staff in detecting potential safety problems that could affect patients.,Identify product risk signals from MedWatch reports by using time series analysis to flag products and topic modeling to summarize the comments.
HHS,Medical Data Enterprise Artificial Intelligence (MDE AI),HHS/FDA/CDRH,pilot,Generative AI,0,1,0,general_llm,,CEDh,,b) Developed in-house,Yes,Create efficiencies in the regulatory review processes for medical devices; reduce administrative burden to staff and allow them to focus their expertise on scientific and clinical work and not administrative processes,Improved efficiency in the administrative overhead of regulatory review workflows,"Outputs support regulatory review and include deficiency text adherence to 4PH, insights to support premarket review, data integrity concerns, signal alerts, etc."
HHS,Medical Text Indexer-NeXt Generation (MTIX) MEDLINE Indexing,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,Time-consuming and burdensome manual indexing of MEDLINE citations,"Cost-effective, timely, and efficient indexing of MEDLINE citation records.",A set of MeSH terms describing the article topic
HHS,Medicare AI Customer Insights,HHS/CMS/OC,pilot,Generative AI,0,0,0,general_llm,,Public Website Shared Services,commonFont and AWS,c) Developed with both contracting and in-house resources,Yes,Improved customer insights,"Cost savings, improved efficiency and quality",Suggestion
HHS,Medicare AI Drug Search,HHS/CMS/OC,pilot,Generative AI,0,0,0,general_llm,,Medicare Authenticated eXperience,Oddball and AWS,c) Developed with both contracting and in-house resources,Yes,Improved customer experience,Improved access to government benefits,Suggestion
HHS,Merops,HHS/NIH,pilot,Natural Language Processing,0,0,0,nlp_specific,,,Shabash,a) Purchased from a vendor,No,Automate and expedite copyediting of scientific manuscripts,More efficient and cost-effective source of copy-editing manuscripts.,Recommendation
HHS,MirBot,HHS/NIH,pilot,Natural Language Processing,1,0,0,nlp_specific,,,Technatomy Axle,c) Developed with both contracting and in-house resources,Yes,The AI tool addresses the challenge of efficiently and consistently processing incoming study PDFs by automatically extracting key information needed for grant review workflows.,"The AI tool helps maintain continuity in the grant review process by ensuring consistent extraction and presentation of key study information, even as experienced staff retire or transition. This reduces the training burden on new team members and preserves institutional knowledge through standardized workflows.","The system produces an indexed and preprocessed version of each submitted PDF, enabling context-aware question-answering by the AI. A predefined set of questions is automatically asked to extract relevant information from the document, which is then used to populate the grant prior approval review form details for the associated study."
HHS,ModelAngelo,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,ModelAngelo,,Open Source,a) Purchased from a vendor,No,Prediction of atomic models from CryoEM specimens.,"This tool uses ML to build atomic models in cryoEM maps, with or without amino acid sequence input. This tool is utilized by the Cryo-EM core in support of research projects within NIEHS DIR and DTT laboratories.","Inputs are cryoEM imaging data and optionally amino acid sequence, outputs are atomic models."
HHS,NBS Virtual Assistant,HHS/NIH,deployed,Generative AI,1,0,0,general_llm,,NIH Business System Cloud (NBSC),H2O.GPTe,a) Purchased from a vendor,Yes,Service Desk Operations,"A robust knowledge base supports the NBSC user community, significantly reducing service requests to the ONBS Service Desk. This allows Subject Matter Experts (SMEs) to concentrate on critical operational and maintenance activities.","""Supporting all NBSC business workstreams, the ONBS Assistant will enhance user engagement with NBSC Applications by providing comprehensive and personalized assistance A variety of support document types like job aids, CBT training courses, FAQs and knowledge articles are the instructional documents used to teach the tool to answer common questions that come into the core team, and the Service Desk on a regular basis.ONBS Subject Matter Experts regularly update content ONBS Assistant will be hosted in the NIH Business System Cloud (NBSC) and positioned within the ONBS SharePoint portal"""
HHS,"NCI-DOE Collaboration, MOSSAIC project (Modeling Outcomes using Surveillance Data and Scalable AI for Cancer)",HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,SEER*Data Management System (SEER*DMS),development -- Oak Ridge National Lab; maintenance -- Information Management Services (IMS),c) Developed with both contracting and in-house resources,No,"MOSSAIC applies deep learning natural language processing (NLP) and foundation models to population-based cancer data collected by NCI's Surveillance, Epidemiology, and End Results (SEER) program. DOE's Oak Ridge National Lab (ORNL) has data use agreements (DUAs) with multiple SEER registries to access and train models using SEER data. Two APIs are in production use in the data management system used by the SEER registries -- OncoID which predicts whether a pathology report is related to cancer and OncoIE which extracts key tumor characteristics from unstructured pathology report text.  Together these APIs are an important part of moving the US towards near real-time cancer incidence reporting.  In addition, a third API OncoMetsID, which predicts whether a pathology report is indicative of metastatic disease, is in a pilot phase to use in conjunction with other sources of information in the registries to identify recurrent disease.","MOSSAIC enhances the infrastructure of the SEER cancer registries by providing tools that can increase the efficiency and accuracy of manual data abstraction by automatically extracting cancer surveillance data elements.  SEER registries receive millions of unstructured clinical text documents that must be manually reviewed, leading to a lag in reporting of US cancer incidence trends.  Automated tools such as those developed by MOSSAIC will help us achieve near real-time incidence trends and ultimately a more meaningful report card on the status of cancer in the US.","Input: unstructured (free text) cancer pathology reports.                         Output: varies depending on the algorithm but generally a predicted class (eg, tumor site) and associated relative confidence score that can be used to tune accuracy"
HHS,NCIRD SmartFind ChatBots - Public and Internal,HHS/CDC,deployed,Natural Language Processing,0,0,0,general_llm,,Microsoft,N/A,c) Developed with both contracting and in-house resources,Yes,"Improving efficiency and effectiveness of internal partner mailbox email management and knowledge base maintenance for program staff, and previously, providing public-facing answers to FAQs.","The internal Knowledge-Bots SharePoint component helps program staff manage partner emails more efficiently and effectively, enabling shared knowledge base use across mailbox managers. The public-facing chatbots previously provided timely, agency-cleared answers to public and partner questions, supporting rapid information dissemination during the COVID-19 pandemic.",Conversational ChatBots that analyze free text questions and provide agency-cleared answers that best match the question. The system also flags complex or unanswerable queries for manual review.
HHS,NHLBI Chat,HHS/NIH,deployed,Generative AI,1,1,0,general_llm,Azure OpenAI,NHLBI Chat,,b) Developed in-house,Yes,This is a generic AI chat tool that provides a secure chat interface (similar to public tools like ChatGPT) for NHLBI Chat. This tool enables staff to safely and securely explore how generative AI can be used on their sensitive (but non-PII/PHI) workloads.,NHLBI Chat is a secure LLM tooling providing access to the Azure OpenAI API so that all NHLBI staff can explore generative AI for their day-to-day need.,The Azure OpenAI API accepts text as input and return text as output. Users enter text through a chat interface in a website.
HHS,NHLBI Chat Workflow - Data Management and Sharing Plan,HHS/NIH,pilot,Generative AI,0,1,0,general_llm,,NHLBI Chat,,b) Developed in-house,Yes,Assists program officers in reviewing grant applications for a specific query in the checklist (DMSP).,Improved efficiency in workflow for Program officers,Recommendations
HHS,NHLBI Chat Workflow - Foreign Component,HHS/NIH,pilot,Generative AI,0,1,0,general_llm,,NHLBI Chat,,b) Developed in-house,Yes,Assists program officers in reviewing grant applications for a specific query in the checklist (Foreign Component).,Improved efficiency in workflow for Program officers,Recommendation
HHS,NIAMS AI Chatbot Pilot,HHS/NIH,pilot,Generative AI,1,1,0,general_llm,,,Microsoft,c) Developed with both contracting and in-house resources,No,"To provide a secure, protected environment for NIAMS staff (OD, EP, IRP and IT) to explore, test, and understand how to use AI to be more efficient with a wide variety of administrative tasks such as general research, summarizing/querying documents, drafting emails, generating programming code, and creating presentation outlines?, etc.","The Azure-hosted NIAMS GenAI Chatbot helps employees be more efficient with a wide variety of administrative tasks such as summarizing/querying documents, drafting emails, and creating presentation outlines?, etc.","Input: natural text in the form of user questions, user uploaded documents. Output: Generated text in the form of answers to user questions, generated answers (summaries/queries) based on user documents."
HHS,NICHD RPAB AI/ML Application Referral System,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,"hdrpabappit01, hdrpabappit02",,b) Developed in-house,Yes,"The primary objective is to enhance the efficiency, accuracy, and consistency of grant application referral assignments, while reducing the burden on Subject Matter Experts in RPAB. The AI system is expected to streamline the process of internal referral of new grant applications.",This AI use case increases the efficiency of the grant referral process and reduces overlapping efforts in grant referral review.,Results are presented as class predictions and class probabilities as recommendations for branch assignment.
HHS,NICHD RPAB AI/ML NICHD Relevance Model,HHS/NIH,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,"The primary objective is to enhance the efficiency, accuracy, and consistency of grant application referral assignments, while reducing the burden on Subject Matter Experts in RPAB. The AI system is expected to streamline the process of internal referral of new grant applications.",This AI use case increases the efficiency of the grant referral process and ensures difficult applications are triaged in a quicker manner.,Results are presented as class predictions and class probabilities as recommendations for referral liaisons.
HHS,NIGMS Azure Open AI,HHS/NIH,deployed,Generative AI,1,1,0,general_llm,Custom In-House AI,,,b) Developed in-house,Yes,"There are a number of situations in which administrative activities can be augmented by generative AI, especially when classification of documents is needed but no training data exist.","We are using large language models (LLMs), in particular Open AI's models, for business process improvement.  We have used these models for visualization of a grant portfolios as well as numerous classification problems: IC prediction, clinical trial prediction, research area prediction, etc.  These models allow us to classify documents through simple prompt engineering rather than the laborious process of creating a custom training set from scratch.  These models also allow us to reduce the number of applications that humans need to review from tens of thousands of applications to mere hundreds or fewer for a number of tasks.",Input: Text from various components of NIH grant applications. Output: Open AI chat completions (text) or text embeddings (vectors of numbers).
HHS,NIH Grants Virtual Assistant,HHS/NIH,deployed,Natural Language Processing,0,0,0,general_llm,,NIH Grants Virtual Assistant,Google,a) Purchased from a vendor,No,Provides easy access to grants information and policies.,Chat Bot to assist users in finding grant related information.,"The inputs include information available on the NIH Grants and Funding site, such as FAQs. The outputs are answers to questions/prompts provided by the user."
HHS,NIH Travel Policy AI Chatbot,HHS/NIH,pilot,Generative AI,1,0,0,general_llm,,,Infer Solutions,c) Developed with both contracting and in-house resources,Yes,"The AI-powered chatbot is designed to address a key operational challenge: the high volume of routine travel policy inquiries directed toward NIH administrative staff. These questions, often repetitive and time-consuming, divert valuable human resources from more complex and strategic responsibilities.Specifically, the AI chatbot leverages Generative Artificial Intelligence (AI) to provide accurate, consistent, and real-time responses to questions related to the Federal Travel Regulation (FTR) and the NIH Travel Policy Handbook. By doing so, it significantly reduces the dependency on staff to manually research and craft responses to standard inquiries. In addition, the chatbot serves as the foundation for a self-service portal for the NIH community. This portal empowers employees and stakeholders to independently access authoritative travel policy guidance 24/7improving efficiency, enhancing user experience, and ensuring policy compliance across the organization.","The Office of Financial Management (OFM) envisions this AI-powered chatbot as a critical support tool for NIH staff during the upcoming transition to a self-service travel planning model, aligned with the government-wide shift to GSAs ETS Next travel system, recently named GO.gov. With this transition slated to begin in 2026, the chatbot will serve as an intelligent, always-available assistant that simplifies the travel planning process for thousands of NIH employees. Enhanced Operational Efficiency.Improved User Experience for NIH Staff.Support for a Modern, Self-Service Government.Increased Compliance and Accuracy.Indirect cost benefit to public. Up to 6080% reduction in inquiry volume handled by human agents. 160 FTE hours saved per month at the central NIH Travel office. 1000 FTE hours saved per month across the IC Community Travel offices. Drastic reductions in average response times, often from days or hours down to seconds.","The chatbot outputs text-based, interactive responses tailored to helping NIH staff plan and manage official travel in compliance with policy. These outputs are designed to be helpful, policy-compliant, user-specific, and non-decisional, serving as a productivity aid rather than an authority for travel approval."
HHS,NIOSH Industry and Occupation Computerized Coding System (NIOCCS),HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Modernization Platform NIOSH (MPN),,b) Developed in-house,Yes,"Replacing manual coding of industry and occupation text with automated coding to standardized codes, reducing cost and increasing speed, accuracy, and consistency for research and analysis.","Reduces the high cost of manual coding, promotes increased coding speed, accuracy, and consistency, and enables more efficient use of industry and occupation data for research and analysis.","Standardized industry and occupation codes generated from free-text input, suitable for research and analysis."
HHS,NLP Automated Referral,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,Referring applications manually is tedious and time consuming.  Using an automated approach allows staff to focus their time on more difficult tasks.,"Automated referral allows NIGMS to retain institutional referral knowledge by training on historical data, eliminates delays in referral by assigning applications as soon as they come in, and reduces burden on staff members and allows them to allocate more of their time to other high value tasks.","Input: IMPAC II application data, including titles, abstracts, narratives and specific aims. Output: Top three most relevant ICs and POs."
HHS,NanCI: Connecting Scientists,HHS/NIH,pilot,Natural Language Processing,0,0,0,nlp_specific,,NanCI Connecting Scientists Mobile App,Google; Barnacle,a) Purchased from a vendor,Yes,"NanCI phone/web application to connect scientists. The app uses AI to match scientific content to users' interests. By collecting papers into a folder, a user can engage the tool to find similar articles in the scientific literature and can refine the recommendations by up or down voting recommendations. Users can also connect with others via their interests and receive and make recommendations via this social network. Users: Cancer Research Trainees at NCI and across the USA.",Cancer research trainees indicate feeling overwhelmed by information and finding things of interest is a challenge. Furthermore they feel isolated. NanCI helps them home in on key content of interest and connect with others who share those interests.,User collects a series of papers by bookmarking them into a folder. AI then uses vector matching to find similar papers.
HHS,NewsScape,HHS/CDC,pilot,Generative AI,1,1,0,general_llm,Palantir AIP,1 CDC Data Platform (1CDP),Palantir Technologies,c) Developed with both contracting and in-house resources,No,"Development of early warning indicators. News articles can form an early warning indicator of public health events and other pieces of information which can be utilized across all major domains of public health. Because of the quantity of news articles, manual efforts are impossible to gather this information.","There are a variety of endpoints that this AI output could help support. Various teams across the CDC have expressed interest in being able to quickly get the right news content, with summaries of those articles to help support outbreak detection, report generation, surveillance and monitoring of pathogen specific news, etc. AI lets us efficiently filter and summarize thousands of news articles a day into a handful of daily ""news events"" that user can glean information from.","NewsScape is a AI enabled news aggregation and summarization that is hosted within the 1CDP platform. The main motivation to build  NewsScape was to develop a system that uses Large Language Models (LLMs) to surface relevant insight from recent news articles. NewsScape ingests a high volume of news articles, in the order of thousands of news articles everyday, and surfaces the information from them that related to the topic we were interested (for example, pathogen related news articles, or U.S. medical supply chain updates).  The tool can be customized based on specific program office needs, and can be deployed independently of one another so that one program office can have their own custom version of NewsScape installed."
HHS,Notebooks Hub,HHS/NIH,deployed,Generative AI,1,1,1,general_llm,OpenAI API,,"Axle Informatics, Microsoft, OpenAI",c) Developed with both contracting and in-house resources,Yes,"Helping scientists and researchers code their applications, dashboards, and data analyses more quickly, have higher code standards, and gain more insight from their data","More time can be spent on the subject matter exploration and understanding than on coding and analysis frameworks that help/support these goals. Current assessments indicate 40% speed increases to develop code and applications, with improvements increasing year-over-year","Python, R, Javascript, Java, etc. code"
HHS,Nowcasting Burden and Infection Trends for Seasonal and Epidemic Pathogens,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,c) Developed with both contracting and in-house resources,Yes,"Improve real-time estimates of disease burden and infection trends for better situational awareness for planning and decision-making at the national, state, and local level. Traditional AI/ML models (e.g. time series models) are mainly used as baselines against which to test and improve more sophisticated modeling methods.","Providing timely, accurate, and actionable information on current and near-future disease risk and effort required for control to government officials and the public.","Current outputs include weekly state-level estimates of the time-varying reproductive number (Rt)  a measure of epidemic trajectory and indicator of the level of effort needed to bring an epidemic under control  for COVID-19 and influenza (public-facing) and RSV (internal to CDC at this time), and weekly nowcasts of hospital admissions within the Respiratory Virus Hospitalization Surveillance Network (RESP-NET; internal to CDC at this time)."
HHS,Nowcasting Injury Trends,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,Yes,"Providing real-time estimates of injury and death trends to enhance situational awareness and expedite surveillance and research activities, especially when gold standard data are delayed.","Enables timelier identification and investigation of emerging injury trends, improving the speed and effectiveness of public health surveillance and response when gold standard data are not yet available.","An internal-facing, interactive dashboard that provides week-to-week national nowcasts of injury death trends, using multiple traditional and non-traditional datasets and a multi-stage machine learning pipeline."
HHS,OFR Robotics and Process Automation (ORPA),HHS/CDC,deployed,Agentic AI,0,0,0,classical_ml,,UIPath,UIPath,c) Developed with both contracting and in-house resources,No,Reduction in human workload and increase in quality through automation of repetitive tasks.,"Multiple Robotics and Process Automation (RPA) bots are in use.  Most are simple automations of basic tasks (conversation of documents/file management). The two most significant bots focus on automating the sorting and distribution of thousands of invoices annually (Invoice Mailbox Management) and conducting government purchase card use validations monthly (PCARD Line Item Review).  The result of the two bots are greater consistency/quality in the outputs and a reduction in human workload.

The Invoice Mailbox Management bot processes >15,000 emails annually and the PCARD Line Item Review bot processes 3,000  5,000 transactions monthly against more than 200 unique business rules.","The Invoice Mailbox Management bot creates PDF files with the email and attached invoices/documentation into consolidated files for further processing by staff for payment into UFMS.

The PCARD Line Item Review bot generates a list of transactions (from the full list of CitiBank credit card transactions) that have met specific business rules and may be a potential policy violation or need additional attention.  The output also includes policy references and notes (specific to the transaction) to aid the reviewer in determining the next course of action for each item."
