agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
HHS,Drug Shortage Predictive Model,HHS/FDA/CDER,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,N/A,,b) Developed in-house,Yes,"Drug shortages have increased significantly since 2017 and worsened during COVID-19, creating critical gaps in patient access to essential medications. FDA seeks to develop predictive capabilities to anticipate shortages before they occur.","Help with prevention and mitigation of drug shortages by signaling early risks to a supply chain, potentially ensuring patients maintain access to essential medications.",Prediction of supply events for all CDER regulated application products in the next 12 months
HHS,EDAV Azure DataFactory - Pipeline failure Analysis,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,"EDAV (Enterprise Data, Analytics, and Visualization Platform)",N/A,c) Developed with both contracting and in-house resources,No,"There are over 4,000 pipelines which provide logs of their status. Manual review is highly time-consuming and error prone due to the scale of logs.",Benefits include improved quality of summaries of logs and additional information that is available faster than traditional manual processes.,Logs of the Data Factory pipelines and analysis of the various information from the data pipelines including recommended next steps to support staff in solving potential challenges maintaining these data pipelines.
HHS,EDAV Virtual Assistant - Eva ( Microbot Service) - Bot as a Service (BaaS),HHS/CDC,deployed,Generative AI,1,0,0,general_llm,,"EDAV (Enterprise Data, Analytics, and Visualization Platform)",N/A,c) Developed with both contracting and in-house resources,No,"This tools serves as a helpdesk to support CDC staff in finding relevant information related to the Enterprise Data, Analytics, and Visualization platform available across existing documentation.",Increased access for staff to documentation and decreased time spent searching for relevant information. This includes a reduction in number of support tickets from staff.,Staff will ask the chatbot questions related to various platform documentation. The AI use cases supplies back information including references and citations to the existing documentation for staff to go to.
HHS,Electronic translational services for regulatory documents for articles offered for import,HHS/FDA/OII,deployed,Natural Language Processing,1,0,0,nlp_specific,,MLaaS,Google Translate API / MLaaS / Azure,c) Developed with both contracting and in-house resources,Yes,"FDA' Office of Information Operations (OIO) seeks to implement automated translation capabilities for foreign language documents essential to import operations. By integrating translation services directly into OIO staff workflows, the Agency can improve import screening to better serve stakeholders while maximizing staff capacity for core public health protection activities.","The implemented solution automated the electronic translation of inspection/investigation and import documents, labels, industry guidance, materials related to policy and regulatory, presentations and educational records. This automation significantly reduced time spent by staff to translate documents, reduced the need to find a translator to read and understand foreign language documents, increased reliability and timeliness for enforcement actions, increased destruction of misbranded FDA regulated products at the IMFs, and increased the ability to provide regulatory materials in foreign languages.","A translation service interface developed within an imports entry review system that utilizes Google Translate API provides the required translation of the entries entering US supply-chain. This will provide translation to the FDA imports staff without seeking external solutions and is integrated in the current system used by the consumer safety officers who are conducting investigations, import operations etc."
HHS,Eligibility & Enrollment Medicare Online (ELMO) Chatbot,HHS/CMS/OIT,deployed,Generative AI,1,0,0,general_llm,,Medicare Enrollment & Premium Billing Systems (MEPBS),"Peraton, Inc.",c) Developed with both contracting and in-house resources,Yes,Assist Medicare caseworkers in navigating a fairly complex application,More efficient caseworkers,"Answers questions about the ELMO tool, how to navigate it, and where to find information"
HHS,Elsa GenAI Chat Tool,HHS/FDA/OC,deployed,Generative AI,1,1,0,general_llm,Elsa (FDA),CDEROne Analytics: FISMA-high environment,Deloitte,c) Developed with both contracting and in-house resources,Yes,"Elsa is designed to support FDA employees by providing clear, accurate information and assistance with work-related tasks. Elsa's primary purpose is to help streamline information access and decision-making processes within the FDA context.","Elsa quickly synthesizes and summarizes information, breaking down complex topics to support faster, more informed decision-making, helps refine communication for maximum impact - from brainstorming and outlining content to drafting and proofreading and helps employees quickly identify key information across multiple sources.","Elsa can generate text-based responses in paragraphs, bullets, or even in tabular format."
HHS,Enhancing influenza A risk assessment rubrics: leveraging predictive correlates and machine learning from in vivo experiments.,HHS/CDC,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,No,"The Pathogenesis Laboratory Team (Immunology and Pathogenesis Branch, Influenza Division, NCIRD) routinely performs influenza A virus (IAV) risk assessment studies in the ferret animal model, to assess IAV pathogenicity and transmissibility in a relevant small mammalian model. However, these studies are typically performed in isolation, with minimal efforts to comprehensively examine how each biological parameter obtained from the work correlates to disease severity and virus transmissibility and how these parameters can be used as a whole to improve risk assessment efforts. We have generated large sets of data collected from 25+ years of performing these in vivo studies, to identify predictive correlates associated with pathogenicity and transmissibility outcomes, and utilized machine learning approaches to better predict the potential public health risk posed by emerging influenza A viruses.","CDCs Influenza Risk Assessment Tool (IRAT) rubric is utilized to assess the pandemic potential of novel or emerging IAV that pose a threat to human health. A better understanding of which key quantifiable metrics of virus behavior in this species are most frequently correlated with virulence or transmissibility would greatly aid CDC leadership who score viruses in this rubric to ensure contributing data from the ferret model is rigorously and accurately contextualized within these risk assessments. As the project relies solely on previously collected in vivo data, it represents a valuable opportunity to support the 3 Rs of animal research (reduction, refinement, and replacement), gathering additional information from 25+ years of research in the ferret model already conducted at CDC, thus highlighting the agencys commitment to responsible and ethical animal research. Numerous peer-reviewed publications have already resulted from this work, including development of predictive models of lethal disease and virus transmissibility, and assessment of which parameters and sample types collected during routine laboratory experimentation offer highest predictive value in these models. These first-in-field analyses also provide an analytic framework and template for subsequent studies with other data collected at CDC.","The machine learning work we perform identifies which variables are more predictive for the associated pathogenesis or transmission outcome, which better informs us of the biology of the influenza-ferret model system for how to interpret the clinical and virological data we collect and better inform pandemic risk assessments."
HHS,Enhancing the RCDC with Generative AI,HHS/NIH,deployed,Generative AI,1,1,0,general_llm,,,Microsoft,a) Purchased from a vendor,No,"The goal is to assess whether generative AI can enhance the RCDC process by minimizing time-consuming, resource-intensive routine and manual tasks and improving overall efficiency.","Gen AI is expected to save time, reduce manual workload, and improve productivity by automating resource-intensive processes. These efficiencies support the agency's mission by enabling better resource allocation and enhanced categorization of NIH research.","The Azure cloud platform provides secure access to OpenAIs ChatGPT model, which is connected to search indexes pre-loaded with relevant datasets. These datasets include internal agency-provided data, such as meeting transcripts, and publicly available data from NIH RePORTER.  ChatGPT responds to prompts to execute various tasks such as summarizing meeting transcripts and notes, and the scientific content within curated sets of grant applications. ChatGPT is also utilized to recommend an appropriate RCDC category for a grant application and provide explanations for its recommendations. Additionally, ChatGPT is prompted to predict semantic types for thesaurus concepts, identify hierarchical relationships between concepts, cluster similar concepts, and suggest synonyms for specified terms."
HHS,Expansion of Generative AI (GenAI) Caption Generation for all Collections Videos,HHS/NIH,pilot,Generative AI,1,1,0,general_llm,,,,b) Developed in-house,Yes,High cost and low efficiency of video transcript and caption generation.,Improved standardization and accuracy of generated video captions,AI generated captions in text format
HHS,FE5: Incorporate a range of frequently used engineering features from EHRs into the Sentinel common data model in the Sentinel EHR and claims linked Data Partner network,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,Sentinel,Contractor teams,c) Developed with both contracting and in-house resources,Yes,"This AI project is designed to solve the problem of extracting valuable clinical information trapped in unstructured free-text fields within electronic health records. It aims to create a systematic feature engineering approach that can convert narrative clinical notes and text data into structured, analyzable formats for pharmacoepidemiologic research and drug safety surveillance.","Supports the use of Natural Language Processing (NLP) to extract information on five specific medical concepts from Electronic Health Record (EHR) data and make available in the Sentinel Common Data Model for future drug safety studies, enhancing FDA's surveillance capabilities.",NLP for EHR unstructured data extraction
HHS,FIJI,HHS/NIH,deployed,Computer Vision,0,0,0,computer_vision,Fiji ImageJ,,Open Source,a) Purchased from a vendor,No,Provides machine-learning-based object classification in microscopy applications,"Provides AI-based segmentation, enhancement, and prediction in microscopy applications. This tool is utilized in support of research projects within NIEHS DIR and DTT laboratories.","Inputs are microscopy images, outputs are object and structure annotations and enhanced images."
HHS,FOIA REDACTION (FRED) TOOL,HHS/FDA/CDER,deployed,Generative AI,0,0,0,general_llm,Microsoft Teams,Elsa,Contractor teams,c) Developed with both contracting and in-house resources,Yes,"FRED is designed to support FOIA staff in redacting records more efficiently and consistently. FOIA redaction can be a time-consuming process and experience large back-logs of requested documents. It aims to use AI to analyze, identify, and generate predictions of text for redaction, thereby improving the efficiency of FOIA response processing.","More efficient releases of documents in response to FOIA requests, reduction in back-logs, helping ensure public access to government information while protecting sensitive data appropriately.",FRED produces a PDF with boxes around text that it recommends for redaction along with comments for the redaction code
HHS,Federal IT Acquisition Reform Act (FITARA) Tool,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,FITARA,Deloitte,c) Developed with both contracting and in-house resources,Yes,Contracting officers use this tool to help identify whether a Statement of Work meets the criteria of Federal IT Acquisition Reform Act (FITARA).,"Contracting Officers can use this tool to indicate if Statements of Work are likely to be IT-related, which saves significant manual effort and time required to identify relevant contracts.",User uploads a contract SOW and the FITARA Tool processes and predicts the likelihood on whether or not FITARA applies with a confidence score. The output data from the tool is displayed via a custom module.
HHS,Federal Select Agents Program (FSAP) Customer Agent,HHS/CDC,pilot,Natural Language Processing,1,0,0,general_llm,,Microsoft,,b) Developed in-house,No,"FSAP users need support on the use of the FSAP system. Completing forms, managing entities, agents, and toxins. Updating permits, correcting data, conducting inspections, and related activities. The FSAP Customer Agent will provide answers to questions as users navigate the FSAP process.",Support will be provided to users without additional staffing requirements. Users will get fast and accurate solutions to questions instantly.,The output is text via an LLM which is trained on operations and management data. Output is via a both a chat window or copilot for internal use.
HHS,Feedback Analysis Solution (FAS),HHS/CMS/CCSQ,deployed,Natural Language Processing,0,0,0,nlp_specific,,CDRAP,,b) Developed in-house,Yes,Speeds up the manual and time-consuming process of analyzing public comments on frequently posted regulations.gov and FDMS dockets by employing advanced natural language processing and machine learning technologies.,"Speeds up the manual and time-consuming process of analyzing public comments on frequently posted regulations.gov and FDMS dockets by employing advanced natural language processing and machine learning technologies. FAS help categorize stakeholder comments or feedback (collected in multiple venues), thereby enabling analysts to use the system to quickly identify comments that may impact program/policy decisions.","FAS categorize stakeholder feedback (collected in multiple venues), thereby enabling CMS analysts to use the system to quickly identify comments that may impact program/policy decisions. The system utilizes Artificial Intelligence (AI) to minimize bias through topic, theme, stakeholders, and sentiment models that standardize the analysis process, and provide insights that were previously difficult to obtain manually."
HHS,Filer Evaluation prioritization using risk-based decision Machine Learning approach,HHS/FDA/OII,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,evaluation prediction ml,"Precise Software Solutions, Inc.",c) Developed with both contracting and in-house resources,Yes,"The FDA's Office of Information Operations (OIO) has an opportunity to enhance its evaluation capabilities across over 4,000 filers in the current FDA inventory by implementing a systematic, data-driven approach to risk assessment and prioritization. By developing standardized evaluation processes and integrated analytical tools, OIO can optimize resource allocation, improve consistency in risk identification, and strengthen the FDA's capacity to effectively protect public health through targeted regulatory oversight.","OIO is responsible for filer evaluations. There are over 4,000 filers in the current FDA inventory and this ML-based risk scoring approach to identify high-risk filers reduces the burden of sorting through the information manually and provides a standard process for conducting evaluations for the staff. An interactive dashboard has been developed that displays model outputs in various forms for staff use.",The ML-based model provides a complete list of filers with all the relevant information along with their relative risk scores for FDA staff to conduct evaluation of the filers.
HHS,Food AI Decision Engine (FAIDE),HHS/FDA/HFP,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Food AI Decision Engine,,b) Developed in-house,Yes,Prioritize limited regulatory resources and maximize public health protection.,Reduced regulatory burden on establishments with a lower probability of being violative or causing public health harm; more efficient and effective regulatory oversight.,"Probability of being violative per the model's classifier, and whether that probability is above the model's recommended threshold (optimizing sensitivity and specificity)."
HHS,Fuzzy matching tool,HHS/CDC,pilot,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,No,"To improve clearance and review management of CDC publications by identifying similar records between eClearance submissions and CDC-authored publications, ensuring compliance with NIHMS and CDC public access policies, and supporting science prioritization and impact analyses.","The tool is expected to streamline the clearance process, ensure compliance with public access policies, and assist in identifying and prioritizing CDC-authored publications. This will save staff time and improve the efficiency and accuracy of publication management.","The tool outputs matched records between eClearance submissions and CDC-authored publications, identifying potential duplicates or related documents for internal review."
HHS,GenAIMeta: Generative AI CDC Metadata Query Application,HHS/CDC,pilot,Generative AI,1,0,0,general_llm,Azure OpenAI,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,c) Developed with both contracting and in-house resources,No,"Metadata plays a crucial role in enhancing public understanding and usage of CDC data. Usable metadata are essential not only for making data easy to find, understand, and use on data.cdc.gov but also for synchronizing with other federal catalogs. Metadata on data.cdc.gov spans 1,056 datasets with ~20 fields each, syncing nightly with federal catalogs. Manual validation, normalization and monitoring of this volume, and the inconsistent quality and completeness of those fields creates bottlenecks for data discovery, governance and downstream analytics. The aim is to leverage EDAVs Azure OpenAI-powered models to automate metadata validation, standardization and monitoring at scale, replacing error-prone manual checks with real-time, AI-driven oversight.","Objective:  
Phase 1- Automate metadata validation and monitoring on data.cdc.gov using EDAVs Azure OpenAI API 
Phase 2 - Make useful AI agents that are user centric and make application of the tool broader with tested agent efficacy 
 
Evaluation: 
Approach: 

Asked both general and domain-trained models the same set of real-world questions. 

Benchmarked responses on four metrics: 

Accuracy: Match to ideal answers 

Relevance: Alignment with user needs 

Clarity: Readability and actionability 

Completeness: Coverage of all aspects of the question 
 

Results: 

Domain-trained models outscored general models on every metric. 

Trained models delivered more precise, context-aware, and fully-formed answers. 

General models tended toward vague or overly broad responses. 
 

Conclusion: 

Targeted, domain-specific training significantly boosts an LLMs ability to meet specialized user requirements. 

 

Key Benefits: 

Actionable insights for better decision-making during time-sensitive scenarios. 

Optimized resource allocation for improved efficiency. 

Enhanced trust in decision-making frameworks through consistent performance.","Phase -1 Implementation 
?	EDAVs Azure AI Infrastructure 
	Ingest and preprocess data from data.cdc.gov 
	Extract vector embeddings for model training 
	Build and fine-tune LLM and ML models focused on metadata usage and quality monitoring 
?	Monitoring Dashboard 
	Connects directly to Azure AI outputs 
	Provides real-time data-quality checks and metadata health metrics 
	Features interactive interfaces for key metrics and insights 
 
Phase-2 Implementation 
 
?	Domain-Specific Model Training 
	Built a targeted dataset of real-world questions with paired ideal answers 
	Fine-tuned and evaluated models against accuracy, relevance, clarity and completeness benchmarks 
 
?	Multi-User, Multi-Agent Framework 
	Deployed specialized agents for distinct roles 
	Enabled simultaneous support for diverse users including data-quality managers, data scientists, epidemiologists, etc. ensuring scalable, task-focused collaboration"
HHS,Genetic distance computation method for comparing complex multi-locus parasite (Cyclospora) genotypes,HHS/CDC,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,AMD (Advanced Molecular Detection Scientific Computing Platform),,b) Developed in-house,Yes,"Investigating the similarity of infections for epidemiologic investigations of cyclosporiasis outbreaks. The method enables clustering and comparison of complex genotypes, which are too large and complex for traditional methods, to identify related infections during outbreak tracking.","The AI enables analysis of massive genotype datasets, facilitating rapid and accurate identification of infection clusters. This supports epidemiologic investigations and traceback for cyclosporiasis and other parasites, improving outbreak response and public health interventions.","The system outputs genetic distance matrices and clusters of closely related infections, based on comparisons of haplotypes from clinical samples. These outputs are used to complement epidemiologic investigations and traceback activities."
HHS,Grant award process efficiency,HHS/NIH,pilot,Generative AI,1,0,0,general_llm,,,N/A,c) Developed with both contracting and in-house resources,Yes,Reducing time burden of repetitive tasks related to the grants award process,Improvement of operational efficiency for making grant awards,Highlight and summary of information found in grant-related documents
HHS,Grant management support: structuring information in applications,HHS/ACF,deployed,Agentic AI,1,0,0,general_llm,Palantir AIP,"ACF Upstream, ACF Credal","Palantir, Credal",c) Developed with both contracting and in-house resources,No,"How can ACF staff more efficiently review grant applications that have non-standardized formats?

Grant applications for ACF-funded programs can come in different formats, even when a standard set of questions or template is provided. ACF staff evaluating applications look for explanation and details to assess against pre-established evaluation criteria. Going back-and-forth across an application to find the relevant explanation can be time intensive, especially for applications that include multiple documents spanning 50+ pages.",Increased efficiency of review so that more time can be spent on grant application analysis and evaluation,"Varies, depending on the program office. Outputs generally involve summarizing information, extracting key information into a specific format, flagging potential gaps or inconsistencies, and providing citations / page numbers to support follow-up review and validation. 

In all cases, AI is only used to support review of grant applications but does not make any final determinations for awards."
HHS,GrantSolutions AI Writing Assistant,HHS/ASFR/OG,deployed,Generative AI,1,0,0,general_llm,,GrantSolutions,Internal Federal Shared Service (GrantSolutions),c) Developed with both contracting and in-house resources,Yes,Program staff authoring NOFOs need capabilities to simplify language and ensure NOFOs remain compliant with the Plain Writing Act of 2010.,"Automates repetitive workflows, reduces manual effort, delivers actionable insights, and accelerates accurate, transparent decisions across the grant lifecycle.",Generates a simplified rewrite of the selected text and presents a side-by-side comparison with the original.
HHS,GrantSolutions Helpdesk Agent,HHS/ASFR/OG,deployed,Generative AI,0,0,0,general_llm,,GrantSolutions,Internal Federal Shared Service (GrantSolutions),c) Developed with both contracting and in-house resources,Yes,GrantSolutions users need an efficient method to get answers to their login and access-related questions.,"Automates repetitive workflows, reduces manual effort, delivers actionable insights, and accelerates accurate, transparent decisions across the grant lifecycle.",Provides information and helpful guidance to resolve common account related questions.
HHS,GrantSolutions Non?Competing Continuation Approval Tool,HHS/ASFR/OG,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,GrantSolutions,Internal Federal Shared Service (GrantSolutions),c) Developed with both contracting and in-house resources,Yes,Grant managers need an efficient workflow to identify and analyze differences in non-competing continuation budgets and narratives from year to year.,"Automates repetitive workflows, reduces manual effort, delivers actionable insights, and accelerates accurate, transparent decisions across the grant lifecycle.",Produces Non?Competing Continuation eligibility recommendations for grants staff to act on.
HHS,GrantSolutions Non?Competing Continuation Review Tool,HHS/ASFR/OG,pilot,Generative AI,0,0,0,general_llm,,GrantSolutions,Internal Federal Shared Service (GrantSolutions),c) Developed with both contracting and in-house resources,Yes,Grant managers need an efficient workflow to identify and analyze differences in non-competing continuation budgets and narratives from year to year and ensure narratives promote federal priorities and mission.,"Automates repetitive workflows, reduces manual effort, delivers actionable insights, and accelerates accurate, transparent decisions across the grant lifecycle.",Flags potential compliance risks and delivers a structured summary that feeds reporting dashboards and enables secure sharing with other authorized systems.
HHS,GrantSolutions Recipient Risk Tool,HHS/ASFR/OG,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,GrantSolutions,Internal Federal Shared Service (GrantSolutions),c) Developed with both contracting and in-house resources,Yes,"Grant managers need an efficient method to conduct risk assessments before issuing financial assistance awards to prevent fraud, waste, and abuse.","Automates repetitive workflows, reduces manual effort, delivers actionable insights, and accelerates accurate, transparent decisions across the grant lifecycle.",Generates a risk score for each prospective recipient and lists the top contributing factors (e.g. prior findings) and data sources.
HHS,GrantSolutions Text Analyzer Tool,HHS/ASFR/OG,deployed,Natural Language Processing,0,0,0,nlp_specific,,GrantSolutions,Internal Federal Shared Service (GrantSolutions),c) Developed with both contracting and in-house resources,Yes,Program staff authoring NOFOs need capabilities to simplify language and ensure NOFOs remain compliant with the Plain Writing Act of 2010.,"Automates repetitive workflows, reduces manual effort, delivers actionable insights, and accelerates accurate, transparent decisions across the grant lifecycle.",Displays Flesch-Kincaid grade level and an overall readability score of NOFO text.
HHS,HIVE AI Pilot,HHS/FDA/CBER,pilot,Generative AI,1,0,0,general_llm,,HIVE,SAIC,c) Developed with both contracting and in-house resources,Yes,"The AI is intended to assist in solving several problems related to the review process for INDs.  Specifically, it aims to address issues of inefficiency, delays in identifying deficiencies and information overload.  By providing recommendations for review disciplines, it helps reviewers to quickly identify potential review disciplines that are required.  By identifying grossly deficient submissions early on, it reduces the workload and highlighting key data helps reviewers to focus on higher-level tasks that require their expertise.","Overall, is designed to improve efficiency and effectiveness of the regulatory review process, allowing for quicker and well-informed decision making",The system's output include: 1. review discipline recommendations - automated suggestions for the most appropriate review disciplines for each incoming submission.  2. highlighted key data -  generates reports highlighting critical information to facilitate quicker understanding by RPMs and reviewers. 3. Summaries - reports summarizing large documents to potentially accelerate review.
HHS,IDR Support Bot,HHS/CMS/OIT,deployed,Generative AI,1,1,0,general_llm,,Integrated Data Repository (IDR) Cloud,GDIT,c) Developed with both contracting and in-house resources,Yes,"The IDR Support Bot is an AI-powered chatbot that makes it easier for CMS users to get the IDR information they need, when they need it. It answers questions about IDR terminology, tools and services, onboarding steps, available data, training content, key contacts, and morewithout the hassle of submitting a support request or digging through pages of documentation.","Any CMS user with an active ID can use the IDR Support Bot to gain a foundational understanding of the IDR, its data offerings, and how to navigate its resources. The IDR Support Bot leverages retrieval-augmented generation (RAG) technology to provide accurate and contextually relevant responses to user queries. By combining a structured knowledge base with real-time document retrieval, IDR Support Bot ensures that users receive up-to-date and comprehensive information about the IDR.",The IDR Support Bot leverages retrieval-augmented generation (RAG) technology to provide accurate and contextually relevant responses to user queries.
HHS,ITAC SOP Chat,HHS/NIH,deployed,Generative AI,1,0,0,general_llm,,,,b) Developed in-house,Yes,"The AI provides natural language searching of ITAC SOP, policy, and as-built documents allowing users to easily locate knowledge and easily view the document section that includes the knowledge.","The AI will increase operational efficiency by allowing ITAC users to more easily search and locate knowledge from SOP, policy, and As-Built documents.","The AI outputs natural language responses based on knowledge from ITAC SOP, policy, and As-Built documents. It also outputs citations with a built-in reader to allow users to view document sections where the knowledge was found."
HHS,Identification of emerging areas,HHS/NIH,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,"Lexical Intelligence, LLC",c) Developed with both contracting and in-house resources,Yes,Identification of the rate of progress across scientific fields to inform data-driven decision making,Help decision makers to target new investments to topics with the greatest potential to accelerate scientific progress,The rate of progress across scientific fields
HHS,Identify infrastructure supports for physical activity (e.g. sidewalks) in satellite and roadway images,HHS/CDC,deployed,Computer Vision,0,0,0,computer_vision,,,N/A,c) Developed with both contracting and in-house resources,Yes,"To streamline and automate the surveillance of sidewalks and other infrastructure that support physical activity, reducing the labor and cost associated with manual inspection.","The technology has the potential to significantly minimize the effort required for cataloging sidewalks and related infrastructure, which are important for promoting physical activity. This could lead to more efficient and cost-effective surveillance, supporting public health monitoring and interventions.","Outputs include geocoded data tables, maps, GIS layers, or summary reports identifying sidewalks, bicycle lanes, and other relevant infrastructure from satellite and roadway images."
HHS,Imaris,HHS/NIH,deployed,Computer Vision,0,0,0,computer_vision,Imaris,,Andor,a) Purchased from a vendor,No,Provides machine-learning-based object classification in microscopy applications,Provides machine-learning-based object classification in microscopy applications. This tool is utilized in support of research projects within NIEHS DIR and DTT laboratories.,"Inputs are microscopy images, outputs are object and structure annotations."
HHS,Independent Dispute Resolution (IDR) Eligibility Rules Engine,HHS/CMS/CCIIO,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,CCIIO Customer Relations Management System,,a) Purchased from a vendor,Yes,The current Independent Dispute Resolution (IDR) Technical Assistance (TA) process is very manual and time intensive which limits throughput.  The rules engine should significantly expedite processing and expand capacity. Automating more of the process may also increase consistency across recommendations and result in a more predictable timeframe for the workflow by better positioning disputes for analyst review.,"The AI tool will help automate the eligibility review process, reducing time-intensive manual steps and increasing consistency of results.","Use of artificial intelligence (AI) models to identify the presence or absence of necessary data points within documentation.  AI tool searches documentation to identify and store necessary data points such as document title, file type, payment date, service code, claim number, and date of service."
HHS,Integrated Data Repository (IDR) Customer Analytic Environment (CAE),HHS/CMS/OIT,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Integrated Data Repository (IDR) Cloud,GDIT,c) Developed with both contracting and in-house resources,No,"Provides an AI/ML environment connected to the IDR that enables CAE customers to focus on their AI use cases and business outcomes, without the burden of setting up or maintaining their own IT infrastructure or AI/ML labs or environments.","The CAE provides CMS Centers and Offices with secure, fully managed AI/ML workspaces directly integrated with the IDR, eliminating the need to build or maintain separate infrastructure. This accelerates AI innovation, shortens time-to-insight, and enables scalable adoption of advanced analytics across the agency.","Within the CAE, AI systems produce outputs such as predictions (e.g., forecasting trends, detecting anomalies), recommendations (e.g., suggested actions or risk mitigation strategies), classifications (e.g., grouping records or identifying patterns), and other decision-support insights. These outputs are generated from IDR data within a secure, fully managed environment and are designed to inform and augment human decision-making across CMS programs, not to operate autonomously."
HHS,Internal Newsletter Formatter Tool,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,No,"This project addresses the challenge of efficiently summarizing and formatting lengthy newsletter documents to provide leadership with clear, concise, and actionable information.",Expected to take less time summarizing and disseminating important information for leadership.,Cleaned and formatted newsletter for internal leadership staff. Output is edited and reviewed by communications staff prior to dissemination.
HHS,Internal Referral Module (IRM),HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,eRA,Leidos and Highrise,c) Developed with both contracting and in-house resources,Yes,Automated Assignment of Grants to Program Officers,The original IRM application grew out of a desire to refer applications to the appropriate Program Officer to manage the scientific research that fit their portfolio.  This manual referral of grant applications still exists within IRM and has been complemented by use of AI/NLP capabilities.,"The outputs are referrals to Program Officers, Program Class Codes, Organizational units - Divisions and Branches and Scientific Research Clusters."
HHS,JIT Automated Calculator (JAC),HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,NIGMS requires extra justification to fund investigators whose total grant money exceeds $1.5M.  Applicants are required to submit lengthy forms detailing all of their support and those of their key personnel.  These forms are quite long and require quite a bit of time to read and tally up funding totals.  This NLP searches the entire form and adds up all of the totals to help NIGMS program staff determine total funding for all key personnel of a grant application.,"At NIGMS we like to know how much total support an investigator has to ensure that we are not funding PIs who are already adequately resourced. However, JIT Other Support forms consist of many pages of freeform text in PDF format.  Thus, it can be quite tedious for program officers (POs) to copy and paste information from these forms into a spreadsheet to determine how much funding a PI has. JAC can perform these calculations for POs automatically (assuming, of course, that the information has been entered correctly by the PIs).",Input: Grant application JIT Other Support Form PDFs from NIH IMPAC II database. Output: Editable spreadsheet of parsed data and funding summary data for each person in the Key Personnel tables of the application.
HHS,Knowledge Navigator,HHS/HRSA,pilot,Generative AI,1,0,0,general_llm,,BMISS,Publicis Sapient,c) Developed with both contracting and in-house resources,Yes,"The objective is to develop an AI model that can answer detailed and complex questions about the key programmatic document, Application and Program Guidance (APG), that is issued annually before the application cycle opens. The PoC LLM has Applicant and Program Guidance (APG) documents for 10 loan repayments and scholarship programs.",This will allow loan repayment and scholarship analysts and call center agents to  better respond to public inquiries from applicants and participants,BHW has implemented a proof of concept Generative AI (GenAI) Large Language Model (LLM) Knowledge Navigator (KN) to support National Health Service Corps (NHSC) and Nurse Corps loan repayment and scholarship program analysts and call center agents respond to program applicants and participants.
HHS,LaserAI,HHS/CDC,pilot,Natural Language Processing,0,0,0,nlp_specific,LaserAI,,LaserAI,a) Purchased from a vendor,No,"To reduce screening time and improve accuracy in all phases of systematic reviews by automating title and abstract screening, PDF retrieval, full-text review, and data extraction.","The AI is expected to streamline systematic review processes, reduce manual effort, and improve accuracy in identifying and extracting relevant data. The synthesized and graded data will inform the development of evidence-based infection prevention and control recommendations for healthcare settings.","The AI system outputs include prioritized lists of potentially relevant articles for screening, retrieved PDFs from PubMed, and suggested data for extraction from PDFs."
HHS,Leveraging AI for Metadata Tagging for Enterprise Data Catalog of CDC,HHS/CDC,deployed,Natural Language Processing,0,0,0,nlp_specific,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,Yes,"Manual metadata tagging for datasets in the CDC Enterprise Data Catalog is inconsistent, incomplete, and time-consuming. The AI automates and standardizes metadata tagging, improving catalog usability and reducing manual effort.","The AI increases the speed and consistency of metadata tagging, making the data catalog more usable for CDC staff. This reduces manual effort, improves the completeness and standardization of metadata, and helps staff more efficiently find and use relevant datasets.","The AI generates suggested metadata fields (tags) for each dataset based on existing metadata, which are then used by staff to improve dataset discovery and relevance in the enterprise data catalog."
