"use_case_id","entry_kind","agency","use_case_name","current_product_id","current_product_name","vendor_name","system_name","problem_statement","expected_benefits","system_outputs","training_data_description","regex_hint","proposed_action","proposed_product_id","proposed_product_name","confidence","evidence_quote","notes"
"130679","use_case","HHS","Enhancing the RCDC with Generative AI","19801","Microsoft","Microsoft","","The goal is to assess whether generative AI can enhance the RCDC process by minimizing time-consuming, resource-intensive routine and manual tasks and improving overall efficiency.","Gen AI is expected to save time, reduce manual workload, and improve productivity by automating resource-intensive processes. These efficiencies support the agency's mission by enabling better resource allocation and enhanced categorization of NIH research.","The Azure cloud platform provides secure access to OpenAIs ChatGPT model, which is connected to search indexes pre-loaded with relevant datasets. These datasets include internal agency-provided data, such as meeting transcripts, and publicly available data from NIH RePORTER.  ChatGPT responds to prompts to execute various tasks such as summarizing meeting transcripts and notes, and the scientific content within curated sets of grant applications. ChatGPT is also utilized to recommend an appropriate RCDC category for a grant application and provide explanations for its recommendations. Additionally, ChatGPT is prompted to predict semantic types for thesaurus concepts, identify hierarchical relationships between concepts, cluster similar concepts, and suggest synonyms for specified terms.","Text data from meeting transcripts and notes, and publicly available grant data from NIH RePORTER database. The data is indexed using Azure Cognitive Search AI and securely stored in an Azure cloud storage container. A Retrieval-Augmented Generation (RAG) chatbot is employed to retrieve the indexed data, and prompts are developed to effectively query the data and generate responses using ChatGPT. LLMs respond in a manner that can cite specific language in the data sources, allowing subject matter experts to validate LLM-generated outputs.","azure;openai","relink","19038","Azure OpenAI","high","The Azure cloud platform provides secure access to OpenAIs ChatGPT model, which is connected to search indexes pre-loaded with relevant",""
"130706","use_case","HUD","Microsoft Copilot","19801","Microsoft","Microsoft","Microsoft Copilot","To support the HUD Secretary's directive to improve efficiency, HUD has a need to offer office productivity tools and capabilities. This would include the ability to automate repetitive, manual, and time-consuming tasks, streamline processes, and analyze data and produce insights and recommendations.","Microsoft Copilot will help with employee productivity by helping users draft documents, create summaries, generate data insights, and automate routine tasks. HUD will use Copilot to streamline workflows and automate repetitive activities within Microsoft apps.","Generated files, including presentations, reports, analysis, and meeting minutes","Microsoft 365 data","copilot;365;office","relink","19031","Microsoft 365 Copilot","high","Microsoft Copilot","M365 Copilot inferred from productivity context"
"130707","use_case","HUD","Amazon Textract for automatic signature identification","19801","Microsoft","Microsoft / SalesForce","SalesForce / Azure","The Homeownership Center (HOC) staff is required to review and validate each Case Binder.","Amazon Textract automatically analyzes PDF documents to detect if the document has a signature panel and if the document is signed or not. This tool will help to automate and improve the overall efficiency of the case binder business process within Federal Housing Administration (FHA) Catalyst and potentially save about 30 minutes time.","Determination of whether or not case binder signature panels have been signed.","The processing flow for the Email assistant allows Generative AI to assist our agents in processing email responses to clients from our FHA Resource Center (RC) / contact center.   The first step is the FHA RC Rep inputs the email content from the client into the web interface. The system sends the content to the Azure functions on the backend. The backend process the email using Azure Open AI with fined tuned prompts. After the system extracts key information, it classifies use case based on rules and then recommend actions. The results are displayed to the Rep in a organized actional format to review and process the request in a more efficient.  The QC process includes review and fine tuning of the technology.","azure","relink","19038","Azure OpenAI","high","The backend process the email using Azure Open AI with fined tuned prompts.",""
"130822","use_case","NASA","Lessons Learned Bot (LLB)","19801","Microsoft","","","In near real-time, the Lessons Learned Bot, or LLB, brings lessons learned (LL) documents to users through a Microsoft Excel add-in application locally installed to search for LL content relevant to the text within the selected Excel cell. The application will encompass a corpus of documents, a trained Machine Learning (ML) model, built-in ML tools to train user’s documents, and an easy-to-use user interface to allow for the streamlined discovery of LL content.","Today, NASA’s LL are online and searchable via keywords. Nevertheless, users often face a challenge to find lessons relevant to their issues. Applying the advancement in Natural Language Processing (NLP) ML algorithm, the LLB can find and rank LL records relevant to text in the user’s selected Excel cells, containing just a few words or entire paragraphs of text. Results are displayed to the user in their existing Excel workflow.","The LLB’s installation package comes with a pre-trained NASA LL dataset and a NASA Scientific and Technical Information (STI) dataset, as well as on-demand training tools allowing the user to apply the LLB search algorithm to their own discipline specific datasets. Additionally, we also have an API version of this software that can be called from any application within the Agency firewall.","","","relink","19373","Microsoft 365","high","B, brings lessons learned (LL) documents to users through a Microsoft Excel add-in application locally installed to search for LL content relevant to the t","Standalone Word/Excel mention; relinked to Microsoft 365 (per task spec, no standalone catalog rows)"
"131025","use_case","NASA","Intelligent Chatbot for Science using Microsoft Copilot","19801","Microsoft","","","It uses Microsoft's Large Language model with scientifically curated information from NASA's VEDA (Visualization, Exploration, and Data Analysis) platform to assist users in search, discovery and analysis.","It uses Microsoft's Large Language model with scientifically curated information from NASA's VEDA (Visualization, Exploration, and Data Analysis) platform to assist users in search, discovery and analysis.","scientifically curated information","","","relink","19031","Microsoft 365 Copilot","medium","Intelligent Chatbot for Science using Microsoft Copilot","Ambiguous Copilot; defaulting to M365 Copilot"
"131158","use_case","NRC","Support routine administrative tasks and enhancing communications","19801","Microsoft","Microsoft","Microsoft 365 Copilot, Microsoft Copilot Chat","These AI use cases address inefficiencies in administrative workflows, such as scheduling, document drafting, and information retrieval. They help automate repetitive tasks, improve accuracy and accessibility of communications, streamline data analysis and reporting, prioritize service requests, and enhance cybersecurity. By reducing manual workload and error rates, they enable staff to focus on higher-value activities and improve overall productivity.","AI improves agency efficiency, accuracy, and responsiveness by automating repetitive tasks, enhancing communication, and streamlining data analysis. These benefits free staff for higher-value work, accelerate decision-making, improve service delivery, and increase transparency, ultimately supporting the agencys mission and strengthening public trust.","Structured content (e.g., text, tables, and images) responsive to the NRC staff's queries.","","copilot;365","relink","19032","Microsoft 365 Copilot Chat","high","Microsoft 365 Copilot, Microsoft Copilot Chat",""
"131177","use_case","NSF","TIP MS Copilot Pilot","19801","Microsoft","","","Copilot can be used to rewrite and generate text based on user prompts in Microsoft 365 services, including Microsoft Word, Microsoft Excel, and PowerPoint.  Copilot for Microsoft 365 uses Microsoft Graph, an API, to evaluate context and available Microsoft 365 user data before modifying and sending user prompts to the language model.  After receiving its output, Microsoft Graph performs additional context-specific processing before sending the response to Microsoft 365 apps to generate content.","","","","copilot;365","relink","19031","Microsoft 365 Copilot","high","Copilot for Microsoft 365 uses Microsoft Graph, an API, to evaluate context and available Microsoft 365 u",""
"131193","use_case","SBA","Meeting Minutes Summary Tool","19801","Microsoft","Microsoft","MS-Teams","Manually creating meeting minutes and summaries is time-consuming and may result in inconsistent documentation of key discussion points and action items.","Automated meeting summaries save staff time, ensure consistent documentation, and allow participants to focus on discussion rather than note-taking. Improves knowledge retention and follow-up on action items.","Today we hosted a Teams meeting with partners and stakeholders and one of them added Read Assistant to the meeting. We did receive an email after the fact providing the meeting summary if we had a Read Assistant account.","Commercial vendor-managed training data. Specific training data sources are proprietary to the vendor.","teams","relink","19036","Microsoft Teams","high","MS-Teams",""
"131194","use_case","SBA","Business Development","19801","Microsoft","Microsoft","Microsoft Bing CoPilot and ChatGPT4","SBA program managers need data-driven insights to identify at-risk 8(a) participants and predict growth trajectories to provide timely interventions and support.","Predictive analytics enable proactive intervention for at-risk participants, optimize resource allocation for business development specialists, and improve success rates for 8(a) program participants.","Data-Driven Insights: Inputs, participant SAM/DSBS profile. Output - Growth Projectsions, Early Warning Signals (e.g. declining revenues, missed milestones).  Predictive Analytics:  Input - historical data, external factors (economic indicators, industry","Commercial vendor-managed training data. Specific training data sources are proprietary to the vendor.","copilot","relink","19038","Azure OpenAI","medium","Microsoft Bing CoPilot and ChatGPT4","GPT under Microsoft vendor likely Azure OpenAI"
"131210","use_case","SBA","Security Team Productivity Enhancement","19801","Microsoft","MS Security Copilot","Every Microsoft product","Manual processing and analysis is resource-intensive and may lack the speed and consistency needed for effective operations.","Faster content creation, improved consistency, reduced staff time on routine writing tasks, and enhanced quality of generated content.","Microsoft Security Copilot helps security professionals detect, investigate, and respond to cyber threats faster and more accurately.","Commercial vendor-managed training data. Specific training data sources are proprietary to the vendor.","copilot","relink","19033","Microsoft Copilot for Security","high","Microsoft Security Copilot helps security professionals detect, investigate, and respond to cyber threats",""
"131298","use_case","SSA","Generative Artificial Intelligence (AI) for Analytic Insights","19801","Microsoft","Microsoft / OpenAI","Provisional ATO in progress","Generative AI model to analyze SSA's National 800 Number and Field Office call transcripts as well as Interactive Voice Response (IVR) system call logs to provide insights into caller intent, call resolution, and call topics.","The insights help identify areas for improvement in policies and processes, leading to better customer service and reduced wait times. Ongoing analysis and monitoring support more effective system performance and enhance the overall customer experience.","Varies by use case","No Agency data used for training","office;openai","relink","19038","Azure OpenAI","high","Microsoft / OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"131300","use_case","SSA","Speech to Text Video Transcription","19801","Microsoft","Microsoft","Hearing Recording and Transcription","Generate transcript from recorded audio of disability hearings","The Speech-to-Text Video Transcription solution improves efficiency and accuracy in disability hearings by auto-generating searchable transcripts, reducing manual work, and enabling faster, more informed decisions that benefit both the agency and the public.","Transcript","No Agency data used for training","","relink","19214","Azure Speech","high","Speech to Text Video Transcription",""
"131304","use_case","SSA","Agency Support Companion (ASC) chatbot","19801","Microsoft","Microsoft / OpenAI","Agency Support Companion","Generative AI model to create content, summarization and research capabilities","Assist all internal users across the agency in their daily tasks related to content generation, analysis, refinement, and general research capabilities.","Chatbot responses to users as well as management information reports for executives

Management information reports, in the form of a dashboard, for executives to track ASC usage.","No Agency data used for training","openai","relink","19038","Azure OpenAI","high","Microsoft / OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"131307","use_case","SSA","Policy Assistance Tool (PAT)","19801","Microsoft","Microsoft / OpenAI","21st Century PolicyNet","The system is designed to help employees quickly and easily find accurate policy information, improving efficiency and the user experience for those who need to access agency policies.","The system is expected to make it faster and easier for users to access accurate and up-to-date policy information. This will improve efficiency, streamline processes, and enhance service delivery, supporting the agencys mission and benefiting the general public.","Chatbot responses to users that are grounded in SSA policy data and provide links to policy documents referenced in the response. 

Management information reports, in the form of a dashboard.","Model used data from internal sources for performance and evaluation purposes","openai","relink","19038","Azure OpenAI","high","Microsoft / OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"131312","use_case","SSA","Vocational Assessment Assistant Tool  (VAAT)","19801","Microsoft","Microsoft / OpenAI","eDIB Cloud","The AI is intended to address the problem of a manual, time-consuming, and expertise-dependent process for researching job codes and analyzing transferable skills, which can result in inconsistent outcomes among different examiners and offices.","The expected benefits of the AI include streamlining and speeding up vocational analysis, increasing consistency and standardization in decision-making, improving the quality and reliability of determinations, and allowing staff to dedicate more time to complex case analysis rather than routine manual tasks. These outcomes support the agencys mission and benefit the general public by promoting more efficient and equitable service delivery.","The AI system produces recommendations for key evaluation steps and provides structured explanations to support vocational decisions.","The AI system uses commercially available foundation models that were pre-trained on publicly available data. For its specific use case, the system incorporates publicly sourced occupational databases and agency policy documents to support job matching and ensure alignment with relevant guidelines. No custom training or fine-tuning was performed by the agency.","openai","relink","19038","Azure OpenAI","high","Microsoft / OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"131315","use_case","SSA","Human Resource Chatbot","19801","Microsoft","Microsoft / OpenAI","HR Chatbot","Generative AI chatbot grounded in SSA Personnel Policy Manual and other HR related documents that provides HR staff with the ability to search HR policy and related documents using natural language to answer SSA employee inquiries, analyze policies and HR law, and create needed updates to personnel documentation.","Reduce the time to retrieve HR policy information by allowing HR staff to ask HR policy-related questions using natural language and follow-up questions to refine responses. Provide the ability to analyze HR policy documents as well as more quickly respond to HR inquiries from SSA employees.","Chatbot responses to users prompts that are grounded in SSA HR policy data and other associated HR documents.","No agency data was used to train the model, however the HR Chatbot has a RAG level of HR documents which grounds the HR Chatbot responses in HR data only.","openai","relink","19038","Azure OpenAI","high","Microsoft / OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"131316","use_case","SSA","General Use Chatbot","19801","Microsoft","Microsoft - M365 Copilot Chat","Microsoft","Generative AI model to create content, summarization, analyzation and research capabilities","Copilot can help with routine tasks (e.g.: writing emails/articles), provide suggestions for improving content, offer valuable data insights and image generation.","Chat responses to users","No SSA data is used to train the model","copilot","relink","19032","Microsoft 365 Copilot Chat","high","Microsoft - M365 Copilot Chat",""
"131335","use_case","State","Data.State Analytics and AI Funhouse","19801","Microsoft","Microsoft, Databricks, ZenPoint","Data.State-SBU; DOS-O365","Data scientists require a cybersecure platform for data science experiments, learning, and workflow deployment. Funhouse provides secure and documented access to GenAI and ML tools in an authorized and auditable platform.","Provide cybersecure analytics and AI experimentation to support mission delivery and process efficiency, increased mission efficiency, accelerated AI innovation, and cost savings.","Funhouse is a platform that enables use of general purpose AI and ML tools, including open source, OpenAI, and Azure AI models allowing individual users to tackle a variety of business problems across the Department's mission.","N/A","azure;openai","relink","19038","Azure OpenAI","high","of general purpose AI and ML tools, including open source, OpenAI, and Azure AI models allowing individual users to tackle a variety of business",""
"131363","use_case","State","Walter:  Generative AI Support Bot","19801","Microsoft","Microsoft","DOS-O365","The need to more effectively focus on critical customer requests with existing resources.","Cost savings and reduced customer wait times by addressing Tier 0 and Tier 1 requests without human intervention.","Responses to Tier 0 and Tier 1 requests via a virtual customer service agent based on current management, policies, directives, and other internal resources.","N/A","","relink","19373","Microsoft 365","high","DOS-O365",""
"131369","use_case","State","WHA/EX Information Management","19801","Microsoft","Microsoft","DOS-O365","Knowledge Management for administrative and IT related processes. Formerly known as ""Low Earth Orbit (LEO)  Budget Office Inquiries"" to answer questions frequently asked about budget.","Cost savings and reduced customer wait times.","Generative AI or logic-based responses with answers to administrative/IT related FAQs.","WHA/EX SharePoint Data","office","relink","19373","Microsoft 365","high","DOS-O365",""
"131378","use_case","State","Live Consular AI Language Augmentation (LCALA) - OCS/ACS Pilot","19801","Microsoft","Microsoft","N/A","LCALA OCS/ACS Pilot aims to close language gaps in routine, time-sensitive citizen services by providing on-demand interpretation for calls and in-person interactions. Today, limited interpreter availability and uneven reliance on bilingual staff can cause delays, confusion, and repeat contacts when conveying guidance or coordinating with local authorities. LCALA seeks to improve clarity and timeliness of these communications, reducing callbacks and handoffs, while remaining assistive only and not replacing certified interpreters where required.","Faster, clearer OCS/ACS communications; Fewer repeat contacts and escalations; Service equity and accessibility; Staff efficiency; Interagency coordination.","LCALA provides real-time transcription and neural machine translation of spoken exchanges on demand, delivering translated audio and on-screen text on the device; when enabled, it can generate a brief time-stamped transcript of the conversation.","LCALA uses Microsofts vendor-managed Speech-to-Text and Neural Machine Translation models, which are trained and fine-tuned on large, proprietary multilingual speech/text corpora and evaluated with standard metrics (e.g., WER for speech; BLEU/ChrF/COMET with human review for translation). No Department of State audio or transcripts are used to train or fine-tune these models (no-trace processing). For this pilot, the team performs limited operational Quality Assurance (e.g., sampled named-entity accuracy, latency, officer re-ask rates) to evaluate performance in the visa-interview context.","","delete_or_inferred","","","high","vendor_name='Microsoft' with no specific product named in source text","No specific MS product named in source text"
"131618","use_case","USDA","NASSportal Intranet Agent","19801","Microsoft","Microsoft","O365","Quick identification of internal policies and procedures for staff to execute programs","Increased data quality and program efficiency","Identifies and returns approved policies and procedures for program execution.","One large SharePoint library of text-based administrative, policy and procedure documents","","relink","19373","Microsoft 365","high","O365",""
"131645","use_case","USDA","Axon+ Copilot Studio Chatbot","19801","Microsoft","Microsoft","","To cut down the time staff spend searching our intranet for information to administer programs & projects and deliver answers that they would not be able to find otherwise.","Time savings for employees searching for internal information.","The chatbot will provide text outputs with links and citations to documents housed on our intranet (Axon+).","Data consisted of internal files, documents, and information. These data sources contain no PII, sensitive, or research data.","","relink","19034","Microsoft Copilot Studio","high","Axon+ Copilot Studio Chatbot",""
"131654","use_case","USDA","GovChat","19801","Microsoft","Microsoft","ARS AzureGov","AI assistant that helps with time consuming tasks such as getting answers to general inquiries using natural language","A general chatbot without a proprietary interface that can accelerate completion of mundane tasks by employees","Text-based responses to a users input prompts","The Large Language Model and the application were provided by Microsoft. There was no training or fine-tuning performed by USDA.","","relink","19181","Microsoft Azure Platform","high","ARS AzureGov",""
"132081","use_case","VA","Microsoft Power Automate and AI","19801","Microsoft","","","","","","","","relink","19393","Microsoft Power Platform","high","Microsoft Power Automate and AI",""
"26075","consolidated","HHS","Generating first drafts of documents, briefing, or communication materials using AI.","19801","Microsoft","Microsoft 365 Copilot Chat, Microsoft 365 Copilot, AWS, ChatGPT, Gemini, xAI gov, CHIRP, Claude, EndNote, Microsoft Azure, Synthesia, Zotero, Credal + Claude and GPT API","","Y","","","","azure;copilot;365;gpt","relink","19032","Microsoft 365 Copilot Chat","high","Microsoft 365 Copilot Chat, Microsoft 365 Copilot, AWS, ChatGPT, Gemini, xAI gov, CHIRP, Claude, EndNote,",""
"26079","consolidated","HHS","Using AI-assisted tools in word processors.","19801","Microsoft","Microsoft Word, Microsoft 365 Copilot, Grammarly, ChatGPT, Gemini, Signals ELN","","Y","","","","copilot;365","relink","19031","Microsoft 365 Copilot","high","Microsoft Word, Microsoft 365 Copilot, Grammarly, ChatGPT, Gemini, Signals ELN",""
"26235","consolidated","VA","Generating first drafts of documents, briefing, or communication materials using AI.","19801","Microsoft","Power Automate AI Builder, Microsoft Dynamics D365 CoPilot, Microsoft Copilot Chat","","Y","","","","copilot;dynamics","relink","19032","Microsoft 365 Copilot Chat","high","mate AI Builder, Microsoft Dynamics D365 CoPilot, Microsoft Copilot Chat",""
"26340","consolidated","FCC","Generating code using AI.","19801","Microsoft","Microsoft Copilot, 
AWS Q Developer, 
Microsoft Azure Open AI","","Y","","","","azure;copilot","relink","19038","Azure OpenAI","high","Microsoft Azure Open AI",""
"26353","consolidated","FDIC","Editing images, videos, or other public affairs materials using AI.","19801","Microsoft","Photoshop, Adobe Premier, Microsoft Paint Limited Copilot","","Y","","","","copilot","relink","19031","Microsoft 365 Copilot","medium","Photoshop, Adobe Premier, Microsoft Paint Limited Copilot","Ambiguous Copilot; defaulting to M365 Copilot"
"26520","consolidated","NASA","Generating code using AI.","19801","Microsoft","Azure, Alteryx, Microsoft Power Suite, Windsurf","","Y","","","","azure","relink","19181","Microsoft Azure Platform","high","Azure, Alteryx, Microsoft Power Suite, Windsurf",""
