id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
34734,GSA,OAS / OCFO,OAS Kudos Chatbot,"The Office of Administrative Services would like to utilize a ChatBot to easily capture employee peer to peer recognitions. The OAS Kudos Chatbot leverages Natural Language Processing, inherent to Google Dialogflow, to facilitate a conversation between the AI software and the end user. This allows the chatbot to interpret and apply branching logic to what the user enters into the chat window.",N/A,None of the above.,Developed with contracting resources.,Retired,Other,retired_2024
34735,GSA,"PBS, GSA IT (IC)",NCMMS AI Chatbot,"Provide inline tech support for NCMMS / IBM Maximo via a  chatbot.  

This is an off-the-shelf product that provides natural language driven, contextual help using Maximo.","Chatbot responses to users questions about how to use NCMMS / Maximo, based on NCMMS training and support documents, videos, etc.",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Other,renamed
34736,GSA,FAS (TTS),Login.gov,"The purpose of Login.gov's identity verification service is to establish a link between the claimed identity and the subject creating a user account. The facial matching AI component of this service provides enhanced controls to protect users from identity fraud and the government from fraudulent access. 

The benefit to the user is to provide a fast, convenient way to prove their identity remotely and protect the public from identity theft.

The benefit to the government is to that government partners may use this tool to verify the identities of people accessing government websites in a remote, unattended session and protect Government systems from fraudulent access.",The system delivers a match/no-match output.,None of the above.,Developed with contracting resources.,Implementation and Assessment,Other,renamed
34737,GSA,GSA IT (IDE),Gemini for Workspace,"The purpose of the Gemini for Workspace pilot study is to evaluate how advanced AI capabilities can enhance productivity, collaboration, and efficiency within the General Services Administration (GSA). Over a 90-day period, 200 users will interact with Gemini to assess its functionality and impact on daily operations. The system offers intelligent assistance for tasks like drafting documents and composing emails, enhances communication through smart scheduling and automated meeting summaries, provides data analysis and insights from large datasets, and automates routine administrative tasks to reduce manual workloads. All features available with Gemini Enterprise feature set will be made available within the test profile instance for pilot users. These features aim to help users accomplish productivity tasks more quickly and accurately, and purport to increase productivity across the agency. Enhanced communication tools are designed to facilitate better teamwork and coordination among staff, while access to advanced analytics could support data-driven decision-making. By automating routine tasks, employees can focus on higher-value activities, contributing further to operational efficiency and innovation. Access to the latest Gemini models can also support code development and debugging practices previously identified in earlier studies. The pilot will help GSA understand user engagement with AI tools and assess the practical benefits of integrating Gemini into the Google workspace. Users will only be permitted to use the features for non-sensitive use cases that involve public information and datasets.","Feedback from this study will inform future AI investments and strategies, supporting GSA's objective to modernize its technology infrastructure and enhance the agency's effectiveness in fulfilling its mission.",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Government Services (includes Benefits and Service Delivery),renamed
34738,GSA,GSA,Test Fit Layouts,The purpose of the QBIQ pilot is to test the capabilities to rapidly test-fit spaces in consideration to evaluate whether AI can sufficiently be used to speed up vetting of space to fit requirements as well as utilize visualizations as a communication bridging tool with tenant agencies,Floor plan and 3D conceptual layouts,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Government Services (includes Benefits and Service Delivery),renamed
35052,SSA,"Office of Analytics, Review, and Oversight",Insight,"This AI use case is decision support software used by hearings and appeals-level Disability Program adjudicators to help maximize the quality, speed, and consistency of their decision making.  The use case analyzes the free text of disability decisions and other case data to offer adjudicators real-time alerts on potential quality issues and case-specific reference information within a web application.  The use case increases decision quality and reduces human error.","Insight provides 43 Quality flags, when raised, indicating various inconsistencies, omissions, or Policy non-compliant conditions that exist in the disability decision.",None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35053,SSA,Office of the Chief Information Officer,Intelligent Medical Language Analysis Generation (IMAGEN),"This AI use case helps employees visualize, search, and more easily identify relevant clinical content in medical records.  The use case improves efficiency and accuracy of disability determinations/decisions.","Document annotations on medical records to aid in navigation such as identifying patient encounters, tests, dates, and other relevant information. Possible impairment and SSA Medical Listing Codes are also identified.",Searching for information using AI.,Developed with both contracting and in-house resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35054,SSA,Office of the Chief Information Officer,Duplicate Identification Process,"This AI use case identifies, flags, and marks duplicates, reducing the amount of time spent to review cases for hearings.","This AI use case identifies, flags, and marks duplicates, reducing the amount of time spent to review cases for hearings.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35055,SSA,Office of the Chief Information Officer,Handwriting Recognition of Forms; Intelligent Document Processing Platform - Forms Classification and Data Extraction,"This AI use case classify, identify and extract structured, semi-structured forms containing printed and handwritten fields. The use case increases automation, reduces clerical errors and reduces customer wait times.",The output of extracted data fields on the form is represented in JSON format that can be available to downstream systems using API and through other integration mechanism such as queues.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35056,SSA,"Office of Analytics, Review, and Oversight",Modernized Development Worksheet (MDW),This AI use case reviews data during case development so it can be better categorized. The use case reduces processing time and customer wait times.,Labels and categorizes new or updated MDW requests,None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35057,SSA,"Office of Analytics, Review, and Oversight",Anomalous iClaim Predictive Model,This AI use case identifies high-risk iClaims. These claims are then sent to Operations for further review before additional action is taken to adjudicate the claims.,Risk scores for recently submitted iClaims.,None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),retired_2024
35058,SSA,"Office of Analytics, Review, and Oversight",Pre-Effectuation Review / Targeted Denial Review Models,This AI use case identifies high likelihood of error in certain claims and refers them for review. This use case reduces incorrect benefits payment.,Probability scores via an in-line mainframe process,None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),renamed
35059,SSA,"Office of Analytics, Review, and Oversight",Representative Payee Misuse Model,This AI use case identifies possible representative payee fraud and flags for review. This use case reduces representative payee fraud.,The system outputs numerical scores based on likelihood of representative payee misuse.,None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),retired_2024
35060,SSA,"Office of Analytics, Review, and Oversight",Continuing Disability Review Model,This AI use case identifies disability cases with the greatest likelihood of medical improvement and flag them for a continuing disability review to improve the accuracy of CDRs.,"The system outputs numerical scores for each disability case: the score represents the likelihood of medical improvements. The probabilities are binned according to low, medium, or high.",None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35061,SSA,"Office of Analytics, Review, and Oversight",Social Security Income Redetermination Model,This AI use case identifies SSI overpayment cases that have highest expected overpayments for review. This use case contains excess overpayments by prioritizing technician review,"The system outputs numerical scores for individuals, comprised of likelihood and amount of overpayment.",None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),renamed
35062,SSA,"Office of Analytics, Review, and Oversight",Proactive Triage and Analysis of Hearings (PATH),This AI use case flags high likelihood favorable claims and refers them to human adjudicators for further review to determine eligibility for on-the-record hearing decisions.,The system outputs sorted case listings based on likelihood of favorable hearing decision.,None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35063,SSA,Office of Retirement and Disability Policy,Quick Disability Determinations Model,Used to screen initial applications to identify cases where a favorable disability determination is highly likely and medical evidence is readily available to prioritize this workload and expedite case processing.,"System output consists of probability model scores for each separate scoring service, Scoring Service for Allowance and Scoring Service for Processing Time, and the overall QDD Score.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35064,SSA,Office of the Chief Information Officer,Mobile Wage Reporting (MOBWR),Uses AI to extract text/data from scanned images/documents representing pay stubs or payroll information to enable faster processing.,Gross pay and pay date from the paystub image,Inputting large amounts of data from paper forms into a digital system using AI.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),renamed
35065,SSA,Office of Transformation,SSA 800# Public Question & Answer Bot,"The bot answers caller’s questions using approved FAQs found on SSA.GOV. Support is provided in both English and Spanish. 

Calls answered solely by the bot reduce the wait for other callers needing agent service.",Returns the answer snippet content for the applicable FAQ topic that should contain the same language as if the askers were to navigate to the FAQs webpage themselves on ssa.gov.,Searching for information using AI.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),renamed
35066,SSA,"Office of Analytics, Review, and Oversight",Generative AI for Analytic Insights,"Generative AI model to analyze SSA's National 800 Number transcripts to provide insights into caller intent, call resolution, and call topics. These insights could highlight pain points in SSA’s policies and processes and focus efforts to improve customer service, deflect callers whose business cannot be resolved using the 800 Number, and ultimately decrease wait times.",Varies by use case,None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),renamed
35067,SSA,Office of the Chief Information Officer,PolicyNet Plain Language Search Engine,"Search will employ learning to rank functionality based on user entered thumbs up/thumbs down data (data capture began in FY24 - learning to rank will be implemented in FY25).  Users across all internal SSA components and offices may use the system to find relevant information on SSA policies, procedures or instructions. Learning to rank will help users find relevant results faster, which supports better customer service.","Based on the user thumbs up/thumbs down selections, search results will be ranked higher (or lower) within the results output.",Searching for information using AI.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35068,SSA,Office of the Chief Information Officer,Speech to Text Video Transcription,Generate transcript from recorded audio of disability hearings,Transcript,Transcribing and summarizing a recorded meeting or interview using AI.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,continued
35069,SSA,Office of Transformation,Customer Insight Tool,"Survey analysis tool that evaluates sentiment and categorization.
Current capabilities include: 
1. Machine Translation - using algorithms to automatically translate text from one language to another
2. Sentiment Analysis - classifies text into negative, positive and neutral sentiment
3. Categorization - system-generated groupings of conceptually-related words and phrases based on phrase-level feedback
4. Suggested Actions - uncovers explicit suggestions from feedback text
5. Customer Effort - aimed to recover explicit mentions of effort in feedback text","Survey analysis tool that evaluates sentiment and categorization.
Current capabilities include: 
1. Machine Translation - using algorithms to automatically translate text from one language to another
2. Sentiment Analysis - classifies text into negative, positive and neutral sentiment
3. Categorization - system-generated groupings of conceptually-related words and phrases based on phrase-level feedback
4. Suggested Actions - uncovers explicit suggestions from feedback text
5. Customer Effort - aimed to recover explicit mentions of effort in feedback text",None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35070,SSA,Office of Retirement and Disability Policy,Benefit and Earnings Public Use File,Generate high fidelity synthetic benefits and earnings data for external researches to support policy research and decision making while protecting privacy.,Synthetic microdata file aimed for public use by policy researchers,None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35071,SSA,Office of Human Resources,Therapy Chatbot - Text-Based Mental Health Support for SSA Employees,This AI use case is a therapy chatbot that employees can access on their own personal devices.,Synthetic text output that serves discussion with users,None of the above.,Developed with contracting resources.,Operation and Maintenance,Health & Medical,continued
35072,SSA,Office of the Chief Information Officer,Agency Support Companion (ASC) chatbot,"Generative AI model to create content, summarization and research capabilities",Chatbot responses to users as well as management information reports for executives,Improving the quality of written communications using AI tools.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling,continued
35073,SSA,Office of the Chief Information Officer,Intelligent generation of modernized code.,"The module uses AI techniques such as cluster analysis, pattern matching, templates, and programming language models to generate modernized code in a new target language.
These AI techniques enable it to perform efficient data analysis, processing, and intelligent generation of new code. AI powered approach provides structured standardized code that’s highly maintainable.",Transformed legacy code into modernized language,None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35074,SSA,Office of the Chief Information Officer,Data Governance Product (DGP) -  Data cataloging and predictive analysis of data assets.,"Vendor built in AI engine for data cataloging to automates the discovery, classification, and curation of data assets. And also provides predictive insights for data asset analytics. Uses Natural Language Processing (NLP) enables non-technical stakeholders to contribute to rule creation and facilitates the conversion of plain text into regular expression.",Efficient data catalog search results. Plain English conversation with the users to create technical regular expression rule creation,None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35075,STATE,A/GO,Product Service Code Automation ML Model,"Developed a proof-of-concept machine learning model to scan unstructured, user entered procurement data such as Requisition Title and Line Descriptions to automatically detect the commodity and service types being purchased for enhanced procurement categorization. This project is retired.",N/A it was a proof of concept that has been cancelled.,N/A,N/A,Retired,Mission-Enabling (internal agency support),retired_2024
35076,STATE,A/GO,Tailored Integration Logistics Management System (ILMS) User Analytics,Piloted the use of ILMS transactional data and planned transactions to develop tailored user experiences and analytics to meet the specifics needs of the user at that moment. This allowed for the extraction of more meaningful information about users by mining real system actions and clicks. This project is retired.,N/A this was a pilot project that is not in production and was cancelled.,N/A,N/A,Retired,Mission-Enabling (internal agency support),retired_2024
35077,STATE,A/GO,Property and Procurement Analytics,Plan to expand current analytics within the Integrated Logistics Management System (ILMS) through development of a machine learning model for detecting patterns of potential anomalous activity in property and procurement.,Plan to have data on potential anomalous activity.,N/A,N/A,Planned,Mission-Enabling (internal agency support),continued
35078,STATE,A/PRI/LS,AI input in Translation,Leveraging machine-based tools to streamline workflows in translation work. Machine output is carefully post-edited by professional human translators to ensure highest quality product.,Very rough suggested language that is carefully reviewed and edited by human professional translators.,None of the above.,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling,continued
35079,STATE,A/PRI/TI,FOIA Web ML Document Indexer,"Development is underway for a machine learning algorithm to generate index metadata for the documents in the Department's online Freedom of Information Act (FOIA) Library, thereby improving document classification and accuracy of search.",Plan to have a series of prepopulated metadata,N/A,N/A,Planned,Mission-Enabling (internal agency support),continued
35080,STATE,BP/RPBI,BudgetChat AI Tool,"BudgetChat (aka BudgetSearch) is expected to consolidate budget documents to make searching and summarizing them easier, thereby streamlining access and analysis of initiatives over multiple years and programs.","Summary of information that will be verified, reviewed, and edited by humans.",Inputting large amounts of data from paper forms into a digital system using AI.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
35081,STATE,CA/CST,Travel.state.gov (TSG) Content Refinement with AI Text Editor,To assist in rewriting Public Facing content on International Travel Safety & Security to improve readability.,Content rewritten in a simplified manner that will be reviewed and edited by humans.,Improving the quality of written communications using AI tools.,,Acquisition and/or Development,Other,continued
35082,STATE,CA/CST,Predictive Analytics Platform,"Planned AI Use Cases that will be on the Predictive Analytics platform. The Predictive Analytics platform facilitates AI R&D and AI modeling, LLMs with services like Azure AI services, Azure Machine Learning, Azure Databricks, Azure Synapse and Data Science Virtual Machines etc. Individual AI Use Cases will be on this platform.",The planned platform to provide the capacity to R&D AI Use Cases.,N/A,Developed with both contracting and in-house resources.,Acquisition and/or Development,Other,continued
35083,STATE,CA/CST,Consular Affairs Photo Quality Service (PQS) / FaceVACS,"To automatically check passport photo quality during the Online Passport Renewal (OPR) process, providing instant feedback to ensure submitted images meet requirements. Applicants are prompted to retake and upload new photos if needed to meet requirements or submit a physical photo through standard processes if an acceptable digital photo cannot be obtained.",Improved outcomes.,None of the above.,Developed with both contracting and in-house resources.,Implementation and Assessment,Other,renamed
35084,STATE,CA/CST,Innovation and Transformation Measurement and Prediction,"To measure and understand causal impacts of consular service changes and improvements on desired outcomes (e.g., efficiency, effectiveness, customer and employee experiences, actionable behaviors, etc.) using methods such as machine learning and statistical modeling. This will allow Consular Affairs to better predict how these service changes will impact customers and employees before they are implemented.",Improved outcomes.,N/A,N/A,Initiated,Other; Mission-Enabling (internal agency support),continued
35085,STATE,CA/CST,Evaluating Customer Feedback and Sentiments with AI,To leverage Natural Language Processing (NLP) and secure Large Language Models (LLM) on unstructured text data to identify actionable insights to drive customer improvement initiatives.,"Sentiment analysis, categorization, and summarization of unstructured text data.",N/A,N/A,Initiated,Other; Mission-Enabling (internal agency support),continued
35086,STATE,CA/CST,Translation of Consular Content using AI,"To leverage AI translation models to increase CA's capacity to provide consular content in our websites to customers in their preferred language while ensuring accuracy and understanding, and reducing the resources typically needed at post.",Translated text,N/A,N/A,Planned,Other,continued
35087,STATE,CA/CST,Travel.State.Gov (TSG) Enhanced Search and Chatbot,A new chatbot and enhanced search on the TSG website processing existing FAQs and resources. The chatbot provides predefined responses.,Improved outcomes.,N/A,Developed with both contracting and in-house resources.,Acquisition and/or Development,Other,continued
35088,STATE,CA/CST,CodeGen - AI-assisted IT Application Development,"CodeGen is an application designed for seamless integration with Large Language Models (LLMs) that aims to enhance the process that developers follow to build, test, and deploy software. Through use of API, it provides a secure suite of capabilities that fast-tracks developers during code generation, translation, analysis, optimization, and debugging.",Improved outcomes.,None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Other; Mission-Enabling (internal agency support),continued
35089,STATE,CSO,Violence Against Civilians Model,"A machine learning model that uses open-source political, social, and economic datasets to forecast mass civilian killings for the upcoming quarter and year for each country globally in order to inform conflict prevention.",Forecasted quarterly and yearly estimates of indicators.,N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,Other,continued
35090,STATE,CSO,Automated Damage Assessments,The Conflict Observatory cooperative agreement used AI and machine learning on moderate and high-resolution commercial satellite imagery to create automated damage assessments. This project is retired.,N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35091,STATE,CSO,Automated Burning Detection,Daily scans of moderate resolution commercial satellite imagery to identify anomalies using the near-infrared band. This project is retired.,N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35092,STATE,CSO,Senturion Alpha,A stakeholder/influence-driven model that identifies where key decision makers fall on an issue spectrum and who influences whom.  The simulation analyzes the political dynamics within contexts and estimates how the policy positions of competing interests will evolve over time.,A simulation.,Searching for information using AI.,,Implementation and Assessment,Other,continued
35093,STATE,CSO,Mass Mobilization Model,"A machine learning forecasting model that uses open-source political, social, and economic datasets to predict mass mobilizations (protests and riots) for each country globally.",Forecasted yearly estimates.,N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,Other,continued
35094,STATE,DT,Apptio,Working Capital Fund (IRM/WCF) used Apptio to bill bureaus for consolidated services run from the WCF. Cost models were built in Apptio so bureaus can budget for the service costs in future Fiscal Years (FYs). Apptio had the capability to extrapolate future values using several available formulas. This project is retired.,N/A,None of the above.,N/A,Initiated,Mission-Enabling (internal agency support),retired_2024
35095,STATE,DT,DT Data Analytics and Assessment (DAA) AI Use Case ITCP data harvest,To allow DT DAA team to parse unstructured text from key DT documents to build structured data indicating compliance to DT data governance and DT FAM related policies.,Plan to have structured data.,None of the above.,N/A,Planned,Other,continued
35096,STATE,DT/BMP/ITA/SSM,ServiceNow AI-Powered Virtual Agent (Chatbot),DT (formerly IRM) BMP Systems planned to incorporate ServiceNow's Virtual Agent into existing applications to connect users with support and data requests. The Artificial Intelligence (AI) was provided by ServiceNow as part of their Platform as a Service (PaaS). This project is retired.,N/A This was retired.,Searching for information using AI.,N/A,Retired,Mission-Enabling (internal agency support),retired_2024
35097,STATE,DT/DCIO/CO/A&A,POA&M Orchestration,This planned AI Use Case involves the orchestration of automatically opening and closing of Plan of Action and Milestones (POA&Ms) based upon log and vulnerability data specific to each Federal Information Security Modernization Act (FISMA) system.,N/A,Identifying unusual patterns in system logs from a single incident report using AI.,N/A,Planned,Mission-Enabling (internal agency support),continued
35098,STATE,F,NLP for Foreign Assistance Appropriations Analysis,Natural Language Processing (NLP) application for F/RA to streamline the extraction of earmarks and directives from the annual appropriations bill. Before NLP this was an entirely manual process.,Extracted data.,Summarizing the key points of a lengthy report using AI.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),renamed
35099,STATE,F,ForeignAssistance.gov Processing for Mismatched Data,Created a custom Natural Language Processing (NLP) model to recommend information for tagging and identify mismatched data.,Potential mismatches and suggested tags.,N/A,Developed with both contracting and in-house resources.,Acquisition and/or Development,Other,continued
35100,STATE,FSI/EX,Creating Persistent Virtual Reality Personas for dynamic training,"The EdTech Innovation Lab team plans to develop a dynamic integration between multiple AI tools to create stored/persistent ""personas"" that can be interacted with during training-related virtual reality (VR) exercises.",Plan to have persistent personas.,N/A,N/A,Planned,Education & Workforce,continued
35101,STATE,FSI/EX,FSI Enterprise Operations - Gaming and Simulations,"In FY 2024, the bureau began a pilot program to better accommodate the need for experiential learning through gaming and simulations.  Simulations can involve complicated scenarios in several different target languages.",Plan to have simulations.,N/A,N/A,Planned,Education & Workforce,continued
35102,STATE,FSI/EX,FSI Continuous Learning Solutions,"FSI plans to sustain our AI action plan approved by the Front Office to promote content generation, analytical tasks, and increased overall efficiency and productivity around content development.",Improved outcomes.,N/A,N/A,Planned,Education & Workforce,continued
35103,STATE,FSI/EX/EDS,Enhancing Training Effectiveness in FSILearn Using AI,"Plan to use AI on the Cornerstone Learning Management System to enhance employee learning experiences by analyzing key data related to learning behaviors, such as course completions, quiz scores, and engagement levels. The AI uses this information to tailor learning paths.",Plan to have tailored learning paths.,N/A,N/A,Planned,Education & Workforce,continued
35104,STATE,J,J Reports Data Collection & Management Tool (DCT),"The DCT is an AI-driven research assistant designed to increase the quality and maintain the integrity of select Congressional reports while reducing the labor hours it takes to generate them. The tool automates the summarization, translation, and categorization of user-submitted content into a searchable database, replacing the manual tracking and organizing of research.  Users can upload materials throughout the year and easily retrieve content during drafting season.","The DCT provides AI-generated summaries and translations of user-submitted research.  It also suggests categories to organize the research according to instructions. The DCT uses optical character recognition (OCR) to digitize images and documents (e.g., PDFs).",N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,Diplomacy & Trade; Mission-Enabling (internal agency support),continued
35105,STATE,J/TIP,TIP Report Research Translation,"The TIP Report Translation AI system provides informal, unofficial translations for materials related to the annual Trafficking in Persons report.  This capability saves staff time and allows researchers and drafters to focus on critical report needs, such as identifying and resolving data gaps.","Informal, unofficial translations of PDFs and Microsoft word documents. Each document includes a watermark denoting that the AI translation is unofficial. Each document must be verified, reviewed, and edited by a human.",None of the above.,,Operation and Maintenance,Mission-Enabling (internal agency support),continued
35106,STATE,M/SS/CFA,FOIA 360 AI Matching Tool,This system aims to make the Department of State's FOIA process better by spotting similar requests and documents to cut down on duplication. It also helps find patterns in both current and new requests to speed up response times for the public.,Improved outcomes.,N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,Other,continued
35107,STATE,M/SS/CFA,StateChat,StateChat is the Department's enterprise Generative AI-powered chatbot.,"StateChat is a chatbot, its outputs are textual in a chat interface.",N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling (internal agency support),continued
35108,STATE,M/SS/CFA,Crisis Campaign Cable Analytics,Used optical character recognition and Natural Language Processing (NLP) on Department cables in order to evaluate gaps and trends in crisis training and bolster post preparedness for crisis events.  This project is retired.,N/A This was retired.,N/A,N/A,Retired,Mission-Enabling (internal agency support),retired_2024
35109,STATE,PM,NLP to pull key information from unstructured text,Natural language processing (NLP) to pull key information from unstructured text.  Use NLP to extract information such as country names and agreement dates from dozens of pages of unstructured PDF document.,Dataset with key information from unstructured data.,N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling (internal agency support),renamed
35110,STATE,R/ECA/EX/IT,ECA Program Management and Outreach - Summarization,Use approved Large Language Models to create artifacts for leadership as well as visiting legateship utilizing relevant and accurate datasets.,Plan to have draft summaries that will be reviewed by humans.,None of the above.,N/A,Planned,Mission-Enabling (internal agency support),continued
35111,STATE,R/GEC,Storyzy,Improve detected use of synthetic content.- Synthetic content is computer-generated data that mimics real-world data.,Improved outcomes.,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,continued
35112,STATE,R/GEC,Optical Character Recognition - Text Extraction,Extracted text from images using standard python libraries; inputs were websites to collect data. This project is retired.,N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35113,STATE,R/GEC,Topic Modeling,Cluster text into themes based on frequency of used words in documents; was applied to digital media articles as well as social media posts; performed using available Python libraries.  This project is retired.,N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35114,STATE,R/GEC,Forecasting,"Using statistical models, projecting expected outcomes into the future; this was applied to COVID cases as well as violent events in relation to tweets. This project is retired.",N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35115,STATE,R/GEC,Deepfake Detector,"Deep learning model that took in an image containing a person's face and classifies the image as either being real (contains a real person's face) or fake (synthetically generated face, a deepfake often created using Generative Adversarial Networks). This project is retired.",N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35116,STATE,R/GEC,SentiBERTIQ,"Used deep contextual AI of text to identify and extract subjective information within the source material. This sentiment model was trained by fine-tuning a multilingual, BERT model leveraging word embeddings across 2.2 million labeled tweets spanning English, Spanish, Arabic, and traditional Chinese. This project is retired.",N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35117,STATE,R/GEC,TOPIQ,"Automatically categorized text into topics for analyst review and interpretation, using Latent Dirichlet Allocation (LDA), to extract topics from documents and then assigned the probability that each document belonged to a topic. This project is retired.",N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35118,STATE,R/GEC,Text Similarity,Identified different texts that were identical or nearly identical by calculating cosine similarity between each text. Texts were then grouped if they share high cosine similarity and then available for analysts to review further. This project is retired.,N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35119,STATE,R/GEC,Image Clustering,"Used a pretrained deep learning model to generate image embeddings, then used hierarchical clustering to identify similar images. This project is retired.",N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35120,STATE,R/GEC,Louvain Community Detection,"Took in a social network and clusters nodes together into ""communities"" (i.e., similar nodes are grouped together). This project is retired.",N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35121,STATE,R/GEC,Fast Text Word Builder,Fast Text was an AI approach to identifying similar terms and phrases based on a root word. This supported A&R's capability to build robust search queries for data collection. This project is retired.,N/A This was retired.,N/A,N/A,Retired,Diplomacy & Trade,retired_2024
35122,STATE,R/GPA/RA,Digital Media Analytics Platform,Using open-source neural machine translation models to translate global media articles and Department and public foreign social media posts into English.,Trend analysis,N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling (internal agency support),continued
35123,STATE,R/GPA/RA,Geospatial Mapping of Historical Survey Data,Used PowerBI to create an interactive map. Cleaned and collected historical data consisting of all statistically significant results from all Pollfish surveys/tests. This project is retired.,N/A This was retired.,Creating visual representations of data sets for reports and presentations using AI.,N/A,Retired,Mission-Enabling (internal agency support),retired_2024
35124,STATE,R/GPA/RA,AI Tools to Enhance PD Workflows,Plan to leverage ChatGPT Licenses to streamline existing Public Diplomacy workflows with AI tools following Department policy.,N/A,Improving the quality of written communications using AI tools.,N/A,Planned,Mission-Enabling (internal agency support),continued
35125,STATE,WHA/EX,LEO - Budget Office Inquiries,Answer questions frequently asked about budget.,Answers to common questions.,N/A,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),retired_2024
