id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
35036,NSF,OLPA,AI voice over,"Commercial-off-the-shelf (COTS) - The AI system was purchased pre-built from a third-party, Wellsaid has been used to generate placeholder voice over, which will be replaced later by real voice over, so it doesnt cause much AI policy concerns.",allowing the agency to skip design and development by federal or contract personnel.,Transcribing and summarizing a recorded meeting or interview using AI.,,Operation and Maintenance,Mission-Enabling,continued
35037,NSF,OLPA,Adobe Photoshop,OLPA's Creative Services team will use Photoshop's AI-powered tools,"to refine edits of photos and graphics, particularly the retouching of portraits.",Creating visually appealing presentations using AI-driven design suggestions.,,Implementation and Assessment,Mission-Enabling,continued
35038,NSF,EDU/DRL,Resubmit Checker,"The resubmit checker takes a list of proposal IDs and returns a list of similar proposals submitted to NSF in the past, scored by their similarity.","This is useful for identifying resubmitted proposals for several purposes: evaluating whether to return without review for lack of revision, ensuring continuity of merit review, and the analysis of broader resubmit trends.",Searching for information using AI.,,Implementation and Assessment,Mission-Enabling,continued
35039,NSF,OCIO,AWS Assisted Software Development,"Within software development, AI-driven tools, such as AWS CodeWhisperer, Amazon Q and Bedrock, and integration with development workflow, promise to elevate developer productivity and refine code quality. .","The objective of this pilot is to explore potential integration of these AWS services with DIS Developers IDEs, Jenkins automation, Bitbucket, laying the groundwork for Secure AI Assisted Development at NSF",None of the above.,,Acquisition and/or Development,Mission-Enabling,renamed
35040,NSF,TIP-ITE-ENGINES,Mine Potential Reviewer's Area of Expertise,Airtable is a low code platform that incorporates Open AI.  The Open AI services are purchased by and the data is kept private to Airtable.  TIP has been approved to use Airtable for several usecases and Airtable has been certified as secure by the NSF OCIO Security Team.,to use Airtable to trial Airtable's AI's ability to match potential reviewer expertise to the reviewer.,Searching for information using AI.,,Acquisition and/or Development,Mission-Enabling,renamed
35041,NSF,TIP-ITE-ENGINES,Finding the State,"TIP is authorized to use Airtable for project management including reviewer volunteers and recruitment.  Airtable is a no-code platform that includes a built-in database.  We do not store any PII in our database except for &quot;public PII&quot; such as name, position, work email address, areas of professional expertise, etc.",1. Airtable AI is prompted to look at the potential reviewers Linked In profile and identify or update the potential reviewers expertise in its database based on recent updates to professional experience in LinkedIn 2 Search existing potential Submitters database for state associated with submitters institution,Searching for information using AI.,,Implementation and Assessment,Mission-Enabling,renamed
35042,NSF,TIP/OAD,Enhancing TIP Awards: Efficient Tagging for the 10 Key Technology Areas (KTA),"Per the CHIPS and Science Act mandate, TIP needs to know our investment portfolio based on the 10 KTA.",Enhancing TIP Awards: Efficient Tagging for the 10 Key Technology Areas (KTA),Searching for information using AI.,,Acquisition and/or Development,Mission-Enabling,continued
35043,NSF,SBE/NCSES,Data Access Alternatives: Artificial Intelligence Supported Interfaces,The key objective of this effort is to create and test machine-learning-backed or “artificial intelligence” (AI)-backed user experiences with federal statistical data. This experience shall improve on the current state of user interactions based on obtaining answers to questions via search engines or emailing federal staff or contractors.,This project seeks to develop and pilot an AI chat bot (or the like) that answers users text queries submitted via an interface. Answers will be obtained from public statistical data of federal statistical agencies in this project.,Searching for information using AI.,Developed with both contracting and in-house resources.,Initiated,Mission-Enabling,continued
35044,NSF,OD/OGC,FOIA processing,"No tool has been selected yet, exploring tools tht may help with sorting requests",,Searching for information using AI.,,Initiated,Mission-Enabling,continued
35045,NSF,OD/OLPA,Alt text Generator for Images in NSF's Media Hub,"Exploring using a ChatGPT integration with NSF’s Digital Asset Management system (DAM), for the images we host there.",to generate alt text for images we'll be using in digital communication products (such as nsf.gov) to ensure they’re accessible to individuals using assistive technology.,Creating visual representations of data sets for reports and presentations using AI.,,Initiated,Mission-Enabling,continued
35046,NSF,OIA/EAC,Exploring the use of BERTopic Modeling for a portfolio analysis,Exploring whether the application of BERTopic modeling (or a similar NLP method) is applicable to a portfolio analysis.,xploring whether it is applicable to portfolio analysis,Searching for information using AI.,Developed with both contracting and in-house resources.,Initiated,Mission-Enabling,continued
35047,NSF,OD/OIA,Open-source topic identification for the Public Engagement with Science Initiative data analysis.,Exploring the use of unsupervised NLP to identify topical themes within responses submitted to the NSF public engagement questionnaire. The AI system will include multiple open-source techniques used together to achieve this goal.,"To develop a cluster model to be applied to all responses. Where feasible, the RTI STEM education experts/analysts will manually map the research topics to NSF research programs.",Searching for information using AI.,,Initiated,Mission-Enabling,continued
35048,NSF,OD/OIA,Hand-written text extraction using Textract for the Public Engagement with Science Initiative,"We propose using a Commercial Off the Shelf AWS product, Textract, as a character recognition tool Handwritten text will be an open format question for science and engineering and some optional check boxes for demographic and other data questions.",to convert handwritten text into machine-encoded text for a postcard.,Digitizing text from scanned documents or smart forms for archival purposes using AI.,,Operation and Maintenance,Mission-Enabling,continued
35049,NSF,OCIO/DDAI,Ask NSF Initial Pilot,Ask NSF initial pilot is intended to test the hypothesis that a chatbot can be rapidly created using an AI Platform.,Answer general questions from existing documents,Searching for information using AI.,,Initiated,Mission-Enabling,retired_2024
35566,NTSB,NTSB,Voice to text transcription,"Create draft voice to text transcription of investigation recordings, improving speed and efficiency of initial processing for audio recordings prior to manual transcription",Draft transcription,None of the above.,,Initiated,Mission-Enabling,continued
35567,NTSB,NTSB,Semantic Similarity Text Search,"Semantic search of agency library of safety recommendation and report texts, improving speed and efficiency of researching previously identified transportation safety topics",Search results identifying semantically similar narrative in previously published reports and safety recommendations,Searching for information using AI.,,Initiated,Mission-Enabling,continued
35050,OPM,HRS/HRSES/Federal Classification Center,USA Class,"The purpose of this project is to build an application to help managers and HR specialists (classifiers) improve the quality and speed the development of position descriptions (PDs). Developing a PD can be a lengthy process that requires significant back-and-forth between managers and classifiers. The length of time required to develop a PD is often cited as a major pain point and bottleneck in federal hiring, workforce planning, organizational design, and performance management processes. To address the challenge today, managers will simply copy whole PDs or significant sections of PDs which weakens the accuracy of the new PD. Agencies have also turned to the use of “standard” PDs which tend to be too generic to be effective for use in recruitment and performance.

This project seeks to solve the “blank-page-syndrome” by suggesting draft major duties, factor evaluation statements, and other elements of the PD for managers and classifiers to use to develop PDs that meet classification standards.

This project is expected to significantly decrease the time required to develop PDs, leading to a decrease in time to hire and other related HR processes. A decrease in the time to hire means agencies can be more competitive in attracting top talent to their organizations, enhancing their ability to meet their missions. A decrease in the time required to develop position descriptions is also expected to lead to cost savings for agencies – freeing up manager and HR specialist time for other tasks. Additionally, the streamlined generation of PDs will enable agencies to move away from “standard” PD processes which will allow for better organizational design and workforce planning outcomes. The project is expected to also lead to higher-quality PDs that adhere to classification standards. This will improve position and performance management and talent acquisition in agencies, ensuring organizations are structured and staffed appropriately to meet their missions.","USA Class will provide draft PD content generated through large language models (LLMs) and informed by a PD library curated by OPM experts and user responses to prompt questions about the position’s purpose, regular and recurring work, and knowledge required. The questions are intended to be straightforward and easily answered by the manager in a few minutes. The application will then send this information in a prompt to the LLM and generates suggested major duty titles and work tasks. The user (manager or classifier) can edit the draft content suggested by the system and makes the decision whether to include it in the PD or not. Future iterations will include a certification by a classifier and others that they accept/approve the final content of the full PD.",,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling,continued
35051,OPM,OCIO/CTO,Copilot for Microsoft 365,"Copilot for Microsoft 365 is an AI-powered addition to the Microsoft 365 suite that helps users be more productive and creative by working with Microsoft 365 apps and services. It uses large language models (LLMs) and integrates with a user's data and Microsoft Graph. Here are some of the ways that Copilot can assist OPM users in Microsoft 365:
•	Summarize 
•	Draft 
•	Analyze data 
•	Create, edit, and share
•	Automate tasks 
•	Suggest ideas 
•	Personalize","The expected output for Copilot for Microsoft 365 are:
1)	Summarizing emails, meetings, calls, and chats. 
2)	Drafting emails and provide coaching on drafts. 
3)	Analyzing data and identifying insights in Excel. 
 The AI would not make decisions for the users. Instead, it will act as a productivity tool to summarize content and create first drafts for the user to edit. It is the OPM user’s responsibility to validate all content and edit as necessary.",Searching for information using AI.,,Acquisition and/or Development,Mission-Enabling,renamed
35568,PBGC,Office of Information Technology (OIT),Synthetic Data Generation,"To create artificial data that mimics the features, structures, and statistical attributes of end user/pensioner data","Unlike real data, which may contain sensitive or Personally Identifiable Information (PII), the synthetic data ensures data privacy, while enabling data analysis, research, and software testing",None of the above.,Developed with both contracting and in-house resources.,Initiated,Other,retired_2024
35569,PBGC,Office of Information Technology (OIT),IT Security Monitoring,Analyzing large data sets of end user activity to detect anamolies and potential security events,Enhanced detection and reporting of potential IT Security events.,Identifying unusual patterns in system logs from a single incident report using AI.,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling,retired_2024
35570,PRC,OGC,Lexis +AI,Legal Research,Research,Improving the quality of written communications using AI tools.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,retired_2024
35571,PT,Information Technology,"Productivity and communications including the generation of insights, automation and workflow","Improved productivity, collaboration, information and communications","Communications, recommendations, information",Improving the quality of written communications using AI tools.,,Operation and Maintenance,Mission-Enabling,retired_2024
35572,PT,Information Technology,Ability to find information through search results and other methods,Improved finding of information,"Search results, translation, questions answered",Searching for information using AI.,,Operation and Maintenance,Mission-Enabling,retired_2024
35573,PT,Information Technology,"Pattern identification, simulations, optimization and forecasting leading to alerts, notifications and reporting","Improved awareness of the environment, better forecasting of future events","Insights, warnings, alerts, recommendations",Identifying unusual patterns in system logs from a single incident report using AI.,,Operation and Maintenance,Mission-Enabling,retired_2024
35574,PT,Information Technology,"Scheduling and managing social media posts using AI, including sentiment analysis","Improved communications, sentiment analysis, awareness and insights","Reports on social media, recommended communications",Scheduling and managing social media posts using AI.,,Operation and Maintenance,Mission-Enabling,retired_2024
35575,PT,Information Technology,Optimized navigation for traffic and other purposes,Improved navigation and routing,Navigation and routing,Planning travel routes using AI-driven map applications.,,Operation and Maintenance,Mission-Enabling,retired_2024
35576,SEC,Office of Information Technology (OIT),Comment Letter Review and Analysis,Enhances the review of public comment letters.,Comment letter summaries.,Summarizing the key points of a lengthy report using AI.,Developed with both contracting and in-house resources.,Implementation and Assessment,Other,continued
35577,SEC,Division of Investment Management (IM),Forms Filed,Assists staff in evaluating completeness of filed information at scale by automating the identification of failures to file certain forms utilized by investment companies.,In planning phase - TBD,None of the above.,,Initiated,Other,continued
35578,SEC,Office of Acquisitions (OA),Federal Acquisition Research Solution,"Aggregates and summarizes federal acquisition policy, best practices, and templates for common issues raised for the federal acquisition workforce and stakeholders. This tool will support OA operations, training, and policy formulation.","AI-generated text aggregating and summarizing federal acquisition policy, best practices, and templates for common acquisition issues.",Summarizing the key points of a lengthy report using AI.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,retired_2024
35579,SEC,Office of Human Resources (OHR),Human Resources Search,Provides results to staff inquiries.,Search results identifying knowledge articles and services available.,Searching for information using AI.,Developed with both contracting and in-house resources.,Operation and Maintenance,Mission-Enabling,retired_2024
35580,SEC,Division of Corporate Finance (CF),8-K Filing Solution,Searches and extracts information from certain 8-K filings (HTML files and images).,Extracts of filing data.,Searching for information using AI.,Developed in-house.,Acquisition and/or Development,Other,continued
35581,SEC,Office of Human Resources (OHR),Training Conversation Tool,Improves communication and collaboration skills of the SEC workforce,Feedback on collaboration and communication.,Transcribing and summarizing a recorded meeting or interview using AI.,Developed with contracting resources.,Implementation and Assessment,Education & Workforce,continued
35582,SEC,Office of Information Technology (OIT),Mobile Phone Artificial Intelligence Features,Tests new mobile phone AI features.,In planning phase - TBD,Searching for information using AI.,,Initiated,Mission-Enabling,continued
35583,SEC,Office of Human Resources (OHR),Create Work-Related Videos,Allows staff to make and edit work-related videos.,"A video is created, which may be edited.",Creating visually appealing presentations using AI-driven design suggestions.,Developed with contracting resources.,Operation and Maintenance,Other,retired_2024
35584,SEC,Division of Corporate Finance (CF),CF Staff Review Comments,Classifies staff comments and improve CF's review process.,SEC staff comment categories,Searching for information using AI.,Developed in-house.,Acquisition and/or Development,Other,continued
35585,SEC,Office of Information Technology (OIT),EDGAR Filing Certification Review Solution,Identifies potentially non-compliant 302 certifications of EDGAR filings.,Tables containing potentially non-compliant filing data.,Inputting large amounts of data from paper forms into a digital system using AI.,Developed with contracting resources.,Implementation and Assessment,Other,continued
35586,SEC,Office of Information Technology (OIT),Evaluating Cybersecurity Alerts,Enhances identification of anomalous cybersecurity alerts for review.,Tables containing anomalous cybersecurity alerts.,None of the above.,,Initiated,Mission-Enabling,continued
35587,SEC,Office of Information Technology (OIT),EDGAR Filing Audit Report Solution,Utilizing a tool to identify audit reports included in EDGAR filings that are potentially non-compliant with SEC Rules and Regulations.,Tables containing potentially non-compliant filing data.,Inputting large amounts of data from paper forms into a digital system using AI.,Developed with contracting resources.,Implementation and Assessment,Other,continued
35588,SEC,Office of the Chief Data Officer (OCDO),Public Filing Disclosure Review,Summarizes public filing disclosures and identifying differences and similarities between disclosures.,Summaries of disclosures and answers to user-selected questions.,None of the above.,Developed with contracting resources.,Implementation and Assessment,Other,renamed
35589,SEC,EDGAR Business Office (EBO),EDGAR Technical Support Public Chatbot,Provides public users quick answers to technical questions about accessing EDGAR.,Responses or links to existing technical documentation.,Searching for information using AI.,,Initiated,Other,continued
35590,SEC,Office of Information Technology (OIT),EDGAR Filing Signature Review Solution,Identifies when required signatures are potentially missing in EDGAR filings.,Tables containing potentially non-compliant filing data.,Inputting large amounts of data from paper forms into a digital system using AI.,Developed with contracting resources.,Implementation and Assessment,Other,continued
35591,SEC,Office of Information Technology (OIT),EDGAR Filing Risk Disclosure Review Solution,Analyzes earnings call transcripts and EDGAR filing disclosure of risk factors.,Table of summarized earnings call data and EDGAR filing comparison.,Inputting large amounts of data from paper forms into a digital system using AI.,Developed with contracting resources.,Implementation and Assessment,Other,continued
35592,SEC,Strategic Hub for Innocation and Financial Technology (FinHub),Testing Developer Workflows,Tests workflows to inform guidance for future AI use case development.,In planning phase - TBD,Searching for information using AI.,,Initiated,Mission-Enabling,continued
35593,SEC,Office of Information Technology (OIT),Exploring AI Products for Enterprise Use,Tests web-based AI features.,In planning phase - TBD,Searching for information using AI.,,Initiated,Mission-Enabling,retired_2024
35594,SEC,Division of Examinations (EXAMS),Name Matching,Identifies certain similarities in names across data sources. This allows staff to more easily compare information across data sources.,The system outputs a number which measures how closely names match.,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,continued
35595,SEC,Division of Examinations (EXAMS),Parsing of Plain Language Descriptions to Machine-Readable Notations,Automates conversion of plain-language text into machine-readable standardized notations.  This permits ease of analysis.,The system outputs machine-readable notations.,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,continued
35596,SEC,Division of Examinations (EXAMS),Identification of Potentially Manipulative Trading Activity in Registrant Data,Identifies potentially manipulative trading activity for further review by an examination team.,The system identifies activity of interest.,Searching for information using AI.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Other,continued
35597,SEC,Division of Examinations (EXAMS),Testing of Various AI Algorithms and Models,"Experimentation using technology to determine if appropriate to enhance examiner efficiency, productivity, or effectiveness.",In planning phase - TBD,Summarizing the key points of a lengthy report using AI.,,Initiated,Other,continued
35598,SEC,Division of Examinations (EXAMS),Using Natural Language Processing Techniques to Search and Analyze Certain Filings,Helps search and analyze a corpus of unstructured filings. Staff may consider the results of these efforts in their examination efforts.,This system allows for search and analysis of certain filings.,Searching for information using AI.,,Initiated,Other,continued
35599,SEC,Division of Examinations (EXAMS),Using Machine Learning/Artificial Intelligence Techniques to Predict Entities With Certain Risk Characteristics,Analyze data to predict entities with certain risk characteristics. Staff may consider the results of these efforts in their examination efforts.,This system provides predictive information.,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,continued
35600,SEC,Division of Examinations (EXAMS),Developed Parsing Logic for Filings,Help staff more efficiently search and analyze disclosure text contained in various filings.,These efforts will help to search and analyze certain filings.,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,continued
35601,SEC,Division of Examinations (EXAMS),Identification of Potentially Manipulative Activity in Certain Accounts,Identifies accounts with certain activity of interest for further review by an examination team.,The system identifies activity of interest.,Searching for information using AI.,Developed with both contracting and in-house resources.,Implementation and Assessment,Other,continued
35602,SEC,Division of Enforcement (ENF); Division of Economic and Risk Analysis (DERA),Using AI to Help with Coding-Related Tasks/Questions,"Helps staff with coding-related tasks, for a subset of supported languages. Staff can also use this as an educational tool to learn how to code more efficiently.","It outputs code responsive to the user’s request. It is textual, non-self-executing, and typically has non-code text explaining the logic behind the code and how to use the code.",None of the above.,Developed in-house.,Operation and Maintenance,Education & Workforce,continued
35603,SEC,Division of Enforcement (ENF),Optical Character Recognition (OCR) for Records Analysis,Assists ENF staff in extracting relevant information from digital image files. This will accelerate associated ENF investigations.,A text string of all text recognized from the associated image.,Digitizing text from scanned documents or smart forms for archival purposes using AI.,Developed with both contracting and in-house resources.,Operation and Maintenance,Other,continued
35847,TVA,Enteprise Planning,Extreme Load Analysis,Extreme load analysis involves estimating the likelihood of peaks in energy demand for different months of the year and hours of the day. This will aid in energy forecasting,"An RShiny Web App displays EVD for different months of the year, hours of the day, and plants. The Web App allows users to filter for different time periods and different plants. Users can also adjust
percentiles to see different quantile values.",Creating visual representations of data sets for reports and presentations using AI.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35848,TVA,Supply Chain,Materials Intelligent Catalog Assistant,Transform how inventory is viewed in catalog. Provide intelligent search capability to quickly find what user needs. Reduce duplication of inventory ordering due to inventory and components,"Intelligent Search engine with filters to search through inventory. Also provides information on item, location, cost, and identifies like or similar items",Searching for information using AI.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35849,TVA,Right of Way,Vegetation Management,Monitoring of vegetation around  transmission line and tower and predictive analytics on when/where to trim. Using NV5 to generate the reports,Report on areas identified where vegetation needs to be trimmed,Creating visual representations of data sets for reports and presentations using AI.,Developed with contracting resources.,Operation and Maintenance,Energy & the Environment,continued
35850,TVA,Enterprise Analytics & Innovation,CAP Automation,"Use NLP to classify condition reports as C, E, or WO level","A classification label - C, E, or WO",None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35851,TVA,Enterprise Analytics & Innovation,CR intelligent search,Use NLP to search through CRs. Also tool to include pattern recognition and adding additional safety data to search for and do topic modeling on,Search engine for looking through condition reports,Searching for information using AI.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35852,TVA,Supply Chain,Materials tracking,Use predictive analytics and confidence levels to track materials as they go through the supply chain process and risk on being delivered on time,"Dashboard for monitoring where in the supply chain process, item is and if it is at risk for being late",Creating visual representations of data sets for reports and presentations using AI.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35853,TVA,Enterprise Analytics & Innovation,Heliviewer,Use of helicopter image data for survey and project insights,"Search engine of helicopter data to search through images, projects, flight patterns, etc.",Searching for information using AI.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35854,TVA,Enterprise Analytics & Innovation,ICI camera,Use computer vision to detect rate of change of water temperature with thermal image data which is indicative of dam leakage,Predictions on what temperature of water should be and risk flag if over threshold,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35855,TVA,Generation Projects & Fleet Strategy,GET,"Groundwater evaluation Tool - The GET Tool is designed to provide statistical analysis of groundwater monitoring data required under State regulatory programs and the federal Coal Combustion Residuals (CCR) rule. It uses state-of-the-art statistical and predictive methods to evaluate geochemical and geotechnical data under three phases of groundwater monitoring: Detection, Assessment, and Corrective Action. In “Detection”, background data is used to construct prediction limits for use in identifying statistically significant changes from background levels. In “Assessment” and “Corrective Action”, compliance data is used to compute confidence intervals and confidence bands to assess violations of groundwater protection standards (GWPS) to inform of corrective action needs.",Dashboard and reports of statistical analysis of groundwater data,Creating visual representations of data sets for reports and presentations using AI.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35856,TVA,Generation Projects & Fleet Strategy,GMET,The Groundwater Modeling Evaluation Tool (GMET) is an R Shiny application that uses Phreeqc geochemical models and analysis to evaluate groundwater chemistry data at each of TVA’s CCR sites,Geochemical reports on chemical makeup of groundwater data,Creating visual representations of data sets for reports and presentations using AI.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35857,TVA,Commercial Energy Solutions,Optiwatt EV Load Model,Linear model to predict hourly unitized charging load from non-fleet EVs in a typical meteorological year (TMY).,Hourly load shape profiles for Evs,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35858,TVA,Commercial Energy Solutions,Cold-Weather Heat Pump Model,KNN regression to predict hourly unitized impact of an upgraded CWHP in a residential home under historical and forecasted weather conditions.,Hourly load shape profile for heat pump,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35859,TVA,Commercial Energy Solutions,EE/DR Smart Thermostat Impact Model,DR dispatch simulation to demonstrate hourly unitized impact of an EE/DR smart thermostat in a residential home under historical and forecasted weather & load conditions.,Hourly load shape profile for EEDR,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35860,TVA,Commercial Energy Solutions,Standard EE/BE Measure Impact Models,Set of ~200 linear models for other EE & BE measures  to predict hourly unitized impactunder historical and forecasted weather conditions. Based on a standardized set of calendar and weather features.,Hourly load shape profiles for EE/BE,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35861,TVA,Commercial Energy Solutions,EnergyRightPSPImpactsForecasting,"This app is (1) an ETL tool for ancillary data (2) a light-weight MLOps tool for the modeling of energy efficiency and electrification measure-level impact shapes, primarily as it relates to system planning assumptions and (3) a user interface to ES&P's forecast aggregation engine as a supply-side resource.",Generation of EEDR shapes and forecasts,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35862,TVA,Commercial Energy Solutions,CESASolarModel,"This app allows internal TVA users to generate sample bills for directly served and BCD-rate customers based on active wholesale rates, historical load, and expected shape/magnitude of new behind-the-meter solar arrays.",Sample bills based on input data,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35863,TVA,Commercial Energy Solutions,CESAFCAAllocator,"This app is used by one of two co-calculators for the 3-class allocation of TVA's total monthly fuel cost (TMFC) to large general service customers, large manufacturing customers, and customers smaller than 5 MW.",Monthly fuel cost,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35864,TVA,Commercial Energy Solutions,EnergyRightDERPortfolioEvaluation,This app is primarily a visualization and export tool for the outputs of ES&P's system planning processes through which Enterprise Planning can obtain aggregations of ES&P forecasts and ES&P can gain insight into evaluation methodologies. It also contains a connection to the ES&P forecast aggregation engine for reporting purposes and stochastic simulation tools.,Report of ES&Ps aggregated forecasts,None of the above.,Developed in-house.,Operation and Maintenance,Energy & the Environment,continued
35865,TVA,Monitoring Diagnostics Management,Prism Models for MDM,Use of clustering and nearest neighbor models to analyze analog signal data looking for variations in signals. Goal is to detect signal anomalies and provide alarms on deviations.,OMR - measure of how far current vector is from normal . Output includes an automated generated emails for human in the loop validation,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Energy & the Environment,continued
35866,TVA,Enterprise Planning,Load Forecasting,Predict energy and demand out to 30 years in order to support power supply planning,30 year capacity and energy forecasts,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Energy & the Environment,continued
35867,TVA,GIS,ArcGIS,"Platform for mapping, analyzing, managing, and viewing geospatial data. It is designed to support and integrate with a variety of GIS services, providing a robust solution for organizations to leverage spatial information.","Maps, spatial analysis, image processing and image analysis",Creating visual representations of data sets for reports and presentations using AI.,Developed with both contracting and in-house resources.,Operation and Maintenance,Energy & the Environment,continued
35868,TVA,Network,Advanced Network Anomaly Detection,Threat hunting and Security Operations Center (SOC) analysts leverage automated tooling to refine alerts that enable discovery and detection of anomalous behavior across the network. These tools use a massive amount of data and provide intelligence beyond what could be seen from a single vector. Correlated network traffic data with proxy communications help identify compromised systems and networks.,"Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,continued
35869,TVA,Cybersecurity,Security Information and Event Management (SIEM) Alerting Models,"Leveraged for comprehensive context interpretation, rapid event detection, and greater productivity with human-assisted automation to SecOps, ITOps. Enables faster alerting, review, and response to terabytes of log data. These automated tools support further refining of alerts based on aggregated data and analyst expertise.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35870,TVA,Cybersecurity,Vulnerability Tracking,"Vulnerability analysts track 1000s of vulnerabilities in real time across and enterprise of technologies. Prioritizing severity is a challenging task when there can be 100s of the same level of severity CVE. The tools in use help prioritize data based on contextual information within the environment and industry while also feeding other factors such as exploitability,","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Initiated,Mission-Enabling,retired_2024
35871,TVA,Cybersecurity,Advanced Threat Protection,"Protecting against attackers and exploitations means testing using the same strategies that adversaries use. Leveraging billions of data points across operating systems, mail flow, and identity patterns, mathematical and probabilistic based decisions can be made to mitigate and even completed remove threats to the organization. ML and AI technology help reduce phishing emails, malware spread, leveraging compromised accounts, and further promote visibility to threats.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35872,TVA,Cybersecurity,AI -Driven Adaptive Protection,"Enables the real-time exchange of machine-readable cyber threat indicators and defensive measures to help protect against and ultimately reduce the prevalence of cyber incidents. This is useful in helping protect networks against human-operated ransomware, where a threat actor can quickly adjust and maneuver inside the network. Leveraging predictive analytics, the technology can actively engage blocking measures to stop further exploitation.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35873,TVA,Cybersecurity,Attack Surface Management,"Proprietary machine learning models help discover the systems and applications belonging to TVA, across the entire internet. This enables TVA to inventory and take action to ensure protections are in place for external services and applications. These ML tools continuously monitor the attack surface and help prioritize remediation actions for external TVA assets.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35874,TVA,Cybersecurity,Extended Threat Detection,"Detecting threats within any environment requires large amounts of data, baselines of normalcy, and ability to detect anomalous behaviors within that baseline. Automated detection capabilities leveraging deep packet inspection and real-time analysis to identify the patterns that deviate from what's considered normal enables threat detection and response. Use of unsupervised machine learning models, that learn from previously seen behaviors and are able to determine when something becomes malicious or when an event is considered benign is paramount. New activities are closely monitored in order to most accurately attribute to benign or malicious. Overall, this AI based technology vastly improves visibility and accuracy in threat detection.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35875,TVA,Cybersecurity,Augmented Email Protection,Email protection service that analyzes activity of messages within email services to determine if messages and associated content embedded within is malicious based on signals that include Al-generated signals regarding normative human behavior and known malicious content.,"Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
35876,TVA,Workforce Development,Natural Reader,"Text-to-speech desktop software for individual use. This easy-to-use software with natural-sounding voices can read any text such as Microsoft Word files, webpages, PDF files, and E-mails.",Speech-to-Text,None of the above.,,Operation and Maintenance,Mission-Enabling,continued
35877,TVA,Riverfleet Management Services,River Forecast,A multi-scale graph neural network-based autoregressive model. It is trained on historical weather data from ECMWF's ERA5 reanalysis archive. The tool generates predictions at 6-hour time steps for a set of surface and atmospheric variables.,Atomospheric variable predictions,None of the above.,,Initiated,Mission-Enabling,continued
35878,TVA,Cybersecurity,Security Operations Enhancement,"Empowering SOC analysts with AI-enriched threat intelligence to understand landscapes, security posturing, and live attacks. Promoting the prioritization of event handling and investigative actions to identify and stop attacks by optimizing decision-making.","Metrics, Alerting, and optional preventative/proactive protections",None of the above.,,Operation and Maintenance,Mission-Enabling,retired_2024
