canonical_name,category,gen_ai,confidence,reasoning,model,labeled_at,source
Microsoft 365 Copilot Chat,assistant,1,high,"Free in-app Copilot chat tier embedded in the Microsoft 365 workflow suite, so assistant rather than standalone platform.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft AI Builder,ml_lowcode,0,high,"Rubric-listed low-code ML builder, and the snippets show productized OCR/forms extraction (889 Document Processor) as a bought capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft AI Builder,doc_processing,0,high,"Rubric-listed low-code ML builder, and the snippets show productized OCR/forms extraction (889 Document Processor) as a bought capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Azure Authoring Tools,none,0,medium,Azure developer/authoring tools SKU with no AI capability of its own.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Azure Platform,none,0,medium,"Cloud infrastructure umbrella; the AI capabilities (OpenAI, Speech, Document Intelligence) are separate child catalog entries.",claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Azure PowerShell,none,0,high,Command-line management tooling for Azure with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Azure Quantum Elements,none,0,medium,HPC/quantum-chemistry simulation service for materials science; scientific computing outside the capability vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Copilot Studio,chatbot,1,high,Low-code platform for building custom copilots and dialog agents (Power Virtual Agents successor) — the task-specific bot-building class.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Copilot for Security,assistant,1,high,GenAI security-operations copilot embedded in the security analyst workflow.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft Defender,none,0,high,Endpoint security with embedded ML threat detection; per the rubric security analytics ML alone does not qualify for a category.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Discovery,genai_platform,1,low,Microsoft's agentic generative-AI platform for scientific R&D; sparse snippets so the platform framing is uncertain despite the hint of 0.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft Dynamics 365,none,0,medium,CRM/ERP business application; embedded AI features do not constitute a vocabulary capability here.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Edge,none,0,high,Web browser; consumer feature entry with no procurable AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Exchange Server,none,0,high,Email server software with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft HoloLens,none,0,medium,AR headset hardware used for inspection training; device-level tracking is not a procurable vision-analytics capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft OneDrive,none,0,high,File storage/sync product with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft OneNote,none,0,high,Note-taking app with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Outlook,none,0,high,Email client with no standalone AI capability (Copilot is separate).,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Power BI,none,0,high,BI dashboarding product — plain BI is an explicit none per the rubric.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Power Platform,ml_lowcode,0,high,Low-code app platform whose AI features (AI Builder class) are the rubric's ml_lowcode example.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft PowerPoint,none,0,high,Presentation software with no standalone AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft Project,none,0,high,Project management software with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Purview,none,0,medium,"Data governance/compliance product; its embedded ML classifiers are governance plumbing, analogous to the rubric's security-analytics exclusion.",claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Purview eDiscovery,nlp,0,medium,"Snippet shows attorney-client privilege detection — text classification of documents, a productized NLP capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft ScreenSketch,none,0,high,Screen capture/annotation utility with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Search in Bing,search,0,medium,Microsoft Search enterprise search with semantic ranking across M365 content.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Sentinel,none,0,high,SIEM security analytics; ML-based detection alone does not qualify per the rubric.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft Skype,none,0,high,Consumer communications app with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Teams,speech,0,medium,Collaboration platform whose live meeting transcription is a genuinely productized speech-to-text capability; Copilot in Teams is the separate M365 Copilot entry.,claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft Viva,none,0,medium,"Employee-experience/insights analytics suite; despite the gen-AI hint, the Viva products here (Insights) are workplace analytics dashboards.",claude-fable-5,2026-07-05T00:00:00Z,llm
Milestone XProtect,vision,0,high,Video management software with AI object/event-detection analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
Mindray TE X Ultrasound,vision,0,medium,Ultrasound with AI-assisted image acquisition and measurement.,claude-fable-5,2026-07-05T00:00:00Z,llm
MirBot,chatbot,0,low,Named bot inferred to provide conversational interaction.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
ModelAngelo,vision,0,low,"Deep-learning automated atomic-model building from CryoEM density maps — 3D image interpretation, though it sits at the edge of the vision class.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Monday.com,assistant,1,medium,Work-OS with embedded monday AI generative assistant features.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Motorola License Plate Recognition,vision,0,high,"Automated license-plate recognition, a vision capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
Mural,assistant,1,low,Collaborative whiteboard with embedded AI clustering/summarization/generation assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NARA A1 Museum AI,vision,0,low,"Cortina exhibit-personalization system typed as computer vision (visitor sensing), but the record is too thin to be sure of mechanism or generative use.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NASA CAAP Cost Analytics,none,0,high,"Cloud cost analytics/BI, not a listed AI capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
NCI MOSSAIC SEER NLP,nlp,0,high,Deep-learning NLP on cancer pathology reports for SEER registries.,claude-fable-5,2026-07-05T00:00:00Z,llm
NEC NeoFace,vision,0,high,Facial-recognition biometric matching.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NIAID DAIT AIDS Research Prioritization,nlp,0,low,Analyzes grant-application text to suggest prioritization; nlp inferred.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NIAID OSPIDA Scientific Coding Assistance Tool,nlp,0,medium,"Assists scientific coding/classification of research (text classification), not software coding.",claude-fable-5,2026-07-05T00:00:00Z,llm
NIAID TB Portals (TB DEPOT),none,0,low,"Tuberculosis data exploration portal, primarily a data platform.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NIAID TB Portals Outlier Detection,none,0,low,Outlier/anomaly detection function with no vocabulary capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NIAMS GenAI Chatbot,chatbot,1,medium,NIH NIAMS generative-AI chatbot (conversational front-end).,claude-fable-5,2026-07-05T00:00:00Z,llm
NIH Grants Virtual Assistant,chatbot,0,medium,Google-built task-specific virtual assistant answering grants questions — a dialog-flow virtual agent.,claude-fable-5,2026-07-05T00:00:00Z,llm
NIH SRDMS NLP COI Module,nlp,0,high,"NLP module for conflict-of-interest analysis, explicitly nlp.",claude-fable-5,2026-07-05T00:00:00Z,llm
NIH Travel Policy AI Chatbot,chatbot,1,medium,Generative chatbot answering NIH travel-policy questions.,claude-fable-5,2026-07-05T00:00:00Z,llm
NIH eRA Internal Referral Module,nlp,0,high,NLP-based routing/referral of grant applications.,claude-fable-5,2026-07-05T00:00:00Z,llm
NLCOO Lessons Learned AI,search,0,low,AI tool for searching/retrieving lessons-learned knowledge.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NetApp ARP/AI,none,0,high,Autonomous ransomware protection using storage anomaly detection; security analytics outside the vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
NetDocuments,search,1,medium,Document management with AI search and ndMAX generative drafting features.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NetDocuments,assistant,1,medium,Document management with AI search and ndMAX generative drafting features.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NexisXplore,search,0,low,LexisNexis investigative research and retrieval product.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Nightwing PII Detection,nlp,0,high,Uses NLP to flag potential PII in text.,claude-fable-5,2026-07-05T00:00:00Z,llm
Nlets LPR Pointer Index,none,0,low,Federates license-plate-reader hits as a pointer index; the index itself performs no recognition.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
NotebookLM,assistant,1,high,"Gemini-powered research assistant for document Q&A, synthesis, and audio overviews.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Nuance Dragon,speech,0,high,Professional speech-recognition and dictation product family.,claude-fable-5,2026-07-05T00:00:00Z,llm
Nuance PowerScribe One,speech,0,high,Radiology speech-recognition reporting product; core capability is dictation despite the gen-AI hint.,claude-fable-5,2026-07-05T00:00:00Z,llm
OATI webSmartTag,none,0,high,Transmission scheduling/e-tagging product for energy markets — no vocabulary AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
ORR Unaccompanied Children Policy Research Tool,assistant,1,low,QC correction: A task-specific generative policy/procedure research and Q&A tool is an assistant application rather than a general LLM platform surface.,claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
Okta Adaptive MFA,none,0,medium,Risk-based adaptive authentication; identity-security ML with no listed capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
OnCue Trial Presentation,none,0,medium,Trial exhibit presentation/display software with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
OpenAI API,genai_platform,1,high,Direct OpenAI LLM API access as a general-purpose generative model surface.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
OpenAI Codex (legacy model),genai_platform,1,high,OpenAI code-generation LLM that powered original GitHub Copilot.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
OpenAI Codex CLI,assistant,1,high,Agentic terminal-based AI coding assistant peer to Claude Code.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
OpenAI Deep Research,genai_platform,1,medium,OpenAI agentic LLM research product that generates cited reports.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
OpenText Axcelerate,search,0,medium,eDiscovery platform with AI/NLP-powered search and predictive coding.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
OpenText Decisiv,search,0,medium,AI-powered legal knowledge search and retrieval.,claude-fable-5,2026-07-05T00:00:00Z,llm
Otter.ai,speech,1,medium,Meeting transcription (speech-to-text) with generative AI summaries.,claude-fable-5,2026-07-05T00:00:00Z,llm
PDRI Automatically-Scored Writing Assessment,nlp,0,medium,"Automatically scores written assessments (automated essay scoring, nlp).",claude-fable-5,2026-07-05T00:00:00Z,llm
PDRI Remote Proctor,vision,0,medium,Camera-based ML monitoring of candidates for remote exam proctoring.,claude-fable-5,2026-07-05T00:00:00Z,llm
PEST (Parameter Estimation),none,0,low,Groundwater model parameter-estimation/optimization software rather than an AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
PLATES/FoodTrak,doc_processing,0,high,Product label and text extraction system performing OCR/document extraction.,claude-fable-5,2026-07-05T00:00:00Z,llm
Palantir AIP,ml_platform,1,high,Ops platform with first-class LLM orchestration alongside ML tooling.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Palantir AIP,genai_platform,1,high,Ops platform with first-class LLM orchestration alongside ML tooling.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Palantir Case Management & Analytics (CMA),none,0,low,"QC correction: Case-management analytics application, not a platform; its ml_platform capability is already captured by PFCS, so no category cleanly applies.",claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
Palantir Decision and Analytics Platform (DNA-P),ml_platform,0,medium,Decision-and-analytics platform for data modeling and analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
Palantir Federal Cloud Service,ml_platform,0,medium,Foundry-based federal cloud platform hosting analytics and GenAI apps.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Palo Alto Networks,none,0,high,"Network security platform, none of the listed capabilities.",claude-fable-5,2026-07-05T00:00:00Z,llm
Pangolin Lineage,none,0,low,"Bioinformatics lineage-assignment classifier, no vocabulary capability.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Parable 3D Wound Care,vision,0,medium,3D wound imaging and measurement using AI image analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
PassiveLogic,none,0,low,Autonomous building-controls AI with no vocabulary capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Pearson Q-interactive,none,0,medium,"Tablet platform administering and scoring psychological assessments; rule-based scoring, no listed AI capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
Penlink,none,0,low,Communications-records and OSINT investigative platform; specific vocabulary AI capability not evidenced in the record.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Perplexity,genai_platform,1,high,Conversational answer engine grounding LLM responses in web search/retrieval.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Perplexity,search,1,high,Conversational answer engine grounding LLM responses in web search/retrieval.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Person-Centric Identity Services Deduplication Model,nlp,0,low,Identity-record deduplication via name/text matching; closest fit is nlp entity matching.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Persyst EEG,none,0,medium,EEG signal analysis with AI event detection; no matching capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
Philips EPIQ/Affiniti Ultrasound,vision,0,medium,Ultrasound systems with AI-assisted image acquisition and measurement.,claude-fable-5,2026-07-05T00:00:00Z,llm
Philips QLAB,vision,0,medium,Cardiac ultrasound quantification software with automated AI image analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
Philips Smart Collimation Thorax,vision,0,medium,AI-driven auto-collimation on chest X-ray using image analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
Philips Vereos PET/CT,vision,0,medium,PET/CT scanner with AI-based image reconstruction.,claude-fable-5,2026-07-05T00:00:00Z,llm
Philips eCareManager,none,0,low,Tele-ICU platform with predictive analytics; no listed AI capability class applies.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Pingoo.AI,chatbot,1,low,AI chatbot platform inferred to be generative.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Planmeca Romexis,none,0,low,Dental imaging management software; no distinct listed AI capability indicated.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Plexis Quantum Choice,none,0,medium,Claims adjudication and benefits-administration platform with rules/ML — decision analytics outside the vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
Podimetrics SmartMat,none,0,low,Sensor mat with predictive monitoring for diabetic ulcers; no listed capability fits.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Polarity,none,0,medium,Data-overlay/observability platform with no listed AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
Poolside,assistant,1,high,AI coding assistant for developers.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Precise MLaaS,ml_platform,0,medium,Machine-learning-as-a-service platform.,claude-fable-5,2026-07-05T00:00:00Z,llm
ProLaw,none,0,low,Legal practice-management software; its AI/search features are peripheral and vague.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
ProcureSight,none,0,low,Procurement market-research analytics tool; possible AI search features but no evidence in the record.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Provar Manager,none,0,medium,Salesforce test-automation management tool; no listed AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
Ptolemy,vision,0,medium,ML CryoEM micrograph screening/triage is image object detection and classification.,claude-fable-5,2026-07-05T00:00:00Z,llm
Pyramid Analytics,ml_platform,1,low,Augmented-analytics BI platform with AutoML and added generative features.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Qualtrics,nlp,1,medium,Experience/survey platform with sentiment/topic text analytics (nlp) and generative summaries.,claude-fable-5,2026-07-05T00:00:00Z,llm
Quantaero Marine Wildlife AI,vision,0,high,AI detection of marine wildlife in aerial survey imagery for offshore energy reviews.,claude-fable-5,2026-07-05T00:00:00Z,llm
RAIO AI Interview Simulator,chatbot,1,medium,Generative conversational simulator that lets RAIO trainees practice interview techniques against an AI interviewee.,claude-fable-5,2026-07-05T00:00:00Z,llm
RAVEn Investigative Prioritization Aggregator,none,0,low,HSI analytics environment that aggregates and prioritizes investigative leads; no clean capability match.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
RAVEn Normalization Services,none,0,medium,"Data normalization/ETL service, not an AI capability class.",claude-fable-5,2026-07-05T00:00:00Z,llm
RAVEn Translation and Transcription Service,translation,0,high,Named service providing translation and transcription for investigative data.,claude-fable-5,2026-07-05T00:00:00Z,llm
RAVEn Translation and Transcription Service,speech,0,high,Named service providing translation and transcription for investigative data.,claude-fable-5,2026-07-05T00:00:00Z,llm
RWS Trados,translation,0,high,Computer-assisted translation suite with neural machine translation.,claude-fable-5,2026-07-05T00:00:00Z,llm
Radformation AutoContour,vision,0,high,AI auto-segmentation of anatomy on medical images for radiotherapy.,claude-fable-5,2026-07-05T00:00:00Z,llm
Rangeland Analysis Platform,vision,0,low,Remote-sensing ML deriving rangeland vegetation models from imagery.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Rank One Computing,vision,0,high,Face-recognition biometric SDK.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
RapidAI,vision,0,high,Stroke/neuro imaging AI (medical-imaging vision).,claude-fable-5,2026-07-05T00:00:00Z,llm
RaySearch RayStation,vision,0,medium,Radiotherapy planning system with deep-learning auto-segmentation of medical images.,claude-fable-5,2026-07-05T00:00:00Z,llm
Raytheon BBN M3S,speech,0,medium,"Multimedia monitoring ingests broadcast/online media with transcription, translation, and content analysis.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Raytheon BBN M3S,translation,0,medium,"Multimedia monitoring ingests broadcast/online media with transcription, translation, and content analysis.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Raytheon BBN M3S,nlp,0,medium,"Multimedia monitoring ingests broadcast/online media with transcription, translation, and content analysis.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Reclaim.AI,none,0,medium,AI calendar/scheduling optimization; no listed AI capability class applies.,claude-fable-5,2026-07-05T00:00:00Z,llm
Recorded Future,none,0,low,"Cyber threat-intelligence analytics, treated as security analytics.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
RedCastle Forest Health,vision,0,medium,"Detects tree damage from satellite imagery (remote-sensing image analysis, vision).",claude-fable-5,2026-07-05T00:00:00Z,llm
RedSeal,none,0,high,Network security posture modeling — cybersecurity analytics outside the vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
ReflexAI,chatbot,1,low,Conversational AI roleplay for training crisis counselors plus conversation QA.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Rekor,vision,0,high,License-plate and vehicle recognition image analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
Relativity,nlp,1,medium,E-discovery document review/classification with generative review features.,claude-fable-5,2026-07-05T00:00:00Z,llm
Riverain ClearRead CT,vision,0,high,FDA-cleared AI detection of lung nodules on CT medical imaging.,claude-fable-5,2026-07-05T00:00:00Z,llm
Roche Digital Pathology,vision,0,high,AI analysis of digital pathology images.,claude-fable-5,2026-07-05T00:00:00Z,llm
Rohde & Schwarz QPS Walk-Through Scanner,vision,0,high,Millimeter-wave body scanner with AI on-person threat image detection.,claude-fable-5,2026-07-05T00:00:00Z,llm
SAP Concur,none,0,high,"Travel-and-expense management software, no AI capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
SAS Analytics,ml_platform,0,high,SAS statistical analytics and ML platform.,claude-fable-5,2026-07-05T00:00:00Z,llm
SEA-CROGS,none,0,low,DOE scientific-ML research effort with insufficient detail to classify.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SITE Intelligence Group,none,0,high,"Threat-intelligence subscription content service, not an AI capability product.",claude-fable-5,2026-07-05T00:00:00Z,llm
SQL Server Management Studio,none,0,high,Database administration tooling with no AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SRNS AI Drafting Assistant,assistant,1,medium,AI assistant that drafts operational procedures and training materials (generative).,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SRNS AI Form and Questionnaire Assistant,assistant,1,medium,AI assistant for completing forms and questionnaires (generative).,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SRNS AI Tailored Learning,none,0,low,AI-tailored/adaptive learning management; personalization does not map cleanly to a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SRNS Computer Vision Defect Detection,vision,0,high,Computer vision for defect detection.,claude-fable-5,2026-07-05T00:00:00Z,llm
SRNS Operational Efficiency ML,none,0,low,Applied ML for operational efficiency with no specific listed capability; predictive analytics only.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SSA Quick Disability Determinations Model,none,0,low,Predictive model flagging high-probability disability claims; data-mining without a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SWBTRAC,none,0,low,DOJ tracking analytics tool with no clear vocabulary capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Salesforce,none,0,medium,Base Salesforce CRM platform; its AI capability lives in the separately catalogued Einstein.,claude-fable-5,2026-07-05T00:00:00Z,llm
Salesforce Einstein,assistant,1,high,Salesforce Einstein/Agentforce embedded CRM AI copilot.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Scopus AI,search,1,high,Elsevier's generative-AI research discovery tool — semantic search over Scopus with LLM-generated summaries.,claude-fable-5,2026-07-05T00:00:00Z,llm
ScreenPoint Transpara,vision,0,high,AI detection and analysis of mammography images.,claude-fable-5,2026-07-05T00:00:00Z,llm
SentinelOne,none,0,high,"Endpoint security ML detection, excluded per security rule.",claude-fable-5,2026-07-05T00:00:00Z,llm
ServiceNow,none,0,low,ITSM platform; its generative and search AI features are catalogued as separate entries.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
ServiceNow AI Search,search,0,medium,Intelligent/semantic query capability within the ServiceNow platform.,claude-fable-5,2026-07-05T00:00:00Z,llm
ServiceNow IT Operations Management (ITOM) Predictive AIOps,none,0,medium,Predictive AIOps anomaly detection for IT ops; no listed capability class fits.,claude-fable-5,2026-07-05T00:00:00Z,llm
ServiceNow Now Assist,assistant,1,high,ServiceNow's embedded generative AI copilot across its workflows.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Shabash Merops,nlp,0,low,"Automated copyediting of scientific manuscripts (text processing, nlp).",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
ShotSpotter,none,0,medium,Acoustic gunshot detection/localization; not human-speech processing and no generic audio category exists.,claude-fable-5,2026-07-05T00:00:00Z,llm
Siemens ACUSON Sequoia,vision,0,low,Ultrasound imaging system whose AI capability is medical image analysis.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Siemens Biograph PET/CT,vision,0,low,PET/CT scanner with AI-assisted medical image reconstruction and analysis.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Siemens MAGNETOM,vision,0,low,MRI scanner family with AI-assisted medical image processing.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Siemens SOMATOM go.,vision,0,low,CT scanner with AI-assisted medical imaging.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Siemens YSIO Max,vision,0,low,X-ray imaging system with AI-assisted image processing.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Siemens syngo,vision,0,low,Medical imaging visualization/analysis software.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SimplyFile,nlp,0,medium,"ML email categorization/filing, a text classification task.",claude-fable-5,2026-07-05T00:00:00Z,llm
Skillsoft Percipio CAISY,chatbot,1,medium,AI conversation simulator for practicing workplace conversations — a task-specific generative dialog agent.,claude-fable-5,2026-07-05T00:00:00Z,llm
Skydio X2D,vision,0,medium,Autonomous drone relying on computer vision for obstacle avoidance and flight autonomy.,claude-fable-5,2026-07-05T00:00:00Z,llm
Skyward CEDAR/CLAW,assistant,1,low,CMS Chat conversational assistant and analysis wizard on the CEDAR platform.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Slack,assistant,1,medium,"Slack with Slack AI, an embedded assistant for summarization and search.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Smiths Detection TruNarc,none,0,low,"Raman-spectroscopy narcotics classifier, not a vocabulary capability.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Solventum 360 Encompass,nlp,0,medium,Computer-assisted medical coding/CDI using NLP on clinical documentation.,claude-fable-5,2026-07-05T00:00:00Z,llm
Sonic Incytes Velacur,vision,0,medium,Liver ultrasound elastography device with AI-assisted image quantification.,claude-fable-5,2026-07-05T00:00:00Z,llm
Splunk,none,0,medium,SIEM with ML security analytics; security analytics alone does not qualify.,claude-fable-5,2026-07-05T00:00:00Z,llm
Spokeo,none,0,medium,"People-search public-records aggregation, no AI capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
Sprinklr,nlp,0,medium,Customer-experience/social-media platform with social text analytics (nlp).,claude-fable-5,2026-07-05T00:00:00Z,llm
Sprout Social,nlp,1,medium,"Social listening with sentiment/text analytics, plus generative AI Assist for composing posts.",claude-fable-5,2026-07-05T00:00:00Z,llm
SpyglassGPT,genai_platform,1,low,Name indicates an LLM chat surface; limited detail beyond generative hint.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
State Department AI Research Engine (AIRE),genai_platform,1,low,Generative AI research engine inferred as an LLM surface.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
State Department Declassification Review AI,nlp,0,medium,Analyzes classified document text to support declassification review.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
State FACTS Info Foreign Assistance NLP,nlp,0,high,NLP for analysis of foreign-assistance appropriations text.,claude-fable-5,2026-07-05T00:00:00Z,llm
State Integrated Country Strategy Turbo,nlp,0,low,Country-strategy document analysis tool inferred to apply text analytics.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
State NIV Adjudication Review Recommendation Engine,nlp,0,low,"Recommendation engine over visa adjudication case text, inferred as text analytics.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
SumTotal,none,0,high,Learning management system with no AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
Supportbench,assistant,1,low,Customer-support platform with embedded generative AI assist features.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Synthesia,speech,1,low,"AI avatar video generation including synthesized speech; video generation lacks a listed capability, TTS captured as speech.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Systran Translate,translation,0,high,Systran's machine translation product.,claude-fable-5,2026-07-05T00:00:00Z,llm
TLOxp,none,0,low,Investigative record-linking/skip-trace search platform; entity aggregation does not map cleanly to a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
TRM Labs Blockchain Analysis Platform,none,0,high,"Blockchain/crypto transaction analytics, outside the capability vocabulary.",claude-fable-5,2026-07-05T00:00:00Z,llm
Tableau,assistant,1,medium,BI platform whose Tableau Pulse/Tableau GPT features act as an embedded generative assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Tabnine,assistant,1,high,AI code-completion pair-programming assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Techsmith Audiate,speech,1,medium,Text-based audio editor with AI transcription and voice cleanup (speech).,claude-fable-5,2026-07-05T00:00:00Z,llm
