agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
HHS,MLMS Upgrade MILA from CARLA to Druid,over_contradict,HHS/CMS/CCIIO,1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"New chatbot proposed by CMS MLMS team will be integrated into the existing MLMS application. It aims to improve user experience, designed to maintain or boost deflection rates, and will be hosted within the CMS environment for smooth integration.","- Empower MLMS operations team with full control over chatbot management
- Maintain or improve current deflection rate from MILA 1.0
- Reduce help desk costs through a more efficient support solution
- Tailor chatbot content to specific MLMS support requirements
- Deliver personalized user interactions to enhance experience
- Ensure smooth escalation to Tier 1 support when needed",Improve user experience and maintain or boost deflection rates,chatbot
HHS,Machine Learning Techniques for Early Detection and Situational Awareness of Rabies Outbreaks,over_contradict,HHS/CDC,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,Jan-25,,Microsoft,,"Rabies is enzootic in wildlife and modern-day surveillance techniques are too weak to fully capture the geographic extent of outbreaks nor early outbreak detection. Our ML algorithm uses public health surveillance data to ""fill in the gaps"" inherent in wildlife disease surveillance programs to accurately and rapidly detect outbreaks and deploy public health resources.","This model is currently being using in domestic and international settings for early rabies outbreak detection. This information is shared with relevant public health authorities to initiate preventive actions which often include: public awareness campaigns/social media, deployment of vaccines for animals and people, deployment of testing reagents to bolster surveillance.","Disease trend for real-time monitoring of rabies, Probabilities of disease occurrence over time and space. Spatiotemporal clustering with tiered risk classification differentiates stable circulation from emerging rabies transmission, improving situational awareness and guiding seasonally targeted surveillance and interventions, underscoring the need for real-time data sharing to strengthen outbreak response.",agent
HHS,MedWatch Dashboard,over_contradict,HHS/FDA/CDER,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Apr-23,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff),Need to proactively identify emerging issues and clusters within MedWatch reports using advanced analytics.,Assist with consistent monitoring and identification of product risks from MedWatch reporting patterns and report content to support review staff in detecting potential safety problems that could affect patients.,Identify product risk signals from MedWatch reports by using time series analysis to flag products and topic modeling to summarize the comments.,
HHS,Medicare AI Customer Insights,under_declared,HHS/CMS/OC,0,0,general_llm,Generative AI,Generative AI,pilot,Aug-25,,Public Website Shared Services,commonFont and AWS,Improved customer insights,"Cost savings, improved efficiency and quality",Suggestion,
HHS,Medicare AI Drug Search,under_declared,HHS/CMS/OC,0,0,general_llm,Generative AI,Generative AI,pilot,Aug-25,,Medicare Authenticated eXperience,Oddball and AWS,Improved customer experience,Improved access to government benefits,Suggestion,
HHS,Mining.AI,over_contradict,HHS/CDC,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"Mining.AI is an innovative initiative led by a small team at NIOSH tasked to develop a domain-specific generative LLM AI platform focused on improving health and safety in the mining industry. The project consolidates NIOSH's latest peer-reviewed research and safety knowledge to support decision-making, hazard prevention, and incident response.","Accelerates Access to Critical Safety Knowledge
Mining.AI enables instant retrieval of NIOSH mining research, technical reports, and best practices, replacing slow manual searches through multiple archives.
Supports Faster, Safer Decision-Making
Frontline professionals, engineers, and safety managers can query the AI to get tailored responses grounded in NIOSH-validated scientific evidence.
Preserves Expertise
Encodes decades of institutional knowledge into a reusable, interactive platform, mitigating the impact of staff turnover and retirements.
Promotes Research Translation
Converts dense, technical research into actionable language accessible to a wider range of users, including mine operators and workers.",A NIOSH specific internal chatbot tool that researchers can interact with to assist in the digestion of all previous NIOSH published articles.,llm
HHS,MirBot,over_contradict,HHS/NIH,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pilot,Oct-24,,,Technatomy Axle,The AI tool addresses the challenge of efficiently and consistently processing incoming study PDFs by automatically extracting key information needed for grant review workflows.,"The AI tool helps maintain continuity in the grant review process by ensuring consistent extraction and presentation of key study information, even as experienced staff retire or transition. This reduces the training burden on new team members and preserves institutional knowledge through standardized workflows.","The system produces an indexed and preprocessed version of each submitted PDF, enabling context-aware question-answering by the AI. A predefined set of questions is automatically asked to extract relevant information from the document, which is then used to populate the grant prior approval review form details for the associated study.",workflow
HHS,NCIRD SmartFind ChatBots - Public and Internal,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,Dec-24,,Microsoft,N/A,"Improving efficiency and effectiveness of internal partner mailbox email management and knowledge base maintenance for program staff, and previously, providing public-facing answers to FAQs.","The internal Knowledge-Bots SharePoint component helps program staff manage partner emails more efficiently and effectively, enabling shared knowledge base use across mailbox managers. The public-facing chatbots previously provided timely, agency-cleared answers to public and partner questions, supporting rapid information dissemination during the COVID-19 pandemic.",Conversational ChatBots that analyze free text questions and provide agency-cleared answers that best match the question. The system also flags complex or unanswerable queries for manual review.,chatbot
HHS,NIH Grants Virtual Assistant,over_contradict,HHS/NIH,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,May-20,,NIH Grants Virtual Assistant,Google,Provides easy access to grants information and policies.,Chat Bot to assist users in finding grant related information.,"The inputs include information available on the NIH Grants and Funding site, such as FAQs. The outputs are answers to questions/prompts provided by the user.",assistant
HHS,NOFO Compliance Assistant,over_contradict,HHS/HRSA,1,0,general_llm,Other,Other,pre_deployment,,,,,HRSA leadership would benefit from an automated solution to evaluate HRSA Notice of Funding Opportunities (NOFO) against dynamically-changing Executive Orders (EO) and OMB memos to ensure NOFO compliance with White House priorities.,"This solution will enhance operational efficiency by reducing document creation time from weeks to days while ensuring more consistent, error-free NOFO's through automated quality assurance.  The solution is intended to provide more consistent, readable NOFOs and reduce barriers for smaller organizations.","The NOFO Compliance Assistant is an innovative application utilizing large language models (LLMs) to generate first drafts of key policy documents. Inputs can include example documents, style guides, and key policy decisions and other documents in the Knowledge Navigator. The NOFO Compliance Assistant also features an editing tool that scrutinizes drafts for inconsistencies or errors, offering feedback for refinement. Current planning leverages Cloud-based services, LLM, Text processing and analysis tools, Natural Language Generation (NLG) and Text Analysis for the implementation.",assistant
HHS,OCIO GenAI Advisor,over_unspecified,HHS/NIH,1,1,general_llm,,Unspecified,retired,,,,,,,,genai
HHS,OFR Robotics and Process Automation (ORPA),under_declared,HHS/CDC,0,0,classical_ml,Agentic AI,Agentic AI,deployed,May-24,,UIPath,UIPath,Reduction in human workload and increase in quality through automation of repetitive tasks.,"Multiple Robotics and Process Automation (RPA) bots are in use.  Most are simple automations of basic tasks (conversation of documents/file management). The two most significant bots focus on automating the sorting and distribution of thousands of invoices annually (Invoice Mailbox Management) and conducting government purchase card use validations monthly (PCARD Line Item Review).  The result of the two bots are greater consistency/quality in the outputs and a reduction in human workload.

The Invoice Mailbox Management bot processes >15,000 emails annually and the PCARD Line Item Review bot processes 3,000  5,000 transactions monthly against more than 200 unique business rules.","The Invoice Mailbox Management bot creates PDF files with the email and attached invoices/documentation into consolidated files for further processing by staff for payment into UFMS.

The PCARD Line Item Review bot generates a list of transactions (from the full list of CitiBank credit card transactions) that have met specific business rules and may be a potential policy violation or need additional attention.  The output also includes policy references and notes (specific to the transaction) to aid the reviewer in determining the next course of action for each item.",
HHS,OIT Help Desk Chatbot,over_contradict,HHS/NIH,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The OIT help desk would like to shorten resolution time for tickets, help empower users, generate a non-trivial response for a complex question in a desired format such as security, architecture, PMO policy, reports.","If used effectively, the OIT help desk can shorten resolution time for tickets, help empower users, generate a non-trivial response for a complex question in a desired format such as security, architecture, PMO policy, reports.","Publicly available help desk data, NIST policy in pdf format as user-provided data. Prompt and output are in natural language.",chatbot
HHS,Open AI SharePoint Document Assistant,over_unspecified,HHS/NIH,1,0,general_llm,,Unspecified,retired,,,,,,,,assistant
HHS,PPE Concerns Copilot,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The PPE Concerns Mailbox received inquiries that NIOSH/NPPTL staff must review and respond to. To date, over 10,000 questions have been received with answers provided. Responding to an inquiry requires a multi-step process that staff must complete manually, including
	Reading the inquiry
	Logging the inquiry and information about the inquiry and inquirer in an Excel spreadsheet
	Searching through the spreadsheet of past questions
	Reviewing prior responses for relevance
	Drafting a reply based on similar previous responses or researching and composing a new answer from scratch if no match is found
	Sending response to additional staff if further subject matter expert review is needed
	Obtaining Executive Leadership review and approval, if needed
	Updating the spreadsheet with the finalized response, reply date, and staff who assisted with the response
This process can be time-consuming, repetitive, and inconsistent, especially when multiple team members are handling and categorizing inquiries or when there are high volumes.","The Copilot could handle the initial stepsreviewing the question, searching past responses, and drafting a replywhich currently take the most time. For straightforward or simple, repeat questions, this could reduce staff time from 3060 minutes to under 10 minutes, with staff only needing to review and finalize the AI-generated draft. Even for more complex inquiries, having a well-structured starting point and a searchable interface would significantly cut down manual effort and improve turnaround time across the board.
Additionally, the Copilot would improve time savings when a new staff member is assigned to managing the mailbox due to events such as staffing changes. The Copilot would allow a more seamless transition of the mailbox, whereas the current process requires months of on-the-job training to effectively navigate the spreadsheet and learn the proper standard responses to use for specific inquiries. Additionally, the Copilot would remove the burden of relying on memory recall to determine where a previous response is in the spreadsheet when staff receive specific, repeat questions.","The Copilot will analyze incoming questions, search the existing dataset for relevant responses, and generate draft replies for human review. After staff revise and approve the response, the Copilot will assist by sending the finalized email to the submitter and updating the spreadsheet with the new question-and-answer (Q&A) pair and supporting information.",copilot; multi-step
HHS,Packaging Materials and Suppliers,under_declared,HHS/FDA/CDER,0,0,general_llm,Generative AI,Generative AI,deployed,Sep-24,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA needs to efficiently identify which Drug Master Files (DMFs) contain specific packaging materials and understand how these materials connect to drug applications, but this information is currently difficult to locate across numerous documents.",Objective of this use case is to extract data from unstructured sources to assist in building an inventory of drug packaging materials and their suppliers to support staff in conducting drug supply chain analysis for better regulatory oversight.,Support information extraction from unstructured documents,
HHS,Policy Knowledge Base Data Migration,over_unspecified,HHS/ACF,1,0,classical_ml,,Unspecified,retired,,,,,,,,
HHS,Production Operations Anomaly Analysis,over_contradict,HHS/CMS/OIT,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pilot,Jun-25,,Medicare Enrollment & Premium Billing Systems (MEPBS),,Identify potential production issues proactively and refer for human analysis,"Early identification of issues and improved response time, ensure accuracy of bills",Flags anomalies that stray far from its predictions,llm
HHS,Protein Modeling with AlphaFold,under_declared,HHS/NIH,0,0,general_llm,Generative AI,Generative AI,deployed,Jan-20,,,Google,Protein modeling,Enormous leap forward in speed and accuracy in predicting protein folds and complexes.,The output is a series of protein structure files and related confidence/quality scores and metrics for each structure file.,
HHS,PubMed Literature Review MCP Server,under_declared,HHS/CMS/OIT,0,0,agentic,Agentic AI,Agentic AI,pilot,Aug-25,Microsoft Teams,CEDAR,Skyward IT Solutions,"The PubMed Literature Review MCP server solves the problem that CMS teams need to carry out various types of literature reviews, commonly using PubMed data, but lack an internal tool for doing this at greater scale than manual effort allows",Enable CMS teams to conduct literature reviews at scale through an internal tool that automates PubMed data analysis and synthesis,Literature reviews and research syntheses that combine PubMed data with other contextual information,
HHS,QPP Admin Bot,under_declared,HHS/CMS/CCSQ,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,This AI is to help with Code complexity.,"In general we expect to see a decrease to lines of code, increase efficiency of code, increase developer output and reduced story points for work which in turn produces cost savings.",Recommendation.,
HHS,Qualitative Analysis,over_contradict,HHS/ACF,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Mar-23,Qualtrics,"NVivo, Qualtrics, Credal, Ask Sage (decommissioned)","Lumivero, Qualtrics,  Credal, Ask Sage","How can thematic coding and trend analysis across qualitative data be done more efficiently?

ACF staff often conduct surveys and interviews, which generate qualitative data that needs to be analyzed for themes and trends. The standard approach involves multiple human passes of labeling the data for analysis, which is very time-intensive.",Faster initial labeling of qualitative data that human reviewers are then able to correct and iterate from,"ACF employees have several tools available to them to support qualitative analysis. Typically the tools are asked to assist with one of the following scenarios:

- Take a user-provided list of topics and text passages to initially categorize passages by topic(s)
- Suggest potential categories for organizing text passages
- Identify thematic trends across a corpus of narrative data
- Conduct sentiment analysis",
HHS,Quality Surveillance Dashboard (QSD),over_contradict,HHS/FDA/CDER,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Mar-23,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff),"Need for consistent, data-driven assessment of drug manufacturing facilities and proactive detection of potential quality signals that could indicate problems with drug safety or effectiveness.","Extracts unstructured text from documents and pools that with other available data to form a dashboard that enables consistent assessment of Center for Drug Evaluation and Research (CDER) regulated manufacturing facilities, supporting FDA's oversight of drug quality.",Identifies and extracts keywords/phrases from unstructured documents and presents sentences containing keywords/phrases in context.,
HHS,Real World Data/Evidence,under_declared,HHS/FDA/CDER,0,0,general_llm,Generative AI,Generative AI,deployed,Oct-24,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives numerous submissions containing real-world data and evidence, but identifying and cataloging these studies across various submission types is time-intensive and critical for regulatory reporting requirements under PDUFA (Prescription Drug User Fee Act).",Assist in identifying industry unstructured submissions containing Real World Data/Evidence (RWD/E) by analyzing parsed content for likely indicators to support congressional reporting and regulatory decision-making.,Supports extracting text from unstructured documents and tagging for documents containing Real World Evidence and Real World Data,
HHS,Regulatory Starting Material,under_declared,HHS/FDA/CDER,0,0,general_llm,Generative AI,Generative AI,deployed,Aug-23,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA needs comprehensive visibility into the upstream supply chain for drug manufacturing, particularly tracking regulatory starting materials and their suppliers across approved and pending drug applications to better understand potential supply chain vulnerabilities.",Assists in extracting Regulatory Starting Materials (RSMs) and their suppliers from unstructured module 3 industry submissions to help create an inventory that will illuminate the upstream supply chain and help FDA identify potential supply chain vulnerabilities.,Support information extraction from unstructured documents,
HHS,"Renamed: FAR-based Facility Signal Detection Tool
Previously: Post-market Surveillance Reports Signal Detection and Cluster Analysis.",over_contradict,HHS/FDA/CDER,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Jun-24,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff),Need for proactive detection of quality signals in post-market surveillance reports using statistical process control and topic modeling to identify potential drug quality hazards and mitigate the associated risks.,"Identifies proactive quality signals and their associated problem clusters in an objective manner for triage and human review, helping prioritize resources on the higher risk issues and more complex problems.",Identifies problem clusters for the flagged signals in an objective manner for triage/review.,
HHS,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",under_declared,HHS/FDA/CDER,0,0,general_llm,Generative AI,Generative AI,deployed,Feb-24,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives drug application submissions (ANDA, NDA, BLA) that contain important manufacturing facility information in Module 3 documents, but this data requires manual review to identify and organize all facility details.",Objective of this use case was to assist in identifying and extracting all drug manufacturing facilities reported within unstructured module 3 submissions from marketing applications to build a comprehensive inventory of drug facilities for better regulatory oversight.,Support information extraction from unstructured documents,
HHS,"Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model",over_contradict,HHS/FDA/CDER,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,Oct-24,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff) and contractor teams,"Manual and subjective assessment process for Field Alert Reports (FARs) can lead to inconsistency in prioritizing and assessing reports, potentially leading to ineffective resource allocation where the same level of formality is being applied for all issues, regardless of risk.","Assist Field Alert Report (FAR) reviewers by providing objective intelligence and insights that help prioritize the highest risk reports, potentially reducing response time to high-risk issues while maintaining human oversight of all decisions and leading to Agency resources being used more efficiently.","AI-based machine learning classification of FAR risk into low, medium, and high; provides insights on problem clusters, rare-events, and source variables.",
HHS,Resource Capacity Planning,over_contradict,HHS/FDA/CDER,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,Aug-20,Custom In-House AI,CDEROne Analytics: FISMA-high environment,In-house (CDER staff),FDA needs to accurately predict the volume and complexity of incoming drug application submissions to ensure appropriate staffing and resources are available for timely reviews under the user fee program,Forecasting human drug review program submissions and corresponding FDA workload to support better resource planning and ensure timely review of drug applications that benefit public health.,Forecasts workload submissions across major user fee programs to help support fee setting for the human drug review programs,
HHS,Respirator Selection Logic (RSL) Copilot,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"Workers rely on NIOSH Approved respirators to protect them from inhaling high-consequence particulate, gas, and vapor hazards. Some examples of these respiratory hazards include:
	Wildfire, structural, or surgical smoke 
	Mold during post-flood remediation efforts 
	Infectious diseases such as tuberculosis
	Chemicals used to clean or disinfect
	Particles liberated when cutting rock in industries such as construction and mining 
Selecting the correct respirator to protect workers requires knowledge of the hazard or hazards present, the job task, and the environment. NIOSHs Respirator Selection Logic (RSL) is a state-of-the-art tool designed to guide the selection of appropriate respiratory protection devices based on specific workplace hazards and conditions. The RSL requires users to enter detailed, task- and environment-specific information at multiple decision points to execute its logic correctly.","No current AI tool operationalizes the RSL while addressing the challenge of gathering and validating highly specific input information required at each decision point. The absence of such assistance leads to errors in respirator selection that can cause hazardous exposures, regulatory violations, and adverse health outcomes. Developing Ally to close this gap will improve the effectiveness of respiratory protection programs by ensuring that users supply accurate, relevant data to the RSL, thereby enhancing the quality and traceability of respiratory protection decisions aligned with established federal guidance.","Upon completion of this project, users of the RSL will be able to:
	Receive real-time guidance on what information is required for respirator selection and why it matters.
	Provide input in natural language rather than navigating technical documents or forms manually.
	Understand and apply the RSL more effectively, leading to fewer errors in respirator selection, improved compliance, and stronger respiratory protection outcomes.
	Use Ally as a decision support toolnot a decision makerto identify and clarify required inputs, understand the rationale behind each RSL step, and access authoritative guidance. The Copilot will always keep the user in the loop, helping them apply judgment while ensuring traceability to official sources like NIOSH and OSHA.
This project will demonstrate how AI can support complex public health decision tools like the RSL while maintaining user accountability, transparency, and regulatory defensibility.",copilot
HHS,Rx Data Integrity Review,over_contradict,HHS/CMS/CCIIO,1,1,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"The current process for conducting the Rx Data Integrity review is time intensive and requires reviewers to manually review online formularies in a condensed timeline.  The purpose of this proposal is to develop a new process, which will automate as much of the review as possible, using existing language models as well as large language models (LLM) to introduce efficiencies and increase data accuracy.",A Python-based automation pipeline will download PDFs and extract required Rx information in appropriate format for review,"automate as much of the review as possible, and increase data accuracy",llm; large language model
HHS,SBC Content Review,over_contradict,HHS/CMS/CCIIO,1,1,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"(Marketplace) The SBC Content Review identifies cost-sharing discrepancies between the Plans and Benefits Template and SBC Form. If there are discrepancies in the numerical values input in the two data sources, reviewers must manually review the ""Limitations, Exceptions and Other Information"" in the SBC Form to assess if a true discrepancy exists.  The purpose of the proposal is to integrate large language models (LLM) to programmatically review qualitative data in the SBC Form.",Improve efficiency of SBC Form review.,Reduce time in identifying true discrepancies.,llm; large language model
HHS,Scholar Match,under_declared,HHS/HRSA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"The current candidate evaluations and placement process is complex and challenging for both analysts and participants. By enhancing this process with AI/ML support could optimize resource allocation and candidate satisfaction, significantly impacting workforce distribution and efficiency in critical health areas.",This would improve the process of matching NHSC and Nurse Corps Scholars going into clinical service in underserved communities.,"The Scholar Match (SM) leverages AI to enhance the placement process of NHSC and Nurse Corps scholars in communities of need across the U.S. and territories. By analyzing candidate profiles and regional needs, SM recommends optimal placements, ensuring both the fulfillment of organizational needs and the satisfaction of the candidates. Current planning leverages Machine Learning, Recommendation Systems, Cloud-based platforms and Data analytics services for the implementation.",
HHS,School LLM initial abstract review process,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,Aug-23,,,N/A,"Manual review and categorization of thousands of research abstracts related to school readiness science is time-consuming. The AI enables efficient extraction and categorization of themes, reducing human effort and time.","The AI allows for efficient categorization of thousands of abstracts in a much shorter time frame, with less human effort, and presents results in a user-friendly dashboard for health scientists to use in research and decision-making.","The AI uses an LLM to extract data from abstract reviews and categorize relevant themes and topics into a user-friendly dashboard, enabling users to pull resources from 20122022 for specific school closure outcomes or themes.",llm
HHS,Sidekick Comms bot Offering User-friendly Tips (SCOUT),over_contradict,HHS/CDC,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Jan-25,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,"To reduce the workload of health communicators by automating and simplifying the creation of web pages, social media posts, and other public-facing content, making information more accessible and understandable for the general public.","The solution accelerates content creation, reduces staff burden, and increases the accessibility and clarity of CDC information for the public. All AI-generated content is reviewed by experts to ensure accuracy and quality, supporting the CDCs mission to provide clear, science-based public health information.","The AI system generates plain language versions of existing web content, creates new content for web, social media, fact sheets, and graphics, and produces social media posts. All outputs are reviewed and edited by CDC experts before publication.",
HHS,Site Application Analysis,under_declared,HHS/HRSA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"The current application review process requires internal analysis to review many complex documents to determine Site Eligibility to employ a member of the NHSC or Nurse Corps. By enhancing this process with AI/ML support could revolutionize and streamline the NHSC, Substance Use Disorder Treatment and Recovery (STAR)and Nurse Corps Site Application Process.","This would improve the current highly manual process for reviewing Site applications for internal analysts but ensure that clinical sites are being approved for NHSC, Nurse Corps, and STAR LRP.","The Site Application Analysis (SA) is designed to support the evaluation of NHSC, STAR and Nurse Corps Site Applications. SA will allow for faster more accurate review of Site Applications and allow BHW Regional Analysts to focus on a higher value task. Current planning leverages Cloud-based services, Machine Learning, Recommendation Systems, Natural Language Understanding (NLU) and Text Analysis for the implementation.",
HHS,Structuring Notice of Concern Data,over_contradict,HHS/ACF,1,0,computer_vision,Computer Vision,Computer Vision,deployed,Dec-24,Palantir AIP,ACF Horizon,Palantir,"How can the Office of Refugee Resettlement (ORR) clear its backlog of notices of concern (NOC) and minimize backlog in the future?

Notice of Concern (NOC) forms contain critical information regarding safety of children who have left ORR's care. Some forms are received as scans, with the information not in machine-readable format. ORR receives hundreds of NOCs a day. Due to personnel shortage in the Prevention of Child Abuse and Neglect Team (PCAN) team responsible for reviewing and acting on NOCs, as of October 2024 there was a backlog of over 30,000 NOCs.","More effective and efficient review of NOCs

With AI-enabled structuring of data in NOCs received in scanned formats, ORR can reduce the large backlog that has accumulated.","Structured data parsed from the subset of NOCs that are scans of documents

AI is not used to triage NOCs, just to parse information from scanned documents. The parsed information is presented to the PCAN team alongside the original document for review and action.",
HHS,T-MSIS Prima,under_declared,HHS/CMS/CMCS,0,0,agentic,Agentic AI,Agentic AI,pre_deployment,,,,,"T-MSIS program objectives, facilitates data driven decisions, and IT acceleration","T-MSIS Business Outcomes Acceleration: Team Sprint Velocity Acceleration, Faster IT feature delivery, High-level Task Automation, Better Customer Outcomes  Initially faster responses to customer assistance","Code, Documentation, Communications, Analysis/Research",
HHS,Targeted Technical Assistance,under_declared,HHS/HRSA,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,AI will help identify the health centers/ geographic areas that will benefit the most from targeted technical assistance on clinical topics for improving quality metrics,This will lead to better quality of care and improve health outcomes for patients. At the same time this will reduce costs and staff burnout and increase patient satisfaction with their care,"Outputs will be: 
1. List of health centers requiring TA on specific clinical topics (in alignment with MAHA)
2. More focused ROI by implementing the specific TA identified through the process",
HHS,The School Closure Awareness System,over_contradict,HHS/CDC,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Nov-22,,"EDAV (Enterprise Data, Analytics, and Visualization Platform)",,"To efficiently and accurately identify and categorize unplanned school closures across the U.S. using publicly available social media data, replacing a costly and labor-intensive manual process.","The AI system has saved nearly $2 million in contracting fees and reduced human work hours by 200 hours. It enables faster, more comprehensive, and more detailed capture of unplanned school closure data than the previous manual process, supporting CDCs emergency response and reporting obligations.","The system processes Facebook posts from about 40,000 school or district accounts, using a large language model to categorize posts as unplanned school closures (by event type: weather, health, facility, safety) and denote status changes (full closure, virtual, hybrid, early/late dismissal). Outputs are reviewed and recoded by staff every 24 hours.",
HHS,Training and Technical Assistance (TTA) GenAI Chatbot,over_unspecified,HHS/ACF,1,0,general_llm,,Unspecified,retired,,,,,,,,chatbot; genai
HHS,Unaccompanied Children Program Policy & Procedure Research Tool,under_declared,HHS/ACF,0,0,general_llm,Agentic AI,Agentic AI,pilot,Jul-25,,ACF Horizon,MIT Lincoln Labs,"How can the Office of Refugee Resettlement (ORR) research the laws, standards, policies, and procedures applicable to monitoring visits more quickly while maintaining thoroughness?

The Office of Refugee Resettlement (ORR) conducts monitoring visits at least monthly to ensure that care providers meet minimum standards for the care and timely release of unaccompanied children, and that they abide by all Federal and State laws and regulations, licensing and accreditation standards, ORR policies and procedures, and child welfare standards. If ORR monitoring finds a care provider to be out of compliance with requirements, ORR issues corrective action findings and requires the care provider to resolve the issue within a specified time frame. Compliance determination involves research into the various laws, standards, policies, and procedures.","Faster issuance of well-informed corrective action findings

The goal of the  UC Program Policy & Research Tool is to speed up this process as children's health and well-being may be impacted before a corrective action finding is issued and the issue is resolved. The UC Program Policy & Procedure Research Tool speeds up research of relevant laws, standards, policies, and procedures content curated and approved by ORR's policy team. This research is one part of the process that informs ORR's monitoring team's decisions on whether corrective actions are needed and if so, what corrective actions.","Initial assessment of whether a care provider is in compliance with applicable laws, standards, policies, and procedures applicable to the care of unaccompanied children, with an explanation of evidence pulled from monitoring visit reports and the policy documents and accurate citations.

 AI is not used to suggest corrective actions but rather support determination of whether care providers are in compliance.",
HHS,Use case package 1: Empirical application of the Sentinel EHR and claims Data Partner network to address ARIA insufficient inferential requests (UC1),over_contradict,HHS/FDA/CDER,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,Sep-23,Custom In-House AI,Sentinel,In-house (CDER staff) and contractor teams,This AI project is designed to solve the problem of determining whether available data sources and analytical methods are suitable for specific pharmacoepidemiologic research questions. It aims to systematically evaluate data fitness-for-purpose and identify viable use cases where protocol-based studies can reliably assess drug safety and effectiveness in real-world populations.,"Improved capture of unstructured Electronic Health Record (EHR) data for drug safety studies, enabling FDA to better assess medication safety and effectiveness using real-world healthcare information.",Natural Language Processing (NLP) for Electronic Health Record (EHR) unstructured data extraction,
HHS,Using LLM to optimize National Health Interview Survey (NHIS) case note information,over_contradict,HHS/CDC,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,Mar-25,,EDAV (Enterprise Data Analytics and Visualization Platform),,"The National Health Interview Survey (NHIS) employs Census field representatives (FRs) who use open text fields, referred to as case notes, to document their interactions with households during screening and interview processes. These case notes serve as a valuable resource, offering insights into the nature of these interactions and aiding in the identification of base casesinstances that may reveal significant data quality issues. Currently, the review of case notes is performed manually on a case-by-case basis, which limits opportunities for optimization. The objective of this initiative is to explore how large language models (LLMs) can enhance the efficiency and effectiveness of the case notes review process.","Utilizing large language models (LLMs) for case note reviews provides several advantages, including substantial time and cost savings, improved data quality post data collection, and the creation of more effective training programs. These enhancements not only optimize operational efficiency but also support the goals of public health organization by ensuring that high-quality data is readily available for informed decision-making.","Identifying additional problematic cases not referred by Census; examining all cases from some FR whose case was referred to confirm whether similar issues exist in other cases the FR worked on; identifying themes in the case notes like certain letters/respondent materials that are in use, problematic interview strategies, or respondent confusion with questions.",llm; large language model
