agency,use_case_name,kind,source_text,reason,heuristic_candidates,system_name,vendor_name,problem_statement
HHS,NewsScape,individual,"Palantir Technologies 1 CDC Data Platform (1CDP) NewsScape Development of early warning indicators. News articles can form an early warning indicator of public health events and other pieces of information which can be utilized across all major domains of public health. Because of the quantity of news articles, manual efforts are impossible to gather this information. There are a variety of endpoints that this AI output could help support. Various teams across the CDC have expressed interest in ",compound_string,Palantir AIP; Microsoft Teams,1 CDC Data Platform (1CDP),Palantir Technologies,"Development of early warning indicators. News articles can form an early warning indicator of public health events and other pieces of information which can be utilized across all major domains of public health. Because of the quantity of news articles, manual efforts are impossible to gather this i"
HHS,Notebooks Hub,individual,"Axle Informatics, Microsoft, OpenAI  Notebooks Hub Helping scientists and researchers code their applications, dashboards, and data analyses more quickly, have higher code standards, and gain more insight from their data More time can be spent on the subject matter exploration and understanding than on coding and analysis frameworks that help/support these goals. Current assessments indicate 40% speed increases to develop code and applications, with improvements increasing year-over-year",compound_string,Microsoft; OpenAI API,,"Axle Informatics, Microsoft, OpenAI","Helping scientists and researchers code their applications, dashboards, and data analyses more quickly, have higher code standards, and gain more insight from their data"
HHS,OFR Robotics and Process Automation (ORPA),individual,UIPath UIPath OFR Robotics and Process Automation (ORPA) Reduction in human workload and increase in quality through automation of repetitive tasks. Multiple Robotics and Process Automation (RPA) bots are in use.  Most are simple automations of basic tasks (conversation of documents/file management). The two most significant bots focus on automating the sorting and distribution of thousands of invoices annually (Invoice Mailbox Management) and conducting government purchase card use validations ,unmatched_vendor_text,,UIPath,UIPath,Reduction in human workload and increase in quality through automation of repetitive tasks.
HHS,OSPIDA RPAB Scientific Coding Assistance Tool (CAT),individual,"Deloitte SCORS Coding Assistance Tool (CAT) OSPIDA RPAB Scientific Coding Assistance Tool (CAT) OSPIDA's Referral Program and Analysis Branch (RPAB) is responsible for scientific coding assignments of grant applications. They assign scientific codes to grants based on different objectives, selecting from a list of over 3,000 scientific codes related to NIAID's research areas. RPAB's Scientific CAT will significantly save time spent on the initial manual assignment of scientific codes and promote",unmatched_vendor_text,,SCORS Coding Assistance Tool (CAT),Deloitte,"OSPIDA's Referral Program and Analysis Branch (RPAB) is responsible for scientific coding assignments of grant applications. They assign scientific codes to grants based on different objectives, selecting from a list of over 3,000 scientific codes related to NIAID's research areas."
HHS,PRF Program Chatbot,individual,"GDIT Inc PRB PRF Program Chatbot Answer the inquiries related to GAO, FOIAs, and Litigation quickly and efficiently PRB leadership is equipped to manage the PRF program effectively, by responding to adhoc inquiries that enhances the customer experience while adapting to current reductions in staff",unmatched_vendor_text,,PRB,GDIT Inc,"Answer the inquiries related to GAO, FOIAs, and Litigation quickly and efficiently"
HHS,Packaging Materials and Suppliers,individual,"Deloitte CDEROne Analytics: FISMA-high environment Packaging Materials and Suppliers FDA needs to efficiently identify which Drug Master Files (DMFs) contain specific packaging materials and understand how these materials connect to drug applications, but this information is currently difficult to locate across numerous documents. Objective of this use case is to extract data from unstructured sources to assist in building an inventory of drug packaging materials and their suppliers to support s",unmatched_vendor_text,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA needs to efficiently identify which Drug Master Files (DMFs) contain specific packaging materials and understand how these materials connect to drug applications, but this information is currently difficult to locate across numerous documents."
HHS,Portfolio analysis and grant summarizing program,individual,Portfolio analysis and grant summarizing program Extracts specific information from hundreds of grant applications in a consistent reproducable way This AI program automates the process of analyzing text from a few to many hundreds of grants using a custom prompt and an Azure OpenAI models,compound_string,Azure OpenAI; Custom In-House AI,,,Extracts specific information from hundreds of grant applications in a consistent reproducable way
HHS,Product Label and Text Extraction System (PLATES),individual,"Trigent Solutions Inc, Digitrix LLC PLATES, FoodTrak Product Label and Text Extraction System (PLATES) Manual food label data extraction causes slow data accessibility and insights.

Manual data processing and standardization causes slow data accessibility and insights.

Decentralized food label data limits research and regulatory processing of industry compliance and health impacts. Reduced burden to HFP reviewers and data scientists reviewing and analyzing food product label data, including in",unmatched_vendor_text,,"PLATES, FoodTrak","Trigent Solutions Inc, Digitrix LLC","Manual food label data extraction causes slow data accessibility and insights.

Manual data processing and standardization causes slow data accessibility and insights.

Decentralized food label data limits research and regulatory processing of industry compliance and health impacts."
HHS,Protein Modeling with AlphaFold,individual,Google  Protein Modeling with AlphaFold Protein modeling Enormous leap forward in speed and accuracy in predicting protein folds and complexes.,compound_string,AlphaFold; Google,,Google,Protein modeling
HHS,Publication Portfolio Analytics,individual,"EDAV (Enterprise Data Analytics and Visualization Platform) Publication Portfolio Analytics The Data Strategy and Analytics Team (DSAT) within OS employs natural language processing (NLP) topic modeling techniques to help programs identify common themes within their publication data. By combining these efforts with bibliometric analysis, we standardize the reporting of media attention, as well as policy and academic citations, by theme and/or CDC organization. Automating these efforts helps the ",compound_string,EDAV (CDC); Microsoft Teams,EDAV (Enterprise Data Analytics and Visualization Platform),,"The Data Strategy and Analytics Team (DSAT) within OS employs natural language processing (NLP) topic modeling techniques to help programs identify common themes within their publication data. By combining these efforts with bibliometric analysis, we standardize the reporting of media attention, as "
HHS,Qualitative Analysis,individual,"Lumivero, Qualtrics,  Credal, Ask Sage NVivo, Qualtrics, Credal, Ask Sage (decommissioned) Qualitative Analysis How can thematic coding and trend analysis across qualitative data be done more efficiently?

ACF staff often conduct surveys and interviews, which generate qualitative data that needs to be analyzed for themes and trends. The standard approach involves multiple human passes of labeling the data for analysis, which is very time-intensive. Faster initial labeling of qualitative data tha",compound_string,Qualtrics; Ask Sage; Credal; Lumivero NVivo,"NVivo, Qualtrics, Credal, Ask Sage (decommissioned)","Lumivero, Qualtrics,  Credal, Ask Sage","How can thematic coding and trend analysis across qualitative data be done more efficiently?

ACF staff often conduct surveys and interviews, which generate qualitative data that needs to be analyzed for themes and trends. The standard approach involves multiple human passes of labeling the data for"
HHS,Real World Data/Evidence,individual,"Deloitte CDEROne Analytics: FISMA-high environment Real World Data/Evidence FDA receives numerous submissions containing real-world data and evidence, but identifying and cataloging these studies across various submission types is time-intensive and critical for regulatory reporting requirements under PDUFA (Prescription Drug User Fee Act). Assist in identifying industry unstructured submissions containing Real World Data/Evidence (RWD/E) by analyzing parsed content for likely indicators to supp",unmatched_vendor_text,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives numerous submissions containing real-world data and evidence, but identifying and cataloging these studies across various submission types is time-intensive and critical for regulatory reporting requirements under PDUFA (Prescription Drug User Fee Act)."
HHS,Regulatory Starting Material,individual,"Deloitte CDEROne Analytics: FISMA-high environment Regulatory Starting Material FDA needs comprehensive visibility into the upstream supply chain for drug manufacturing, particularly tracking regulatory starting materials and their suppliers across approved and pending drug applications to better understand potential supply chain vulnerabilities. Assists in extracting Regulatory Starting Materials (RSMs) and their suppliers from unstructured module 3 industry submissions to help create an invent",unmatched_vendor_text,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA needs comprehensive visibility into the upstream supply chain for drug manufacturing, particularly tracking regulatory starting materials and their suppliers across approved and pending drug applications to better understand potential supply chain vulnerabilities."
HHS,"Renamed: 356H Machine Learning (ML) Facility Supply Chain Role Classification
Previously: 356H ML Facility Supply Chain Role Classification",individual,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: 356H Machine Learning (ML) Facility Supply Chain Role Classification
Previously: 356H ML Facility Supply Chain Role Classification Manual classification of facility supply chain roles from FDA industry submissions (356h forms) is time-consuming and inefficient Improve the efficiency of evaluating 356H forms to assess a facility's supply chain role, thereby decreasing the time required for the processing of submissions and enabling faste",unmatched_vendor_text,,CDEROne Analytics: FISMA-high environment,Deloitte,Manual classification of facility supply chain roles from FDA industry submissions (356h forms) is time-consuming and inefficient
HHS,"Renamed: Application References
Previously: Application-DMF Reference",individual,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: Application References
Previously: Application-DMF Reference FDA receives extensive drug application submissions that contain valuable references to related applications, but these relationships aren't always captured in existing regulatory databases. Extracts references to Drug Master Files (DMFs) from marketing application submissions including Abbreviated New Drug Applications (ANDA), New Drug Applications (NDA), and Biologics Licens",unmatched_vendor_text,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives extensive drug application submissions that contain valuable references to related applications, but these relationships aren't always captured in existing regulatory databases."
HHS,"Renamed: Extracting DMF Facilities from unstructured documents
Previously: DMF (Drug Master File) Facilities",individual,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: Extracting DMF Facilities from unstructured documents
Previously: DMF (Drug Master File) Facilities FDA receives Drug Master File (DMF) submissions containing valuable information about manufacturing facilities, but this data exists in various document formats that require manual review to compile comprehensive facility information. Extracts facility references from Type II (Drug Substance) DMF manufacturing submissions (i.e., DMF123456",unmatched_vendor_text,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives Drug Master File (DMF) submissions containing valuable information about manufacturing facilities, but this data exists in various document formats that require manual review to compile comprehensive facility information."
HHS,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",individual,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties FDA receives drug application submissions (ANDA, NDA, BLA) that contain important manufacturing facility information in Module 3 documents, but this data requires manual review to identify and organize all facility details. Objective of this use case was to assist in identifying and extracting all drug manufacturing facilities reported within unstructured module 3 submissions",unmatched_vendor_text,,CDEROne Analytics: FISMA-high environment,Deloitte,"FDA receives drug application submissions (ANDA, NDA, BLA) that contain important manufacturing facility information in Module 3 documents, but this data requires manual review to identify and organize all facility details."
HHS,"Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model",individual,"In-house (CDER staff) and contractor teams CDEROne Analytics: FISMA-high environment Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model Manual and subjective assessment process for Field Alert Reports (FARs) can lead to inconsistency in prioritizing and assessing reports, potentially leading to ineffective resource allocation where the same level of formality is being applied for all issues, regardless of risk. Assist Field Alert Report (",compound_string,Custom In-House AI; Microsoft Teams,CDEROne Analytics: FISMA-high environment,In-house (CDER staff) and contractor teams,"Manual and subjective assessment process for Field Alert Reports (FARs) can lead to inconsistency in prioritizing and assessing reports, potentially leading to ineffective resource allocation where the same level of formality is being applied for all issues, regardless of risk."
HHS,RepoAnalysis,individual,EDAV (Enterprise Data Analytics and Visualization Platform) RepoAnalysis We are trying to generate a summary of code repositories that are insufficiently documented. This would allow people to search for code and reuse code that is not documented well enough for traditional search engines.,compound_string,EDAV (CDC); Aretec SEARCH,EDAV (Enterprise Data Analytics and Visualization Platform),,We are trying to generate a summary of code repositories that are insufficiently documented.
HHS,Research Area Tracking Tool,individual,N/A  Research Area Tracking Tool Analysis staff needed assistance identifying research areas associated with individual projects. Within NIAID we have team that codes grants based on the research being proposed. They also prepare reports for high priority research areas. This tool was created to help them quickly identify projects that fall into a specific research field.,unmatched_vendor_text,,,N/A,Analysis staff needed assistance identifying research areas associated with individual projects.
HHS,Risk Assessment Module (RAM) for the National Diabetes Prevention Program (National DPP) Operations Center.,individual,"N/A DDT DPRP Portal Risk Assessment Module (RAM) for the National Diabetes Prevention Program (National DPP) Operations Center. To assist in determining if an organization participating in the National DPP is at risk of improperly starting, going inactive, or not achieving necessary goals for continued participation in CDCs Diabetes Prevention Recognition Program. The RAM module helps program managers synthesize large amounts of organization-level data to make informed decisions on assisting or",unmatched_vendor_text,,DDT DPRP Portal,N/A,"To assist in determining if an organization participating in the National DPP is at risk of improperly starting, going inactive, or not achieving necessary goals for continued participation in CDCs Diabetes Prevention Recognition Program."
HHS,SRDMS NLP COI,individual,"Deloitte SRDMS NLP COI KP/KI Module SRDMS NLP COI Scientific review officers need to identify individuals who may pose a conflict-of-interest (COI) during the grant application review process. SRDMS NLP COI is able to automate the identification of individuals who may pose a conflict-of-interest during the grant application review process, which saves significant time and effort by the SRO during application review and promotes consistency in identifying COIs.",unmatched_vendor_text,,SRDMS NLP COI KP/KI Module,Deloitte,Scientific review officers need to identify individuals who may pose a conflict-of-interest (COI) during the grant application review process.
HHS,School LLM initial abstract review process,individual,"N/A  School LLM initial abstract review process Manual review and categorization of thousands of research abstracts related to school readiness science is time-consuming. The AI enables efficient extraction and categorization of themes, reducing human effort and time. The AI allows for efficient categorization of thousands of abstracts in a much shorter time frame, with less human effort, and presents results in a user-friendly dashboard for health scientists to use in research and decision-maki",unmatched_vendor_text,,,N/A,"Manual review and categorization of thousands of research abstracts related to school readiness science is time-consuming. The AI enables efficient extraction and categorization of themes, reducing human effort and time."
HHS,Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage,individual,"N/A Consolidated Statistical Platform Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage To improve the accuracy and efficiency of record linkage in CDCs National Center for Health Statistics (NCHS) Data Linkage Program, particularly for large datasets, by automating the development and selection of blocking groups and reducing manual effort. Increased accuracy and efficiency in data linkage 

Automation reduces manual effort and increases",unmatched_vendor_text,,Consolidated Statistical Platform,N/A,"To improve the accuracy and efficiency of record linkage in CDCs National Center for Health Statistics (NCHS) Data Linkage Program, particularly for large datasets, by automating the development and selection of blocking groups and reducing manual effort."
HHS,Similar Opportunities (KNN),individual,MicroHealth Grants.gov Cloud Similar Opportunities (KNN) Agencies do not receive the highest number of proposals from capable applicants as applications generally tend to come from the same set of applicants. Increase the quality and capability of applicants submitting grant proposals to federal agencies.,unmatched_vendor_text,,Grants.gov Cloud,MicroHealth,Agencies do not receive the highest number of proposals from capable applicants as applications generally tend to come from the same set of applicants.
HHS,Smart Solution for Docket Management (SSDM),individual,"Deloitte AWS Smart Solution for Docket Management (SSDM) The AI is intended to solve the extremely labor-intensive and time consuming process of manually collating, de-duplicating, and categorizing public comments on FDA dockets. 1. Significant time and resource savings: The platform aims to save the Agency a substantial number of staff hours by assisting in reducing redundant and time-consuming tasks that can take weeks to complete manually. 2. Enhanced processing capacity: The platform will en",unmatched_vendor_text,,AWS,Deloitte,"The AI is intended to solve the extremely labor-intensive and time consuming process of manually collating, de-duplicating, and categorizing public comments on FDA dockets."
HHS,TB Case Browser Image Text Detection,individual,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp. NIAID TB Portals TB Case Browser Image Text Detection Without OCR technology, validation of text on images is manually intensive and, without proper controls, can create the risk of sensitive information coming into the system. Provides additional protection against PII/PHI ingress into the TB Portals imaging dataset in a far more automated process.",unmatched_vendor_text,,NIAID TB Portals,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp.","Without OCR technology, validation of text on images is manually intensive and, without proper controls, can create the risk of sensitive information coming into the system."
HHS,TB DEPOT (Tuberculosis Data Exploration Portal),individual,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp. NIAID TB Portals TB DEPOT (Tuberculosis Data Exploration Portal) There was a lack of deidentified, multidimensional tuberculosis socioeconomic, clinical, imaging, and pathogen genomic data available for researchers to use in developing models and learning more about TB cases. Provide a no-code application for users to explore and analyze multidimensional TB Portals data.",unmatched_vendor_text,,NIAID TB Portals,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp.","There was a lack of deidentified, multidimensional tuberculosis socioeconomic, clinical, imaging, and pathogen genomic data available for researchers to use in developing models and learning more about TB cases."
HHS,TB Portals Outlier Detection Lambda Function,individual,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp. NIAID TB Portals TB Portals Outlier Detection Lambda Function The quality of chest X-ray (CXR) images uploaded by TB Portals Program partners varied significantly, and as the scale of images increased, NIAID needed a way to identify outliers in the imaging dataset. Detect potential low-quality chest X Rays to flag as potentially being unsuitable for AI/ML training and flag for quality improvement.",unmatched_vendor_text,,NIAID TB Portals,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp.","The quality of chest X-ray (CXR) images uploaded by TB Portals Program partners varied significantly, and as the scale of images increased, NIAID needed a way to identify outliers in the imaging dataset."
HHS,Unaccompanied Children Program Policy & Procedure Research Tool,individual,"MIT Lincoln Labs ACF Horizon Unaccompanied Children Program Policy & Procedure Research Tool How can the Office of Refugee Resettlement (ORR) research the laws, standards, policies, and procedures applicable to monitoring visits more quickly while maintaining thoroughness?

The Office of Refugee Resettlement (ORR) conducts monitoring visits at least monthly to ensure that care providers meet minimum standards for the care and timely release of unaccompanied children, and that they abide by all F",unmatched_vendor_text,,ACF Horizon,MIT Lincoln Labs,"How can the Office of Refugee Resettlement (ORR) research the laws, standards, policies, and procedures applicable to monitoring visits more quickly while maintaining thoroughness?

The Office of Refugee Resettlement (ORR) conducts monitoring visits at least monthly to ensure that care providers mee"
HHS,Use case package 1: Empirical application of the Sentinel EHR and claims Data Partner network to address ARIA insufficient inferential requests (UC1),individual,In-house (CDER staff) and contractor teams Sentinel Use case package 1: Empirical application of the Sentinel EHR and claims Data Partner network to address ARIA insufficient inferential requests (UC1) This AI project is designed to solve the problem of determining whether available data sources and analytical methods are suitable for specific pharmacoepidemiologic research questions. It aims to systematically evaluate data fitness-for-purpose and identify viable use cases where protocol-based s,compound_string,Custom In-House AI; Microsoft Teams,Sentinel,In-house (CDER staff) and contractor teams,This AI project is designed to solve the problem of determining whether available data sources and analytical methods are suitable for specific pharmacoepidemiologic research questions. It aims to systematically evaluate data fitness-for-purpose and identify viable use cases where protocol-based stu
HHS,Using Databricks Genie for Routine Immunization Data Insights,individual,"N/A EDAV (Enterprise Data Analytics and Visualization Platform) Using Databricks Genie for Routine Immunization Data Insights The volume of immunization data reported quarterly is approximately 5 billion records. Analyzing this data to gather high-level insights requires complex coding and manipulation. By using a Large Language Model (LLM) based approach, the solution offers a plain language query capability that generates code to provide high-level insights without the need to move or create s",compound_string,EDAV (CDC); Databricks,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,"The volume of immunization data reported quarterly is approximately 5 billion records. Analyzing this data to gather high-level insights requires complex coding and manipulation. By using a Large Language Model (LLM) based approach, the solution offers a plain language query capability that generate"
HHS,Vaccine Tracking System (VTrckS) Conversational AI Pilot,individual,N/A EDAV (Enterprise Data Analytics and Visualization Platform) Vaccine Tracking System (VTrckS) Conversational AI Pilot The VTrckS Conversational AI module will provide a user-friendly prompt driven approach to gaining insights into the VTrckS datasets. Current approach involves utilizing the SAP HANAs reporting modules and custom dashboards. The conversational AI approach will allow for a more human friendly metto  quick insights without having to learn about the underlying data models. This ,compound_string,EDAV (CDC); Custom In-House AI,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,The VTrckS Conversational AI module will provide a user-friendly prompt driven approach to gaining insights into the VTrckS datasets. Current approach involves utilizing the SAP HANAs reporting modules and custom dashboards. The conversational AI approach will allow for a more human friendly metto 
HHS,emPOWER AI,individual,"Communications Training & Analysis Corporation (CTAC) HHS emPOWER Map (emPOWER) emPOWER AI Public health authorities, first responders and others across the emergency management spectrum indicated that they had to be able to more rapidly access HHS emPOWER Map publicly available data, particularly in unstable internet conditions, during disasters. emPOWER AI, an  Amazon Alexa Skill, was created to allow anyone with a smartphone, particularly emergency and first responders, to be able to request ",compound_string,Amazon Alexa; Microsoft Teams,HHS emPOWER Map (emPOWER),Communications Training & Analysis Corporation (CTAC),"Public health authorities, first responders and others across the emergency management spectrum indicated that they had to be able to more rapidly access HHS emPOWER Map publicly available data, particularly in unstable internet conditions, during disasters. emPOWER AI, an  Amazon Alexa Skill, was c"
HUD,Amazon Textract for automatic signature identification,individual,Microsoft / SalesForce SalesForce / Azure Amazon Textract for automatic signature identification The Homeownership Center (HOC) staff is required to review and validate each Case Binder. Amazon Textract automatically analyzes PDF documents to detect if the document has a signature panel and if the document is signed or not. This tool will help to automate and improve the overall efficiency of the case binder business process within Federal Housing Administration (FHA) Catalyst and potentially sa,compound_string,AWS Textract; Salesforce Einstein; Microsoft,SalesForce / Azure,Microsoft / SalesForce,The Homeownership Center (HOC) staff is required to review and validate each Case Binder.
HUD,"Automated Draft Narrative Reports

Previously ""Automating Draft Counterparty Credit Narrative Reports""; have since expanded to general enterprise use.",individual,"Deloitte Consulting, LLC Ginnie Mae Reporting and Feedback System (RFS) Automated Draft Narrative Reports

Previously ""Automating Draft Counterparty Credit Narrative Reports""; have since expanded to general enterprise use. Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives/memos. This application of AI enables processing efficiency and reduces errors that can occur in a manual process. The AI solution ensures greater accuracy in reporting, ti",unmatched_vendor_text,,Ginnie Mae Reporting and Feedback System (RFS),"Deloitte Consulting, LLC",Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives/memos. This application of AI enables processing efficiency and reduces errors that can occur in a manual process.
HUD,CAISY - Workforce Training Conversation Simulator,individual,"Skillsoft Percipio Skillsoft CAISY - Workforce Training Conversation Simulator CAISY is designed to solve the challenge of helping employees practice and improve difficult workplace conversations in a safe, realistic environment. CAISY helps employees practice and receive real-time feedback on workplace conversations.  It offers several real-world scenarios, allowing users to practice skills like resolving customer concerns, sharing constructive feedback, and leading difficult conversations, wit",unmatched_vendor_text,,Skillsoft,Skillsoft Percipio,"CAISY is designed to solve the challenge of helping employees practice and improve difficult workplace conversations in a safe, realistic environment."
HUD,Counterparty Risk Anomaly Detection,individual,"Deloitte Consulting, LLC Ginnie Mae Reporting and Feedback System (RFS) Counterparty Risk Anomaly Detection Ginnie Mae is responsible for analyzing counterparty risk profiles of mortgage issuers who participate in Ginnie Mae’s program. Ginnie Mae analyzes data from multiple sources to identify potential risks and areas of focus. To enhance the identification of data patterns, Ginnie Mae uses machine learning algorithms, specifically clustering and genetic techniques. These algorithms detect pote",unmatched_vendor_text,,Ginnie Mae Reporting and Feedback System (RFS),"Deloitte Consulting, LLC",Ginnie Mae is responsible for analyzing counterparty risk profiles of mortgage issuers who participate in Ginnie Mae’s program. Ginnie Mae analyzes data from multiple sources to identify potential risks and areas of focus.
HUD,Microsoft Copilot,individual,"Microsoft Microsoft Copilot Microsoft Copilot To support the HUD Secretary's directive to improve efficiency, HUD has a need to offer office productivity tools and capabilities. This would include the ability to automate repetitive, manual, and time-consuming tasks, streamline processes, and analyze data and produce insights and recommendations. Microsoft Copilot will help with employee productivity by helping users draft documents, create summaries, generate data insights, and automate routine ",compound_string,Microsoft 365 Copilot; Microsoft,Microsoft Copilot,Microsoft,"To support the HUD Secretary's directive to improve efficiency, HUD has a need to offer office productivity tools and capabilities. This would include the ability to automate repetitive, manual, and time-consuming tasks, streamline processes, and analyze data and produce insights and recommendations"
HUD,Subledger Data Quality Machine Learning,individual,"Ernst & Young Ginnie Mae Financial Accounting System Subledger Data Quality Machine Learning Ginnie Mae analyzes Master Sub-Servicer (MSS) transaction data on a monthly cadence.   The AI solution allows Ginnie Mae to detect anomalies in this data that would not be detected via traditional methods. Through its use of machine learning models, Ginnie Mae has enhanced its ability to identify data inconsistencies and exceptions associated with its MSS transaction data. Through the early detection of ",unmatched_vendor_text,,Ginnie Mae Financial Accounting System,Ernst & Young,Ginnie Mae analyzes Master Sub-Servicer (MSS) transaction data on a monthly cadence.   The AI solution allows Ginnie Mae to detect anomalies in this data that would not be detected via traditional methods.
HUD,Voice of the Customer,individual,"Medallia; Qualtrics Voice of the Customer (VoC) Voice of the Customer The Office of the Chief Financial Officer, Customer Experience Team works across the department to develop a deep understanding of who our customers are and how we can best serve their needs. The Voice of the Customer application brings the best-in-class voice transcription, speech, and text analytics to customer feedback surveys,  contact center calls and chats. It allows HUD to unlock critical insights that provide deeper un",compound_string,Qualtrics; Medallia,Voice of the Customer (VoC),Medallia; Qualtrics,"The Office of the Chief Financial Officer, Customer Experience Team works across the department to develop a deep understanding of who our customers are and how we can best serve their needs."
NARA,A1 Museum AI Project,individual,"Cortina Exhibit Personalization System (EPS) A1 Museum AI Project The AI is intended to solve the problem of limited document discoverability and intensive manual labor by using automated tagging to personalize the visitor experience and make millions of digital records instantly accessible. NARA will use AI generated tags and topics to recommend and make records available to visitors from a pool of approximately 2 million digital records, freeing up staff time and enhancing and personalizing th",unmatched_vendor_text,,Exhibit Personalization System (EPS),Cortina,The AI is intended to solve the problem of limited document discoverability and intensive manual labor by using automated tagging to personalize the visitor experience and make millions of digital records instantly accessible.
NARA,AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records,individual,N/A N/A AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records The AI is intended to solve the problem of manual processing bottlenecks and privacy risks by automating the identification and redaction of sensitive personal information within massive digitized collections to ensure safe and rapid public access. NARA is using AI to automatically find and remove sensitive personal information from its digitized historical records. This will m,unmatched_vendor_text,,N/A,N/A,The AI is intended to solve the problem of manual processing bottlenecks and privacy risks by automating the identification and redaction of sensitive personal information within massive digitized collections to ensure safe and rapid public access.
NARA,Auto-fill of Descriptive Metadata for Archival Descriptions,individual,"N/A N/A Auto-fill of Descriptive Metadata for Archival Descriptions The AI is intended to solve the problem of the ""descriptive gap"" created by labor-intensive manual cataloging by automatically generating metadata and summaries from document content, allowing NARA to process massive backlogs and make millions of records instantly searchable for the public. NARA is using AI to automatically create descriptions (metadata) for its digital archives. This will save archivists time, make records easi",unmatched_vendor_text,,N/A,N/A,"The AI is intended to solve the problem of the ""descriptive gap"" created by labor-intensive manual cataloging by automatically generating metadata and summaries from document content, allowing NARA to process massive backlogs and make millions of records instantly searchable for the public."
NARA,Automated Data Discovery and Classification Pilot,individual,"N/A N/A Automated Data Discovery and Classification Pilot The AI is intended to solve the problem of inefficient manual data governance and risk assessment by testing automated data classification techniques to organize unstructured datasets, accelerate information discovery, and more accurately identify potential security or privacy vulnerabilities. NARA plans to test how well AI can automatically organize and categorize its data. This pilot project will help NARA understand its data better, fi",unmatched_vendor_text,,N/A,N/A,"The AI is intended to solve the problem of inefficient manual data governance and risk assessment by testing automated data classification techniques to organize unstructured datasets, accelerate information discovery, and more accurately identify potential security or privacy vulnerabilities."
NARA,Create an AI based knowledge articles user interface for working with CRG documents,individual,"N/A N/A Create an AI based knowledge articles user interface for working with CRG documents The AI is intended to improve the case processing by providing staff with an automated retrieval tool that navigates the complex Case Reference Guide to deliver instant, accurate answers for veteran and personnel record requests. NARA is developing an AI-powered tool to help its National Personnel Records Center (NPRC) staff quickly find information in their Case Reference Guide (CRG). This will improve t",unmatched_vendor_text,,N/A,N/A,"The AI is intended to improve the case processing by providing staff with an automated retrieval tool that navigates the complex Case Reference Guide to deliver instant, accurate answers for veteran and personnel record requests."
NARA,Freedom of Information Act (FOIA) Discovery AI Pilot,individual,"N/A N/A Freedom of Information Act (FOIA) Discovery AI Pilot The AI is intended to solve the problem of larger FOIA backlogs and manual review bottlenecks by automating the discovery of relevant records and the redaction of sensitive data, ensuring responses are both rapid and compliant with privacy laws. NARA is piloting the use of AI to improve its responses to Freedom of Information Act requests. This includes AI tools for finding relevant records and automatically redacting sensitive informa",unmatched_vendor_text,,N/A,N/A,"The AI is intended to solve the problem of larger FOIA backlogs and manual review bottlenecks by automating the discovery of relevant records and the redaction of sensitive data, ensuring responses are both rapid and compliant with privacy laws."
NARA,Generative AI Solutions for Workplace Productivity (aka Gemini),individual,"Google Google Workspace / Google Gemini Generative AI Solutions for Workplace Productivity (aka Gemini) The AI is intended to improve employee productivity by providing smarter tools for employees to summarize, draft, and navigate operational records. NARA is exploring how Generative AI tools can help employees work more efficiently and creatively. These AI tools can automate tasks, enhance communication and collaboration, and improve decision-making.",compound_string,Google Workspace; Gemini; Google,Google Workspace / Google Gemini,Google,"The AI is intended to improve employee productivity by providing smarter tools for employees to summarize, draft, and navigate operational records."
