kind,old_id,agency,name
uc,9442,HHS,Warp Intelligent Learning Engine (WILEE)
uc,9443,HHS,Rapid Intuitive Pathogen Surveillance (RIPS)
uc,9444,HHS,AI-Powered Assistant for Pathogen Detection (AIPD)
uc,9445,HHS,Product Label and Text Extraction System (PLATES)
uc,9446,HHS,Data Ingestion and Content Explorer (DICE)
uc,9447,HHS,Smart Solution for Docket Management (SSDM)
uc,9448,HHS,Elsa GenAI Chat Tool
uc,9449,HHS,AI-Assisted Systematic Review and Validation of Analytical Worksheets
uc,9450,HHS,AI-Generated Data Processing and Visualization Code Development
uc,9451,HHS,AI-Enhanced FDA Regulated Commodity Consumption Pattern Analysis
uc,9452,HHS,AI-Enhanced High-Dimensional Matrix Dataset Trend and Correlation Analysis
uc,9453,HHS,ChatBot for Safety Reporting Portal Adverse Events and Product problems submissions
uc,9454,HHS,Machine Learning as a Service: Translate and extract text from images using AI
uc,9455,HHS,"Machine Learning as a Service: Extract data from product labels, business forms, and image files"
uc,9456,HHS,Filer Evaluation prioritization using risk-based decision Machine Learning approach
uc,9457,HHS,Electronic translational services for regulatory documents for articles offered for import
uc,9458,HHS,AI-Powered Video Analytics for Law Enforcement
uc,9459,HHS,Computer Vision to translate and mine Product Labeling photos to analyze labeling for potential violations
uc,9460,HHS,Intelligent Document Processing to analyze current import entry documentation for potential discrepancies
uc,9461,HHS,AI Audit Resolution Assistant (AIARA)
uc,9462,HHS,Knowledge Navigator
uc,9463,HHS,Medical records summarization
uc,9464,HHS,NOFO Compliance Assistant
uc,9465,HHS,PRF Program Chatbot
uc,9466,HHS,Scholar Match
uc,9467,HHS,Scholarship Insight
uc,9468,HHS,Site Application Analysis
uc,9469,HHS,RefineAI - Enhanced Summary Statements
uc,9470,HHS,FOIA Exemption-Aligned Redaction
uc,9471,HHS,HRSA Data Warehouse ChatBot
uc,9472,HHS,Code Conversion for PowerBI Migration
uc,9473,HHS,HRSA Fact Sheets
uc,9474,HHS,Program Reporting  System Knowledge base Chatbot
uc,9475,HHS,Program Reporting  System  Natural Language Search
uc,9476,HHS,"AI identification of ""High-Risk"" Health Centers"
uc,9477,HHS,Targeted Technical Assistance
uc,9478,HHS,Program Compliance and Reporting Knowledge Base Chatbot
uc,9479,HHS,NICHD RPAB AI/ML NICHD Relevance Model
uc,9480,HHS,Applying for Grants Chat Bot
uc,9481,HHS,Assisted Referral Tool (ART)
uc,9482,HHS,Autism Spectrum Disorder (ASD) Classification Model for Children using Deep Neural Network
uc,9483,HHS,Automated approaches for table extraction
uc,9484,HHS,Automated Basic-Applied Categorization of extramural grants
uc,9485,HHS,Biomedical Citation Selector (BmCS)
uc,9486,HHS,Clinical Trial Predictor
uc,9487,HHS,ClinicalTrials.gov Protocol Registration and Results System Review Assistant
uc,9488,HHS,Collections Summarization Chatbot
uc,9489,HHS,CSR Public Chatbot (CPC)
uc,9490,HHS,DAIT AIDS-Related Research Solution
uc,9491,HHS,Detecting Overlapping Science (DOS)
uc,9492,HHS,Detection of Implementation Science focus within incoming grant applications
uc,9493,HHS,Expansion of Generative AI (GenAI) Caption Generation for all Collections Videos
uc,9494,HHS,Federal IT Acquisition Reform Act (FITARA) Tool
uc,9495,HHS,Generative AI (GenAI) Still Image Tagging
uc,9496,HHS,individual Functional Activity Composite Tool (inFACT)
uc,9497,HHS,Internal Referral Module (IRM)
uc,9498,HHS,JIT Automated Calculator (JAC)
uc,9499,HHS,LLM Support for Admin Services
uc,9500,HHS,Mapping Sequence Data to Research Outcomes
uc,9501,HHS,Medical Text Indexer-NeXt Generation (MTIX) MEDLINE Indexing
uc,9502,HHS,MicroStrategy Evaluation
uc,9503,HHS,NanCI: Connecting Scientists
uc,9504,HHS,NBS Virtual Assistant
uc,9505,HHS,"NCI-DOE Collaboration, MOSSAIC project (Modeling Outcomes using Surveillance Data and Scalable AI for Cancer)"
uc,9506,HHS,NHLBI Chat
uc,9507,HHS,NIAMS AI Chatbot Pilot
uc,9508,HHS,NICHD RPAB AI/ML Application Referral System
uc,9509,HHS,NLP Automated Referral
uc,9510,HHS,OCIO GenAI Advisor
uc,9511,HHS,OIT Help Desk Chatbot
uc,9512,HHS,Person-level disambiguation for PubMed authors and NIH grant applicants
uc,9513,HHS,Portfolio Analysis Summarization Tool (PAST)
uc,9514,HHS,Program Classification Coding
uc,9515,HHS,RCDC AI Validation Tool
uc,9516,HHS,Research Performance Progress Report (RPPR) Report Comparison
uc,9517,HHS,Scientific summaries tool
uc,9518,HHS,Similarity-based Application and Investigator Matching (SAIM)
uc,9519,HHS,SRDMS NLP COI
uc,9520,HHS,Stem Cell Auto Coder
uc,9521,HHS,Study Section Clustering Tool (SSCT)
uc,9522,HHS,Synonymy prediction in the UMLS Metathesaurus
uc,9523,HHS,TB Case Browser Image Text Detection
uc,9524,HHS,Tool for PO Lookup Assignment (TPAL)
uc,9525,HHS,Transformative Research Award Anonymization Check (TRAAC)
uc,9526,HHS,Machine learning pipeline for mining citations from full-text scientific articles
uc,9527,HHS,Machine learning system to predict translational progress in biomedical research
uc,9528,HHS,AI Software for Conference/Workshop Summaries
uc,9529,HHS,CylanceProtect
uc,9530,HHS,NIH Grants Virtual Assistant
uc,9531,HHS,Open AI SharePoint Document Assistant
uc,9532,HHS,Splunk IT System Monitoring Software
uc,9533,HHS,Aivia
uc,9534,HHS,Alphafold
uc,9535,HHS,Automated approaches to analyzing scientific topics
uc,9536,HHS,cryoDGRN
uc,9537,HHS,crYOLO
uc,9538,HHS,CryoSPARC
uc,9539,HHS,DeepEMhancer
uc,9540,HHS,Dual Use Research of Concern (DURC) Categorization LLM
uc,9541,HHS,FIJI
uc,9542,HHS,Identification of emerging areas
uc,9543,HHS,Imaris
uc,9544,HHS,ModelAngelo
uc,9545,HHS,NIGMS Azure Open AI
uc,9546,HHS,Pangolin Lineage Classification of SARS-CoV-2 Genome Sequences
uc,9547,HHS,Prediction of protein 3D structures
uc,9548,HHS,Prediction of transformative breakthroughs
uc,9549,HHS,Ptolemy
uc,9550,HHS,Research Area Tracking Tool
uc,9551,HHS,Systematic investigation of the National Human Genome Research Institute History of Genomics and the Human Genome Project Archive
uc,9552,HHS,TB DEPOT (Tuberculosis Data Exploration Portal)
uc,9553,HHS,TB Portals Outlier Detection Lambda Function
uc,9554,HHS,Topaz
uc,9555,HHS,Protein Modeling with AlphaFold
uc,9556,HHS,eSlate Bot
uc,9557,HHS,SRO Handbook Bot
uc,9558,HHS,Detection/Identification of Reviewer Expertise and Grant Application Content
uc,9559,HHS,Detection of AI-Generated Reviewer Critiques
uc,9560,HHS,MirBot
uc,9561,HHS,Notebooks Hub
uc,9562,HHS,Ask Aithena
uc,9563,HHS,Writing code using AI
uc,9564,HHS,ChIRP - A ChatGPT Model for the NIH Intramural Community
uc,9565,HHS,Software Approval Agent
uc,9566,HHS,LibreChat
uc,9567,HHS,Ethics AI Agent
uc,9568,HHS,Help Desk AI Assistant
uc,9569,HHS,Data Management and Sharing Plans - Assistant Review Tool
uc,9570,HHS,ITAC SOP Chat
uc,9571,HHS,BDC Website Search
uc,9572,HHS,BioData  Catalyst Harmonized Data Model
uc,9573,HHS,NHLBI Chat Workflow - Data Management and Sharing Plan
uc,9574,HHS,NHLBI Chat Workflow - Foreign Component
uc,9575,HHS,Merops
uc,9576,HHS,OSPIDA RPAB Scientific Coding Assistance Tool (CAT)
uc,9577,HHS,AWS Exscribo
uc,9578,HHS,Virtual Assistant for the NIAMS Grant Management Applications
uc,9579,HHS,Grant award process efficiency
uc,9580,HHS,Coding translation
uc,9581,HHS,Assist in research on the association between hearing loss and dementia for the NIDCD EARssentials hot topic presentation
uc,9582,HHS,AI-generated podcast describing recent advances in methods for analysis of RNA-seq data
uc,9583,HHS,AI-Enhanced Journal Clubs
uc,9584,HHS,Grants Portfolio Analysis
uc,9585,HHS,Identifying pain vs non-pain research
uc,9586,HHS,HEAL Portfolio Topic Analysis
uc,9587,HHS,Determining how federal pain resarch has responded to the Federal Pain Research Strategy.
uc,9588,HHS,Transformer-Based Metadata Alignment Workflow
uc,9589,HHS,LLM-Assisted Referral Justification Email Generator
uc,9590,HHS,AI Assist
uc,9591,HHS,Portfolio analysis and grant summarizing program
uc,9592,HHS,RAG System For Travel Planning
uc,9593,HHS,Generating Metadata for Web Archive Resources
uc,9594,HHS,Incorporating External Information into Taxonomy
uc,9595,HHS,Using Llama to summarize PubMed Central (PMC) full text articles that contain information on protein function
uc,9596,HHS,Leveraging NLP and LLMs to identify and characterize NIH prevention research via 160-topic taxonomy
uc,9597,HHS,Driving Efficiency and Expansion of Dietary Supplement Label Database Data through AI
uc,9598,HHS,AI-enabled User Support and Impact Monitoring
uc,9599,HHS,Section 508 Azure OpenAI Chatbot
uc,9600,HHS,Enhancing the RCDC with Generative AI
uc,9601,HHS,NIH Travel Policy AI Chatbot
uc,9602,HHS,PowerAutomate Delinquent Submissions
uc,9603,HHS,ABE (AI-driven. Beneficial. Efficient.)
uc,9604,HHS,Sub Can Line Finder
uc,9605,HHS,AI Harvest Service
uc,9606,HHS,Federal Assistant AI Agent
uc,9607,HHS,Similar Opportunities (KNN)
uc,9608,HHS,Applicant Help Chatbot
uc,9609,HHS,GrantSolutions Text Analyzer Tool
uc,9610,HHS,GrantSolutions AI Writing Assistant
uc,9611,HHS,GrantSolutions Recipient Risk Tool
uc,9612,HHS,GrantSolutions Non?Competing Continuation Approval Tool
uc,9613,HHS,GrantSolutions Helpdesk Agent
uc,9614,HHS,GrantSolutions Non?Competing Continuation Review Tool
uc,9615,HHS,ChatGPT
uc,9616,HHS,CoPilot Outlook
uc,9617,HHS,DECIDE
uc,9618,HHS,Document drafting and editing
uc,9619,HHS,Document summarization
uc,9620,HHS,AWS Kendra Search tool
uc,9621,HUD,Counterparty Risk Anomaly Detection
uc,9622,HUD,Subledger Data Quality Machine Learning
uc,9623,HUD,"Automated Draft Narrative Reports

Previously ""Automating Draft Counterparty Credit Narrative Reports""; have since expanded to general enterprise use."
uc,9624,HUD,Voice of the Customer
uc,9625,HUD,Quantitative Text Analysis
uc,9626,HUD,Translation of Digital Media
uc,9627,HUD,Microsoft Copilot
uc,9628,HUD,Amazon Textract for automatic signature identification
uc,9629,HUD,Email Assistant
uc,9630,HUD,CAISY - Workforce Training Conversation Simulator
uc,9631,HUD,FHA Resource Center Chatbot
uc,9632,NARA,Generative AI Solutions for Workplace Productivity (aka Gemini)
uc,9633,NARA,A1 Museum AI Project
uc,9634,NARA,NARA@WORK Kendra Search
uc,9635,NARA,Amelia Earhart AI Search
uc,9636,NARA,AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records
uc,9637,NARA,AI based Semantic Search for National Archives Catalog (aka ArchiAI)
uc,9638,NARA,Auto-fill of Descriptive Metadata for Archival Descriptions
uc,9639,NARA,Topic Summarizer and Entity Extraction using AI
uc,9640,NARA,Create an AI based knowledge articles user interface for working with CRG documents
uc,9641,NARA,EOP 42 Search PoC using AI Based Semantic Search
uc,9642,NARA,Freedom of Information Act (FOIA) Discovery AI Pilot
uc,9643,NARA,Archives.gov AI search
uc,9644,NARA,Develop a Natural Language Based Chat Interface (like ChatGPT) to Interact With the Archival Documents
uc,9645,NARA,Automated Data Discovery and Classification Pilot
uc,9646,NASA,Anomaly Detection and Precursor Identification in UAV flight data
uc,9647,NASA,Autoresolver/Tailored Arrival Manager
uc,9648,NASA,Deep Learning for Flood Mapping (DELTA)
uc,9649,NASA,Distributed Spacecraft Autonomy
uc,9650,NASA,ExoMiner discovery of ExoPlanets via data from the Kepler and TESS space telescopes
uc,9651,NASA,Explainable and robust deep semi-supervised model for multi-class anomaly detection in flight data
uc,9652,NASA,Anomaly detection in aeronautics data with quantum-compatible discrete deep generative model
uc,9653,NASA,Machine Learning Airport Surface Model: Airport Configuration Prediction
uc,9654,NASA,Machine Learning Airport Surface Model: Arrival Runway Prediction
uc,9655,NASA,Machine Learning Airport Surface Model: Departure Runway Prediction
uc,9656,NASA,Machine Learning Airport Surface Model: Estimated ON Time Prediction
uc,9657,NASA,Machine Learning Airport Surface Model: Taxi-in Prediction
uc,9658,NASA,Machine Learning Airport Surface Model: Taxi-out Prediction
uc,9659,NASA,NextGen Advanced Methods: ATCSCC Webinar Speech2Text and Analysis
uc,9660,NASA,NextGen Data Analytics: Letters of Agreement
uc,9661,NASA,Unsupervised anomaly detection in flight data with deep variational autoencoders
uc,9662,NASA,Aero-Engines AI - a machine-learning app for aircraft engine system-performance prediction
uc,9663,NASA,Graph Neural Networks for Airfoil Performance Prediction
uc,9664,NASA,Inverse Design of Materials
uc,9665,NASA,MADI - Strategic Foresight and Knowledge Management infrastructure for ARMD/TACP/CAS
uc,9666,NASA,Applying machine learning techniques to enhance the sensitivity and selectivity of multifunctional sensor platform
uc,9667,NASA,Artificial Intelligent Co-Processor Slice with Google Coral TPU For Automated Onboard Data-Product Generation
uc,9668,NASA,cFS High Performance Computing Framework (cFS HPCF)
uc,9669,NASA,Creating U-Net + LSTM Hybrid Architecture for Image Series Analysis
uc,9670,NASA,Deep Learning for Communication-Limited Spacecraft
uc,9671,NASA,Development of new tools for detecting and assessing resilient agriculural systems farm performance
uc,9672,NASA,Earth Information System Fire Pilot
uc,9673,NASA,Enabling Autonomous Differential Drag Control and Attitude Maneuvering Using Onboard Artificial Intelligence (AI) for SmallSat Distributed Space Missions (DSMs)
uc,9674,NASA,Forest responses to climate change
uc,9675,NASA,From Single Spacecraft to Synchronized Swarms: Fault Diagnosis for Distributed Spacecraft Mission Resilience
uc,9676,NASA,HEASARC X-ray Spectra and Light Curve data sets
uc,9677,NASA,High Rate Digital Spectrometer Enhancement with Neural Network AI
uc,9678,NASA,High Resolution Earth and Planetary Atmospheric Predictions using Machine Learning
uc,9679,NASA,HyperMapping with Hyperspectral Precise Pointing Optical Sensor (HYPPOS) for Decadal Survey Mission Pathfinder Activities
uc,9680,NASA,Knowledge Capture: helionauts.org
uc,9681,NASA,M4OPT: Multi-Mission Multi-Messenger Observation Planning Toolkit
uc,9682,NASA,Machine Intelligence for Small Satellites
uc,9683,NASA,Machine Learning of Ocean Worlds Laboratory Analog Seawater Volatiles
uc,9684,NASA,MERRAMax Automated feature selection
uc,9685,NASA,Multi-temporal analytic center framework
uc,9686,NASA,"Optimization of Machine Learning Algorithms for Lidar to Detect Aerosols, Clouds, and the PBL (Planetary Boundary Layer)"
uc,9687,NASA,"Parameter estimation, emulator building, model tuning and sensitivity analysis of the ocean carbon cycle using  ML"
uc,9688,NASA,PIC-ASIC Spectrometer Demonstration for Ultrawideband and Hyperspectral Microwave Sounding
uc,9689,NASA,Portable flow inferencing device using Fourier Ptychography and Deep Learning for detection of biosignatures
uc,9690,NASA,RAMjET: RApid Machine lEarned Triage - AI to classify astrophysical phenomena in photometric lightcurves
uc,9691,NASA,Reconstruction of cloud vertical structure
uc,9692,NASA,Research in Aritificial Intelligence for Spacecraft Resilience (RAISR)
uc,9693,NASA,Science Translation with AI
uc,9694,NASA,Semi-Automatic Landslide Detection (SALaD)
uc,9695,NASA,SpectraClass: Semi-supervised learning in a Jupyter Notebook
uc,9696,NASA,"SWaP-efficient, fast-wavelength-steering and time-division-multiplexing lidar technology capable of multi-beam ranging and concurrent hyper-spectral imaging"
uc,9697,NASA,Toward Resilient Spacecraft: Artificially Intelligent Reasoning for Diagnosing Safe Modes
uc,9698,NASA,Towards Scientific Autonomy:  Applying Machine Learning to MOMA Science Data
uc,9699,NASA,Training Data for Streamflow Estimation
uc,9700,NASA,Unification of laboratory and observational data via learning algorithms for robust models of ice microphysics
uc,9701,NASA,Using Machine Learning to Detect and Build Calibrated CME Datasets
uc,9702,NASA,Vlasov Informed Super Resolution (VISR)
uc,9703,NASA,AEGIS: Autonomous Exploration for Gathering Increased Science
uc,9704,NASA,Agile Science
uc,9705,NASA,ASPEN Mission Planner
uc,9706,NASA,CLASP Coverage Planning & Scheduling
uc,9707,NASA,Dynamic Targeting
uc,9708,NASA,Enhanced AutoNav for Perseverance Rover on Mars
uc,9709,NASA,Groundwater data interpolation in California’s Central Valley using multimodal data fusion and multivariate sequence-to-sequence transformation models
uc,9710,NASA,Hybrid On-Board and Ground-Based Processing of Massive Sensor Data (HyspIRI IPM)
uc,9711,NASA,Mars2020 Rover (Perseverance)
uc,9712,NASA,MLNav (Machine Learning Navigation)
uc,9713,NASA,Neural network accelerated radiative transfer modeling
uc,9714,NASA,Perseverance Rover on Mars - Terrain Relative Navigation
uc,9715,NASA,Providing visualization tools and streamlining the detection and tracking of wildfire-induced smoke plumes during the Fire Influence on Regional to Global Environments and Air Quality (FIREX-AQ) mission
uc,9716,NASA,SCOTI (Scientific Captioning of Terrain Images)
uc,9717,NASA,SPOC (Soil Property and Object Classification)
uc,9718,NASA,Trusted and exPlainable Artificial Intelligence for Saving Lives (TruePAL) Technology for First Responder Safety
uc,9719,NASA,Volcano SensorWeb
uc,9720,NASA,Classification of features in Crew Earth Observations imagery
uc,9721,NASA,Cloud masks from Crew Earth Observations imagery
uc,9722,NASA,Comment Analytics Dashboard
uc,9723,NASA,Crew Earth Observations automated georeferencing/geolocation
uc,9724,NASA,Machine Learning for RFID (Radio Frequency Identification) tag localization to support logistics
uc,9725,NASA,Noise suppression in Human Spaceflight audio systems
uc,9726,NASA,Adaptive Neural Network Molecular Dynamics
uc,9727,NASA,Aerosol and Cloud Identification in SAGE III/ISS Aerosol Extinction Profiles
uc,9728,NASA,AMP: An Automated Metadata Pipeline
uc,9729,NASA,Application of High-Dimensional Fuzzy K-mean Cluster Analysis to CALIOP (Cloud-Aerosol Lidar with Orthogonal Polarization) / CALIPSO (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observatory) Version 4.1 Feature Classifications
uc,9730,NASA,CERES FluxByCldTyp Data Product Narrowband-to-Broadband Algorithm Improvement Through Deep Neural Network (DNN)
uc,9731,NASA,Cloud Detection Neural Network
uc,9732,NASA,Combining Satellite and Ground-based Observations to Improve Cloud Ceiling Observations over CONUS for Aviation Weather
uc,9733,NASA,Detection of multi-layered clouds from multispectral MODIS/VIIRS data using an artificial neural network trained with CALIPSO-CloudSat data.
uc,9734,NASA,Developing Quantum Reservoir Computing Hardware and Software for Deep Learning
uc,9735,NASA,Estimation of Multilayered Cloud Properties from Geostationary Satellite Imager Data
uc,9736,NASA,Estimation of Multilayered Cloud Properties from Low-Earth-Orbit Satellite Imager Data
uc,9737,NASA,Geostationary Satellite Sounder Pathfinder Project for 4-D Atmospheric Thermodynamics and Winds
uc,9738,NASA,Identifying Aerosol Subtypes from CALIPSO Lidar Profiles Using Deep Machine Learning
uc,9739,NASA,Identifying flaws in manufacturing of composites
uc,9740,NASA,Improvements in Global Nighttime Satellite Cloud Analyses for Weather and Climate
uc,9741,NASA,Improving CERES Low-Latency Surface Radiation Fluxes with Machine/Deep Learning
uc,9742,NASA,Intelligent Contingency Management
uc,9743,NASA,Lessons Learned Bot (LLB)
uc,9744,NASA,Machine Learning for Advancing Risk Precursor Identification Tools in Commercial Airline Terminal Area Operations (out of D318)
uc,9745,NASA,Mitigating Problematic GOES-17 Infrared Radiances at Night for Weather and Climate Applications
uc,9746,NASA,NASA OCIO STI Concept Tagging Service
uc,9747,NASA,New Skin Temperature Analyses for Satllite Cloud Retrievals
uc,9748,NASA,Nocturnal Opaque Ice Cloud Optical Depth Analyses from MODIS Multispectral Infrared Radiances
uc,9749,NASA,PACE-MAPP
uc,9750,NASA,Polar Nighttime Cloud Detection Using an Artificial Neural Network
uc,9751,NASA,Probabilistic calibration framework for finite element thermal process modeling of metallic additive manufacturing. Application to promote certification/qualification of load critical aerospace flight parts.
uc,9752,NASA,Retrieving Aerosol Optical Depth and High Spatial Resolution Ocean Surface Wind Speed From CALIPSO: A Neural Network Approach
uc,9753,NASA,Severe Storm Prediction via Overshooting Cloud Top and Above Anvil Cirrus Plume Image Recognition from Satellite Imager Data
uc,9754,NASA,Using Natural Language Processing to Help Automate the Standardization of PI Variable Names from ICARTT Files
uc,9755,NASA,Airplane detection
uc,9756,NASA,Automated Dust detection in satellite imagery
uc,9757,NASA,Deep Learning-based Hurricane Intensity Estimator
uc,9758,NASA,GCMD Keyword Recommender (GKR)
uc,9759,NASA,Marine debris detection using deep learning and high resolution satellite images
uc,9760,NASA,Near-Reality Slosh Model using AIML
uc,9761,NASA,Phenomena Detection Portal
uc,9762,NASA,Pixel-Level Smoke Detection Model with Deep Learning
uc,9763,NASA,Predicting streamflow with deep learning
uc,9764,NASA,Ship detection
uc,9765,NASA,Sinatra Software for Anomaly Detection
uc,9766,NASA,INtelligent StennIs Gas House Technology (INSIGHT)
uc,9767,NASA,NASA Platform for Autonomous Systems (NPAS)
uc,9768,NASA,Autonomous WAiting Room Evaluation (AWARE)
uc,9769,NASA,Pre-trained microscopy image neural network encoders
uc,9770,NASA,Surrogate Models for Efficient Multiscale Modeling of Composite Materials
uc,9771,NASA,Federated Learning Using In-Space Data (FLUID )
uc,9772,NASA,Mapping Digital Infrastructure (MADI)
uc,9773,NASA,Use of AI for UAV power train monitoring
uc,9774,NASA,Nighttime Combustion Detection from NASA’s Black Marble
uc,9775,NASA,Biological and Physical Sciences (BPS) RNA Sequencing Benchmark Training Dataset
uc,9776,NASA,NIR spectroscopy-based analytical tool for immediate determination of chemical signature
uc,9777,NASA,Improved Differential Dynamic Microscopy (DDM) tool for characterization of soft matter
uc,9778,NASA,The On-board Artificial Intelligence Research (OnAIR) Platform
uc,9779,NASA,Troupe Rover Demonstration
uc,9780,NASA,Manager for Intelligent Knowledge Access (MIKA)
uc,9781,NASA,AdaStress
uc,9782,NASA,Rover ML-based vision system
uc,9783,NASA,ImageLabeler
uc,9784,NASA,Oceanic cold pool detection using scatterometer winds
uc,9785,NASA,Similarity Search for Earth Science Image Archive
uc,9786,NASA,PASSION Computer
uc,9787,NASA,Instantaneous Clarity of Ambient eNvironment Capability (ICAN-C)
uc,9788,NASA,Trajectory mission design
uc,9789,NASA,TAPAS (Track Augmentation and Performance Analysis System)
uc,9790,NASA,Onboard Planner for Mars2020 Rover (Perseverance)
uc,9791,NASA,"SensorWeb: Volcano, Flood, Wildfire, and others."
uc,9792,NASA,Mexec Onboard Planning and Execution
uc,9793,NASA,Requirement Alignment (REQAL)
uc,9794,NASA,"Robust, Explainable Autonomy for Scientific Icy Moon Operations (REASIMO)"
uc,9795,NASA,Friction Stir Weld Control
uc,9796,NASA,"AI Digital Assistants (HRP) [was ""Doc in a Box"" for Earth Independent Medical Operations (EIMO)]"
uc,9797,NASA,Data Fracking (HRP)
uc,9798,NASA,AIML for Code Review and Workforce Augmentation (converted to collective)
uc,9799,NASA,OCFO External Performance Reporting
uc,9800,NASA,Reinforcement Learning for Lunar Lander Real Time Optimal Trajectory
uc,9801,NASA,OCFO Credit Risk and Defaul Estimation Tool
uc,9802,NASA,OCFO President Budget Request RAG
uc,9803,NASA,Borescope Artificial Intelligence (BAI)
uc,9804,NASA,Coupled Loads Analysis Research Assistant (CLARA)
uc,9805,NASA,NASA E-Nose for the detection of disease using breath analysis
uc,9806,NASA,SERVIR Applied Deep Learning Book
uc,9807,NASA,Atomistic Force Field Accelerator (ARFFA)
uc,9808,NASA,Advanced Air Mobility Digital Assistant
uc,9809,NASA,Large language models for food security outlooks
uc,9810,NASA,Foundation model for Weather and Climate
uc,9811,NASA,Foundation Model for Helio Physics
uc,9812,NASA,Design Optimization of Turbomachinery Rotor Blades using Neural Network Surrogate Models
uc,9813,NASA,Spaceport Throughput Analysis Resource
uc,9814,NASA,Deep Learning Inhale Breath Detection Model to Support CO2 Washout Suit TestingInspired CO2 Algorithm for Respiration User Signals (ICARUS): A Deep Learning Model to Enable Real-Time and Post-Test ppCO2 Inspired Calculations
uc,9815,NASA,SVM Classification of Write-in Topics from MSD Customer Sat Survey
uc,9816,NASA,Solar Sail Shape Reconstruction
uc,9817,NASA,ATLAS
uc,9818,NASA,NASA-GPT: Retrieval-Augmented Generation using NTRS and more
uc,9819,NASA,Hierarchical U.N. Standard Product and Service Code Classification through logistic regression with the scikit-learn library
uc,9820,NASA,ChatGSFC
uc,9821,NASA,General AI LLM Chatbot for NASA CUI Data: Accelerated Langley Transformation Initiative Research Assistant (ALTIRA)
uc,9822,NASA,Aerial AId: Visual data processing with AI in emergency scenarios for quick decision making
uc,9823,NASA,Implement machine learning in NMIS to assist with mishap coding
uc,9824,NASA,XR Enabling Technologies for Hardware Integration & Test Process Improvement
uc,9825,NASA,DSM Autonomy: Capability Integration/Demonstration and Mission Resilience
uc,9826,NASA,Implementing Intelligent Extensible Mission Architectures (IEMA)
uc,9827,NASA,A diagnostic package to facilitate and enhance chemical mechanism implementations within regional and global atmospheric chemistry models
uc,9828,NASA,A machine learning tool to assist the validation of HPLC analysis of phytoplankton pigments at NASA GSFC
uc,9829,NASA,A Neural Network Retrieval for Aerosol Optical Depth
uc,9830,NASA,Adding Blowing Snow Diagnosis to the GEOS Capability for Improved Surface Mass Balance and Weather Applications
uc,9831,NASA,Aerosol and Cloud Detection Using Machine Learning Algorithms and Space-Based Lidar Data
uc,9832,NASA,AI Foundation Model for Weather and Climate
uc,9833,NASA,AI Prediction Algorithms for Autonomous Science and Operations
uc,9834,NASA,Algorithm developments for synergistic use of water quality products from multispectral and hyperspectral satellite observations
uc,9835,NASA,An Urban Information System to Assess Neighborhood Climate Risk and Daily Exposures in Cities
uc,9836,NASA,Analysis of GES DISC datasets through NLP and TF-IDF techniques analyzing publications
uc,9837,NASA,Applying machine learning in improving parameters in the global river routing model
uc,9838,NASA,Applying Machine Learning to Earth Ozone Retrieval: Improving Scattering Calculations and Correcting Systematic Errors
uc,9839,NASA,Automated Quality Control Scheme for GPM Satellite Precipitation Products
uc,9840,NASA,Automated segmentation of chemical and mineralogical maps
uc,9841,NASA,Autonomous Network Security
uc,9842,NASA,Autonomous Obstacle Avoidance of Mobile Robots using Reinforcement Learning
uc,9843,NASA,Autonomus Path Planning of Robot Manipulators using Reinforcement Learning
uc,9844,NASA,Background matrix Generation with Stable Diffusion
uc,9845,NASA,Bias correction of fluorescence retrievals with neural networks
uc,9846,NASA,Bias correction of GEOS S2S forecast using machine learning
uc,9847,NASA,Bias correction to GOES-R PM2.5 for US EPA AirNow system
uc,9848,NASA,Bidirectional water leaving signal extraction and correction using neural networks
uc,9849,NASA,Boosting Inversion Research and Data Processing at GSFC with AI
uc,9850,NASA,Building On Fundamentals:  Reducing Power and Improving Performance With Intelligent Radiometers
uc,9851,NASA,CALET Cosmic Ray Data Analysis
uc,9852,NASA,Code Assistant Pilot Study
uc,9853,NASA,Dataset Recommender
uc,9854,NASA,Deep learning for Environmental and Ecological Prediction-eValuation and Insight with Ensembles of Water quality (DEEP-VIEW)
uc,9855,NASA,Demonstrate High-Level Space Mission Requirement Flowdown to Software Requirements Using Generative Artificial Intelligence (AI)
uc,9856,NASA,Determining Cloud Particle Types Using Backscatter Lidar Data and a Clustering Approach
uc,9857,NASA,Development of a machine learning emulator for CAM-CMAQ to improve wildfire smoke forecasts
uc,9858,NASA,Development of digital twin technologies for climate prediction
uc,9859,NASA,"Development of real-time high-resolution air quality maps through combination of model output, satellite data, and ancillary Google datasets"
uc,9860,NASA,Dynamic Time Interpolation using Spherical Harmonic Neural Operator Models
uc,9861,NASA,"ECCOH & ""Quick Chemistry"" for Atmospheric Composition and Climate Studies"
uc,9862,NASA,ESDIS VisML
uc,9863,NASA,Estimate global satellite AOD from visible to ultra-violet
uc,9864,NASA,Fast neural network emulator for vector radiative transfer simulations
uc,9865,NASA,Fast radiative transfer emulation for GHG retrievals
uc,9866,NASA,Fast Retrieval Emulators for Instrumenting Climate Models
uc,9867,NASA,FluxSat Gross Primary Production - global upscaling of eddy covariance with machine learning
