use_case_id_2024,tagged_by_agent,quality_flags_json,reasoning,confidence,entry_type,is_generative_ai,ai_sophistication,deployment_scope,is_general_llm_access,is_coding_tool,tool_product_name,tool_vendor
35827,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
35829,wave2a-continued,"[""material_divergence"", ""tagging_error_2025""]",is_generative_ai 2024=1 vs 2025=0; narrative mentions genai marker; 2025 tag of 0 likely wrong,medium,,,,,,,,
35832,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
35834,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
35839,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
35840,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
35847,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,medium,,,,,,,,
35848,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
35850,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,medium,,,,,,,,
35851,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,medium,,,,,,,,
35853,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,medium,,,,,,,,
35854,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,medium,,,,,,,,
35866,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,medium,,,,,,,,
35884,wave2a-continued,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers); entry_type also shifted product_feature->product_deployment,medium,,,,,,,,
35886,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; agency added generative AI between cycles,medium,,,,,,,,
35889,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster nlp_specific->general_llm; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
35906,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; agency added generative AI between cycles,medium,,,,,,,,
35909,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (team->bureau); likely real rollout,medium,,,,,,,,
35910,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
35912,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster general_llm->nlp_specific; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
35918,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster computer_vision->general_llm,medium,,,,,,,,
35925,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
35926,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
35927,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
35928,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
35930,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
35932,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
35938,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
35944,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm,medium,,,,,,,,
35949,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
35950,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",ai_sophistication crossed cluster computer_vision->general_llm; scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
35970,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
35971,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm,medium,,,,,,,,
35974,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
35975,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
35984,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted generic_use_pattern->product_deployment; agency added generative AI between cycles,medium,,,,,,,,
35985,wave2a-continued,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers); entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
35989,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
35993,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster general_llm->nlp_specific,medium,,,,,,,,
35996,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster general_llm->nlp_specific; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
36000,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
36009,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
36012,wave2a-continued,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers),low,,,,,,,,
36026,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
36034,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; scope grew narrow->broad (pilot->bureau); likely real rollout; agency added generative AI between cycles,medium,,,,,,,,
36044,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster predictive_analytics->agentic,medium,,,,,,,,
36056,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; scope grew narrow->broad (pilot->bureau); likely real rollout; agency added generative AI between cycles,medium,,,,,,,,
36058,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster nlp_specific->general_llm; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
36059,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster nlp_specific->general_llm; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
36061,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
36068,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
36072,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
36076,wave2a-continued,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,medium,,,,,,,,
36083,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm,medium,,,,,,,,
36085,wave2a-continued,"[""material_divergence"", ""tagging_error_2025""]",is_generative_ai 2024=1 vs 2025=0; narrative mentions genai marker; 2025 tag of 0 likely wrong,medium,,,,,,,,
36092,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
36094,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted generic_use_pattern->product_deployment; agency added generative AI between cycles,medium,,,,,,,,
36099,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; entry_type also shifted generic_use_pattern->product_deployment,medium,,,,,,,,
36101,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
36105,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; agency added generative AI between cycles,medium,,,,,,,,
36109,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
36113,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
36114,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; agency added generative AI between cycles,medium,,,,,,,,
36116,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
36119,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm; entry_type also shifted custom_system->product_deployment,medium,,,,,,,,
36177,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
36181,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->agentic,medium,,,,,,,,
36182,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->agentic,medium,,,,,,,,
36183,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->agentic,medium,,,,,,,,
36185,wave2a-continued,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers),low,,,,,,,,
36186,wave2a-continued,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers),low,,,,,,,,
36207,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,medium,,,,,,,,
36212,wave2a-continued,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers),low,,,,,,,,
36222,wave2a-continued,"[""material_divergence""]",ai_sophistication crossed cluster classical_ml->general_llm,medium,,,,,,,,
36238,wave2a-continued,"[""material_divergence"", ""drift_legitimate""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; agency added generative AI between cycles,medium,,,,,,,,
36241,wave2a-continued,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,medium,,,,,,,,
