queue_id,use_case_id,source_text,decision,mapped_canonical_product,proposed_new_product_name,proposed_vendor,confidence,search_attempted,search_query,evidence_url,notes
3521,9388,"Peraton, Inc. Medicare Enrollment & Premium Billing Systems (MEPBS) Eligibility & Enrollment Medicare Online (ELMO) Chatbot Assist Medicare caseworkers in navigating a fairly complex application",service_contractor_only,,,,medium,no,,db_row_9388,leading contractor names; no recognizable product
3522,9394,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: 356H Machine Learning (ML) Facility Supply Chain Role Classification
Previously: 356H ML Facility Supply Chain Role Classification Manual classification of facility supply chain roles from FDA industry submissions (356h forms) is time-consuming and inefficient",service_contractor_only,,,,medium,no,,db_row_9394,leading contractor names; no recognizable product
3523,9400,"Deloitte CDEROne Analytics: FISMA-high environment Annual Report CMC FDA receives numerous annual reports from drug manufacturers containing important manufacturing and quality information, but key details can be difficult to locate quickly within lengthy documents.",service_contractor_only,,,,medium,no,,db_row_9400,leading contractor names; no recognizable product
3524,9401,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: Application References
Previously: Application-DMF Reference FDA receives extensive drug application submissions that contain valuable references to related applications, but these relationships aren't always captured in existing regulatory databases.",service_contractor_only,,,,medium,no,,db_row_9401,leading contractor names; no recognizable product
3525,9402,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: Extracting DMF Facilities from unstructured documents
Previously: DMF (Drug Master File) Facilities FDA receives Drug Master File (DMF) submissions containing valuable information about manufacturing facilities, but this data exists in various document formats that require manual review to compile comprehensive facility information.",service_contractor_only,,,,medium,no,,db_row_9402,leading contractor names; no recognizable product
3526,9403,"Contractor teams FAERS Renamed: Information Visualization Platform (InfoViP) to Support Analysis of FAERS safety reports
Previously: Information Visualization Platform (InfoViP) to Support Analysis of adverse event reports The AI is intended to support the analysis of FAERS Individual Case Study Reports in post-market safety surveillance by automating duplicate detection, creating temporal visualizations, and classifying reports by information quality.",agency_internal_system_name,,,,medium,no,,db_row_9403,agency program/system acronym; vendor is contractor without product name
3527,9405,"Deloitte CDEROne Analytics: FISMA-high environment Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties FDA receives drug application submissions (ANDA, NDA, BLA) that contain important manufacturing facility information in Module 3 documents, but this data requires manual review to identify and organize all facility details.",service_contractor_only,,,,medium,no,,db_row_9405,leading contractor names; no recognizable product
3528,9406,"Deloitte CDEROne Analytics: FISMA-high environment Packaging Materials and Suppliers FDA needs to efficiently identify which Drug Master Files (DMFs) contain specific packaging materials and understand how these materials connect to drug applications, but this information is currently difficult to locate across numerous documents.",service_contractor_only,,,,medium,no,,db_row_9406,leading contractor names; no recognizable product
3529,9408,"Deloitte CDEROne Analytics: FISMA-high environment Real World Data/Evidence FDA receives numerous submissions containing real-world data and evidence, but identifying and cataloging these studies across various submission types is time-intensive and critical for regulatory reporting requirements under PDUFA (Prescription Drug User Fee Act).",service_contractor_only,,,,medium,no,,db_row_9408,leading contractor names; no recognizable product
3530,9409,"Deloitte CDEROne Analytics: FISMA-high environment Regulatory Starting Material FDA needs comprehensive visibility into the upstream supply chain for drug manufacturing, particularly tracking regulatory starting materials and their suppliers across approved and pending drug applications to better understand potential supply chain vulnerabilities.",service_contractor_only,,,,medium,no,,db_row_9409,leading contractor names; no recognizable product
3531,9412,"SAIC HIVE HIVE AI Pilot The AI is intended to assist in solving several problems related to the review process for INDs.  Specifically, it aims to address issues of inefficiency, delays in identifying deficiencies and information overload.  By providing recommendations for review disciplines, it helps reviewers to quickly identify potential review disciplines that are required.  By identifying grossly deficient submissions early on, it reduces the workload and highlighting key data helps reviewers to focus on higher-level tasks that require their expertise.",service_contractor_only,,,,medium,no,,db_row_9412,leading contractor names; no recognizable product
3532,9414,"NCTR CDER Pubs CDER Publications Inefficient manual curation and categorization of publications by CDER authors. It aims to automate the process of organizing publications by focus areas for data call responses and identifying regulatory publications, replacing time-consuming manual review processes.",agency_internal_system_name,,,,medium,no,,db_row_9414,agency program/system acronym; vendor is contractor without product name
3533,9416,Contractor teams Sentinel Creating a development network The AI is intended to solve the problem of inconsistent data formats and inefficient access to unstructured clinical data across multiple healthcare sites. It aims to standardize EHR and claims data conversion into the Sentinel Common Data Model and develop processes for storing and extracting metadata from free text notes to enable timely execution of future Sentinel surveillance tasks.,agency_internal_system_name,,,,medium,no,,db_row_9416,agency program/system acronym; vendor is contractor without product name
3534,9417,"Emerald Innovations  Developing an Objective and Quantitative Endpoint for Atopic Dermatitis in Pediatric and Adult Populations Intended to solve the problem of lacking objective, quantitative methods to assess nocturnal scratching in children with atopic dermatitis. It aims to create a digital endpoint that can accurately measure scratching behavior to evaluate the efficacy and performance of FDA-regulated treatments for atopic dermatitis and pruritus, addressing an unmet need in clinical assessment.",seed_new_alias,,Emerald Innovations,Emerald Innovations,high,no,,db_row_9417,pattern match; product_type=scientific_ml
3535,9419,Deloitte Data Services Automation Category Subcategory Classification - Safety Reports Bot Manual analysis and data entry of safety report submissions is time-intensive and requires staff to review scanned PDFs and determine appropriate categories.,service_contractor_only,,,,medium,no,,db_row_9419,leading contractor names; no recognizable product
3536,9420,ThinkTrends FAERS Data Extraction from IND Safety Reports using OCR/AI Technologies Manual extraction of data from IND safety reports is labor-intensive and time-consuming for regulatory staff.,agency_internal_system_name,,,,medium,no,,db_row_9420,agency program/system acronym; vendor is contractor without product name
3537,9423,"Contractor teams Sentinel CI5: Development and refinement of toolkits for routine use in the EHR and claims Data Partner network This project is designed to solve the problem of inconsistent or inefficient data analysis capabilities across the EHR and claims Data Partner network. It aims to create standardized, reliable analytical tools that can be routinely deployed across different data partners to improve the consistency, quality, and efficiency of pharmacoepidemiologic analyses within the Sentinel System.",agency_internal_system_name,,,,medium,no,,db_row_9423,agency program/system acronym; vendor is contractor without product name
3538,9424,"Contractor teams Sentinel Use case package 2 (UC2): Empirical application of the Sentinel EHR and claims Data Partner network to enhance ARIA insufficient inferential requests and atypical descriptive requests This AI project is designed to solve the problem of translating theoretical innovative methods into practical, real-world applications within the Innovation Center (IC) development network. It aims to create concrete, evidence-based examples that demonstrate how new technologies and approaches can be effectively implemented to address specific pharmacoepidemiologic and drug safety surveillance challenges.",service_contractor_only,,,,medium,no,,db_row_9424,leading contractor names; no recognizable product
3539,9425,"Contractor teams Sentinel FE5: Incorporate a range of frequently used engineering features from EHRs into the Sentinel common data model in the Sentinel EHR and claims linked Data Partner network This AI project is designed to solve the problem of extracting valuable clinical information trapped in unstructured free-text fields within electronic health records. It aims to create a systematic feature engineering approach that can convert narrative clinical notes and text data into structured, analyzable formats for pharmacoepidemiologic research and drug safety surveillance.",agency_internal_system_name,,,,medium,no,,db_row_9425,agency program/system acronym; vendor is contractor without product name
3540,9426,"Contractor teams Sentinel Develop an empirical algorithm to automate negative control identification in Sentinel System using the Data-driven Automated Negative Control Estimation (DANCE) algorithm This AI project is designed to solve the problem of optimizing the Data-driven Automated Negative Control Estimation (DANCE) algorithm for real-world implementation in large electronic healthcare database studies. It aims to use plasmode simulation to refine the algorithm's performance and then validate the tailored approach through a multisite test case focused on safety endpoint detection, ensuring the method works effectively across different healthcare data environments.",service_contractor_only,,,,medium,no,,db_row_9426,leading contractor names; no recognizable product
3541,9427,"Contractor teams Sentinel Support tools that can be used in conjunction with Electronic Health Record (EHR) data, such as machine learning and natural language processing (NLP), and the use of Artificial Intelligence (AI) chart review tools This AI project is designed to solve the problem of rapidly responding to urgent or emerging drug safety signals that require immediate attention and coordinated action. It aims to leverage key expertise and resources at the Sentinel Operations Center to quickly address time-sensitive safety concerns that may pose risks to public health.",service_contractor_only,,,,medium,no,,db_row_9427,leading contractor names; no recognizable product
3542,9428,"Contractor teams Sentinel Sentinel System Task Order to address an Emerging Safety Need This AI project is designed to solve the problem of efficiently validating emerging safety signals through chart review when traditional structured data is insufficient. It aims to use NLP-supported tools to extract and analyze information from unstructured clinical notes, enabling faster and more comprehensive chart abstraction and adjudication processes for urgent safety investigations.",service_contractor_only,,,,medium,no,,db_row_9428,leading contractor names; no recognizable product
3543,9429,"Contractor teams Elsa FOIA REDACTION (FRED) TOOL FRED is designed to support FOIA staff in redacting records more efficiently and consistently. FOIA redaction can be a time-consuming process and experience large back-logs of requested documents. It aims to use AI to analyze, identify, and generate predictions of text for redaction, thereby improving the efficiency of FOIA response processing.",seed_new_alias,,FOIA REDACTION (FRED),Unknown,high,no,,db_row_9429,pattern match; product_type=document_ai
3544,9432,"IBM CoreDF CoreDF Current nonclinical review processes require manual extraction and analysis of sponsor findings from lengthy PDF study reports, creating inefficiencies in data quality assessment and regulatory timeline.",seed_new_alias,,IBM CoreDF,IBM,high,no,,db_row_9432,pattern match; product_type=document_ai
3545,9445,"Trigent Solutions Inc, Digitrix LLC PLATES, FoodTrak Product Label and Text Extraction System (PLATES) Manual food label data extraction causes slow data accessibility and insights.

Manual data processing and standardization causes slow data accessibility and insights.

Decentralized food label data limits research and regulatory processing of industry compliance and health impacts.",seed_new_alias,,PLATES/FoodTrak,Trigent Solutions,high,no,,db_row_9445,pattern match; product_type=document_ai
3546,9446,"Trigent Solutions Inc, Digitrix LLC  Data Ingestion and Content Explorer (DICE) Multiple stakeholders across HFP have the business need to search for content within artifacts and documents uploaded to various systems. For systems like CARA and CARTS, document search capabilities are limited due to the Appian technology stack utilized by these systems. As the Human Food Data Platform continues to grow, it will also need to provide SMEs with the capability to search within the data platform. Offices need a quicker way to search for content within documents and databases to find relevant data across a multitude of use cases including regulatory and compliance reviews, outbreak response investigation, and research tracking and administration. Additionally, multiple HFP offices have business processes requiring extracting structured data from unstructured documents for data analysis, regulatory reviews, and other business intelligence insights which are currently supported through manual operations. DICE will enable SMEs to obtain properly formatted structured data from unstructured data sources.",seed_new_alias,,Appian AI,Appian,high,no,,db_row_9446,pattern match; product_type=agent_platform
3547,9447,"Deloitte AWS Smart Solution for Docket Management (SSDM) The AI is intended to solve the extremely labor-intensive and time consuming process of manually collating, de-duplicating, and categorizing public comments on FDA dockets.",service_contractor_only,,,,medium,no,,db_row_9447,leading contractor names; no recognizable product
3548,9448,"Deloitte CDEROne Analytics: FISMA-high environment Elsa GenAI Chat Tool Elsa is designed to support FDA employees by providing clear, accurate information and assistance with work-related tasks. Elsa's primary purpose is to help streamline information access and decision-making processes within the FDA context.",service_contractor_only,,,,medium,no,,db_row_9448,leading contractor names; no recognizable product
3549,9454,"Precise MLaaS Machine Learning as a Service: Translate and extract text from images using AI This AI project is designed to solve the problem of reviewing foreign products, extracting ingredient lists, and border inspections",seed_new_alias,,Precise MLaaS,Precise Software,high,no,,db_row_9454,pattern match; product_type=ml_platform
3550,9455,"Precise MLaaS Machine Learning as a Service: Extract data from product labels, business forms, and image files This AI project is designed to assist in capturing data submitted to & reviewed by the FDA by extracting text and data, determining its structure, and saving the information in a more useful format",seed_new_alias,,Precise MLaaS,Precise Software,high,no,,db_row_9455,pattern match; product_type=ml_platform
3551,9456,"Precise Software Solutions, Inc. evaluation prediction ml Filer Evaluation prioritization using risk-based decision Machine Learning approach The FDA's Office of Information Operations (OIO) has an opportunity to enhance its evaluation capabilities across over 4,000 filers in the current FDA inventory by implementing a systematic, data-driven approach to risk assessment and prioritization. By developing standardized evaluation processes and integrated analytical tools, OIO can optimize resource allocation, improve consistency in risk identification, and strengthen the FDA's capacity to effectively protect public health through targeted regulatory oversight.",service_contractor_only,,,,medium,no,,db_row_9456,leading contractor names; no recognizable product
3552,9457,"Google Translate API / MLaaS / Azure MLaaS Electronic translational services for regulatory documents for articles offered for import FDA' Office of Information Operations (OIO) seeks to implement automated translation capabilities for foreign language documents essential to import operations. By integrating translation services directly into OIO staff workflows, the Agency can improve import screening to better serve stakeholders while maximizing staff capacity for core public health protection activities.",seed_new_alias,,Google Translate,Google,high,no,,db_row_9457,already proposed in earlier round; product_type=translation
3553,9458,"Milestone Digital Acquisition Report System (OII-OCI-DARS) AI-Powered Video Analytics for Law Enforcement The AI is intended to solve the challenge of manually reviewing large volumes of surveillance video, which is time-consuming, labor-intensive, and prone to human error.",service_contractor_only,,,,medium,no,,db_row_9458,leading contractor names; no recognizable product
3554,9461,"Mindpetal IRMS - UiPath Automation Cloud Public Sector AI Audit Resolution Assistant (AIARA) The DFI PRF AIARA project leverages AI to streamline the single audit process.  The team utilizes the Robotic Process Automation (RPA) to extract data from the Federal Audit Clearinghouse to create templates for both the audit notification and management decision letters, and to generate a comprehensive report of the auditee and its findings.",map_to_existing,UiPath Enterprise RPA,,,high,no,,db_row_9461,alias match: 'uipath'
3555,9462,"Publicis Sapient BMISS Knowledge Navigator The objective is to develop an AI model that can answer detailed and complex questions about the key programmatic document, Application and Program Guidance (APG), that is issued annually before the application cycle opens. The PoC LLM has Applicant and Program Guidance (APG) documents for 10 loan repayments and scholarship programs.",service_contractor_only,,,,medium,no,,db_row_9462,leading contractor names; no recognizable product
3556,9465,"GDIT Inc PRB PRF Program Chatbot Answer the inquiries related to GAO, FOIAs, and Litigation quickly and efficiently",service_contractor_only,,,,medium,no,,db_row_9465,leading contractor names; no recognizable product
3557,9487,N/A  ClinicalTrials.gov Protocol Registration and Results System Review Assistant The quality control review process at ClinicalTrials.gov is time- and resource-intensive.,service_contractor_only,,,,high,no,,db_row_9487,no product name; redacted/N/A/internal-only string
3558,9490,Deloitte DAIT AIDS-Related Research Solution DAIT AIDS-Related Research Solution DAIT POs need to identify grant applications that involve AIDS-related research (ARR) so they can evaluate them for additional funding.,service_contractor_only,,,,medium,no,,db_row_9490,leading contractor names; no recognizable product
3559,9492,"Digital Science Dimensions for NIH Detection of Implementation Science focus within incoming grant applications This tool uses natural language processing and machine learning to calculate an Implementation Science score that is used to predict if a newly submitted grant application proposes to use science that can be categorized as ""Implementation Science.""",seed_new_alias,,Digital Science Dimensions,Digital Science,high,no,,db_row_9492,pattern match; product_type=data_analytics
3560,9494,Deloitte FITARA Federal IT Acquisition Reform Act (FITARA) Tool Contracting officers use this tool to help identify whether a Statement of Work meets the criteria of Federal IT Acquisition Reform Act (FITARA).,service_contractor_only,,,,medium,no,,db_row_9494,leading contractor names; no recognizable product
3561,9497,Leidos and Highrise eRA Internal Referral Module (IRM) Automated Assignment of Grants to Program Officers,service_contractor_only,,,,medium,no,,db_row_9497,leading contractor names; no recognizable product
3562,9503,"Google; Barnacle NanCI Connecting Scientists Mobile App NanCI: Connecting Scientists NanCI phone/web application to connect scientists. The app uses AI to match scientific content to users' interests. By collecting papers into a folder, a user can engage the tool to find similar articles in the scientific literature and can refine the recommendations by up or down voting recommendations. Users can also connect with others via their interests and receive and make recommendations via this social network. Users: Cancer Research Trainees at NCI and across the USA.",seed_new_alias,,NanCI,NIH,high,no,,db_row_9503,pattern match; product_type=agent_platform
3563,9504,H2O.GPTe NIH Business System Cloud (NBSC) NBS Virtual Assistant Service Desk Operations,seed_new_alias,,H2O GPTe,H2O.ai,high,no,,db_row_9504,pattern match; product_type=general_llm
3564,9505,"development -- Oak Ridge National Lab; maintenance -- Information Management Services (IMS) SEER*Data Management System (SEER*DMS) NCI-DOE Collaboration, MOSSAIC project (Modeling Outcomes using Surveillance Data and Scalable AI for Cancer) MOSSAIC applies deep learning natural language processing (NLP) and foundation models to population-based cancer data collected by NCI's Surveillance, Epidemiology, and End Results (SEER) program. DOE's Oak Ridge National Lab (ORNL) has data use agreements (DUAs) with multiple SEER registries to access and train models using SEER data. Two APIs are in production use in the data management system used by the SEER registries -- OncoID which predicts whether a pathology report is related to cancer and OncoIE which extracts key tumor characteristics from unstructured pathology report text.  Together these APIs are an important part of moving the US towards near real-time cancer incidence reporting.  In addition, a third API OncoMetsID, which predicts whether a pathology report is indicative of metastatic disease, is in a pilot phase to use in conjunction with other sources of information in the registries to identify recurrent disease.",service_contractor_only,,,,medium,no,,db_row_9505,leading contractor names; no recognizable product
3565,9507,"Microsoft  NIAMS AI Chatbot Pilot To provide a secure, protected environment for NIAMS staff (OD, EP, IRP and IT) to explore, test, and understand how to use AI to be more efficient with a wide variety of administrative tasks such as general research, summarizing/querying documents, drafting emails, generating programming code, and creating presentation outlines?, etc.",agency_internal_system_name,,,,low,no,,db_row_9507,Big-tech vendor named but no specific AI product identified; treating as agency program
3566,9512,"Lexical Intelligence, LLC  Person-level disambiguation for PubMed authors and NIH grant applicants A person or entity may use several name variations on publications and/or grants, which causes uncertainty in attributing research contributions",seed_new_alias,,Lexical Intelligence,"Lexical Intelligence, LLC",high,no,,db_row_9512,pattern match; product_type=nlp
3567,9519,Deloitte SRDMS NLP COI KP/KI Module SRDMS NLP COI Scientific review officers need to identify individuals who may pose a conflict-of-interest (COI) during the grant application review process.,service_contractor_only,,,,medium,no,,db_row_9519,leading contractor names; no recognizable product
3568,9523,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp. NIAID TB Portals TB Case Browser Image Text Detection Without OCR technology, validation of text on images is manually intensive and, without proper controls, can create the risk of sensitive information coming into the system.",service_contractor_only,,,,medium,no,,db_row_9523,leading contractor names; no recognizable product
3569,9530,Google NIH Grants Virtual Assistant NIH Grants Virtual Assistant Provides easy access to grants information and policies.,agency_internal_system_name,,,,low,no,,db_row_9530,Big-tech vendor named but no specific AI product identified; treating as agency program
3570,9533,Leica  Aivia Provides machine-learning-based object classification in microscopy applications,seed_new_alias,,Leica Aivia,Leica,high,no,,db_row_9533,pattern match; product_type=computer_vision
3571,9534,Google DeepMind  Alphafold Prediction of atomic models from CryoEM specimens.,seed_new_alias,,AlphaFold,Google DeepMind,high,no,,db_row_9534,pattern match; product_type=scientific_ml
3572,9535,"Lexical Intelligence, LLC  Automated approaches to analyzing scientific topics Slow and inefficient means by which decision makers are able to evaluate portfolios",seed_new_alias,,Lexical Intelligence,"Lexical Intelligence, LLC",high,no,,db_row_9535,pattern match; product_type=nlp
3573,9536,Open Source  cryoDGRN Prediction of protein flexibility and variability,seed_new_alias,,cryoDRGN,Open Source,high,no,,db_row_9536,pattern match; product_type=scientific_ml
3574,9537,Open Source  crYOLO Automated screening of CryoEM specimens,seed_new_alias,,crYOLO,Open Source,high,no,,db_row_9537,pattern match; product_type=scientific_ml
3575,9538,Structura Biotechnology  CryoSPARC Prediction of protein flexibility and variability,seed_new_alias,,CryoSPARC,Structura Biotechnology,high,no,,db_row_9538,pattern match; product_type=scientific_ml
3576,9539,Open Source  DeepEMhancer Automated screening of CryoEM specimens,service_contractor_only,,,,medium,no,,db_row_9539,leading contractor names; no recognizable product
3577,9541,Open Source  FIJI Provides machine-learning-based object classification in microscopy applications,service_contractor_only,,,,medium,no,,db_row_9541,leading contractor names; no recognizable product
3578,9542,"Lexical Intelligence, LLC  Identification of emerging areas Identification of the rate of progress across scientific fields to inform data-driven decision making",seed_new_alias,,Lexical Intelligence,"Lexical Intelligence, LLC",high,no,,db_row_9542,pattern match; product_type=nlp
3579,9543,Andor  Imaris Provides machine-learning-based object classification in microscopy applications,service_contractor_only,,,,medium,no,,db_row_9543,leading contractor names; no recognizable product
3580,9544,Open Source  ModelAngelo Prediction of atomic models from CryoEM specimens.,service_contractor_only,,,,medium,no,,db_row_9544,leading contractor names; no recognizable product
3581,9546,http://cov-lineages.org;  https://pangolin.cog-uk.io/  Pangolin Lineage Classification of SARS-CoV-2 Genome Sequences Process a high volume of sequence data in real time to identify meaningful mutational patterns while minimizing the need for human effort.,seed_new_alias,,Pangolin Lineage,COG-UK,high,no,,db_row_9546,pattern match; product_type=scientific_ml
3582,9548,"Lexical Intelligence, LLC  Prediction of transformative breakthroughs Slow and inefficient identification of topics likely to produce a scientific breakthrough",seed_new_alias,,Lexical Intelligence,"Lexical Intelligence, LLC",high,no,,db_row_9548,pattern match; product_type=nlp
3583,9549,Open Source  Ptolemy Automated screening of CryoEM specimens,service_contractor_only,,,,medium,no,,db_row_9549,leading contractor names; no recognizable product
3584,9550,N/A  Research Area Tracking Tool Analysis staff needed assistance identifying research areas associated with individual projects.,service_contractor_only,,,,high,no,,db_row_9550,no product name; redacted/N/A/internal-only string
3585,9552,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp. NIAID TB Portals TB DEPOT (Tuberculosis Data Exploration Portal) There was a lack of deidentified, multidimensional tuberculosis socioeconomic, clinical, imaging, and pathogen genomic data available for researchers to use in developing models and learning more about TB cases.",service_contractor_only,,,,medium,no,,db_row_9552,leading contractor names; no recognizable product
3586,9553,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp. NIAID TB Portals TB Portals Outlier Detection Lambda Function The quality of chest X-ray (CXR) images uploaded by TB Portals Program partners varied significantly, and as the scale of images increased, NIAID needed a way to identify outliers in the imaging dataset.",service_contractor_only,,,,medium,no,,db_row_9553,leading contractor names; no recognizable product
3587,9554,Open Source  Topaz Automated screening of CryoEM specimens,service_contractor_only,,,,medium,no,,db_row_9554,leading contractor names; no recognizable product
3588,9555,Google  Protein Modeling with AlphaFold Protein modeling,seed_new_alias,,AlphaFold,Google DeepMind,high,no,,db_row_9555,pattern match; product_type=scientific_ml
3589,9560,Technatomy Axle  MirBot The AI tool addresses the challenge of efficiently and consistently processing incoming study PDFs by automatically extracting key information needed for grant review workflows.,service_contractor_only,,,,medium,no,,db_row_9560,leading contractor names; no recognizable product
3590,9563,Palantir Technologies deployed application within Foundry NIH Integrated Data Analysis Platform Writing code using AI Limited users able to develop code.,agency_internal_system_name,,,,low,no,,db_row_9563,Big-tech vendor named but no specific AI product identified; treating as agency program
3591,9575,Shabash  Merops Automate and expedite copyediting of scientific manuscripts,seed_new_alias,,Shabash Merops,Shabash,high,no,,db_row_9575,pattern match; product_type=nlp
3592,9576,"Deloitte SCORS Coding Assistance Tool (CAT) OSPIDA RPAB Scientific Coding Assistance Tool (CAT) OSPIDA's Referral Program and Analysis Branch (RPAB) is responsible for scientific coding assignments of grant applications. They assign scientific codes to grants based on different objectives, selecting from a list of over 3,000 scientific codes related to NIAID's research areas.",service_contractor_only,,,,medium,no,,db_row_9576,leading contractor names; no recognizable product
3593,9577,"Deloitte, AWS  AWS Exscribo Typical transcription services struggle to handle scientific and biomedical terminology, and many platforms do not include the ability to pretrain for specific words, or offer the ability to perform queries on that text in the transcription system itself.",service_contractor_only,,,,medium,no,,db_row_9577,leading contractor names; no recognizable product
3594,9579,N/A  Grant award process efficiency Reducing time burden of repetitive tasks related to the grants award process,service_contractor_only,,,,high,no,,db_row_9579,no product name; redacted/N/A/internal-only string
3595,9596,"Microsoft Azure, Westat Microsoft Azure Leveraging NLP and LLMs to identify and characterize NIH prevention research via 160-topic taxonomy Semi-automate manual curation",service_contractor_only,,,,medium,no,,db_row_9596,leading contractor names; no recognizable product
3596,9600,"Microsoft  Enhancing the RCDC with Generative AI The goal is to assess whether generative AI can enhance the RCDC process by minimizing time-consuming, resource-intensive routine and manual tasks and improving overall efficiency.",agency_internal_system_name,,,,low,no,,db_row_9600,Big-tech vendor named but no specific AI product identified; treating as agency program
3597,9601,"Infer Solutions  NIH Travel Policy AI Chatbot The AI-powered chatbot is designed to address a key operational challenge: the high volume of routine travel policy inquiries directed toward NIH administrative staff. These questions, often repetitive and time-consuming, divert valuable human resources from more complex and strategic responsibilities.Specifically, the AI chatbot leverages Generative Artificial Intelligence (AI) to provide accurate, consistent, and real-time responses to questions related to the Federal Travel Regulation (FTR) and the NIH Travel Policy Handbook. By doing so, it significantly reduces the dependency on staff to manually research and craft responses to standard inquiries. In addition, the chatbot serves as the foundation for a self-service portal for the NIH community. This portal empowers employees and stakeholders to independently access authoritative travel policy guidance 24/7improving efficiency, enhancing user experience, and ensuring policy compliance across the organization.",service_contractor_only,,,,medium,no,,db_row_9601,leading contractor names; no recognizable product
3598,9604,"Palantir Technologies HHS Cares Sub Can Line Finder The LLM helps compile an aggregated report of costs by intaking a specific CAN, category, sub CAN line item description, and a projection cost from the user (either by a CSV or manual entry) and returning line items from the open-closed report and requisition purchase order report related to the sub CAN line item description such as supplier name, document number, document type, and total obligations for that sub CAN line item.",service_contractor_only,,,,medium,no,,db_row_9604,leading contractor names; no recognizable product
3599,9605,"Tyler Technologies HealthData.gov AI Harvest Service The Harvest Service addresses inconsistent or incomplete metadata across distributed HHS open data sources by normalizing descriptions, creating concise summaries, and tagging data assets for improved searchability",service_contractor_only,,,,medium,no,,db_row_9605,leading contractor names; no recognizable product
3600,9607,MicroHealth Grants.gov Cloud Similar Opportunities (KNN) Agencies do not receive the highest number of proposals from capable applicants as applications generally tend to come from the same set of applicants.,seed_new_alias,,Grants.gov AI Tools,HHS,high,no,,db_row_9607,pattern match; product_type=data_analytics
3601,9608,Business Performance Systems Grants.gov Cloud Applicant Help Chatbot Answer user questions about Grants.gov,seed_new_alias,,Grants.gov AI Tools,HHS,high,no,,db_row_9608,pattern match; product_type=data_analytics
3602,9609,Internal Federal Shared Service (GrantSolutions) GrantSolutions GrantSolutions Text Analyzer Tool Program staff authoring NOFOs need capabilities to simplify language and ensure NOFOs remain compliant with the Plain Writing Act of 2010.,service_contractor_only,,,,medium,no,,db_row_9609,leading contractor names; no recognizable product
3603,9610,Internal Federal Shared Service (GrantSolutions) GrantSolutions GrantSolutions AI Writing Assistant Program staff authoring NOFOs need capabilities to simplify language and ensure NOFOs remain compliant with the Plain Writing Act of 2010.,service_contractor_only,,,,medium,no,,db_row_9610,leading contractor names; no recognizable product
3604,9611,"Internal Federal Shared Service (GrantSolutions) GrantSolutions GrantSolutions Recipient Risk Tool Grant managers need an efficient method to conduct risk assessments before issuing financial assistance awards to prevent fraud, waste, and abuse.",service_contractor_only,,,,medium,no,,db_row_9611,leading contractor names; no recognizable product
3605,9612,Internal Federal Shared Service (GrantSolutions) GrantSolutions GrantSolutions Non?Competing Continuation Approval Tool Grant managers need an efficient workflow to identify and analyze differences in non-competing continuation budgets and narratives from year to year.,service_contractor_only,,,,medium,no,,db_row_9612,leading contractor names; no recognizable product
3606,9613,Internal Federal Shared Service (GrantSolutions) GrantSolutions GrantSolutions Helpdesk Agent GrantSolutions users need an efficient method to get answers to their login and access-related questions.,service_contractor_only,,,,medium,no,,db_row_9613,leading contractor names; no recognizable product
3607,9614,Internal Federal Shared Service (GrantSolutions) GrantSolutions GrantSolutions Non?Competing Continuation Review Tool Grant managers need an efficient workflow to identify and analyze differences in non-competing continuation budgets and narratives from year to year and ensure narratives promote federal priorities and mission.,service_contractor_only,,,,medium,no,,db_row_9614,leading contractor names; no recognizable product
3608,9620,AWS Kendra AWS Kendra Search tool Kendra address the technical limitations of efficient access to public information.,seed_new_alias,,AWS Kendra,Amazon,high,no,,db_row_9620,pattern match; product_type=search
3609,9621,"Deloitte Consulting, LLC Ginnie Mae Reporting and Feedback System (RFS) Counterparty Risk Anomaly Detection Ginnie Mae is responsible for analyzing counterparty risk profiles of mortgage issuers who participate in Ginnie Mae’s program. Ginnie Mae analyzes data from multiple sources to identify potential risks and areas of focus.",service_contractor_only,,,,medium,no,,db_row_9621,leading contractor names; no recognizable product
3610,9622,Ernst & Young Ginnie Mae Financial Accounting System Subledger Data Quality Machine Learning Ginnie Mae analyzes Master Sub-Servicer (MSS) transaction data on a monthly cadence.   The AI solution allows Ginnie Mae to detect anomalies in this data that would not be detected via traditional methods.,service_contractor_only,,,,medium,no,,db_row_9622,leading contractor names; no recognizable product
3611,9623,"Deloitte Consulting, LLC Ginnie Mae Reporting and Feedback System (RFS) Automated Draft Narrative Reports

Previously ""Automating Draft Counterparty Credit Narrative Reports""; have since expanded to general enterprise use. Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives/memos. This application of AI enables processing efficiency and reduces errors that can occur in a manual process.",service_contractor_only,,,,medium,no,,db_row_9623,leading contractor names; no recognizable product
