use_case_id,agency,use_case_name,vendor_name,system_name,development_type,ai_classification,problem_statement,expected_benefits,pre_classification
78638,VA,Call Center Knowledge Navigator,,,c) Developed with both contracting and in-house resources,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",1. Inaccurate transcription of phone calls by the current system. 2. Need for enhanced time-to-effectiveness for new employees of the Education Call Center. 3. Improvements to quality review of transcribed conversations.,Increased efficiency and increased accuracy of answers to beneficiary queries,va_dark
78639,VA,Master Claims Assistance Tool (M-CAT),,,c) Developed with both contracting and in-house resources,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","M-CAT is designed to automatically classify, extract, and validate critical information from diverse regulatory and/or policy references. This includes the automation of complex data extraction tasks, which are traditionally time-consuming and prone to human error.  M-CAT provides quick access to regulatory and/or policy guidance and summarizes information within the prescribed Retrieval-Augmented Generation (RAG) model. These retrieval results are maintained for each user and aggregated to inform focused training support needs. The overall generated response includes contextual integration, interactive elements for source expansion, feedback mechanism, displays current trending topics as suggested queries, and provides prompted follow-up questions post query.","M-CAT provides quick access to regulatory and/or policy guidance and summarizes information within the prescribed RAG model, guiding end-users to achieve a clearer understanding and clearer implementation of VA policy. Access to this information improves processing capabilities which immediately transition to more timely and accurate delivery of benefits.",va_dark
78640,VA,Audit Service Connection Designations Associated with Prescriptions,,,c) Developed with both contracting and in-house resources,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Reduce waste or fraud. The model predicts the service connection flag associated with prescriptions. It uses drug information, and service connected disabilities.","Cost savings, increased efficiency, and increased revenue.",va_dark
78641,VA,Internet of Medical Things (IoMT) Inventory,,,a) Purchased from a vendor,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Automated categorization of medical devices based on MAC Address, installed software, network activity, etc.: the previous method was to schedule down time with clinical staff to manually verify if patches and vulnerabilities were installed and if not, manually install them.",Used to identify devices and report operating system (OS) updates and vulnerability patches that have been installed to meet agency's NIST requirements. This will result in savings in personnel time (work hours) and reduce the downtime of a medical device.,va_dark
78642,VA,Nurse Proficiency Writer (NPW),,,b) Developed in-house,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","Many nurses lack knowledge of the standards and the requirements needed to meet their performance expectations.  The GPT assists the nurse by evaluating their input against the standards. The dialogue between the GPT and the nurse results in improvements in the quality of the submission. The GPTs help to recognize all the nurses' accomplishments and offer suggestions for improvement.  In the current performance process, the nurse is rated against the standards, but feedback is often lacking.  The quality of the performance report often relies on the supervisor’s writing ability and understanding of the standards.  The benefit to the supervisor is that quality content is submitted for evaluation and incorporation.  This saves both the nurse and supervisor time. The tool removes bias as it evaluates submissions against standards that are the same regardless of the submitter. This same process assists with promotion contributions.  With the dissolution of the Nursing Professional Standards Board, it directly supports frontline nurses (as per expert GPT in knowledge standards). Lastly, the Supervisor is ultimately responsible for knowing their employee and evaluating their performance. The GPT output can enhance communication; however, the decisions are solely the responsibility of the nurse supervisor (low risk to reward). The time ROI is from hours to minutes.  The internal development of this tool has the potential to help 120,000 Nurses.","Offers Standardization of the Nurse Review Process: The Lamplighter AI Chatbot eradicates subjectivity and ensures objective, consistent evaluations, revolutionizing the standard nurse review process. Embedded Nursing Standards and Time-Efficient Guidance The Lamplighter AI Chatbot overcomes the challenges of standard knowledge gaps and time constraints by integrating expert guidance, facilitating efficient and informed review completion. Assistance with Professional Narrative Creation It addresses the dependence on writing skills by providing narrative assistance, allowing nurses to accurately document their performance based on their professional skills, not their writing ability. Maximizing Return on Investment It enhances the return on investment for the review process, targeting the root cause of low ROI by streamlining the workflow, which translates nurses' and managers' efforts into meaningful feedback. Efficient and Tailored Review Tool Designed to combat process inefficiency, the LampLighter AI Chatbot refines the review process, saving time and significantly improving the quality of performance evaluations.",va_dark
78644,VA,AI Transcription and Summary in Veteran Narrative Medicine Program,,,a) Purchased from a vendor,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","1) The MyLife MyStory program tends to be time intensive, often requiring about four hours of the interviewers' time per patient, which limits the number of Veterans who can receive the program.  2) The narratives that are produced in MyLife MyStory are sometimes lengthy. When provided with an AI-generated summary, busy clinicians accessing the narrative in a patient's chart may come away with a clearer understanding of the patient's story.","1) Greater efficiency in the MyLife MyStory program with preserved acceptability, allowing for more Veterans to enjoy and benefit from the program.   2) Due to the inclusion of patient-approved, AI-generated summaries, busy clinicians accessing MyLife MyStory narratives in patients' charts will more often come away with a clear understanding of the patients' experiences through their stories",va_dark
78645,VA,Sharing RVU Provider Metrics,,,c) Developed with both contracting and in-house resources,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Next Fiscal year, the VA will be focusing heavily on RVUs to measure provider productivity. However, the data currently can only be found in Pyramid Analytics, which is very difficult to use and very few people have access to it. This leaves all frontline employees, and many supervisors, in the dark as far as whether they are meeting their performance metrics.","This AI model will read the data from the RVU report and send an individual email to each employee, with their supervisor CC'ed, so that they know where they stand on their RVU metrics.",va_dark
78646,VA,Program Evaluation for Commission on Collegiate Nursing Education (CCNE),,,b) Developed in-house,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","To better understand and manage large volumes of written data, that assist in identifying student trends and curriculum gaps, and evaluating the program, utilizing CCNE standards and expected outcomes.","- Improved patient safety by enhancing learner outcomes and assisting and guiding nursing resident progress from advanced beginner to competent professional. - Increased efficiency by reducing the labor hours spent evaluating large volumes of data. The saved time can be shifted to curriculum development, resident oversight, and program improvement. - Assisting in attaining Registered Nurse Transition-to-Practice (RNTTP) program CCNE accreditation.",va_dark
78648,VA,TERA Memorandum Automation,,,c) Developed with both contracting and in-house resources,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",The Toxic Exposure Risk Activity (TERA) Memo automation is intended to reduce the time that users spend manually researching and submitting answers for the TERA memo which is a required form.,"The benefit of TERA memo automation is a significant reduction in the time claim processors spend filling out the TERA memo, allowing for more efficient claim processing.",va_dark
78649,VA,VA.gov Chatbot: Summative Content,,,c) Developed with both contracting and in-house resources,Classical/Predictive Machine Learning,"AI can provide around-the-clock support without long wait times, allowing our human call center agents to help individuals with more complex concerns. The virtual agent will allow veterans to self-serve, ask questions at their own pace, complete tasks, and find answers and information more easily.","Veterans receive increased access to self-service capabilities - the virtual agent will allow veterans to self-serve, ask questions at their own pace, complete tasks, and find answers and information more easily.",va_dark
78650,VA,Heuristic Behavior Analytics,,,a) Purchased from a vendor,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Identify anomalous behaviors from established baselines for VA Accounts and Hosts. The output is a Risk score that is provided to CSOC Analysts to more quickly identify accounts and hosts that have been compromised after the initial authentications associated with a computational session,"Quicker identification, response, and mitigation of cybersecurity incidents.",va_dark
78651,VA,Concept Clustering,,,a) Purchased from a vendor,Classical/Predictive Machine Learning,"Electronic discovery (e-discovery) refers to discovery in legal proceedings such as litigation, government investigations, or Freedom of Information Act (FOIA) requests, where the information sought is in electronic format. As data volumes and the number of civil cases continue to rise, so does the need tools to help government agencies manage electronically stored information used for discovery for litigation, investigations, and FOIA requests. This AI model analyzes the content of documents to identify contextually similar clusters of text. It groups similar documents automatically to reveal themes, without predefined keywords. Runs once on workspace text and metadata to group documents by similarity. No external data or ongoing training.","The expected benefits include reduced manual effort in organizing and identifying related documents, streamlined information retrieval, and improved efficiency for VA staff. Emphasis is placed on cost savings through reduction of labor-intensive processes, while also enhancing user experience by improving search and discovery.",va_dark
78652,VA,Evolv WDS - OSLE,,,a) Purchased from a vendor,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,AI driven security screening system designed to detect concealed weapons and threats in high-traffic areas. AI is used to conduct scans of objects in the shapes of weapons then develops maps of the body to display the location and shape of the object.,"Occupant screening for weapons to ensure that facilities are creating a safe and secure environment for Veterans, Visitors, and Employees.",va_dark
78654,VA,National Training Team | Schools — FAQ Gen AI Dashboard,,,c) Developed with both contracting and in-house resources,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Categorization of large volume question submissions with suggested generated answers based on past-provided information.,"increased efficiency. There are currently six permanent members of the NTT|S staff and approximately 40,000 SCOs. It is physically impossible for a staff this size to answer all of the questions they ask in a given session. The model reduces the count of overall questions to a reasonable amount answerable by a subject matter expert (SME). It also uses previous answers provided by SMEs in the case of duplicate or similar questions to speed preparation of FAQ documentation for publication following a session — if they’ve answered a question before, they don’t need to spend time answering it again.  Currently, the project has fallen below expectations in terms of usefulness to the end users. NTT|S suffered a major operational setback earlier this year when the contract with Adobe Connect was severed unexpectedly by the new administration. Implementing Office Hours using Microsoft Teams as an alternative has had several obstacles, including a substantial decrease in questions SCOs are able to submit within a session. Because of the lower volume, SMEs can often answer most questions within a session and review remaining questions without the assistance of the model.",va_dark
78655,VA,Payment Redirect Fraud (PRF) Model,,,c) Developed with both contracting and in-house resources,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,The goal of the Payment Redirect Fraud (PRF) model is to identify which Direct Deposit (DD) changes are likely to be fraudulent and refer them on to investigators.,Preventing Veterans from having their benefits stolen by fraudsters builds their trust in the VA. The accurate delivery of benefits without interruption creates operational efficiencies and demonstrates fiscal stewardship and prudent use of tax-payer dollars.,va_dark
78656,VA,Automated Decision Support,,,c) Developed with both contracting and in-house resources,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Identify medical evidence for claims processing. Automated Decision Support (ADS) is the utilization of technology to maximize operational efficiency by reducing administrative tasks to produce desired outcomes. These tools will improve the efficiency of the existing claims process, reduce future claims backlog, and will result in faster, more accurate and consistent decisions for Veterans and beneficiaries. ADS is not intended to replace trained claims processors – it provides tools to assist with development tasks at a time when VBA is receiving more claims than ever before.",Automated Decision Support (ADS) automates some of the up-front time-consuming development activities of retrieving information and identifying potentially relevant VA Schedule of Rating Disabilities (VASRD)-related evidence of record. It accelerates the ordering of exams and assists in marking claims as Ready for Decision (RFD). This can lead to faster and more consistent decisions for Veterans and unlock VBA’s ability to uncover data trends.,va_dark
78658,VA,Pension Optimization Initiative (POI),,,a) Purchased from a vendor,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","VBA’s POI is a transformative effort that seeks a Managed Services Provider (MSP) to convert an existing manual business process into automated processing of Pension, Dependency Indemnity Compensation (DIC), and Burial claims. This effort is focused on dramatically improving the Veteran Experience while significantly reducing costs. POI automation will process Pension, DIC, and Burial claims more quickly, consistently, and efficiently.",Reduced average days to complete claims processing. Reduced claims inventory. Reduced amount of manual claims processing hours to accomplish mission.,va_dark
78659,VA,AGFA DR 800 with MUSICA Dynamic,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",It can accelerate X-ray workflows. The optional image processing allows users to conveniently select image processing settings for different patient sizes and examinations. The image processing algorithms in the new device are similar to those previously cleared and used in Agfa’s radiography portfolio today which includes the DR 600 (K152639) and DR 400 (K141192). The addition of the dynamic image processing is identical to the predicate device (K140380).,Accelerate X-Ray workflows.,va_dark
78660,VA,Beckman Coulter DxH 800,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Generating blood cell measurements. The DxH 800 System provides automated complete blood count, leukocyte differential, nucleated red blood cell (NRBC) enumeration and reticulocyte analysis as well as an automated method for enumeration of the Total Nucleated Cells (TNC) and Red Blood Cells (RBC) in body fluids.",Accelerate blood cell measurements.,va_dark
78661,VA,Xeleris V,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Xeleris V AI-enabled clinical applications provide an accurate, efficient, and reproducible way to segment organs. AI-enabled clinical applications have the potential to greatly improve efficiency and precision in nuclear oncology.",Xeleris V leverages AI to accurately segment organs for quantitation and dosimetry calculations. The AI demonstrated a 58% average reduction in the time required for the user to process and calculate the dose. This AI-enabled lung segmentation demonstrated an overall success rate of 89% and reduction in the number of clicks by an average 57%.,va_dark
78662,VA,GE Signa Artist,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",The software used on the proposed SIGNA Artist system has been modified to include the AIR Recon DL feature. The User interface provides operators of the system with new options for selecting AIR Recon DL and adjusting the associated level of image noise reduction. The resulting images can have higher Signal to Noise Ratio (SNR) and improved sharpness compared to images reconstructed without AIR Recon DL.,"The nonclinical testing demonstrated that AIR Recon DL does improve SNR and image sharpness while maintaining low contrast detectability and having minimal impacts to noise spectral content, average signal intensity, or the appearance of motion artifacts. AIR Recon DL was also  able to maintain image SNR and did not sacrifice sharpness for images acquired with a reduced scan time. The nonclinical testing passed the defined acceptance criteria, and did not identify any adverse impacts to image quality or other concerns related to safety and performance.",va_dark
78663,VA,Computer Aided Detection (CADe) of Neoplasia during Colonoscopy - “GI Genius”,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","The device improves endoscopy quality by aiding neoplastic lesion detection during procedures.  Multiple studies and meta-analyses have found these devices increase adenoma detection rates (ADR), a well-established metric for colonoscopy quality that is related to colon cancer incidence and death. Randomized implementation of the devices across VHA facilities allowed for a pragmatic evaluation of the impact of these devices on ADR. The evaluation demonstrated that the provision of colonoscopy Computer Aided Detection devices resulted in a statistically significant 21% increase in the odds of adenoma detection and an absolute increase in ADR of approximately 4% compared to colonoscopy without CADe.","These devices demonstrably improve endoscopy quality within the VHA, which in turn improves outcomes for Veterans, ultimately reducing morbidity and mortality.  Multiple studies and meta-analyses have found these devices increase adenoma detection rates (ADR), a well-established metric for colonoscopy quality that is related to colon cancer incidence and death. Randomized implementation of the devices across VHA facilities allowed for a pragmatic evaluation of the impact of these devices on ADR. The evaluation demonstrated that the provision of colonoscopy Computer Aided Detection devices resulted in a statistically significant 21% increase in the odds of adenoma detection and an absolute increase in ADR of approximately 4% compared to colonoscopy without CADe.",va_dark
78664,VA,TrueFidelity CT Deep Learning Image Reconstruction,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Improve quality of imaging - process the information acquired during a CT for form images used in medical grade diagnostic imaging,Improve quality of imaging of CT examinations,va_dark
78665,VA,AIDOC BriefCase,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","BriefCase is a radiological computer-assisted triage and notification software device. The software is based on an algorithm programmed component and is intended to run on a linux-based server in a cloud environment. The BriefCase receives filtered DICOM Images, and processes them chronologically by running the algorithms on each series to detect suspected cases. Following the AI processing, the output of the algorithm analysis is transferred to an image review software (desktop application). When a suspected case is detected, the user receives a pop-up notification and is presented with a compressed, low quality, grayscale image that is captioned “not for diagnostic use, for prioritization only” which is  displayed as a preview function. This preview is meant for informational purposes only, does not contain any marking of the findings, and is not intended for primary diagnosis beyond notification. Presenting the users with worklist prioritization facilitates efficient triage by prompting the user to assess the relevant original images in the PACS. Thus, the suspect case receives attention earlier than would have been the case in the standard of care practice alone. https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230020.pdf","Presenting the users with worklist prioritization facilitates efficient triage by prompting the user to assess the relevant original images in the PACS. Thus, the suspect case receives attention earlier than would have been the case in the standard of care practice alone.",va_dark
78666,VA,iCAD ProFound AI,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Detect breast malignancies. The ProFound Detection V4.0 software allows an interpreting physician to quickly identify suspicious soft tissue densities and calcifications by marking the detected areas in the tomosynthesis images.,Accelerate detection of potential malignancies.,va_dark
78667,VA,Circle CVI42,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Combining digital image processing, visualization, quantification, and reporting tools, cvi42 is designed to support physicians in the evaluation and analysis of cardiovascular imaging studies.",cvi42 uses machine learning techniques to aid in semi-automatic contouring of regions of interest in cardiovascular magnetic resonance (MR) images and cardiovascular computed tomography (CT) images for the purpose of obtaining diagnostic information as part of a comprehensive diagnostic decision-making process.,va_dark
78668,VA,VA CART Adenoma Detection,,,b) Developed in-house,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Extracts adenoma status for CART Veterans using Natural Language Processing (NLP) of VistA colonoscopy surgical pathology reports,Leads to more informed personalized discussion with patients,va_dark
78669,VA,Siemens YSIO Max,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","New system control software realizes Free Axis Simultaneous Travel (FAST) in up to 6 axes at the same time, supported by 8 individual motors. This feature, along with the AIM (Artificial Intelligence Mapping) feature, is designed to calculate the shortest, fastest and safest path from one position to the next in a safe and efficient way. These features are present in the predicate Ysio, but improvements in the software performance allow for simultaneous movements in multiple axes in the subject device. This increases workflow efficiency in positioning the equipment for different examinations.",Increases workflow efficiency in positioning the equipment for different examinations.,va_dark
78670,VA,Zio ECG Utilization Service,,,a) Purchased from a vendor,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,The Zio ECG Utilization Service (ZEUS) System is intended to analyze and report symptomatic and asymptomatic cardiac events and continuous electrocardiogram information for long-term monitoring.,"Support diagnoses. It downloads, stores, analyzes and aggregates the electrocardiogram (ECG) data for a Certified Cardiographic Technician (CCT) to review and generate a report of the findings contained within the data. This enables the provision of a complete ECG processing and analysis service. Automated ECG analysis performance was quantified for any claimed analysis metrics. The resulting statistics demonstrate sensitivity and positive predictivity levels which satisfy requirements and minimize safety or efficacy concerns.",va_dark
78671,VA,SOMATOM go.Up; SOMATOM go.Now; SOMATOM go.All; SOMATOM go.Top; SOMATOM go.Sim; SOMATOM go.Open Pro; SOMATOM,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",This computed tomography system is intended to generate and process cross-sectional images of patients by computer reconstruction of x-ray transmission data.,"The images delivered by the system can be used by a trained staff as an aid in diagnosis, treatment and radiation therapy planning as well as for diagnostic and therapeutic interventions.",va_dark
78672,VA,3M/Solventum 360 Encompass Computer Assisted Coding - Auto Suggestion,,,a) Purchased from a vendor,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Improving medical coding workflow processes.,"Increasing the efficiency of medical coders when reviewing/validating the appropriate ICD-10 CM, CPT, and HCPCS codes for encounters based on associated clinical documentation.",va_dark
78673,VA,Vivid iq,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","The Vivid iq system is a general-purpose, Track 3, diagnostic ultrasound device, primarily intended for cardiovascular diagnostic use and shared service imaging. It is intended for use by qualified and trained Healthcare professionals for Ultrasound imaging, measurement, display and analysis of the human body and fluid.",Improve ultrasound workflows.,va_dark
78674,VA,"EchoPAC Software Only, EchoPAC Plug-In",,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","EchoPAC Software Only / EchoPAC Plug-in provides image processing, annotation, analysis, measurement, report generation, communication, storage and retrieval functionality of ultrasound images that are acquired via the GE Healthcare Vivid family of ultrasound systems, as well as DICOM images from other ultrasound systems. It is intended for diagnostic review and analysis of ultrasound images, patient record management and reporting, for use by, or on the order of a licensed physician.",Improve ultrasound workflows.,va_dark
78675,VA,Densitas Density AI,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Densitas densityai™ is a software application intended for use with compatible full field digital mammography and digital breast tomosynthesis systems. Densitas densityai™ provides an ACR BI-RADS Atlas 5th Edition breast density category to aid interpreting physicians in the assessment of breast tissue composition. Densitas densityai™ produces adjunctive information. It is not a diagnostic aid.,Automated breast density calculation.,va_dark
78676,VA,Riverain ClearRead CT,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",ClearRead computed tomography (CT) is a dedicated post-processing application that generates a secondary vessel suppressed Lung CT series with computer-aided detection (CADe) marks and associated region descriptors intended to aid the radiologist in the detection of pulmonary nodules.,ClearRead CT™ is comprised of computer assisted reading tools designed to aid the radiologist in the detection of pulmonary nodules during review of CT examinations of the chest on an asymptomatic population. The ClearRead CT requires that both lungs are in the field of view. ClearRead CT provides adjunctive information and is not intended to be used without the original CT series.,va_dark
78677,VA,Transpara Breast Care,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Transpara software is intended for use as a concurrent reading aid for physicians interpreting full-field digital mammography exams (FFDM) and digital breast tomosynthesis (DBT) exams from compatible FFDM and DBT systems, to identify regions suspicious of breast cancer and assess their likelihood of malignancy.","Supporting mammography and digital breast tomosynthesis exams: it is designed to be used by physicians to improve interpretation of full-field digital mammography (FFMD) and digital breast tomosynthesis (DBT), improve detection and characterization of abnormalities, and enhance workflow.",va_dark
78678,VA,"XIDF-AWS801, Angio Workstation (Alphenix Workstation), V9.5",,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","The XIDF-AWS801, Angio Workstation (Alphenix Workstation), V9.5 is used for image input from the Diagnostic Imaging System and Workstation, image processing, and display. The Angio Workstation (XIDF-AWS801) is used in combination with an interventional angiography system (Alphenix series systems, Infinix-i series systems and INFX series systems) to provide 2D and 3D imaging of selective catheter angiography procedures for the whole body (including heart, chest, abdomen, brain, and extremity).",Supports angiography imaging workflows.,va_dark
78679,VA,Workflow Box,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Workflow Box is a data routing and image processing tool which automatically applies contours to data that is sent to one or more of the included image processing workflows. Contours generated by Workflow Box may be used as an input to clinical workflows, including, but not limited to, radiation therapy treatment planning. Workflow Box must be used in conjunction with appropriate software to review and edit results generated automatically by Workflow Box components. For example, image visualization software must be used to facilitate the review and edit of contours generated by Workflow Box component applications. Workflow Box is intended to be used by trained medical professionals. Workflow Box is not intended to automatically detect lesions.","Accelerates radiology workflows: Workflow Box is a software application that enables the routing of image data and structures to automatic image processing workflows, including atlas based contouring, image registration based re-contouring and machine learning based contouring. Workflow Box data routing and contouring workflows support CT, MR and RTSTRUCT image data and structures. Workflow Box supports the routing of data to and from DICOM nodes within a hospital network.",va_dark
78680,VA,eCaremanager (Philips),,,a) Purchased from a vendor,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"eCaremanager is a critical integrative software program purchased from Philips by the VA National TeleCritical Care.  The program's inputs include ICU patient care data-physiologic, biochemical, and microbiologic information from VISTA and as well as inputs from the CDW, analyzes the data to create trend and threshold alarms and acuity scores that are used by TeleCritical Care Providers to comanage ICU patients with bedside providers.  This data integration, portrayal, and analysis expands the TeleCritical Care providers' clinical capabilities and permits delivery of critical care services at a population rather than an individual level. This solves the problem of providing population critical care by actively identifying patient biochemical and physiologic derangements to allow TeleCritical Care Providers to assess and manage their care.",Enhancing patient outcomes,va_dark
78681,VA,"Voluson Expert 22, Voluson Expert 20, Voluson Expert 18",,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","The systems are full-featured Track 3 ultrasound systems, primarily for general radiology use and specialized for OB/GYN with particular features for real-time 3D/4D acquisition. They consist of a mobile console with keyboard control panel; color LCD/TFT touch panel, color video display and optional image storage and printing devices. They provide high performance ultrasound imaging and analysis and have comprehensive networking and DICOM capability. They utilize a variety of linear, curved linear, matrix phased array transducers including mechanical and electronic scanning transducers, which provide highly accurate real-time three-dimensional imaging supporting all standard acquisition modes. https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices The systems are all intended for diagnostic ultrasound imaging and fluid flow analysis.",Accelerate ultrasound workflows.,va_dark
78682,VA,CareLink Home Monitoring,,,a) Purchased from a vendor,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Address high frequency of false positive alerts in patients with implanted Medtronic electrocardiogram (EKG) loop recorders,Minimize work related to the review of false positive alert transmissions.,va_dark
78683,VA,GE Portable Critical Care Suite 2.x,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Critical Care Suite is a software module that employs AI‐based image analysis algorithms to identify pre‐specified critical findings (pneumothorax) in frontal chest X‐ray images and flag the images in the PACS/workstation to enable prioritized review by the radiologist.,Triage pneumothorax cases. It identifies pre‐specified critical findings (pneumothorax) in frontal chest X‐ray images and flags the images in the PACS/workstation to enable prioritized review by the radiologist.,va_dark
78684,VA,Stratification Tool for Opioid Risk Mitigation (STORM),,,c) Developed with both contracting and in-house resources,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Patients exposed to opioid drugs often have complex medical needs and are at risk of multiple negative outcomes, including overdose, suicide, development of addiction, and other behavioral health challenges. Numerous strategies have been developed to minimize risks and treat conditions that underly them, but coordination of care across patient treatment providers and conditions can be challenging and interventions to reduce risk can be time consuming.  Decision support to systems are needed to ensure recognition of a patient’s current conditions and consideration and tracking of recommended interventions. Risk estimation is needed to ensure that the most complex and at-risk patients receive adequate clinical attention in time-constrained health care environments.","The effectiveness of the targeted prevention program was tested during a randomized staged roll-out of the targeted prevention program using a stepped wedge evaluation design. The targeted prevention program utilizes the STORM model to identify patients for interdisciplinary case review (i.e. by a team of clinicians which includes those with pain, behavioral health and recovery expertise). Inclusion in the mandate for team-based case review of patients, the predictive model estimated that ""very high"" risk of overdose or suicide events in the next year was associated with a significant 22% reduction in all-cause mortality within 4 months of inclusion (Strombotne et al., 2023). https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9060407/  Inclusion in the case review program was also found to reduce all-cause mortality and reduce likelihood of opioid analgesic discontinuation, in the subpopulation of patients on long-term opioid analgesics (Li et al., 2023).",va_dark
78685,VA,"Aquilion ONE (TSX-306A/3) V10.12 with Spectral Imaging System, Vitrea Software Package, VSTP-001A",,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","This device is indicated to acquire and display cross-sectional volumes of the whole body, including the head, with the capability to provide images of whole organs in a single rotation. Whole organs  include, but are not limited to, brain, heart, pancreas, etc.",Reduces image noise.,va_dark
78686,VA,Vereos PET/CT,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","The positron emission tomography (PET)/computed tomography (CT) system is used for the purpose of detecting, localizing, diagnosing, staging, re-staging, and follow-up for monitoring therapy response of various diseases in oncology, cardiology and neurology.",Supports diagnosis and treatment planning.,va_dark
78687,VA,REACH VET Suicide Risk Prediction and Recovery Engagement,,,c) Developed with both contracting and in-house resources,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Suicide is a low frequency event, but clinical attention and intervention can reduce the risk of suicide and other adverse behavioral health outcomes. REACH VET offers a targeted suicide prevention approach to focus attention on Veterans with the greatest risk/need. This AI system is designed to support identification of Veterans at an elevated risk of suicide or other preventable adverse outcomes to support mitigation of risks, if indicated.","The REACH VET 2.0 model is expected to identify a population of Veterans at elevated risk of suicide and other adverse outcomes for review by providers. Providers conduct outreach to identified Veterans when appropriate. This model and the targeted prevention in which it is used (i.e. the REACH VET clinical program), is used to augment VHA's extensive clinical suicide prevention program. While VHA conducts universal screenings for suicide risk by asking patients structured questions regarding suicidality, this screening process does not identify all Veterans at elevated risk. The REACH VET model is intended to supplement clinical screening and assessments and support identification of changes in risk. The REACH VET model supplements clinical practices by identifying Veterans at statistical risk of suicide, given similarities in their health care data with prior suicide decedents. After identification, reevaluation of care and outreach are completed to support risk mitigation. This targeted prevention program was nationally implemented in VHA in 2017 and there was an evaluation of the effects of the REACH VET program. This evaluation found that REACH VET implementation was associated with greater treatment engagement, new safety plan documentation, and fewer mental health admissions, emergency department visits, and documented suicide attempts. Full findings of this program evaluation are available at: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8524305/.",va_dark
