use_case_id,agency,use_case_name,vendor_name,system_name,development_type,ai_classification,problem_statement,expected_benefits,pre_classification
64368,VA,SAC AI tools to automate application processing and data reporting,,,,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,"Longer response times and missed prioritization: Without automated NLP-driven sorting and predictive routing, incoming requests would sit in general queues or rely on slow manual triage, causing delays in getting issues to the right experts. Urgent or complex inquiries might not be identified quickly, for example, a critical contracting issue could remain unattended until staff notice it in an outlook folder, since no AI is in place to flag or escalate it based on content or sentiment. This increases the risk of SLA breaches on time-sensitive tasks and leads to program office frustration due to slow resolution. Inefficient use of resources and lost insights: In the absence of AI automation, skilled staff must continue spending a large portion of their day on mundane tasks, reading emails, categorizing tickets, data entry, instead of focusing on higher-value work. This manual workload is an inefficient use of human capital and can introduce errors or inconsistencies. Moreover, we would forgo the benefits of AI-driven process mining and analytics that reveal bottlenecks or compliance issues in our processes. Not pursuing this effort means continuing to operate with slower, labor-intensive workflows and missing an opportunity to free up our talent for more mission-critical activities. The SAC would remain reactive and prone to bottlenecks, directly impacting the timeliness and quality of support we provide.","Implementing AI Builder will tangibly improve Veterans’ experience with the services supported by SAC. Veterans and other end-users will see their requests handled and resolved more quickly. E.g., the AI’s natural language processing will immediately categorize its urgency and topic, then route it to the right team or individual. This means shorter wait times and faster answers. A support ticket can be addressed in hours because the system automatically put it in the correct queue and even suggested likely solutions. Higher consistency and proactive improvements: AI Builder’s capabilities ensure that each request is understood in context. If a customer’s message expresses frustration or urgency, the system will recognize that sentiment, and tier level of service to prompt staff to prioritize that case. Additionally, the AI identifies common pain points or frequent questions. The SAC can proactively address these; for instance, if many customers struggle with a certain form, system, or if a particular procurement process causes delays, those insights will drive improvements in training, documentation, or process design. In the long run, this continuous improvement loop means better programs and services for Veterans: fewer errors, more transparent processes, and resources that get to the field faster. The end result is customers and indirectly the Veterans receiving quicker, more reliable, and more responsive support, which translates to higher satisfaction with VA services.",dark_sample
64383,VA,Redseal AI Usage,,,,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,"The cyber risk analytics AI is designed to provide enhanced risk prioritization and likelihood of exposure, validating impact through AI orchestrated workflows and automation.",Increased efficiency by reducing incident response guesswork and accelerating remediation.,dark_sample
64391,VA,BillieGPT POC,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","It will exist to assist School employees (School certifying officials) in general use, policy, and procedures for handling Veterans cases from the school's perspective. Gives info directly to school officials rather than having them call in to the VA call centers for assistance.","Better outcomes for student veterans, increased efficiency",dark_sample
64405,VA,Digizens,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","Patient compliance with treatment plans. Solves the problem of costly clinical trials modeling behavior.   Digizens is an AI that creates a digital cohort of individuals who can then take part in clinical trials related to compliance with certain tasks. Various messaging can be relayed to the digital individuals in order to measure effectiveness of messaging in real world scenarios without the risk of harm to real individuals. Population based behavior modeling based on communication, messaging, and compliance. These models can be run prior to engaging actual participants in various studies to optimize adherence and outcomes.",Improved patient compliance with more effective messaging. Lows risk cost effective clinical trials related to patient behavior.,dark_sample
64433,VA,Lung Cancer Prediction Model,,,b) Developed in-house,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"1. Treatment often proves difficult when diagnosed in advanced stages - long term outcomes are significantly improved when detected early. Screening programs are underutilized and definitively lacking in specific populations 2. This includes individuals at highest risk of lung cancer including US veterans. The Dayton VA Medical Center (DVAMC) initiative is intended to aid in detection of suspicious pulmonary nodules, expedite referrals for further evaluation and improve access to timely cancer care. In patients undergoing screening CTs, approx 50% of adults will have at least one lung nodule in their lifetime 3. Tools that provide aided detection and personalized risk of development of lung cancer may identify individuals that could require additional or more frequent screening. Sybil is a deep learning model to predict future lung cancer risk from a single low-dose chest computed tomography scan (LDCT) 4. The AI model utilizes one LDCT and the assistance of a radiologist to predict the risk of a patient developing lung cancer within six years. No additional clinical data is required. It has been validated on 3 independent data sets totaling almost 30K LDCTs. When a CT is processed by the algorithm, a series of 6 numbers corresponding to the patients aggregated risk of developing lung cancer in over 6 years. The hope is Sybil will allow lung cancer screening programs to be better utilized and promote increased care for at risk populations.","When fully implemented, it can be used to personalize screening regime, calling high risk patients out earlier to identify cancers in the early stages and potentially reducing the screening burden on low risk patients.",dark_sample
64449,VA,Sharing RVU Provider Metrics,,,c) Developed with both contracting and in-house resources,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Next Fiscal year, the VA will be focusing heavily on RVUs to measure provider productivity. However, the data currently can only be found in Pyramid Analytics, which is very difficult to use and very few people have access to it. This leaves all frontline employees, and many supervisors, in the dark as far as whether they are meeting their performance metrics.","This AI model will read the data from the RVU report and send an individual email to each employee, with their supervisor CC'ed, so that they know where they stand on their RVU metrics.",dark_sample
64472,VA,VA CART Adenoma Detection,,,b) Developed in-house,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Extracts adenoma status for CART Veterans using Natural Language Processing (NLP) of VistA colonoscopy surgical pathology reports,Leads to more informed personalized discussion with patients,dark_sample
64504,VA,NeuroQuant,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","NeuroQuant is a medical device with a fully automated Magnetic resonance (MR) imaging post-processing software that provides automatic labeling, visualization, and volumetric quantification of brain structures and lesions from a set of MR images and returns segmented images and morphometric reports.",Accelerate magnetic resonance imaging (MRI) workflows.,dark_sample
64505,VA,MAGNETOM Vida; MAGNETOM Lumina; MAGNETOM Aera; MAGNETOM Skyra; MAGNETOM Prisma; MAGNETOM Prisma fit,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","The MAGNETOM system is indicated for use as a magnetic resonance diagnostic device (MRDD) that produces transverse, sagittal, coronal and oblique cross-sectional images, spectroscopic images and/or spectra, as well as displays the internal structure and/or function of the head, body, or extremities","When interpreted by a trained physician, these images and/or spectra and the physical parameters derived from the images and/or spectra yield information that may assist in diagnosis.",dark_sample
64506,VA,3D Quorum,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Identifies clinically relevant regions of interest through overlapping slices (3mm) to ensure no loss of 3D data. Reduces the number of 3D images to be reviewed by the Radiologist by 2/3.,Early breast cancer detection and enhances patient outcomes.,dark_sample
64521,VA,VA CART SYNTAX Risk Model,,,b) Developed in-house,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"The VA CART SYNTAX risk model predicts 30-day post-Percutaneous Coronary Intervention (PCI) mortality, using a combination of clinical and anatomic variables. The model is available to facilitate personalized informed consent discussions and appropriate preparation for high-risk PCI cases.",More informed personalized discussions with patients: The model is available to facilitate personalized informed consent discussions and appropriate preparation for high-risk PCI cases,dark_sample
64548,VA,VA GPT,,,c) Developed with both contracting and in-house resources,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","VA GPT is intended to improve VA employee efficiency, ultimately improving their service to Veterans. Employees are using to assist with basic administrative tasks (drafting emails, summarizing documents, summarizing meeting notes, etc.)","- Boost productivity e.g., get instant assistance with Writing, Research, and analysis. - Save time e.g., quickly reformat meeting notes and draft presentations with AI assistance. - Enhance creativity e.g., generate new ideas and perspectives to tackle challenges in innovative ways.",dark_sample
64565,VA,Verathon BladderScan Prime PLUS System,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Accelerate bladder measurements.,Accelerate bladder measurement workflows.,dark_sample
64577,VA,Cardiac CT Function Software Application,,,a) Purchased from a vendor,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","It is designed to support physicians in the visualization, evaluation, and analysis of the heart function through the calculation of parameters, such as volume and mass. The device is intended to be used as an aid to the existing standard of care and does not replace existing software applications that physicians use.","Automate volume and mass calculations to support physicians in the visualization, evaluation, and analysis of the heart function.",dark_sample
64602,VA,ECG System Software,,,,,,,dark_sample
64617,VA,Intelligent 2D,,,,,,,dark_sample
64622,VA,Aquilion ONE with AiCE,,,,,,,dark_sample
64638,VA,National Training Team | Schools NLP FAQ Dashboard,,,,,,,dark_sample
64640,VA,Billie GPT,,,,,,,dark_sample
64643,VA,VCA & PPMS Chatbot,,,,,,,dark_sample
