agency_abbreviation,ai_classification_2025,ai_sophistication_2025,architecture_type_2025,bureau,commercial_ai,deployment_scope_2025,dev_method,dev_stage,entry_type_2025,expected_benefits_2025,is_coding_tool_2025,is_cots_commercial_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_generative_ai_2025,is_microsoft_copilot_2025,lineage_status,name_2025,outputs,problem_statement_2025,proposed_ai_sophistication,proposed_architecture_type,proposed_confidence,proposed_deployment_scope,proposed_entry_type,proposed_is_anthropic,proposed_is_aws_ai,proposed_is_coding_tool,proposed_is_cots_commercial,proposed_is_enterprise_wide,proposed_is_general_llm_access,proposed_is_generative_ai,proposed_is_github_copilot,proposed_is_google,proposed_is_microsoft_copilot,proposed_is_openai,proposed_is_public_facing,proposed_reasoning,proposed_scope_detail,proposed_tool_product_name,proposed_tool_vendor,proposed_use_type,purpose_benefits,system_name_2025,system_outputs_2025,tool_product_name_2025,tool_vendor_2025,uc_2024_id,uc_2025_id,use_case_id_2024,use_case_name,use_type_2025,vendor_name_2025,w2_flags_json,w2_reasoning,w2_tagged_by,wave1_ai_sophistication,wave1_architecture_type,wave1_confidence,wave1_deployment_scope,wave1_entry_type,wave1_is_anthropic,wave1_is_aws_ai,wave1_is_coding_tool,wave1_is_cots_commercial,wave1_is_enterprise_wide,wave1_is_general_llm_access,wave1_is_generative_ai,wave1_is_github_copilot,wave1_is_google,wave1_is_microsoft_copilot,wave1_is_openai,wave1_is_public_facing,wave1_reasoning,wave1_scope_detail,wave1_tool_product_name,wave1_tool_vendor,wave1_use_type
USAID,,,,USAID/Moldova,None of the above.,,Developed with contracting resources.,Operation and Maintenance,,,,,,,,,retired_2024,,"The primary output of the AI algorithm is a segmentation scheme, as described above. This scheme categorizes entities based on their risk levels, enabling improved detection logic and risk assessment within the AML framework.",,,,,office,,,,,,,,,,,,,,,,,,,"The implemented Anti-Money Laundering (AML) system currently relies on a rule-based detection framework with advanced networking capabilities. Building on this foundation, additional machine learning (ML) and artificial intelligence (AI) capabilities are being supported to enhance the accuracy of detection logic. This innovative system, the first of its kind in the region, equips employees of the National Bank of Moldova (NBM) with advanced tools to monitor all banking operations comprehensively. The system supports the NBM’s risk-based approach, enabling the identification of suspicious activities and raising of timely alerts. This supports early detection of money laundering and terrorist financing risks, as well as suspicious changes in the ownership structures of banks. Importantly, the NBM's role is supervisory rather than investigative; the system is not designed for law enforcement or prosecutorial purposes.


As part of the implementation parameter, a ML/AI proof of concept has been developed. This ML/AI use case specifically focuses on enhancing detection ratios by analyzing alert datasets and generating a segmentation scheme through a K-means clustering algorithm. This segmentation helps identify distinct subgroups (e.g., customers, accounts) with varying levels of money laundering risk, thereby refining the detection process and supporting risk-focused oversight.",,,,,,,35244,Anti-Money Laundering and Shareholders Transparency IT System,,,"[""misclassified_lifecycle""]",dev_stage='Operation and Maintenance' but deployment_scope='pilot' — silently dropped live system,wave2b-retired,computer_vision,custom_trained,high,pilot,custom_system,,,,0,0,,0,,,,,0,"""machine learning"" → imagery/CV model.; pilot/prototype, contracted build",USAID/Moldova,,,mission_critical
USDA,Natural Language Processing (NLP),nlp_specific,fine_tuned,ARS: Agricultural Research Service,None of the above.,bureau,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,The expected benefits include reduction of manual hours identifying the types of transactions.,0,1,0,0,1,0,continued,Repair Spend,"The output of the model is a recommendation of which financial transactions should be identified as ""repair"" expenses.","The AI is to review financial documents and then classify each expense as money spent on ""facility repairs"" or ""not facility repairs"".",,,,,,,,,,,,,,,,,,,,,,,"The intended purpose of this model is to review financial documents and then classify each expense as money spent on ""facility repairs"" or ""not facility repairs"". The expected benefits include reduction of manual hours identifying the types of transactions.","Enterprise Data Analytics Platform & Toolset (EDAPT, Impala, Tableau)","The output of the model is a recommendation of which financial transactions should be identified as ""repair"" expenses.",Tableau,Salesforce,35317,135112,35317,Repair Spend,administrative,Accenture,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,predictive_analytics,custom_trained,high,bureau,custom_system,,,,0,0,,0,,,,,0,"""recommendation"" → predictive/forecasting model.; in-house build",ARS: Agricultural Research Service,,,administrative
USDA,Classical/Predictive Machine Learning,classical_ml,custom_trained,FNS: Food and Nutrition Service,None of the above.,bureau,Developed with both contracting and in-house resources.,Operation and Maintenance,bespoke_application,"Benefits include consolidating related data in one location for informing nutrition programming, and identify potential partners for nutrition programs based on similarities.",0,1,0,0,1,0,continued,Nutrition Education & Local Access Dashboard,The model outputs groups of similar counties/states based on the different combinations of properties available for states.,"The goal of this dashboard is to provide county-level information on nutrition education and local food access, alongside other metrics related to hunger and nutritional health. This interactive dashboard can provide specific details based on the properties of farm to school intensity and size, program activity intensity, demographics, fresh food access, school size, and program participation. These properties allow users to find similar states based on any of these characteristics, opening up opportunities for partnerships with states they may not have considered.",,,,,,,,,,,,,,,,,,,,,,,"The goal of this dashboard is to provide county-level information on nutrition education and local food access, alongside other metrics related to hunger and nutritional health. This interactive dashboard can provide specific details based on the properties of farm to school intensity and size, program activity intensity, ethnicity and race, fresh food access, school size, and program participation. These properties allow users to find similar states based on any of these characteristics, opening up opportunities for partnerships with states they may not have considered. Benefits include increasing stakeholder awareness and empowering more informed decision-making and collaboration.",Tableau,The model outputs groups of similar counties/states based on the different combinations of properties available for states.,Tableau,Salesforce,35351,135139,35351,Nutrition Education & Local Access Dashboard,it_operations,Accenture,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,custom_trained,medium,bureau,custom_system,,,,0,0,,0,,,,,0,"""Nutrition Education & Local Access"" → classical ML model.; in-house build",FNS: Food and Nutrition Service,,,mission_critical
USDA,Generative AI,general_llm,unknown,APHIS: Animal and Plant Health Inspection Service; AMS: Agricultural Marketing Service,None of the above.,bureau,Developed in-house.,Acquisition and/or Development,custom_system,Automation of tedious and repetitive tasks reduces cost and increases speed and efficiency when addressing public comments,0,0,0,1,0,0,continued,Public Comments Analysis,The model outputs text analysis and categorization of the public comments.,Public comments analysts are overburdened with processing large volumes of public comments. This delays regulatory review and burdens policy staff.,,,,,,,,,,,,,,,,,,,,,,,The purpose of the model is to automate the analysis of comments from regulations.gov to help personnel in their review and response tasks. Benefits include a reduction in the number of labor hours needed for review and response.,,Outputs are CSV files containing extracted comment information necessary for analysts to address issues and recommendations,,,35357,135269,35357,Public Comments Analysis,mission_critical,,"[""material_divergence""]",ai_sophistication crossed cluster nlp_specific->general_llm,wave2a-continued,nlp_specific,custom_trained,high,bureau,custom_system,,,,0,0,,0,,,,,0,"""Public Comments Analysis"" → text/NLP processing.; in-house build",APHIS: Animal and Plant Health Inspection Service; AMS: Agricultural Marketing Service,,,mission_critical
USDA,Generative AI,general_llm,unknown,ERS: Economic Research Service,None of the above.,bureau,,Initiated,custom_system,"The system reduces the time it takes to fill out information and seek approval, improves information accuracy, and brings visibility to the approval status across various division functions.",0,0,0,1,0,0,continued,Portfolio Approval and Management (PAM) Bot,"The system provides three outputs: the approval status, summary recommendations, and generated citations.",The purpose of the model is to improve the Economic Research Service (ERS) research approval process.,,,,,,,,,,,,,,,,,,,,,,,"The purpose of the model is to improve the Economic Research Service (ERS) research approval process. The system reduces the time it takes to fill out information and seeking approval, improves information accuracy, and brings visibility to the approval status across various division functions.",,"The system provides three outputs: the approval status, summary recommendations, and generated citations.",,,35361,135148,35361,Portfolio Approval and Management (PAM) Bot,administrative,,"[""material_divergence""]",ai_sophistication crossed cluster predictive_analytics->general_llm,wave2a-continued,predictive_analytics,unknown,medium,bureau,custom_system,,,,0,0,,0,,,,,0,"""recommendations"" → predictive/forecasting model.",ERS: Economic Research Service,,,research
USDA,,classical_ml,unknown,OCIO: Office of the Chief Information Officer,None of the above.,bureau,Developed with contracting resources.,Acquisition and/or Development,custom_system,,0,0,0,0,0,0,continued,Ticket Templatization,The model outputs trends within data to assist in decision making.,,,,,,,,,,,,,,,,,,,,,,,,"This model is a non-production exploratory model, meaning it does not make predictions but is used to explore trends within data to gain insights that can help in making data-driven decisions. It is designed to explore and analyze service and change requests submitted through the 105 general form or without templates. This model helps to identify subcategories within the larger dataset that could be candidates for standardization and automation, potentially leading to improved operational efficiency, cost savings, and customer satisfaction.",,,,,35368,135155,35368,Ticket Templatization,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,predictive_analytics,custom_trained,high,pilot,custom_system,,,,0,0,,0,,,,,0,"""predictions"" → predictive/forecasting model.; pilot/prototype, contracted build",OCIO: Office of the Chief Information Officer,,,it_operations
USDA,Generative AI,general_llm,unknown,ARS: Agricultural Research Service,None of the above.,bureau,,Initiated,custom_system,"This system will give staff more time for higher-priority duties, and leadership will be able to more confidently answer questions, justify budget requests, and ensure that our research is innovative and relevant.",0,0,0,1,0,0,continued,Rapid Drafting of ARS Research Summaries,The tool outputs talking points and short briefing papers.,"The purpose of this tool is to summarize ongoing research from internal Agricultural Research Service (ARS) documents to allow program staff to efficiently understand ARS research outputs and create accurate and timely summary documents, such as briefing papers, talking points for leadership, and speeches.",,,,,,,,,,,,,,,,,,,,,,,"The purpose of this tool is to summarize ongoing research from internal Agricultural Research Service (ARS) documents to allow program staff to quickly create accurate and timely summary documents, such as briefing papers, talking points for leadership, and speeches. This will give staff more time for other duties, and leadership will be able to confidently answer questions, justify budget requests, and ensure that our research is innovative and relevant.",,Natural language text summarizing relevant content from the document database.,,,35370,135157,35370,Rapid Drafting of ARS Research Summaries,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,inference_only,medium,bureau,custom_system,,,,0,0,,1,,,,,0,"""Rapid Drafting of ARS Research"" indicates generative-AI use.",ARS: Agricultural Research Service,,,administrative
USDA,Agentic AI,agentic,custom_trained,NASS: National Agricultural Statistics Service,Searching for information using AI.,bureau,,Initiated,bespoke_application,Increased data quality and program efficiency,0,0,0,0,1,0,renamed,NASSportal Intranet Agent,The chatbot will provide text outputs.,Quick identification of internal policies and procedures for staff to execute programs,,,,,,,,,,,,,,,,,,,,,,,This model will assist National Agricultural Statistics Service (NASS) staff in finding answers to questions on how to administer programs. This will decrease labor hours and increase efficiency of NASS staff in program administration.,O365,Identifies and returns approved policies and procedures for program execution.,,,35380,135167,35380,NASSportal Intranet Bot,administrative,Microsoft,"[""drift_legitimate"", ""material_divergence""]",ai_sophistication general_llm→agentic (LLM→agentic uplift); general_llm→agentic = maturity uplift,wave2a-renamed-split,general_llm,inference_only,medium,bureau,custom_system,,,,0,0,,1,,,,,0,"""chatbot"" indicates generative-AI use.",NASS: National Agricultural Statistics Service,,,mission_critical
USDA,Classical/Predictive Machine Learning,classical_ml,custom_trained,FS: Forest Service,None of the above.,bureau,Developed with contracting resources.,Acquisition and/or Development,bespoke_application,"Enhanced workflow efficiency, better knowledge management, improved accuracy and consistency, frees up staff to focus on strategic tasks rather than manual document handling.",0,0,0,0,1,0,continued,Incident Invoice Document Understanding,The tool outputs an Excel document containing required values identified from incident invoices.,"Staff is overburdened by manual document handling, resulting in less time to focus on high-value strategic tasks. This tool automates data extraction from forms and invoices.",,,,,,,,,,,,,,,,,,,,,,,The purpose of this tool is to analyze incident invoices and return the values that need to be entered into a database. This new approach leads to faster invoice processing and reduces data entry mistakes for more accurate data.,,The Output is a CSV file with confidence level to be able to send the invoice data to the payment system,,,35382,135169,35382,Incident Invoice Document Understanding,administrative,UI Path,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,custom_trained,medium,bureau,custom_system,,,,0,0,,0,,,,,0,"""Incident Invoice Document Understanding"" → classical ML model.; contracted build",FS: Forest Service,,,administrative
USDA,Generative AI,general_llm,unknown,FS: Forest Service,None of the above.,bureau,,Initiated,custom_system,"This method would save time compared to manually collecting the information, which can be slow and error-prone.",0,0,0,1,1,0,continued,Use of LLMs for data extraction,"The model outputs a table of requested data variables (e.g., country, pathogen name, host name, etc.).",The purpose of this model is to quickly gather information from scientific papers to track the spread of plant diseases.,,,,,,,,,,,,,,,,,,,,,,,"The purpose of this model is to quickly gather information from scientific papers to track plant diseases. The practical benefit is that using this method would save time compared to manually collecting the information, which can be slow and error-prone when done for a long time.",,"The AI extracts requested information from scientific papers (e.g., country name, pathogen name, host name, percent plants affected by disease, etc.)",,,35384,135171,35384,Use of LLMs for data extraction,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,unknown,low,bureau,custom_system,,,,0,0,,0,,,,,0,"""Use of LLMs for data"" → classical ML model.",FS: Forest Service,,,mission_critical
USDA,,classical_ml,unknown,FS: Forest Service,None of the above.,bureau,Developed in-house.,Acquisition and/or Development,custom_system,,0,0,0,0,0,0,continued,IPWG Application Survey Analysis,"The model outputs a text summarization for each IT application in the survey data, and potentially includes text summaries of responses and sentiment analysis. The project will also produce a dashboard that allows users to see similar attributes at the agency, office, application, and individual response level.",,,,,,,,,,,,,,,,,,,,,,,,"The purpose of this tool is to analyze over 5,000 responses from an internal employee survey on IT applications, then give a summary of the employee feedback regarding each IT application. This decreases the time required to go through each response manually, helping the team make informed investment decisions more quickly.",,,,,35385,135172,35385,IPWG Application Survey Analysis,mission_critical,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,inference_only,medium,bureau,custom_system,,,,0,0,,1,,,,,0,"""summarization"" indicates generative-AI use.; in-house build",FS: Forest Service,,,mission_critical
USDA,Natural Language Processing (NLP),general_llm,inference_only,FS: Forest Service,None of the above.,bureau,,Initiated,product_feature,"Cost savings, time savings, mission execution, and reduced timelines for large-scale projects.",0,1,0,1,1,0,continued,IOL Focus Group and Survey Sensemaking,The model outputs text summaries of focus group comments and surveys.,Processing and interpretation of questionnaires and transcripts can be slow and tedious. Using Google NotebookLM can improve the process.,,,,,,,,,,,,,,,,,,,,,,,The purpose of this model is to efficiently process large quantities of focus group transcripts and survey results. Benefits include decreased labor hours manually processing transcripts and surveys.,"Google NotebookLM, Google Earth Engine","Outputs summaries, theme development, supporting quotes",NotebookLM,Google,35401,135187,35401,IOL Focus Group and Survey Sensemaking,administrative,Google,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_feature; agency added generative AI between cycles,wave2a-continued,nlp_specific,unknown,medium,bureau,custom_system,,,,0,0,,0,,,,,0,"""IOL Focus Group and Survey"" → text/NLP processing.",FS: Forest Service,,,mission_critical
USDA,Classical/Predictive Machine Learning,computer_vision,custom_trained,FS: Forest Service,None of the above.,bureau,Developed in-house.,Operation and Maintenance,custom_system,"The purpose of this tool is to enhance scientific modeling and analysis, which will standardize Geographic Information System (GIS) workflows for modeling and analytics.",0,0,0,0,1,0,continued,Esri ArcGIS Pro Deep Learning Modules,The tools will output image classifications.,Object detection from aerial images,,,,,,,,,,,,,,,,,,,,,,,"The purpose of this tool is to enhance scientific modeling and analysis, which will standardize Geographic Information System (GIS) workflows for modeling and analytics.",FS ACE,The tools will output image classifications.,Esri ArcGIS AI,Esri,35402,135188,35402,Esri ArcGIS Pro Deep Learning Modules,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted product_deployment->custom_system; agency added generative AI between cycles,wave2a-continued,computer_vision,custom_trained,high,bureau,product_deployment,,,,1,0,,0,,,,,0,"""image classifications"" → imagery/CV model.; ArcGIS/Esri deployment",FS: Forest Service,ArcGIS/Esri,Esri,mission_critical
FDIC,Generative AI,general_llm,unknown,Chief Information Officer Organization,None of the above.,office,Developed with both contracting and in-house resources.,Acquisition and/or Development,custom_system,The AI model will extract specific information (dates) from an electronic form. This will turn a manual process into an automated one saving worker time and increasing accuracy.,0,0,0,1,0,0,renamed,Data Extraction from Contract PDF Files,"The system generates an excel output sent via email to OMs that show the results of the reconciliation, including discrepancies and errors.","Reduce the time to extract specific information from electronic forms, saving time and reducing errors from this manual process.",,,,,,,,,,,,,,,,,,,,,,,The purpose is to extract data from invoices and contracts (PDFs) and use the data for reconciliation.  The benefit is to improve the accuracy of invoice and  contract reconciliation and to reduce the time for Oversight Managers (OMs) to perform this activity.,,The output will be a spreadsheet that flags any contract actions that do not meet FDIC procurement standards- specifically wherein the contracting officer signs after the effective date.,,,35424,133659,35424,Invoice and Contract Data Extraction,administrative,,"[""material_divergence""]",ai_sophistication LLM-class shift nlp_specific→general_llm,wave2a-renamed-split,nlp_specific,unknown,medium,office,custom_system,,,,0,0,,0,,,,,0,"Names 'extract data from invoices and contracts (PDFs)' for reconciliation — non-generative document NLP, contracted/in-house build.",CIO Organization,,,administrative
FDIC,Generative AI,general_llm,unknown,Chief Information Officer Organization,Improving the quality of written communications using AI tools.,bureau,,Acquisition and/or Development,custom_system,"Decreased effort to produce and validate knowledge articles, which will result in an increase in self-service available answers and a reduction in issue resolution times through improved quantity and quality of information available to provide answers to previously solved problems.",0,0,0,1,0,0,continued,Knowledge Article Generation,The output would be a draft Knowledge Article.,Increase in self-service available answers and a reduction in issue resolution times through improved quantity and quality of information available to provide answers to previously solved problems.,,,,,,,,,,,,,,,,,,,,,,,"The problem is that staff spends time writing article to resolve server outages.
Following the remediation of a server outage incident, the Gen AI would write a draft Knowledge Article on how to resolve future incidents of that type. Other benefits:

~Providing a better service experience: The Infrastructure Operations Systems Branch (IOSB) team can leverage self-service; they can easily find answers; the IOSB service experience will improve, allowing IOSB team to self serve 24/7 from the Knowledge Articles base
~Reduce caseload on IOSB; IOSB can solve their problems more efficiently, fewer cases require IOSB support. IOSB freed up to solving more complex customer issues
~Cut down average handle time: As we solve server outage cases and structure into articles, more IOSB team members can use that information to solve their cases faster and reduce average handle time.",,A document containing steps and conclusions to IT issues published via a web based native format.,,,35427,133613,35427,Knowledge Article Generation,it_operations,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,inference_only,medium,office,bespoke_application,,,,,0,,1,,,,,,Quotes 'Gen AI would write a draft Knowledge Article' on incidents.,CIO Organization,,,it_operations
FDIC,,,,Chief Information Officer Organization,None of the above.,,,Initiated,,,,,,,,,retired_2024,,Code suggestions and suggested comments to explain code,,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"Enhance coding speed and accuracy by offering code suggestions in real time, writing unit tests, debugging code, explaining code, adding comments, and translating code across languages.",,,,,,,35428,AI Coding Assistant,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,coding_assistant,inference_only,medium,pilot,product_deployment,,,1,,0,,1,,,,,,Title 'AI Coding Assistant' offering 'code suggestions in real time' — coding tool pilot.,CIO Organization,,,it_operations
FDIC,,,,Division of Administration,None of the above.,,,Initiated,,,,,,,,,retired_2024,,"The SI (Interview) tool will securely house a large number of internally developed, competency-based structured interview questions.",,,,,,bespoke_application,,,,,,,,,,,,,,,,,,"The FDIC seeks to improve the personnel selection process by automating the scheduling, creation, administration, scoring, and maintenance of structured interview materials using an online platform.",,,,,,,35452,Structured Interview (SI) tool,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,nlp_specific,unknown,low,office,product_deployment,,,,1,0,,0,,,,,,'Online platform' to host structured interview questions and scoring — vendor platform with AI features.,Division of Administration,,,administrative
FDIC,Classical/Predictive Machine Learning,classical_ml,unknown,Division of Finance,Summarizing the key points of a lengthy report using AI.,office,,Initiated,custom_system,Reduced time to receive answers based on data. This internal solution improves operational efficiency of the agency.,0,0,0,0,0,0,continued,Goals and Workload Assumptions,A visualization of effectiveness of divisional projects and a recommendation on how to fill the gap on missing elements or competencies,Summarize divisional efforts into a narrative taking into consideration staff numbers and competencies. The AI solution is intended to increase employee awareness of efforts and provide focus for what specialty a given employee may be interested in. This helps resolve and prevent internal communication problems.,,,,,,,,,,,,,,,,,,,,,,,Summarize divisional efforts into a narrative taking into consideration staff numbers and competencies. Reduced time to receive answers based on data.,,A visualization of effectiveness of divisional projects and a recommendation on how to fill the gap on missing elements or competencies. This would display via various charts on reports plus a narrative for consideration.,,,35455,133629,35455,Goals and Workload Assumptions,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; entry_type also shifted generic_use_pattern->custom_system,wave2a-continued,general_llm,unknown,low,office,generic_use_pattern,,,,,0,,1,,,,,,'Summarize divisional efforts into a narrative' — generative summarization pattern.,Division of Finance,,,administrative
FDIC,Classical/Predictive Machine Learning,classical_ml,unknown,Division of Finance,Summarizing the key points of a lengthy report using AI.,office,,Initiated,custom_system,"Reduced time to receive answers, allowing folks to focus on more critical mission-driven work. This helps the agency meet mandated reporting requirements.",0,0,0,0,0,0,continued,FDIC Financial Audit Report,An identification of items that all outside policy and a recommendation on if a trend needs to be addressed,Monitor employee transactions ensure regulations and policies are being followed.  The AI solution is intended to be an automated assist for auditing and monitoring efforts. This helps ensure compliance and reduces corporate risk.,,,,,,,,,,,,,,,,,,,,,,,"Monitor employee transactions ensure regulations and policies are being followed. Reduce time to receive answers, allowing folks to focus on more critical mission-driven work.",,An identification of items that fall outside policy and a recommendation on if a trend needs to be addressed. This would be displayed via viz tables showing the flagged transactions coupled with charts showing the general status. This would include drilldowns to directive numbers and agency sections to identify areas of concern.,,,35460,133634,35460,FDIC Financial Audit Report,it_operations,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; entry_type also shifted generic_use_pattern->custom_system,wave2a-continued,general_llm,unknown,low,office,generic_use_pattern,,,,,0,,1,,,,,,'Monitor employee transactions' to summarize compliance — generative summarization.,Division of Finance,,,administrative
FDIC,,classical_ml,unknown,Division of Resolutions and Receiverships,None of the above.,office,,Initiated,custom_system,,0,0,0,0,0,0,continued,Analytics on Loan Data,Formatted data set with elements extracted from unstructured data files/documents into a readily usable data to support disposition portfolio strategies.,,,,,,,,,,,,,,,,,,,,,,,,"This reduces the effort to analyze a portfolio of received failed bank loans and provides data supported strategies for disposition of the portfolio.  This reduces the effort to analyze a portfolio of received failed bank loans which is a time- and labor-intensive process, and provides data supported strategies for dispositioning the portfolio.",,,,,35464,133637,35464,Analytics on Loan Data,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,unknown,low,office,custom_system,,,,,0,,1,,,,,,'Elements extracted from unstructured data files/documents' for failed-bank loan portfolios — likely LLM extraction.,DRR,,,mission_critical
FDIC,,classical_ml,unknown,Division of Resolutions and Receiverships,None of the above.,office,,Initiated,custom_system,,0,0,0,0,0,0,continued,Analytics on Securities Data,Formatted data set with elements extracted from unstructured data files/documents into a readily usable data to support disposition portfolio strategies.,,,,,,,,,,,,,,,,,,,,,,,,"This reduces the effort to analyze a portfolio of received failed bank loans and provides data supported strategies for disposition of the portfolio.  This reduces the effort to analyze a portfolio of received failed bank loans which is a time- and labor-intensive process, and provides data supported strategies for dispositioning the portfolio.",,,,,35465,133638,35465,Analytics on Securities Data,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,unknown,low,office,custom_system,,,,,0,,1,,,,,,'Elements extracted from unstructured data files/documents' for securities — LLM-based extraction.,DRR,,,mission_critical
FDIC,,classical_ml,unknown,Division of Resolutions and Receiverships,None of the above.,office,,Initiated,custom_system,,0,0,0,0,0,0,continued,Business Data Extraction from Loan Files,Formatted data set with elements extracted from unstructured data files/documents.,,,,,,,,,,,,,,,,,,,,,,,,"Format data from unstructured documents to a structured format in a timely fashion and at scale, which will reduce cost and effort. This reduces the effort to analyze a portfolio of received failed bank loans and provides data supported strategies for dispositioning the portfolio.",,,,,35466,133639,35466,Business Data Extraction from Loan Files,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,unknown,low,office,custom_system,,,,,0,,1,,,,,,'Format data from unstructured documents to a structured format' — likely LLM doc extraction.,DRR,,,mission_critical
FDIC,,classical_ml,unknown,Division of Resolutions and Receiverships,None of the above.,office,,Initiated,custom_system,,0,0,0,0,0,0,continued,Data Extraction from Security Prospectus,Formatted data set with elements extracted from unstructured data files/documents.,,,,,,,,,,,,,,,,,,,,,,,,"Format data from unstructured documents to a structured format in a timely fashion and at scale, which will reduce cost and effort. This reduces the effort to analyze a portfolio of received failed bank loans and provides data supported strategies for dispositioning the portfolio.",,,,,35467,133640,35467,Data Extraction from Security Prospectus,cybersecurity,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,unknown,low,office,custom_system,,,,,0,,1,,,,,,'Format data from unstructured documents' (security prospectus) — LLM doc extraction.,DRR,,,mission_critical
FDIC,Classical/Predictive Machine Learning,classical_ml,unknown,Division of Resolutions and Receiverships,None of the above.,office,,Initiated,custom_system,"The model supports the provisional holds process by estimating potential overpayment. Appropriate provisional holds allow depositors access to their funds in a timely manner, while controlling risks to the DIF from overpaying uninsured depositors during a bank failure.",0,0,0,0,0,0,renamed,Provisional Holds Model,Structured data sets that can be analyzed by Claims Specialists.,"This solution will enable the FDIC to proactively manage financial risk by providing the ability to estimate potential overpayments, even without real-time account-level data. The strategic insights gained will allow for the optimization of financial holds, minimizing both overpayment risk and operational inefficiencies.",,,,,,,,,,,,,,,,,,,,,,,"Extract and format data from unstructured documents, which will reduce the cost and effort to release or retain provisional holds placed on accounts for banks exceeding $250M .",,This solution will enable FDIC to proactively manage financial risk by estimating potential overpayments under different levels of provisional holds in the absence of current account-level data and provide strategic insights needed to optimize our financial holds.,,,35468,133652,35468,Deposit Insurance Determination,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→classical_ml,wave2a-renamed-split,general_llm,unknown,low,office,custom_system,,,,,0,,1,,,,,,'Extract and format data from unstructured documents' to support deposit insurance determination.,DRR,,,mission_critical
FDIC,,classical_ml,unknown,Division of Resolutions and Receiverships,None of the above.,office,,Initiated,custom_system,,0,0,0,0,0,0,continued,Owned Real Estate (ORE) Property Appraisal,List of property records with current and historical appraised values and historical sale transaction details.,,,,,,,,,,,,,,,,,,,,,,,,"Validate and enrich loan data by extracting data from Loan Underwriting Documents, Title Documents, and Property Appraisal Documents, which will reduce the time to value a loan portfolio and improve the quality of the valuation.",,,,,35470,133642,35470,Owned Real Estate (ORE) Property Appraisal,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0,wave2a-continued,general_llm,unknown,low,office,custom_system,,,,,0,,1,,,,,,"'Extracting data from Loan Underwriting Documents, Title Documents, and Property Appraisal Documents' — LLM/IDP extraction.",DRR,,,mission_critical
FDIC,,classical_ml,unknown,Division of Risk Management Supervision,Transcribing and summarizing a recorded meeting or interview using AI.,office,,Acquisition and/or Development,custom_system,,0,0,0,0,0,0,continued,Transcribing Structured Interviews,The output will be the  transcription of the audio of the interview.,,,,,,,,,,,,,,,,,,,,,,,,"Risk Management Supervision (RMS) Atlanta wants to pilot the use of transcription  to record structured interviews. This would allow RMS interview panels to engage with the applicant without needing to focus on taking detailed notes but would allow them to refer back to structured answers as needed. 
Today, panel members must transcribe every word themselves, and must split their attention between the candidate and the transcription. The use of AI is meant to supplement (not replace) human note taking during the interview.",,,,,35475,133646,35475,Transcribing Structured Interviews,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; entry_type also shifted product_deployment->custom_system,wave2a-continued,general_llm,inference_only,medium,pilot,product_deployment,,,,1,0,,1,,,,,,'Pilot the use of transcription to record structured interviews' — generative transcription COTS pilot.,DRMS Atlanta,,,administrative
