agency_abbreviation,ai_classification_2025,ai_sophistication_2025,architecture_type_2025,bureau,commercial_ai,deployment_scope_2025,dev_method,dev_stage,entry_type_2025,expected_benefits_2025,is_coding_tool_2025,is_cots_commercial_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_generative_ai_2025,is_microsoft_copilot_2025,lineage_status,name_2025,outputs,problem_statement_2025,proposed_ai_sophistication,proposed_architecture_type,proposed_confidence,proposed_deployment_scope,proposed_entry_type,proposed_is_anthropic,proposed_is_aws_ai,proposed_is_coding_tool,proposed_is_cots_commercial,proposed_is_enterprise_wide,proposed_is_general_llm_access,proposed_is_generative_ai,proposed_is_github_copilot,proposed_is_google,proposed_is_microsoft_copilot,proposed_is_openai,proposed_is_public_facing,proposed_reasoning,proposed_scope_detail,proposed_tool_product_name,proposed_tool_vendor,proposed_use_type,purpose_benefits,system_name_2025,system_outputs_2025,tool_product_name_2025,tool_vendor_2025,uc_2024_id,uc_2025_id,use_case_id_2024,use_case_name,use_type_2025,vendor_name_2025,w2_flags_json,w2_reasoning,w2_tagged_by,wave1_ai_sophistication,wave1_architecture_type,wave1_confidence,wave1_deployment_scope,wave1_entry_type,wave1_is_anthropic,wave1_is_aws_ai,wave1_is_coding_tool,wave1_is_cots_commercial,wave1_is_enterprise_wide,wave1_is_general_llm_access,wave1_is_generative_ai,wave1_is_github_copilot,wave1_is_google,wave1_is_microsoft_copilot,wave1_is_openai,wave1_is_public_facing,wave1_reasoning,wave1_scope_detail,wave1_tool_product_name,wave1_tool_vendor,wave1_use_type
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerate standard cardiology workflows.,0,1,0,0,1,0,renamed,TeraRecon iNtuition-Structural Heart Module,Described in FDA documentation for this device (https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfPMN/pmn.cfm?ID=K191585).,"The iNtuition-Structural Heart Module is an iNtuition (K121916) based optional feature that employs all standard features offered by iNtuition. These standard features include convenient image manipulation tools (like drawing of region of interests), manual and automatic segmentation of structures, image assessment and measurement tools (linear, diameter, perimeter, angle, area and volume) and tools that support report creation, transmission and storage of reports in digital form, and tracking of historical information about the studies analyzed by the software. iNtuition Vessel analysis and calcium scoring features are utilized to support automatic and manual centerline extraction and analysis and calcium quantification.",,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Image segmentations and measurements.,,,35793,135487,35793,INtuition-Structural Heart Module,mission_critical,,"[""material_divergence""]",is_generative_ai 2024=0 vs 2025=1,wave2a-renamed-split,computer_vision,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,,classical_ml,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with both contracting and in-house resources.,Initiated,custom_system,,0,0,0,0,0,0,renamed,Actions for Application Vulnerabilities,Will provide detailed text data hat combines/correlates scan results for the app team and what might be causing the inability to resolve. This additional intelligence and recommended resolution(text) could be provided to the app team through automated Jira tickets to help them understand a way to resolve the issue.,,,,,,,,,,,,,,,,,,,,,,,,"Within the FlexLine materials management application, this AI capability would look at patterns across the time-to-mitigation data and potentially other scans for application vulnerabilities. If teams are not resolving vulnerabilities within the 30, 45, 60 day periods, then it could expose our products and degrade Veteran care. The goal would be to connect the duration to mitigate to other available data trends and recommend actions to the application teams that could help them resolve the issues faster.",,,,,35796,135635,35796,FlexLine: Detect patterns and make corrective action recommendations in application and dependency time to mitigation data.,mission_critical,,"[""drift_legitimate"", ""material_divergence""]",scope pilot→bureau (≥2 tiers); scope rollout pilot→bureau,wave2a-renamed-split,classical_ml,custom_trained,medium,pilot,bespoke_application,,,,,0,,0,,,,,,"In-house wrapper/RAG over foundation model: 'Within the FlexLine materials management application, this AI capability would look at' → classical_ml.",VHA,,,administrative
VA,,classical_ml,unknown,VHA: Veterans Health Administration,Identifying unusual patterns in system logs from a single incident report using AI.,bureau,,Initiated,custom_system,,0,0,0,0,0,0,continued,VSTOne – AI-Driven Patient Monitoring and Care Delivery,"Supporting Care Through AI VSTOne leverages advanced AI to provide comprehensive monitoring solutions that address several critical areas of patient care: • Assisting Nurses: Automated monitoring allows nurses to focus on higher-level care tasks. • Preventing Falls: The system predicts potential falls 30-65 seconds in advance, allowing timely intervention. • Preventing Pressure Ulcers: Early detection of pressure ulcer risks through continuous monitoring of patient movement. • Telemetry and Telehealth: Vitals are tracked via wearable patches, providing real-time data to clinicians, and enabling telehealth consultations.",,,,,,,,,,,,,,,,,,,,,,,,"Supporting Care Through AI

The healthcare industry is at a critical juncture due to the convergence of rising patient demands and severe staffing shortage, specially in nursing. According to the U.S Bureau of Labor Statistics projection in 2022, American hospitals will be hiring 1,100,00 registered nurse positions. In response to this challenge AI driven patient monitoring care delivery can proactively assist nurses.
The integration of artificial intelligence into healthcare presents a unique opportunity to enhance patient outcomes while supporting clinical staff in an increasingly challenging environment. With the looming shortage of nursing staff and the growing demand for patient care, there is an urgent need for technological solutions that support nurses in their roles. Today, I present VSTOne, an innovative AI solution designed to assist nurses, prevent patient falls, and improve care quality through continuous monitoring and real-time alerts.",,,,,35800,135599,35800,VSTOne – AI-Driven Patient Monitoring and Care Delivery,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,predictive_analytics,unknown,medium,pilot,custom_system,,,,,0,,0,,,,,,In-house predictive_analytics system: 'system predicts potential falls 30'.,VHA,,,mission_critical
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",agentic,unknown,VHA: Veterans Health Administration,None of the above.,bureau,,Acquisition and/or Development,custom_system,Reduces unnecessary treatments (existing BI-RADS 3's can be accurately and safely downgraded) and provides probability of malignancy aligned to BI-RADS categorization.,0,0,0,0,1,0,continued,Koios,Classifies breast ultrasound lesions. Augments the decision making process of Board Certified or Board Eligible Radiologists. Interpreting Radiologists retain the ability to 'accept' or 'reject' the suggested outputs.,FDA Cleared. Used with Automated Breast Ultrasound (ABUS). Classifies breast ultrasound lesions and automates reporting for improved efficiency and streamlined workflows. Increased sensitivity and specificity with reduced variability.,,,,,,,,,,,,,,,,,,,,,,,Used with Automated Breast Ultrasound (ABUS). Classifies breast ultrasound lesions and automates reporting for improved efficiency and streamlined workflows. Increased sensitivity and specificity with reduced variability. Reduces unnecessary treatments (existing BI-RADS 3's can be accurately and safely downgraded) and provides probability of malignancy aligned to BI-RADS categorization.,,Classifies breast ultrasound lesions,,,35803,135312,35803,Koios,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,unknown,medium,bureau,custom_system,,,,,0,,0,,,,,,In-house classical_ml system: 'ABUS). Classifies breast ultrasoun'.,VHA,,,mission_critical
VA,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,classical_ml,unknown,VHA: Veterans Health Administration,Inputting large amounts of data from paper forms into a digital system using AI.,bureau,,Initiated,custom_system,Increased efficiency,0,0,0,0,0,0,continued,Using AI to read PDFs and parse the information to SharePoint list,"SharePoint, and will be used in Power BI.","Deviation forms are submitted via email, the AI will grab the pre selected PDF information and parse the data into a SharePoint List. Due to the size of the files received the AI will save hours off the Analysts workload. The problem to be solved is parsing the Party administrators contractual deviations from the submitted PDF forms.",,,,,,,,,,,,,,,,,,,,,,,"The AI will read PDFs from the TPA, and parse the data into a sharepoint list, reducing the employees processing time by 20%",,The data will be parsed to a local SharePoint list.,,,35805,135394,35805,Using AI to read PDFs and parse the information to SharePoint list,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,classical_ml,unknown,medium,pilot,custom_system,,,,,0,,0,,,,,,"In-house classical_ml system: 'The AI will read PDFs from the TPA, and parse the data'.",VHA,,,mission_critical
VA,,classical_ml,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed in-house.,Implementation and Assessment,custom_system,,0,0,0,0,0,0,renamed,Optimizing Renin Angiotensin System Blocker Use for Kidney Disease,"Narrative note that goes into the patient's record with the PCP as an additional signer with a summary of why they qualify for the clinical summarization (CKD), when the ACE/ARB was stopped, documentation of notes and phrases/sentences that are relevant to decision making (exact text from note).",,,,,,,,,,,,,,,,,,,,,,,,"Intended purpose: clinical summarization of narrative clinical notes within the electronic health records among patients with CKD to give providers a summary of relevant terms (side effects, adverse events) noted in those notes (exact phrase matches, pointer to document) along with medication and chronic condition information (not using AI) delivered to primary care providers before a clinic encounter to assist in clinical decision making.",,,,,35811,135637,35811,HSRD IIR 19-069 Optimizing Renin Angiotensin System Blocker Use among Veterans with Kidney Disease,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→classical_ml,wave2a-renamed-split,general_llm,inference_only,medium,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'clinical summarization of narrative c' → general_llm.,VHA,,,mission_critical
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerate imaging workflows.,0,1,0,0,1,0,continued,"Brainlab Elements Image Fusion, Contouring (4.5);Image Fusion (4.5);Fibertracking (2.0);BOLD MRI Mapping (1.0);Image Fusion Angio (1.0)",Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223106.pdf).,"Brainlab Elements are software applications indicated for the processing of medical image data to support the intended user group to perform image guided surgery and radiation treatment planning. The Brainlab Elements 6.0 are applications that transfer Digital Imaging and Communications in Medicine (DICOM) data to and from picture archiving and communication systems (PACS) and other storage media devices. They include modules for 2D & 3D image viewing, image processing, image co-registration, image segmentation and a 3D visualization of medical image data for treatment planning procedures.",,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Tumor segmentation estimates.,,,35827,135504,35827,"Brainlab Elements Image Fusion, Contouring (4.5);Image Fusion (4.5);Fibertracking (2.0);BOLD MRI Mapping (1.0);Image Fusion Angio (1.0)",mission_critical,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,computer_vision,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,"FDA-cleared medical device for VHA imaging/clinical use; 'Elements Image Fusion, Contouring'.",VHA,,,mission_critical
VA,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",nlp_specific,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed in-house.,Acquisition and/or Development,custom_system,This use case will enable a more informed personalized discussion with patients,0,0,0,0,0,0,continued,VA CART Ejection Fraction NLP,"Results of the NLP are separated by EF determination method including Human Observation, Biplane, 4-Chamber, and 2-Chamber, with the Best EF Value following that hierarchy in order.  A NULL Best EF Value indicates that the LLM did not find an ejection fraction in the text.",The model is available to facilitate risk stratification at the point of care. It extracts ejection fraction (EF) information in VistA using Natural Language Processing (NLP) of Echocardiogram TIU report text.,,,,,,,,,,,,,,,,,,,,,,,Extracts ejection fraction (EF) information in VistA using Natural Language Processing (NLP) of Echocardiogram TIU report text,,Identifies Ejection Fraction,,,35829,135560,35829,VA CART Ejection Fraction NLP,administrative,,"[""material_divergence"", ""tagging_error_2025""]",is_generative_ai 2024=1 vs 2025=0; narrative mentions genai marker; 2025 tag of 0 likely wrong,wave2a-continued,general_llm,inference_only,high,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'the LLM did not find an' → general_llm.,VHA,,,mission_critical
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerate imaging workflows.,0,1,0,0,1,0,continued,"Biograph Vision, Biograph MCT Family Of PET/CTs",Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf19/K193248.pdf).,"The Biograph Vision and Biograph mCT systems provide registration and fusion of high-resolution metabolic and anatomic information from the two major components of each system (Positron emission tomography (PET) and computed tomography (CT)). These systems are designed for whole body oncology, neurology and cardiology examinations.",,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Aligned and fused images.,,,35832,135507,35832,"Biograph Vision, Biograph MCT Family Of PET/CTs",mission_critical,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,computer_vision,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerate radiation therapy treatment planning workflows.,0,1,0,0,1,0,continued,AutoContour Model RADAC V3,Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230685.pdf).,AutoContour is intended to assist radiation treatment planners in contouring and reviewing structures within medical images in preparation for radiation therapy treatment planning.,,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Generates contours for radiation therapy planning.,,,35834,135508,35834,AutoContour Model RADAC V3,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",nlp_specific,inference_only,VHA: Veterans Health Administration,Creating visual representations of data sets for reports and presentations using AI.,bureau,,Initiated,product_deployment,Prioritizes and surfaces relevant documents early to speed review and improve accuracy.,0,1,0,0,0,0,renamed,eDiscovery (VASI 2460): Predictive Coding,"Code Snippets: Automatically generated blocks of code based on user prompts or requirements. Bug Reports: Detailed analyses of code with identified issues and suggestions for fixes. Documentation: Automatically generated documentation for codebases, explaining functions, classes, and usage. Refactored Code: Improved versions of existing code that enhance readability, efficiency, or performance. Test Cases: Suggested test cases or automated tests generated to ensure code functionality and reliability.",Document review teams train an AI model to identify positive or negative content within a universe of documents.,,,,,,,,,,,,,,,,,,,,,,,"Increased Productivity: By automating routine tasks, both coders and designers can work faster and more efficiently.
Improved Quality: AI can enhance the quality of code and designs through intelligent analysis and suggestions.
Accessibility: It can make coding and design more accessible to non-experts, democratizing creative processes.
Innovation: By offering new perspectives and solutions, AI can drive innovation in both fields.
Overall, the integration of AI into coding and creative design aims to enhance human capabilities, foster creativity, and improve overall outcomes in both areas.",,Predicted ranking for remaining documents,Microsoft Teams,Microsoft,35838,135531,35838,AI coding,administrative,,"[""drift_legitimate"", ""material_divergence""]",scope pilot→bureau (≥2 tiers); scope rollout pilot→bureau,wave2a-renamed-split,classical_ml,unknown,medium,pilot,custom_system,,,,,0,,0,,,,,,"In-house classical_ml system: 'Increased Productivity: By automating routine tasks, both coders and designers can work'.",VHA,,,administrative
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerate ultrasound workflows.,0,1,0,0,1,0,continued,"Aplio i900, Aplio i800 and Aplio i700 Software V8.1 Diagnostic Ultrasound System",Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233195.pdf).,"The Diagnostic Ultrasound System Aplio i900 Model TUS-AI900, Aplio i800 Model TUS-AI800, Aplio i700 Model TUS-AI700 are indicated for the visualization of structures and dynamic processes within the human body, using ultrasound, and to provide image information for diagnosis in the following clinical applications: fetal, abdominal, intra-operative (abdominal), pediatric, small organs (thyroid, breast and testicle), trans-vaginal, trans-rectal, neonatal cephalic, adult cephalic, cardiac (both adult and pediatric), peripheral vascular, transesophageal, musculo-skeletal (both conventional and superficial), laparoscopic and Thoracic/Pleural. This system provides high-quality ultrasound images in the following modes: B mode, M mode, Continuous Wave, Color Doppler, Pulsed Wave Doppler , Power Doppler and Combination Doppler, as well as Speckle-tracking, Tissue Harmonic Imaging, Combined Modes, Shear wave, Elastography, and Acoustic attenuation mapping. This system is suitable for use in hospital and clinical settings by physicians or legally qualified persons who have received the appropriate training. In addition to the aforementioned indications for use, when the Endoscopic Ultrasound (EUS) transducer GF-UCT180 is connected, Aplio i800 Model TUS-AI800/E3 provides image information for the diagnosis of the upper gastrointestinal tract and surrounding organs.",,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Generates automated measurements of imaged structures.,,,35839,135509,35839,"Aplio i900, Aplio i800 and Aplio i700 Software V8.1 Diagnostic Ultrasound System",mission_critical,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,computer_vision,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerate surgery planning workflows.,0,1,0,0,1,0,continued,"Alignment System Cranial, Alignment Software Cranial, Cirq Alignment Software Cranial Biopsy, Cirq Alignment Software Cranial sEEG, Varioguide Alignment Software Cranial",Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223864.pdf).,Alignment System Cranial is intended to support the surgeon in planning and achieving a trajectory with surgical instruments during cranial stereotactic procedures. The indications for use are biopsy of intracranial lesions and placement of stereoelectroencephalography (SEEG) electrodes.,,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,This Machine Learning (ML) based functionality is used as an aid in the registration step (in surface matching) by allowing a pre-registration based on guide points (which are delivered by this algorithm). This pre-registration step is not mandatory.,,,35840,135510,35840,"Alignment System Cranial, Alignment Software Cranial, Cirq Alignment Software Cranial Biopsy, Cirq Alignment Software Cranial sEEG, Varioguide Alignment Software Cranial",administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,agentic,unknown,VHA: Veterans Health Administration,Creating visual representations of data sets for reports and presentations using AI.,bureau,Developed with contracting resources.,Acquisition and/or Development,custom_system,"The AI assisted Weapon Detection System will be used to detect weapons and alert staff. This would aid in ensuring the area is safe and secure for Veterans, Visitors, and Employees.",0,0,0,0,0,0,renamed,Xtract WDS - OSLE,Areas of interest for a heat map that include objects that would produce heat indicators aligned with heat signatures of known types of different weapons.,Heat map detection for weapon detection software.,,,,,,,,,,,,,,,,,,,,,,,Heat map detection for weapon detection software.,,Areas of interest in a map of the body that indicates objects that have indicators aligned with known types of different weapons.,,,35844,135292,35844,Xtract WDS - OSSO,administrative,,"[""material_divergence""]",ai_sophistication LLM-class shift classical_ml→agentic,wave2a-renamed-split,classical_ml,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'Heat map detection for weapon detection software' → classical_ml.,VHA,,,mission_critical
TVA,,classical_ml,unknown,Enteprise Planning,Creating visual representations of data sets for reports and presentations using AI.,enterprise_wide,Developed in-house.,Operation and Maintenance,custom_system,Extreme load analysis involves estimating the likelihood of peaks in energy demand for different months of the year and hours of the day. This will aid in energy forecasting,0,0,1,0,0,0,continued,Extreme Load Analysis,"An RShiny Web App displays EVD for different months of the year, hours of the day, and plants. The Web App allows users to filter for different time periods and different plants. Users can also adjust
percentiles to see different quantile values.",,,,,,,,,,,,,,,,,,,,,,,,Extreme load analysis involves estimating the likelihood of peaks in energy demand for different months of the year and hours of the day. This will aid in energy forecasting,,,,,35847,134928,35847,Extreme Load Analysis,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,wave2a-continued,predictive_analytics,custom_trained,medium,office,custom_system,,,,,0,,0,,,,,,'Extreme load analysis … likelihood of peaks in energy demand' — in-house RShiny statistical model.,Enterprise Planning,,,mission_critical
TVA,,general_llm,unknown,Supply Chain,Searching for information using AI.,bureau,Developed in-house.,Operation and Maintenance,custom_system,"Faster insights, access to information, and reduction of duplicates",0,0,0,0,1,0,continued,Materials Intelligent Catalog Assistant,"Intelligent Search engine with filters to search through inventory. Also provides information on item, location, cost, and identifies like or similar items",,,,,,,,,,,,,,,,,,,,,,,,Transform how inventory is viewed in catalog. Provide intelligent search capability to quickly find what user needs. Reduce duplication of inventory ordering due to inventory and components,,,,,35848,134929,35848,Materials Intelligent Catalog Assistant,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,nlp_specific,unknown,medium,office,custom_system,,,,,0,,0,,,,,,'Intelligent search capability to quickly find' inventory items — in-house catalog search.,Supply Chain,,,administrative
TVA,,classical_ml,unknown,Enterprise Analytics & Innovation,None of the above.,enterprise_wide,Developed in-house.,Operation and Maintenance,custom_system,"Use NLP to classify condition reports as C, E, or WO level",0,0,1,0,0,0,continued,CAP Automation,"A classification label - C, E, or WO",,,,,,,,,,,,,,,,,,,,,,,,"Use NLP to classify condition reports as C, E, or WO level",,,,,35850,134931,35850,CAP Automation,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,wave2a-continued,nlp_specific,custom_trained,medium,office,custom_system,,,,,0,,0,,,,,,"'Use NLP to classify condition reports as C, E, or WO level' — in-house NLP classifier.",Enterprise Analytics & Innovation,,,mission_critical
TVA,,classical_ml,inference_only,Enterprise Analytics & Innovation,Searching for information using AI.,enterprise_wide,Developed in-house.,Operation and Maintenance,product_deployment,Use NLP to search through CRs. Also tool to include pattern recognition and adding additional safety data to search for and do topic modeling on,0,1,1,0,0,0,continued,CR intelligent search,Search engine for looking through condition reports,,,,,,,,,,,,,,,,,,,,,,,,Use NLP to search through CRs. Also tool to include pattern recognition and adding additional safety data to search for and do topic modeling on,,,Aretec SEARCH,Aretec,35851,134932,35851,CR intelligent search,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,wave2a-continued,nlp_specific,custom_trained,medium,office,custom_system,,,,,0,,0,,,,,,'Use NLP to search through CRs … topic modeling' — in-house condition-report NLP search.,Enterprise Analytics & Innovation,,,mission_critical
TVA,,classical_ml,unknown,Enterprise Analytics & Innovation,Searching for information using AI.,enterprise_wide,Developed in-house.,Operation and Maintenance,custom_system,Use of helicopter image data for survey and project insights,0,0,1,0,0,0,continued,Heliviewer,"Search engine of helicopter data to search through images, projects, flight patterns, etc.",,,,,,,,,,,,,,,,,,,,,,,,Use of helicopter image data for survey and project insights,,,,,35853,134934,35853,Heliviewer,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,wave2a-continued,computer_vision,unknown,medium,office,custom_system,,,,,0,,0,,,,,,'Helicopter image data' search engine — in-house CV indexing.,Enterprise Analytics & Innovation,,,mission_critical
TVA,,classical_ml,unknown,Enterprise Analytics & Innovation,None of the above.,enterprise_wide,Developed in-house.,Operation and Maintenance,custom_system,Use computer vision to detect rate of change of water temperature with thermal image data which is indicative of dam leakage,0,0,1,0,0,0,continued,ICI camera,Predictions on what temperature of water should be and risk flag if over threshold,,,,,,,,,,,,,,,,,,,,,,,,Use computer vision to detect rate of change of water temperature with thermal image data which is indicative of dam leakage,,,,,35854,134935,35854,ICI camera,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,wave2a-continued,computer_vision,custom_trained,high,office,custom_system,,,,,0,,0,,,,,,'Use computer vision to detect rate of change of water temperature with thermal image data … dam leakage'.,Enterprise Analytics & Innovation,,,mission_critical
TVA,,classical_ml,unknown,Enterprise Planning,None of the above.,enterprise_wide,Developed with both contracting and in-house resources.,Operation and Maintenance,custom_system,Improved efficiency and productivity,0,0,1,0,0,0,continued,Load Forecasting,30 year capacity and energy forecasts,,,,,,,,,,,,,,,,,,,,,,,,Predict energy and demand out to 30 years in order to support power supply planning,,,,,35866,134947,35866,Load Forecasting,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,wave2a-continued,predictive_analytics,custom_trained,high,office,custom_system,,,,,0,,0,,,,,,'Predict energy and demand out to 30 years' — long-horizon load forecasting.,Enterprise Planning,,,mission_critical
TVA,,,,Cybersecurity,None of the above.,,,Initiated,,,,,,,,,retired_2024,,"Metrics, Alerting, and optional preventative/proactive protections",,,,,bureau,,,,,,,,,,,,,,,,,,,"Vulnerability analysts track 1000s of vulnerabilities in real time across and enterprise of technologies. Prioritizing severity is a challenging task when there can be 100s of the same level of severity CVE. The tools in use help prioritize data based on contextual information within the environment and industry while also feeding other factors such as exploitability,",,,,,,,35870,Vulnerability Tracking,,,"[""misclassified_lifecycle""]",dev_stage='Initiated' (pre-deployment) but deployment_scope='department' — pre-deployment system can't be broadly rolled out,wave2b-retired,classical_ml,inference_only,medium,department,generic_use_pattern,,,,,0,,0,,,,,,'Prioritizing severity' across thousands of vulnerabilities — vulnerability-management ML.,Cybersecurity,,,cybersecurity
TVA,,classical_ml,inference_only,T&I Operations,Searching for information using AI.,bureau,,Operation and Maintenance,product_deployment,"Portal users can find answers more quickly and easily with features like auto-complete search queries, natural language support, and typo handling.",0,1,0,0,0,0,continued,AI-Enhanced Search,Knowledge Base Catalog Data,,,,,,,,,,,,,,,,,,,,,,,,"Portal users can find answers more quickly and easily with features like auto-complete search queries, natural language support, and typo handling.",,,Aretec SEARCH,Aretec,35884,134953,35884,AI-Enhanced Search,it_operations,,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers); entry_type also shifted product_feature->product_deployment,wave2a-continued,nlp_specific,inference_only,medium,enterprise_wide,product_feature,,,,,1,,0,,,,,,"'Auto-complete search queries, natural language support, and typo handling' on the enterprise portal.",T&I Operations,,,administrative
